match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_fouls,stat_shotOffTarget,stat_wonContest,captain,stat_outfielderBlock,stat_keyPass,stat_accurateCross,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_penaltyWon,player_height,stat_totalOffside,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_penaltyMiss
11048670,home,Hartford City,Adetayo Adefioye,Adetayo Adefioye,,adetayo-adefioye,A. Adefioye,M,11,0,M,1198215,EUR,984787200.0,F,10,10,False,14.0,12.0,1.0,,7.0,7.0,5.0,7.0,1.0,5.0,1.0,4.0,2.0,,,,,,,89.0,30.0,6.5,10.0,1,,2.0,6.0,,3.0,,,2.0,,5.0,,1.0,1.0,,,,,,,,,,,,,,,
11048670,home,Hartford City,Hikaru Fujiwara,Hikaru Fujiwara,,hikaru-fujiwara,H. Fujiwara,M,14,8,M,1046086,EUR,1063152000.0,M,14,14,True,4.0,3.0,2.0,1.0,1.0,1.0,2.0,6.0,,2.0,,,1.0,,,,,,,28.0,16.0,6.5,7.0,0,3.0,,1.0,,,,,1.0,1.0,2.0,,1.0,,,,,,,,,,,175.0,1.0,,,,
11048670,home,Hartford City,Mitch Power,Mitch Power,,mitch-power,M. Power,M,13,0,M,1481108,EUR,705628800.0,M,13,13,True,3.0,2.0,,,2.0,2.0,,1.0,,,,,,,,,,,,28.0,7.0,6.4,3.0,0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
11048670,home,Hartford City,Shani Miller,Shani Miller,,shani-miller,S. Miller,M,17,0,M,1481895,EUR,968284800.0,M,17,17,True,5.0,2.0,2.0,,1.0,3.0,1.0,2.0,,1.0,1.0,,,,,,,,,1.0,9.0,,3.0,1,,1.0,1.0,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,
11048670,home,Hartford City,Demario Cameron,Demario Cameron,,demario-cameron,D. Cameron,D,15,0,M,1481081,EUR,890006400.0,D,15,15,True,1.0,,,,,,,1.0,,,1.0,,,,,,,,,1.0,2.0,,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11048670,home,Hartford City,Andrew Geres,Andrew Geres,,andrew-geres,A. Geres,D,,0,,1193343,EUR,809654400.0,D,27,27,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11048670,home,Hartford City,Cooper D'Ambrosio,Cooper D'Ambrosio,,cooper-dambrosio,C. D'Ambrosio,D,5,0,M,1481079,EUR,780451200.0,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11048670,away,Lansdowne Bhoys FC,Clement Anet,,,clement-anet,C. Anet,G,,0,,895625,EUR,886032000.0,G,1,1,False,18.0,17.0,8.0,7.0,15.0,15.0,2.0,3.0,,,2.0,6.0,,1.0,,,1.0,,,90.0,25.0,6.3,1.0,0,,,,,,,,,,,,,,,,,,,,,,,184.0,,,,,
11048670,away,Lansdowne Bhoys FC,Edward Speed,Edward Speed,,edward-speed,E. Speed,M,17,1,M,1195127,EUR,858297600.0,D,2,2,False,48.0,34.0,8.0,3.0,17.0,22.0,18.0,29.0,2.0,9.0,3.0,9.0,1.0,,,,,,,90.0,93.0,7.0,26.0,0,3.0,1.0,8.0,,3.0,5.0,2.0,3.0,1.0,4.0,,2.0,,3.0,,,1.0,1.0,,,,,172.0,,1.0,1.0,,
11048670,away,Lansdowne Bhoys FC,Musa Danso,Musa Danso,,musa-danso,M. Danso,D,4,0,M,1192669,EUR,910051200.0,D,4,4,False,49.0,43.0,6.0,3.0,30.0,36.0,13.0,13.0,1.0,2.0,10.0,4.0,1.0,,,,,,,90.0,63.0,6.5,6.0,0,,1.0,4.0,,,,2.0,,,,1.0,3.0,,,,,,,,,,,,,,,,
11048670,away,Lansdowne Bhoys FC,Humbert Ferrer,Humbert Ferrer,,humbert-ferrer,H. Ferrer,M,5,0,M,1192773,EUR,883353600.0,D,5,5,False,67.0,61.0,8.0,6.0,36.0,41.0,25.0,26.0,2.0,8.0,2.0,5.0,4.0,,,,,,,90.0,81.0,7.3,6.0,0,,,1.0,,,,1.0,2.0,1.0,,,1.0,,,True,1.0,,,,,,,,,,,,
11048670,away,Lansdowne Bhoys FC,Cormac Pike,Cormac Pike,,cormac-pike,C. Pike,M,3,0,M,1479771,EUR,949968000.0,D,3,3,False,39.0,30.0,5.0,1.0,22.0,25.0,8.0,16.0,4.0,6.0,,2.0,,,,,,,,54.0,51.0,6.7,13.0,0,2.0,,2.0,,1.0,1.0,,1.0,1.0,,,1.0,,1.0,,,1.0,,,,,,,,,,,
11048670,away,Lansdowne Bhoys FC,Patrick McCann,,,patrick-mccann,P. McCann,M,6,1,M,360316,EUR,655171200.0,M,6,6,False,25.0,19.0,5.0,4.0,11.0,13.0,8.0,12.0,,3.0,,4.0,,,,,,,,45.0,31.0,6.7,9.0,0,,1.0,3.0,1.0,,,,3.0,2.0,3.0,,1.0,,,,,,,,,,,183.0,,,,,
11048670,away,Lansdowne Bhoys FC,Matthew Lynch,,,matthew-lynch,M. Lynch,M,22,1,M,885070,EUR,920764800.0,M,22,22,False,51.0,45.0,8.0,7.0,12.0,14.0,33.0,38.0,,2.0,1.0,2.0,1.0,,,,,,,85.0,59.0,6.9,9.0,0,1.0,1.0,3.0,,,,,1.0,,2.0,,2.0,,,,,2.0,,,,,,,,,,,
11048670,away,Lansdowne Bhoys FC,Julio Espinal,Julio Espinal,,julio-espinal,J. Espinal,F,8,0,M,1193417,EUR,612921600.0,M,8,8,False,54.0,48.0,3.0,3.0,22.0,23.0,27.0,33.0,,2.0,1.0,7.0,2.0,,,,,,,90.0,68.0,7.1,10.0,3,2.0,1.0,3.0,,1.0,,,,,,,1.0,1.0,,,,1.0,1.0,2.0,,,1.0,178.0,,,,1.0,
11048670,away,Lansdowne Bhoys FC,Shaquille Suanchez,,,shaquille-suanchez,S. Suanchez,M,11,0,M,935146,EUR,753580800.0,F,11,11,False,19.0,15.0,2.0,1.0,4.0,4.0,11.0,16.0,,4.0,,3.0,,,,,,,,85.0,31.0,6.6,9.0,1,1.0,1.0,7.0,,,4.0,,2.0,2.0,2.0,,4.0,1.0,2.0,,,,,,,,,,1.0,,,,
11048670,away,Lansdowne Bhoys FC,Joseph Devivo,Joseph Devivo,,joseph-devivo,J. Devivo,F,9,2,M,1192718,EUR,816739200.0,F,9,9,False,26.0,16.0,3.0,1.0,3.0,5.0,13.0,21.0,2.0,3.0,2.0,1.0,1.0,,,,,,,90.0,43.0,7.8,16.0,4,,,2.0,,1.0,,1.0,,,5.0,,1.0,,,,,1.0,,3.0,1.0,2.0,,,,,,1.0,1.0
11048670,away,Lansdowne Bhoys FC,Francisco Pena,Francisco Pena,,francisco-pena,F. Pena,M,15,0,M,1479778,EUR,1103587200.0,F,15,15,False,11.0,9.0,2.0,,5.0,5.0,4.0,6.0,,3.0,,1.0,3.0,,,,,,,41.0,17.0,6.7,4.0,1,,,1.0,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,
11048670,away,Lansdowne Bhoys FC,Shamir Mullings,,,shamir-mullings,S. Mullings,F,,1,M,770723,EUR,751939200.0,F,25,25,True,18.0,12.0,2.0,1.0,1.0,1.0,11.0,17.0,1.0,3.0,,3.0,,,,,,,,49.0,28.0,6.8,11.0,2,,2.0,6.0,,2.0,2.0,,,,2.0,,2.0,1.0,2.0,,,1.0,,1.0,,,,196.0,,,,,
11048670,away,Lansdowne Bhoys FC,Steven Nolan,,,nolan-steven,S. Nolan,F,,1,M,877564,EUR,945388800.0,F,7,7,True,25.0,20.0,3.0,,7.0,7.0,13.0,18.0,,,1.0,3.0,,,,,,,,45.0,29.0,6.5,5.0,1,,,5.0,2.0,,,,,,,,3.0,,,,,,,1.0,,,,,,,,,
11048670,away,Lansdowne Bhoys FC,Yusuf Mikaheel,Yusuf Mikaheel,,yusuf-mikaheel,Y. Mikaheel,M,24,1,M,1196571,EUR,,M,17,17,True,19.0,14.0,4.0,3.0,9.0,11.0,6.0,9.0,,,,3.0,,,,,,,,36.0,25.0,6.6,6.0,0,1.0,,1.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,
11048670,away,Lansdowne Bhoys FC,Jonathan Mejía,Jonathan Mejía,,jonathan-mejia,J. Mejía,M,24,0,M,1479796,EUR,1086825600.0,M,24,24,True,10.0,9.0,1.0,1.0,4.0,4.0,5.0,6.0,,1.0,1.0,1.0,,,,,,,,5.0,12.0,,1.0,0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
11048670,away,Lansdowne Bhoys FC,River Seybolt,River Seybolt,,river-seybolt,R. Seybolt,F,19,0,M,1193426,EUR,806544000.0,F,19,19,True,3.0,1.0,,,,,1.0,3.0,,,,,,,,,,,,5.0,6.0,,5.0,0,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,183.0,,,,,
11048670,away,Lansdowne Bhoys FC,Jack Mulhare,Jack Mulhare,,jack-mulhare,J. Mulhare,D,12,0,M,1479788,EUR,945907200.0,D,12,12,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11048670,away,Lansdowne Bhoys FC,Victor Ogunwale,Victor Ogunwale,,victor-ogunwale,V. Ogunwale,F,13,0,M,1479841,EUR,879984000.0,F,13,13,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
