match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_shotOffTarget,stat_outfielderBlock,stat_expectedGoals,stat_dispossessed,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,player_sofascoreId,captain,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_goals
12420980,home,RC Sporting Charleroi,Youssuf Sylla,,,youssuf-sylla,Y. Sylla,F,17,191.0,197,M,1099220,EUR,1040256000,F,80,80,False,13.0,8.0,1.0,1.0,0.0,2.0,2.0,6.0,11.0,1.0,2.0,1.0,2.0,,,,,,65.0,21.0,6.5,8.0,0.00624806,1,,,4.0,,1.0,,,,,2.0,1.0,3.0,,,,,0.15,,,,,,,,,1.0,,
12420980,home,RC Sporting Charleroi,Antoine Bernier,,,antoine-bernier,A. Bernier,M,17,170.0,106,M,834261,EUR,873849600,F,17,17,True,8.0,6.0,,,0.0,4.0,4.0,2.0,7.0,,1.0,,1.0,,,,,,25.0,14.0,6.6,6.0,0.00317588,1,,3.0,2.0,1.0,,,,1.0,1.0,1.0,,,,1.0,1.0,,0.0342,,,,,,,,,,,
12420980,home,RC Sporting Charleroi,Youssouph Badji,,,youssouph-badji,Y. Badji,F,25,192.0,351,M,982334,EUR,1008806400,F,10,10,True,11.0,7.0,,,0.0,1.0,2.0,6.0,9.0,4.0,4.0,1.0,3.0,,,,,,25.0,19.0,6.2,7.0,0.0127321,3,,,3.0,,1.0,,,,,2.0,,,1.0,2.0,2.0,,0.3544,,1.0,,0.277,,,,,,2.0,
12420980,home,RC Sporting Charleroi,Oday Dabbagh,,,oday-dabbagh,O. Dabbagh,F,98,182.0,6574,M,920458,EUR,912643200,F,9,9,True,8.0,7.0,,,0.0,1.0,1.0,7.0,8.0,,,,2.0,,,,,,25.0,14.0,7.2,3.0,0.110044,1,,1.0,2.0,,2.0,,,,,,,,3.0,,,,0.0645,,1.0,,0.3553,,,1.0,1.0,,,
12420980,home,RC Sporting Charleroi,Mardochee Nzita,,,mardochee-nzita,M. Nzita,D,24,178.0,111,M,990726,EUR,951350400,D,24,24,True,9.0,9.0,1.0,1.0,0.0,3.0,3.0,6.0,6.0,,,,1.0,,,,,,8.0,13.0,6.6,1.0,0.00721007,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12420980,home,RC Sporting Charleroi,Yassine Titraoui,Yacine Titraoui,,yassine-titraoui,Y. Titraoui,M,22,170.0,2454,M,1094538,EUR,1059177600,M,22,22,True,7.0,7.0,1.0,1.0,0.0,3.0,3.0,4.0,4.0,,1.0,,1.0,,,,,,10.0,8.0,6.6,,0.00218323,0,,,2.0,,,,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,
12420980,home,RC Sporting Charleroi,Theo Defourny,,,theo-defourny,T. Defourny,G,33,194.0,37,M,156736,EUR,704160000,G,33,33,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12420980,home,RC Sporting Charleroi,Žan Rogelj,,,zan-rogelj,Ž. Rogelj,D,21,175.0,87,M,888605,EUR,943488000,D,29,29,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12420980,home,RC Sporting Charleroi,Massamba Sow,Massamba Sow,,massamba-sow,M. Sow,D,44,,37,M,1898323,EUR,1086998400,D,39,39,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12420980,home,RC Sporting Charleroi,Amine Boukamir,Amine Boukamir,,amine-boukamir,A. Boukamir,M,56,172.0,456,M,1469056,EUR,1161475200,M,56,56,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12420980,away,Royal Antwerp FC,Senne Lammens,,,senne-lammens,S. Lammens,G,31,193.0,27447,M,964753,EUR,1026000000,G,91,91,False,35.0,27.0,14.0,6.0,0.0,23.0,24.0,4.0,11.0,,,,7.0,,3.0,5.0,,,90.0,43.0,8.0,8.0,0.0009168,0,1.0019,,,,,,,,,,,,,,,,,,,,,,,,,,,
12420980,away,Royal Antwerp FC,Jelle Bataille,,,jelle-bataille,J. Bataille,D,25,175.0,224,M,889387,EUR,927158400,D,25,25,False,50.0,43.0,5.0,2.0,0.0,30.0,33.0,13.0,18.0,,5.0,2.0,7.0,,,,,,84.0,68.0,7.2,10.0,0.106391,0,,1.0,5.0,1.0,,,1.0,3.0,2.0,,2.0,1.0,1.0,2.0,,,,1.0,,,,,,,,,,
12420980,away,Royal Antwerp FC,Toby Alderweireld,,,toby-alderweireld,T. Alderweireld,D,,186.0,1445,M,44575,EUR,604800000,D,23,23,False,70.0,62.0,15.0,9.0,1.0,45.0,47.0,17.0,23.0,1.0,3.0,4.0,4.0,,,,,,90.0,78.0,7.8,8.0,0.355976,0,,,,,,,1.0,2.0,2.0,,,,1.0,,,,,,,,,,True,,1.0,,,
12420980,away,Royal Antwerp FC,Zeno Van Den Bosch,,,van-den-bosch-zeno,Z. V. D. Bosch,D,33,191.0,594,M,1103765,EUR,1057449600,D,33,33,False,69.0,63.0,9.0,5.0,0.0,51.0,51.0,12.0,18.0,2.0,2.0,4.0,5.0,,,,,,90.0,83.0,7.3,11.0,0.00877844,1,,,4.0,,,,2.0,,,3.0,,1.0,,2.0,,1.0,0.0975,1.0,,,,,,,,1.0,,
12420980,away,Royal Antwerp FC,Ayrton Costa,,,ayrton-costa,A. Costa,D,32,179.0,1038,M,976485,EUR,931824000,D,5,5,False,46.0,37.0,5.0,3.0,0.0,19.0,23.0,18.0,24.0,2.0,8.0,2.0,3.0,,,,,,90.0,80.0,7.1,17.0,0.0466665,1,,1.0,9.0,4.0,2.0,1.0,1.0,5.0,4.0,2.0,,1.0,,2.0,1.0,,0.0118,1.0,,,,,,,,,,
12420980,away,Royal Antwerp FC,Denis Odoi,Denis,Odoi,denis-odoi,D. Odoi,M,3,177.0,876,M,58994,EUR,580694400,M,6,6,False,45.0,37.0,3.0,1.0,0.0,30.0,33.0,7.0,12.0,3.0,10.0,5.0,6.0,,,,,,90.0,66.0,7.1,13.0,0.00966194,1,,,8.0,,,,,4.0,3.0,3.0,3.0,1.0,,6.0,,,0.0864,1.0,,,,,,,,1.0,,
12420980,away,Royal Antwerp FC,Mahamadou Doumbia,Mahamadou Doumbia,,mahamadou-doumbia,M. Doumbia,M,17,186.0,5407,M,1400846,EUR,1084579200,M,20,20,False,30.0,27.0,2.0,1.0,0.0,20.0,21.0,7.0,9.0,,9.0,,6.0,,,,,,78.0,49.0,7.4,9.0,0.00473367,2,,,2.0,,5.0,3.0,,4.0,4.0,3.0,2.0,,,,2.0,,0.0335,,,,,,,,,,,
12420980,away,Royal Antwerp FC,Tjaronn Chery,,,tjaronn-chery,T. Chery,M,10,170.0,874,M,35208,EUR,581385600,M,4,4,False,20.0,17.0,6.0,5.0,0.0,5.0,5.0,15.0,20.0,,4.0,,3.0,,,,,,67.0,34.0,7.9,9.0,0.91304,1,,5.0,3.0,1.0,1.0,1.0,,2.0,1.0,2.0,1.0,,4.0,,,,0.03,2.0,1.0,1.0,0.0314,,,3.0,1.0,,,
12420980,away,Royal Antwerp FC,Jürgen Ekkelenkamp,,,jurgen-ekkelenkamp,J. Ekkelenkamp,M,32,188.0,1195,M,904887,EUR,954892800,M,24,24,False,28.0,23.0,1.0,,0.0,14.0,15.0,9.0,13.0,,2.0,1.0,4.0,,,,,,67.0,34.0,6.4,7.0,0.00611278,1,,,2.0,,2.0,1.0,,,,,1.0,,,,1.0,,0.1711,1.0,,,,,,,,,1.0,
12420980,away,Royal Antwerp FC,Michel Ange Balikwisha,,,michel-ange-balikwisha,M. A. Balikwisha,M,10,177.0,4201,M,923969,EUR,989452800,M,10,10,False,28.0,22.0,2.0,2.0,0.0,10.0,10.0,13.0,19.0,1.0,5.0,,8.0,,,,,,90.0,53.0,6.9,15.0,0.0406063,0,,1.0,8.0,,3.0,,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,,,,3.0,,2.0,,,,1.0,,,,
12420980,away,Royal Antwerp FC,Vincent Janssen,,,vincent-janssen,V. Janssen,F,18,184.0,1452,M,339901,EUR,771552000,F,18,18,False,26.0,18.0,2.0,,0.0,13.0,16.0,5.0,10.0,2.0,6.0,3.0,5.0,,,,,,90.0,48.0,7.6,15.0,0.00601679,5,,,11.0,,3.0,,,3.0,3.0,1.0,1.0,2.0,,3.0,2.0,,1.4303,3.0,3.0,,1.2331,,,,,,,1.0
12420980,away,Royal Antwerp FC,Mandela Keita,Mandela Keita,,mandela-keita,M. Keita,M,16,180.0,1237,M,1110136,EUR,1020988800,M,27,27,True,6.0,5.0,,,0.0,3.0,3.0,2.0,3.0,,3.0,1.0,1.0,,,,,,23.0,14.0,6.6,3.0,0.00888045,0,,,3.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,2.0,,,,,,,,,,
12420980,away,Royal Antwerp FC,Jacob Ondrejka,,,ondrejka-jacob,J. Ondrejka,M,17,180.0,1006,M,1004790,EUR,1030924800,F,11,11,True,7.0,5.0,,,0.0,4.0,4.0,1.0,6.0,,2.0,,2.0,,,,,,23.0,14.0,6.7,7.0,0.0308727,0,,3.0,2.0,,,,,,,1.0,2.0,,1.0,1.0,,,,1.0,,,,,,,,,,
12420980,away,Royal Antwerp FC,Gyrano Kerk,,,gyrano-kerk,G. Kerk,M,7,175.0,505,M,386950,EUR,817862400,F,7,7,True,,,,,0.0,,,,1.0,,,,,,,,,,12.0,2.0,6.5,2.0,,0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
12420980,away,Royal Antwerp FC,Alhassan Yusuf,,,alhassan-yusuf,A. Yusuf,M,80,175.0,917,M,943114,EUR,963878400,M,8,8,True,5.0,5.0,,,0.0,4.0,4.0,1.0,1.0,,,,1.0,,,,,,10.0,6.0,6.4,,0.00038601,0,,,2.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,
12420980,away,Royal Antwerp FC,Jean Butez,,,jean-butez,J. Butez,G,1,188.0,1350,M,599114,EUR,802569600,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12420980,away,Royal Antwerp FC,Rosen Bozhinov,Rosen Bozhinov,,rosen-bozhinov,R. Bozhinov,D,2,195.0,619,M,1152943,EUR,1106438400,D,26,26,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12420980,away,Royal Antwerp FC,Kobe Corbanie,Kobe Corbanie,,corbanie-kobe,K. Corbanie,D,2,187.0,205,M,1463869,EUR,1115683200,D,2,2,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12420980,away,Royal Antwerp FC,Anthony Valencia,,,anthony-valencia,A. Valencia,F,14,175.0,559,M,1020197,EUR,1058659200,F,14,14,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12420980,away,Royal Antwerp FC,Victor Udoh,,,udoh-victor,V. Udoh,F,,172.0,129,M,1512489,EUR,1098057600,F,19,19,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
