match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_unsuccessfulTouch,player_sofascoreId,stat_bigChanceCreated,stat_dispossessed,stat_shotOffTarget,captain,stat_bigChanceMissed,stat_totalOffside,stat_blockedScoringAttempt,stat_goals,stat_errorLeadToAShot,stat_penaltyWon,stat_goalAssist,stat_hitWoodwork
10407365,home,SV Zulte Waregem,Alieu Fadera,,,fadera-alieu,A. Fadera,M,20,181.0,1183,M,1031548,EUR,1004745600,F,7,7,False,13.0,10.0,,,5.0,5.0,5.0,11.0,9.0,,,6.0,,,3.0,,,,,90.0,35.0,5.8,19.0,2,3.0,,1.0,5.0,,1.0,,,,,,,,7.0,,,,,,1.0,,1.0,,,,,
10407365,home,SV Zulte Waregem,Ravy Tsouka,,,ravy-tsouka,R. T. Dozi,D,2,181.0,78,M,787644,EUR,788140800,D,2,2,True,5.0,2.0,1.0,,2.0,3.0,,2.0,1.0,1.0,1.0,,,,1.0,,,,,23.0,12.0,5.9,5.0,0,,,,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,
10407365,home,SV Zulte Waregem,Nnamdi Chinonso Offor,,,nnamdi-chinonso-offor,N. C. Offor,F,90,192.0,177,M,989299,EUR,959385600,F,27,27,True,8.0,5.0,,,2.0,2.0,3.0,7.0,,4.0,2.0,,,,,,,,,23.0,15.0,6.7,5.0,0,1.0,,,1.0,1.0,,,,,,,,3.0,1.0,,,,,,,1.0,,,,,,
10407365,home,SV Zulte Waregem,Oleksandr Drambaev,,,oleksandr-drambaev,O. Drambaev,D,14,183.0,50,M,997084,EUR,987811200,D,5,5,True,1.0,,1.0,,,1.0,,1.0,,,1.0,1.0,,,,,,,,14.0,4.0,6.0,2.0,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10407365,home,SV Zulte Waregem,Alioune Ndour,,,ndour-alioune,A. Ndour,F,7,183.0,320,M,883990,EUR,877392000,F,11,11,True,,,,,,,,1.0,,,,,,,,,,,,13.0,1.0,6.4,1.0,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10407365,home,SV Zulte Waregem,Sammy Bossut,,,sammy-bossut,S. Bossut,G,38,187.0,35,M,18827,EUR,492566400,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407365,home,SV Zulte Waregem,Pape Diop,Pape Diop,,pape-diop,P. Diop,M,18,182.0,1726,M,1410217,EUR,1062633600,M,17,17,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407365,home,SV Zulte Waregem,Lennert Hallaert,Lennert,Hallaert,lennert-hallaert,L. Hallaert,F,35,183.0,10,M,998753,EUR,1050537600,F,35,35,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407365,away,Standard Liège,Arnaud Bodart,,,bodart-arnaud,A. Bodart,G,16,184.0,410,M,878898,EUR,889574400,G,16,16,False,19.0,16.0,11.0,8.0,14.0,15.0,2.0,4.0,,,,7.0,,,,2.0,,3.0,,90.0,29.0,7.6,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407365,away,Standard Liège,Noë Dussenne,,,noe-dussenne,N. Dussenne,D,3,191.0,108,M,115569,EUR,702604800,D,6,6,False,61.0,55.0,9.0,5.0,40.0,43.0,15.0,18.0,4.0,6.0,1.0,5.0,,1.0,2.0,,,,,90.0,68.0,7.7,7.0,1,,,,,,1.0,,,2.0,2.0,,2.0,3.0,1.0,,,,,True,,,,1.0,,,,
10407365,away,Standard Liège,Merveille Bokadi,,,merveille-bokadi,M. Bokadi,D,21,186.0,291,M,867193,EUR,832636800,D,20,20,False,50.0,47.0,3.0,3.0,36.0,39.0,11.0,12.0,3.0,1.0,4.0,5.0,,1.0,1.0,,,,,90.0,60.0,7.3,5.0,0,1.0,,,,,,1.0,2.0,,,,1.0,,,,,1.0,,,,,,,1.0,1.0,,
10407365,away,Standard Liège,Konstantinos Laifis,,,konstantinos-laifis,K. Laifis,D,34,186.0,336,M,97061,EUR,737769600,D,34,34,False,64.0,58.0,3.0,3.0,34.0,37.0,24.0,27.0,6.0,1.0,2.0,4.0,,,2.0,,,,,90.0,71.0,6.9,8.0,0,,,,,,,,1.0,,,,4.0,1.0,,,,,,,,,,,,,,
10407365,away,Standard Liège,Filippo Melegoni,,,melegoni-filippo,F. Melegoni,M,8,186.0,100,M,795056,EUR,919296000,M,21,21,False,43.0,35.0,2.0,1.0,19.0,20.0,18.0,29.0,4.0,2.0,2.0,6.0,,1.0,1.0,,,,,89.0,72.0,7.4,14.0,0,6.0,2.0,2.0,1.0,,,,3.0,1.0,1.0,2.0,,,,,1.0,,,,,,,,,,,
10407365,away,Standard Liège,Nicolas Raskin,,,nicolas-raskin,N. Raskin,M,43,179.0,1733,M,889378,EUR,982886400,M,26,26,False,76.0,64.0,7.0,5.0,42.0,45.0,22.0,31.0,4.0,10.0,,14.0,,2.0,,,,,,90.0,99.0,7.9,19.0,2,,,1.0,4.0,3.0,,,,5.0,4.0,1.0,,,3.0,,1.0,2.0,2.0,,,,,,,,1.0,1.0
10407365,away,Standard Liège,Steven Alzate,,,steven-alzate,S. Alzate,M,7,177.0,698,M,871822,EUR,905212800,M,14,14,False,19.0,17.0,2.0,1.0,8.0,9.0,9.0,10.0,3.0,2.0,1.0,2.0,,1.0,,,,,,45.0,26.0,6.4,5.0,0,,,1.0,,,,,,,,,1.0,1.0,2.0,,,1.0,,,,,,,,,,
10407365,away,Standard Liège,Aron Dønnum,,,aron-donnum,A. Dønnum,M,15,179.0,643,M,863133,EUR,893030400,M,11,11,False,48.0,38.0,8.0,4.0,11.0,13.0,27.0,42.0,2.0,4.0,,6.0,,2.0,,,,,,89.0,72.0,7.2,22.0,1,7.0,,,3.0,2.0,,,2.0,,,4.0,,,2.0,,,1.0,,,,,1.0,,,,,
10407365,away,Standard Liège,William Balikwisha,,,william-balikwisha,W. Balikwisha,M,21,174.0,684,M,943881,EUR,926467200,F,22,22,False,49.0,43.0,6.0,3.0,24.0,24.0,19.0,27.0,3.0,3.0,1.0,9.0,,1.0,,,,,,90.0,68.0,6.5,13.0,2,2.0,,,4.0,1.0,,,2.0,1.0,1.0,,,,1.0,,,,1.0,,1.0,,1.0,,,,,
10407365,away,Standard Liège,Philip Zinckernagel,,,philip-zinckernagel,P. Zinckernagel,F,11,175.0,1057,M,328247,EUR,787536000,F,77,77,False,23.0,18.0,1.0,1.0,4.0,5.0,14.0,24.0,6.0,6.0,,3.0,,2.0,1.0,,,,,89.0,48.0,6.8,19.0,3,6.0,,,7.0,3.0,,,,1.0,,,1.0,,4.0,,,,3.0,,,,,,,,,
10407365,away,Standard Liège,Denis Drăguş,,,denis-dragus,D. Drăguş,F,70,184.0,2446,M,841199,EUR,931219200,F,7,7,False,7.0,6.0,,,,,6.0,7.0,4.0,,,,,,1.0,,,,,45.0,15.0,6.5,6.0,2,,,,1.0,,1.0,,,,,,,,2.0,,,2.0,1.0,,,1.0,,,,,,
10407365,away,Standard Liège,Cihan Çanak,Cihan Canak,,cihan-canak,C. Çanak,M,99,175.0,586,M,1127335,EUR,1106524800,M,61,61,True,10.0,9.0,1.0,1.0,4.0,4.0,5.0,6.0,5.0,2.0,,2.0,,2.0,2.0,,,,,45.0,20.0,6.3,6.0,2,,,1.0,1.0,,,,,,,,,,3.0,,,1.0,,,,,2.0,,,,,
10407365,away,Standard Liège,Stipe Perica,,,stipe-perica,S. Perica,F,,192.0,352,M,284845,EUR,805075200,F,28,28,True,9.0,7.0,,,,,7.0,10.0,5.0,,,,,,,,,,,45.0,18.0,8.0,6.0,4,1.0,,,1.0,,4.0,,,,,1.0,2.0,,,,,2.0,,,1.0,1.0,,2.0,,,,
10407365,away,Standard Liège,Jacob Barrett Laursen,,,jacob-barrett-laursen,J. B. Laursen,D,7,179.0,64,M,149592,EUR,785030400,D,38,38,True,5.0,5.0,,,2.0,2.0,3.0,3.0,1.0,1.0,,,,,1.0,,,,,9.0,6.0,6.5,1.0,0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
10407365,away,Standard Liège,Aleksandar Boljević,,,aleksandar-boljevic,A. Boljević,M,23,183.0,252,M,189015,EUR,818726400,M,18,18,True,1.0,,,,,,,1.0,,,1.0,,,,,,,,,9.0,5.0,6.8,2.0,1,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,
10407365,away,Standard Liège,Osher Davida,Osher,Davida,davida-osher,O. Davida,M,77,175.0,195,M,1004222,EUR,982454400,F,17,17,True,2.0,1.0,,,,,1.0,3.0,,,,1.0,,,,,,,,9.0,4.0,6.6,2.0,0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10407365,away,Standard Liège,Laurent Henkinet,,,laurent-henkinet,L. Henkinet,G,,189.0,54,M,127405,EUR,716428800,G,30,30,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407365,away,Standard Liège,Nathan Ngoy,,,ngoy-nathan,N. Ngoy,D,3,183.0,1994,M,1119487,EUR,1055203200,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
