match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_expectedGoals,stat_dispossessed,stat_aerialWon,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalOffside,stat_bigChanceMissed,stat_hitWoodwork,captain
12530806,home,Alanyaspor,Rony Lopes,,,rony-lopes,R. Lopes,M,16,174,628,M,190147,EUR,820108800,F,11,11,True,4.0,3.0,,,0.0,1.0,2.0,2.0,3.0,,,,,18.0,7.0,6.9,2.0,0.0109368,2,,1.0,,,1.0,,,,,,,1.0,,,,,1.0,,,,0.0723,,,,2.0,,0.0564,,,,
12530806,home,Alanyaspor,Buluthan Bulut,,,bulut-buluthan,B. Bulut,M,21,171,9,M,1046689,EUR,1027209600,M,21,21,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,1.0,,,,12.0,5.0,6.6,1.0,0.0002106,0,,,,,,1.0,,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,
12530806,home,Alanyaspor,Serdar Dursun,,,serdar-dursun,S. Dursun,F,19,190,1064,M,123917,EUR,687830400,F,10,10,True,3.0,2.0,,,0.0,2.0,2.0,,1.0,,,,,1.0,3.0,,1.0,2.953e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530806,home,Alanyaspor,Yusuf Karagöz,Yusuf Karagoz,,yusuf-karagoz,Y. Karagöz,G,99,195,33,M,1133582,EUR,939081600,G,99,99,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530806,home,Alanyaspor,Mert Furkan Bayram,Mert Furkan Bayram,,mert-furkan-bayram,M. F. Bayram,G,23,187,50,M,1149021,EUR,1104624000,G,23,23,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530806,home,Alanyaspor,Jure Balkovec,,,jure-balkovec,J. Balkovec,D,29,185,292,M,171625,EUR,779068800,D,29,29,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530806,home,Alanyaspor,Juan Christian,Juan Christian,,juan-christian,J. Christian,M,70,177,138,M,1412631,EUR,984182400,F,70,70,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530806,home,Alanyaspor,Arda Usluoğlu,Arda Usluoğlu,,arda-usluoglu,A. Usluoğlu,F,9,189,69,M,1618838,EUR,1160611200,F,15,15,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530806,home,Alanyaspor,Bera Ceken,Bera Ceken,,bera-ceken,B. Ceken,F,,178,20,M,1568920,EUR,1124323200,F,22,22,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530806,away,Konyaspor,Jakub Słowik,,,jakub-slowik,J. Słowik,G,24,190,232,M,95437,EUR,683596800,G,27,27,False,30.0,29.0,5.0,4.0,0.0,27.0,27.0,2.0,3.0,8.0,1.0,2.0,4.0,90.0,41.0,7.2,1.0,0.00079291,0,0.4869,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
12530806,away,Konyaspor,Oğulcan Ülgün,Ogulcan Ülgün,,ogulcan-ulgun,O. Ülgün,M,35,178,135,M,1063942,EUR,894844800,D,35,35,False,27.0,20.0,6.0,4.0,0.0,9.0,11.0,11.0,18.0,3.0,,,,90.0,53.0,6.2,14.0,0.00755596,0,,2.0,,2.0,6.0,2.0,,6.0,,3.0,,,,2.0,,3.0,,1.0,,,,,,,,,,,,,
12530806,away,Konyaspor,Adil Demirbağ,,,adil-demirbag,A. Demirbağ,D,4,182,168,M,787949,EUR,881712000,D,4,4,False,71.0,58.0,8.0,1.0,0.0,30.0,33.0,29.0,40.0,7.0,,,,90.0,85.0,6.5,15.0,0.0409918,0,,2.0,1.0,2.0,6.0,6.0,,3.0,1.0,,1.0,,,1.0,1.0,3.0,1.0,1.0,1.0,,,,3.0,,,,,1.0,,,
12530806,away,Konyaspor,Uğurcan Yazğılı,,,ugurcan-yazgili,U. Yazğılı,D,5,184,99,M,904303,EUR,923616000,D,5,5,False,46.0,39.0,6.0,1.0,0.0,29.0,31.0,10.0,15.0,1.0,,,,60.0,57.0,6.7,7.0,0.00317409,0,,,,,,1.0,,7.0,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,
12530806,away,Konyaspor,Guilherme Haubert Sityá,,,guilherme-haubert-sitya,G. H. Sityá,D,12,179,254,M,224112,EUR,638928000,D,12,12,False,42.0,40.0,,,0.0,25.0,25.0,15.0,22.0,4.0,,,,90.0,66.0,6.6,9.0,0.00919384,1,,5.0,,,4.0,2.0,,3.0,1.0,,,,1.0,,,2.0,1.0,,,1.0,0.0328,1.0,2.0,,,,,,,,True
12530806,away,Konyaspor,Marko Jevtović,,,marko-jevtovic,M. Jevtović,M,16,194,134,M,310068,EUR,743472000,M,16,16,False,33.0,26.0,5.0,2.0,0.0,16.0,17.0,10.0,16.0,4.0,,,,90.0,43.0,6.6,9.0,0.0236705,2,,,,1.0,2.0,3.0,,,,2.0,1.0,,,1.0,1.0,1.0,,,,,0.1247,,1.0,2.0,,,,,,,
12530806,away,Konyaspor,Louka Prip,,,prip-louka,L. Prip,M,,182,142,M,976127,EUR,867542400,M,11,11,False,11.0,9.0,1.0,,0.0,7.0,9.0,2.0,4.0,,,,,60.0,23.0,6.1,8.0,0.00049678,0,,2.0,,,3.0,1.0,,,,2.0,,,,,,,1.0,3.0,1.0,,,,,,,,,,,,
12530806,away,Konyaspor,Danijel Aleksić,,,danijel-aleksic,D. Aleksić,M,9,182,137,M,45377,EUR,672969600,M,9,9,False,19.0,16.0,2.0,,0.0,11.0,11.0,5.0,8.0,2.0,,,,60.0,24.0,6.4,4.0,0.00153298,0,,,,1.0,3.0,3.0,,1.0,,,,,,2.0,1.0,1.0,,1.0,,,,,1.0,,,,,1.0,,,
12530806,away,Konyaspor,Pedrinho,,,pedrinho,Pedrinho,M,8,173,205,M,1015939,EUR,850953600,M,8,8,False,25.0,20.0,4.0,2.0,0.0,9.0,10.0,11.0,17.0,5.0,,,,76.0,40.0,6.4,11.0,0.0127301,0,,2.0,,1.0,7.0,5.0,,,,1.0,4.0,,,1.0,,1.0,2.0,,,,,3.0,,,,,,,,,
12530806,away,Konyaspor,Alassane Ndao,,,ndao-alassane,A. Ndao,M,,176,333,M,1016033,EUR,851040000,M,18,18,False,17.0,15.0,1.0,,0.0,8.0,8.0,7.0,10.0,4.0,,,,60.0,27.0,6.4,6.0,0.00854288,0,,1.0,,,3.0,1.0,,,1.0,1.0,,,,,,2.0,,2.0,1.0,,,,,,,,,,,,
12530806,away,Konyaspor,Umut Nayir,,,mehmet-umut-nayir,U. Nayir,F,18,191,738,M,284767,EUR,741225600,F,22,22,False,17.0,10.0,,,0.0,5.0,7.0,5.0,10.0,2.0,,,,90.0,32.0,6.9,12.0,0.00979043,1,,,,2.0,4.0,10.0,,2.0,,1.0,5.0,,,,,,,,,,0.0983,2.0,5.0,,1.0,,0.099,,,,
12530806,away,Konyaspor,Riechedly Bazoer,,,riechedly-bazoer,R. Bazoer,D,20,184,356,M,227196,EUR,845078400,D,20,20,True,33.0,31.0,5.0,5.0,0.0,17.0,17.0,14.0,16.0,2.0,,,,30.0,36.0,6.9,2.0,0.0139829,0,,,,2.0,2.0,1.0,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,
12530806,away,Konyaspor,Yusuf Erdoğan,,,yusuf-erdogan,Y. Erdoğan,M,10,172,204,M,256663,EUR,713145600,F,10,10,True,7.0,5.0,,,1.0,1.0,1.0,6.0,10.0,1.0,,,,30.0,16.0,7.5,5.0,0.578847,3,,4.0,2.0,,,2.0,1.0,,,,,2.0,,,,,,1.0,1.0,1.0,0.1538,,1.0,1.0,1.0,,0.0677,,,,
12530806,away,Konyaspor,Melih İbrahimoğlu,,,melih-ibrahimoglu,M. Ibrahimoglu,M,77,175,134,M,998462,EUR,963792000,M,77,77,True,25.0,21.0,4.0,3.0,0.0,7.0,7.0,16.0,20.0,1.0,,,,30.0,35.0,7.1,5.0,0.145723,0,,2.0,2.0,,1.0,4.0,,,,1.0,3.0,2.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,
12530806,away,Konyaspor,Muhammet Tunahan Taşçı,,,muhammet-tunahan-tasci,M. T. Tasci,F,7,172,136,M,980612,EUR,1020038400,F,7,7,True,16.0,14.0,,,0.0,4.0,4.0,12.0,17.0,4.0,,,,30.0,24.0,6.8,7.0,0.0513637,0,,5.0,2.0,,2.0,2.0,,,,1.0,1.0,1.0,,,,1.0,,,,,,1.0,1.0,,,,,,,,
12530806,away,Konyaspor,Blaž Kramer,,,blaz-kramer,B. Kramer,F,99,191,607,M,804405,EUR,833587200,F,99,99,True,6.0,4.0,,,0.0,1.0,1.0,3.0,5.0,1.0,,,,14.0,10.0,7.5,2.0,0.00095412,1,,,,,,1.0,,,,,1.0,,,,,,,,,,0.3152,,,,1.0,1.0,0.3897,2.0,,,
12530806,away,Konyaspor,Deniz Ertaş,Deniz Ertas,,deniz-ertas,D. Ertaş,G,1,194,250,M,1195772,EUR,1111276800,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530806,away,Konyaspor,Nikola Boranijašević,,,nikola-boranijasevic,N. Boranijašević,D,28,180,43,M,150667,EUR,706233600,D,24,24,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530806,away,Konyaspor,Yasir Subaşı,,,yasir-subasi,Y. Subaşı,D,3,180,51,M,796555,EUR,820454400,D,3,3,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530806,away,Konyaspor,Ufuk Akyol,,,ufuk-akyol,U. Akyol,M,19,180,30,M,859546,EUR,872640000,M,19,19,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530806,away,Konyaspor,Hamidou Keyta,,,hamidou-keyta,H. Keyta,F,7,186,642,M,829610,EUR,787622400,F,28,28,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
