match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_defensiveValueNormalized,stat_totalCross,stat_aerialWon,stat_duelWon,stat_interceptionWon,stat_dribbleValueNormalized,stat_aerialLost,stat_duelLost,stat_fouls,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,player_firstName,stat_accurateCross,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_bigChanceCreated,stat_bigChanceMissed,stat_keyPass,stat_totalOffside,player_sofascoreId,captain,player_lastName,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_keeperSaveValue,stat_goalkeeperValueNormalized,stat_clearanceOffLine,stat_lastManTackle
14083407,home,Espanyol,Kike García,kike-garcia,K. García,F,19,186,1005,M,84972,EUR,627955200,F,19,19,False,29.0,15.0,1.0,,0.0,4.0,7.0,11.0,22.0,,4.0,,,90.0,46.0,6.8,23.0,0.544015,3,,0.34,-0.06,1.0,4.0,7.0,1.0,-0.53,5.0,7.0,,,1.0,2.0,1.0,,,,1.0,,1.0,0.4006,0.1448,-0.24,,,2.0,1.0,6.0,,1.0,4.0,3.0,,,,,,,,,,
14083407,home,Espanyol,Roberto Fernández,roberto-fernandez,R. Fernández,F,9,186,2068,M,1392592,EUR,1025654400,F,9,9,True,8.0,8.0,,,1.0,1.0,1.0,7.0,7.0,,1.0,,,33.0,13.0,7.6,,0.855,2,,0.72,0.15,,,1.0,,0.1,4.0,4.0,,,,,1.0,1.0,,,,,1.0,0.1338,0.0332,0.02,,,,,,3.0,,4.0,1.0,,,,,,,,,,
14083407,home,Espanyol,Rubén Sánchez,sanchez-saez-ruben,R. Sánchez,D,2,184,124,M,1021165,EUR,981244800,D,2,2,True,22.0,18.0,3.0,,0.0,4.0,4.0,14.0,18.0,,1.0,,,22.0,30.0,6.9,8.0,0.0590781,0,,0.17,-0.05,4.0,,1.0,,0.16,,1.0,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
14083407,home,Espanyol,Urko González,urko-gonzalez,U. González,M,4,189,462,M,1064009,EUR,985046400,M,4,4,True,10.0,8.0,,,0.0,2.0,3.0,6.0,7.0,1.0,1.0,,,22.0,14.0,6.5,5.0,0.0337154,0,,0.08,0.15,,,,,,,3.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083407,home,Espanyol,Jose Salinas,jose-salinas,J. Salinas,D,12,178,194,M,1068891,EUR,970272000,D,12,12,True,3.0,1.0,1.0,,0.0,1.0,2.0,,1.0,,,,,8.0,7.0,6.4,4.0,2.18e-06,0,,-0.06,-0.02,1.0,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083407,home,Espanyol,Antoniu Roca,antoniu-roca,A. Roca,M,20,180,175,M,1099344,EUR,1031184000,F,20,20,True,8.0,7.0,,,0.0,1.0,1.0,6.0,7.0,,,,,8.0,10.0,6.6,1.0,0.0108767,0,,0.0,0.0,1.0,,1.0,,0.12,,1.0,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,
14083407,home,Espanyol,Angel Fortuno,fortuno-angel,A. Fortuno,G,1,183,108,M,1082734,EUR,978307200,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083407,home,Espanyol,Fernando Calero,fernando-calero,F. Calero,D,5,183,302,M,857205,EUR,811036800,D,5,5,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083407,home,Espanyol,Miguel Rubio,miguel-rubio,M. Rubio,D,15,191,184,M,934351,EUR,889574400,D,15,15,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083407,home,Espanyol,Luca Koleosho,luca-koleosho,L. Koleosho,M,24,175,1584,M,1216282,EUR,1095206400,F,16,16,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Luca Koleosho,,,,,,,,,,,,,,,,,,
14083407,home,Espanyol,Javier Hernandez,hernandez-javier,J. Hernández,M,28,175,152,M,1514913,EUR,1075420800,M,27,27,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083407,home,Espanyol,Ramón Terrats,ramon-terrats,R. Terrats,M,14,179,517,M,1088565,EUR,971827200,M,14,14,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Ramón Terrats,,,,,,,,,,,,,,,,,,
14083407,home,Espanyol,Jofre Carreras,jofre,J. Carreras,M,17,175,337,M,1019236,EUR,992736000,F,17,17,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083407,away,Valencia,Julen Agirrezabala,julen-agirrezabala,J. Agirrezabala,G,25,187,1097,M,1014412,EUR,977788800,G,25,25,False,31.0,17.0,23.0,9.0,0.0,11.0,11.0,6.0,20.0,1.0,15.0,1.0,1.0,90.0,52.0,8.6,15.0,0.00192123,0,0.4538,0.1,-0.12,,1.0,1.0,,-0.01,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3.0,6.0,1.1438,0.79,,
14083407,away,Valencia,Dimitri Foulquier,dimitri-foulquier,D. Foulquier,D,20,183,461,M,151138,EUR,732844800,D,20,20,False,36.0,31.0,3.0,2.0,0.0,25.0,27.0,6.0,9.0,7.0,2.0,,,90.0,61.0,6.6,9.0,0.00451885,0,,0.09,-0.26,1.0,2.0,3.0,1.0,0.06,,,,,,,,,,,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,
14083407,away,Valencia,César Tárrega,cesar-tarrega,C. Tárrega,D,5,193,816,M,996928,EUR,1014681600,D,5,5,False,49.0,42.0,14.0,8.0,0.0,33.0,33.0,9.0,16.0,12.0,2.0,,,90.0,68.0,7.7,7.0,0.00261547,0,,0.18,0.35,,2.0,2.0,1.0,0.05,6.0,6.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,
14083407,away,Valencia,Mouctar Diakhaby,mouctar-diakhaby,M. Diakhaby,D,4,192,4026,M,797306,EUR,850953600,D,4,4,False,41.0,35.0,6.0,2.0,0.0,28.0,30.0,7.0,11.0,15.0,4.0,,,90.0,71.0,6.9,9.0,0.0032216,0,,-0.67,0.64,,5.0,9.0,4.0,0.07,3.0,5.0,,,,,,,,,4.0,3.0,,,,,,,2.0,,,,,,,mouctar_dkh,,,,,,,,,1.0
14083407,away,Valencia,José Luis Gayà,jose-luis-gaya,J. L. Gayà,D,14,172,1685,M,227922,EUR,801360000,D,14,14,False,25.0,21.0,4.0,1.0,0.0,12.0,14.0,9.0,11.0,6.0,1.0,,,76.0,46.0,7.3,6.0,0.0191182,0,,-0.04,0.49,3.0,3.0,7.0,,-0.14,1.0,2.0,,1.0,,,,,,2.0,4.0,2.0,,,,,,1.0,,,,,,1.0,,,True,,,,,,,,
14083407,away,Valencia,Luis Rioja,luis-rioja,L. Rioja,M,11,173,860,M,900433,EUR,750729600,M,11,11,False,30.0,19.0,2.0,,1.0,8.0,13.0,11.0,17.0,2.0,2.0,,,76.0,42.0,7.0,14.0,0.369592,2,,0.34,-0.01,2.0,,2.0,1.0,0.23,1.0,3.0,,1.0,,1.0,,1.0,,,1.0,1.0,1.0,0.0525,,-0.3,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,
14083407,away,Valencia,Baptiste Santamaria,baptiste-santamaria,B. Santamaria,M,22,183,473,M,344751,EUR,794707200,M,22,22,False,48.0,37.0,5.0,2.0,0.0,18.0,24.0,19.0,24.0,1.0,7.0,,,90.0,58.0,6.7,13.0,0.0135464,0,,0.15,-0.16,,4.0,10.0,,0.08,1.0,5.0,4.0,1.0,,,,,,,5.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,
14083407,away,Valencia,Pepelu,pepelu,Pepelu,M,18,185,1838,M,826948,EUR,902793600,M,18,18,False,26.0,20.0,3.0,2.0,0.0,13.0,14.0,7.0,12.0,,4.0,,,60.0,32.0,6.5,6.0,0.00713176,1,,0.06,-0.03,,,1.0,1.0,0.05,,,,,,1.0,,,,1.0,1.0,,,0.0312,,-0.06,,,,,,,,,,,,,,,,,,,
14083407,away,Valencia,Diego López,diego-lopez,D. López,M,16,172,1350,M,998950,EUR,1021248000,M,16,16,False,14.0,10.0,1.0,1.0,0.0,4.0,5.0,6.0,9.0,1.0,3.0,,,60.0,21.0,6.1,8.0,0.00674259,0,,-0.05,-0.03,,2.0,2.0,1.0,0.11,3.0,6.0,2.0,,1.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
14083407,away,Valencia,Arnaut Danjuma,arnaut-danjuma,A. Danjuma,F,7,178,3536,M,827064,EUR,854668800,F,7,7,False,24.0,20.0,3.0,3.0,0.0,11.0,12.0,9.0,12.0,1.0,1.0,,,71.0,38.0,8.0,7.0,0.212872,1,,0.19,-0.04,3.0,,4.0,,0.26,2.0,5.0,,1.0,,,1.0,,1.0,,1.0,,2.0,0.565,0.9769,0.51,,3.0,3.0,1.0,,,,,1.0,,,,,,,,,,
14083407,away,Valencia,Hugo Duro,hugo-duro,H. Duro,F,9,180,2868,M,909119,EUR,942192000,F,9,9,False,23.0,14.0,,,0.0,2.0,2.0,12.0,21.0,2.0,1.0,,,90.0,40.0,8.0,16.0,0.0118485,1,,-0.2,0.14,,3.0,8.0,,0.13,2.0,4.0,1.0,,,,1.0,,1.0,,2.0,1.0,3.0,0.0911,0.3412,0.53,,,1.0,,6.0,,,1.0,,,,,,,,,,,
14083407,away,Valencia,Lucas Beltrán,lucas-beltran,L. Beltrán,M,15,177,3780,M,962029,EUR,985824000,M,15,15,True,8.0,5.0,,,0.0,1.0,2.0,4.0,6.0,,2.0,,,30.0,16.0,6.4,6.0,0.00731305,0,,0.0,-0.08,,,2.0,,0.17,3.0,3.0,,,,,,,,,2.0,1.0,,,,,,,,,1.0,,,,,beltranlucass,,,,,,,,,
14083407,away,Valencia,Filip Ugrinić,filip-ugrinic,F. Ugrinić,M,23,185,685,M,857482,EUR,915494400,M,23,23,True,7.0,6.0,,,1.0,4.0,4.0,2.0,3.0,1.0,1.0,,,30.0,14.0,7.0,2.0,0.0895694,0,,0.06,-0.02,1.0,,4.0,,0.12,1.0,1.0,,,,,,,,,2.0,,,,,,,1.0,2.0,2.0,,1.0,,1.0,,,,,,,,,,,
14083407,away,Valencia,Thierry Correia,correia-thierry,T. Correia,D,12,176,798,M,851282,EUR,920937600,D,12,12,True,3.0,2.0,,,0.0,2.0,2.0,,1.0,,,,,19.0,5.0,6.3,1.0,1.01e-06,0,,-0.09,-0.15,,1.0,2.0,,0.03,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,
14083407,away,Valencia,Jesús Vázquez,jesus-vazquez,J. Vázquez,D,21,182,419,M,996929,EUR,1041465600,D,21,21,True,,,,,0.0,,,,,3.0,,,,14.0,5.0,6.1,,8.9e-07,0,,,-0.27,,,1.0,,,,3.0,2.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14083407,away,Valencia,Javier Guerra,javier-guerra,J. Guerra,M,8,187,1800,M,1122610,EUR,1052784000,M,8,8,True,4.0,2.0,,,0.0,2.0,3.0,,1.0,,2.0,,,14.0,7.0,6.5,4.0,3.14e-06,0,,-0.04,-0.08,,1.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,
14083407,away,Valencia,Stole Dimitrievski,stole-dimitrievski,S. Dimitrievski,G,1,188,843,M,97951,EUR,756777600,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083407,away,Valencia,José Copete,jose-copete,J. Copete,D,3,190,437,M,913695,EUR,939513600,D,3,3,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083407,away,Valencia,Eray Cömert,eray-comert,E. Cömert,D,24,183,508,M,814023,EUR,886550400,D,24,24,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083407,away,Valencia,André Almeida,andre-almeida,A. Almeida,M,10,176,1200,M,845693,EUR,959644800,M,10,10,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083407,away,Valencia,Largie Ramazani,largie-ramazani,L. Ramazani,M,17,167,1568,M,909966,EUR,983232000,F,17,17,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083407,away,Valencia,Dani Raba,dani-raba,D. Raba,F,19,184,999,M,873947,EUR,814924800,F,19,19,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083407,away,Valencia,David Otorbi,otorbi-david,D. Otorbi,F,27,180,233,M,1580022,EUR,1192492800,F,27,27,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,David Otorbi,,,,,,,,,,,,,,,,,,
