match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_aerialLost,stat_aerialWon,stat_dispossessed,stat_bigChanceCreated,stat_interceptionWon,stat_fouls,stat_keyPass,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_outfielderBlock,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_accurateCross,stat_shotOffTarget,captain,stat_challengeLost,stat_hitWoodwork,stat_errorLeadToAShot,stat_punches,stat_lastManTackle,stat_totalOffside,stat_clearanceOffLine
12448264,home,NEC Nijmegen,Koki Ogawa,koki-ogawa,K. Ogawa,F,18,186,1469,M,831860,EUR,870998400,F,18,18,False,12.0,9.0,,,0.0,2.0,3.0,7.0,9.0,2.0,3.0,,,,,,67.0,28.0,7.3,8.0,0.0489071,6,,,,,5.0,7.0,,,,,3.0,2.0,5.0,2.0,1.0,,1.0,1.0,,2.0,3.0,,,2.0,0.2737,0.3179,,,1.0,,,,1.0,,,,
12448264,home,NEC Nijmegen,Vito van Crooij,vito-van-crooij,V. van Crooij,M,32,172,213,M,385708,EUR,822873600,F,32,32,True,16.0,13.0,4.0,3.0,0.0,6.0,7.0,7.0,9.0,,,,,,,,31.0,26.0,6.9,7.0,0.54902,0,,,,,4.0,3.0,2.0,1.0,,,2.0,1.0,1.0,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,
12448264,home,NEC Nijmegen,Thomas Ouwejan,thomas-ouwejan,T. Ouwejan,D,5,184,243,M,798180,EUR,844041600,D,5,5,True,9.0,3.0,2.0,,0.0,1.0,2.0,4.0,12.0,1.0,1.0,,,,,,23.0,20.0,6.5,9.0,0.110305,1,,,,5.0,,1.0,,,1.0,,,,,,,,,,,,1.0,,1.0,,0.0917,,,2.0,,,,,,,,,
12448264,home,NEC Nijmegen,Rober González,rober-gonzalez,R. González,M,11,169,147,M,910022,EUR,978739200,M,7,7,True,10.0,6.0,,,0.0,2.0,2.0,4.0,10.0,1.0,,,,,,,23.0,17.0,6.6,7.0,0.0438814,0,,,,2.0,1.0,3.0,,,1.0,1.0,,,1.0,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,
12448264,home,NEC Nijmegen,Kento Shiogai,shiogai-kento,K. Shiogai,F,7,180,1146,M,1499696,EUR,1111795200,F,9,9,True,7.0,5.0,,,1.0,1.0,2.0,4.0,5.0,1.0,2.0,,,,,,23.0,13.0,6.7,5.0,0.072263,1,,,,,5.0,1.0,,,,,,2.0,1.0,3.0,1.0,,,1.0,1.0,1.0,,,,,0.3298,,,,,,,,,,,,
12448264,home,NEC Nijmegen,Lefteris Lyratzis,lefteris-lyratzis,L. Lyratzis,D,19,172,188,M,850774,EUR,951177600,D,19,19,True,5.0,5.0,,,0.0,2.0,2.0,4.0,6.0,,,,,,,,8.0,15.0,6.6,4.0,0.730689,0,,Lefteris,Lyratzis,3.0,,2.0,1.0,1.0,1.0,,2.0,,,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,
12448264,home,NEC Nijmegen,Stijn van Gassel,stijn-van-gassel,S. van Gassel,G,1,185,166,M,367118,EUR,845596800,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448264,home,NEC Nijmegen,Rijk Janse,rijk-janse,R. Janse,G,31,189,36,M,1066313,EUR,1018915200,G,31,31,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448264,home,NEC Nijmegen,Bram Nuytinck,bram-nuytinck,B. Nuytinck,D,17,190,135,M,70930,EUR,641779200,D,17,17,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448264,home,NEC Nijmegen,Argyrios Darelas,argyrios-darelas,A. Darelas,M,22,185,123,M,1146304,EUR,1066262400,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448264,home,NEC Nijmegen,Mees Hoedemakers,mees-hoedemakers,M. Hoedemakers,M,4,181,102,M,893748,EUR,887760000,M,6,6,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448264,home,NEC Nijmegen,Lasse Schöne,lasse-schone,L. Schöne,M,,178,570,M,10077,EUR,517536000,M,20,20,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448264,away,Sparta Rotterdam,Nick Olij,nick-olij,N. Olij,G,1,185,555,M,227192,EUR,807235200,G,1,1,False,32.0,21.0,19.0,8.0,0.0,16.0,18.0,5.0,14.0,1.0,6.0,2.0,3.0,5.0,,,90.0,42.0,7.6,12.0,0.00137931,0,0.102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,1.0,,,
12448264,away,Sparta Rotterdam,Saïd Bakari,said-bakari,S. Bakari,D,22,176,127,M,896210,EUR,780192000,D,2,2,False,25.0,19.0,3.0,1.0,0.0,9.0,12.0,12.0,17.0,5.0,3.0,,,,,,90.0,55.0,7.4,11.0,0.170228,1,,,,4.0,,9.0,,,6.0,3.0,,,1.0,,,3.0,,2.0,,,1.0,,,2.0,0.0078,,,2.0,,,,,,,2.0,,
12448264,away,Sparta Rotterdam,Marvin Young,marvin-young,M. Young,D,3,182,187,M,1648759,EUR,1128211200,D,3,3,False,42.0,35.0,7.0,4.0,0.0,27.0,29.0,8.0,13.0,7.0,2.0,,,,,,85.0,58.0,7.3,9.0,0.00866811,0,,Marvin,Young ,,4.0,4.0,,,3.0,1.0,2.0,3.0,,,,1.0,1.0,1.0,,,,,2.0,1.0,,,,,,,,,1.0,,,,
12448264,away,Sparta Rotterdam,Mike Eerdhuijzen,mike-eerdhuijzen,M. Eerdhuijzen,D,44,194,180,M,947842,EUR,963446400,D,4,4,False,47.0,43.0,14.0,11.0,0.0,28.0,28.0,15.0,19.0,10.0,4.0,,,,,,90.0,66.0,7.3,6.0,0.0540438,0,,,,,7.0,4.0,,,3.0,1.0,2.0,3.0,1.0,,,2.0,1.0,1.0,,,,,1.0,,,,,,,,3.0,,,,,,
12448264,away,Sparta Rotterdam,Patrick van Aanholt,patrick-van-aanholt,P. v. Aanholt,D,14,175,555,M,74577,EUR,651888000,D,5,5,False,25.0,20.0,1.0,1.0,0.0,6.0,10.0,14.0,16.0,6.0,2.0,,,,,,90.0,54.0,7.2,11.0,0.0368337,1,,,,1.0,4.0,3.0,4.0,1.0,2.0,2.0,1.0,,,,,1.0,,,,,,,1.0,,0.0166,,,,1.0,,1.0,,,,,,
12448264,away,Sparta Rotterdam,Julian Baas,julian-baas,J. Baas,M,16,184,147,M,1046143,EUR,1018915200,M,6,6,False,19.0,13.0,2.0,,0.0,10.0,14.0,7.0,13.0,4.0,2.0,,,,,,89.0,40.0,7.0,12.0,0.248765,0,,,,8.0,3.0,3.0,,,1.0,,1.0,,1.0,,1.0,,3.0,3.0,,,,,1.0,1.0,,,,4.0,,,,,,,,,
12448264,away,Sparta Rotterdam,Joshua Kitolano,joshua-kitolano,J. Kitolano,M,8,170,272,M,913584,EUR,984009600,M,8,8,False,13.0,13.0,,,0.0,7.0,7.0,7.0,7.0,1.0,2.0,,,,,,76.0,28.0,7.0,2.0,0.0820894,4,,,,1.0,1.0,4.0,1.0,1.0,1.0,,1.0,,,1.0,,1.0,,,1.0,3.0,,,,2.0,0.4025,0.4768,,1.0,1.0,,,,,,,,
12448264,away,Sparta Rotterdam,Shunsuke Mito,shunsuke-mito,S. Mito,M,11,164,867,M,1002479,EUR,1033171200,M,7,7,False,11.0,7.0,1.0,,0.0,2.0,3.0,5.0,8.0,,3.0,,,,,,62.0,26.0,6.4,11.0,0.0053656,3,,,,,5.0,3.0,2.0,,2.0,2.0,4.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,,,,0.4695,0.1771,,,1.0,,1.0,,,,,,
12448264,away,Sparta Rotterdam,Arno Verschueren,arno-verschueren,A. Verschueren,M,32,182,168,M,578344,EUR,870652800,M,10,10,False,18.0,13.0,1.0,,0.0,6.0,7.0,7.0,11.0,3.0,7.0,,,,,,90.0,41.0,6.7,11.0,0.0120371,1,,,,,4.0,7.0,2.0,1.0,4.0,1.0,5.0,,1.0,,,1.0,2.0,,,,1.0,,,1.0,0.0413,,,,,,1.0,,,,,,
12448264,away,Sparta Rotterdam,Pelle Clement,pelle-clement,P. Clement,M,6,177,70,M,795135,EUR,832464000,M,11,11,False,29.0,20.0,5.0,2.0,0.0,6.0,10.0,14.0,19.0,2.0,6.0,,,,,,90.0,39.0,7.1,12.0,0.288398,0,,,,,6.0,3.0,,,2.0,1.0,3.0,2.0,1.0,,1.0,,1.0,3.0,,,,,,,,,,,,,3.0,,,,,1.0,
12448264,away,Sparta Rotterdam,Tobias Lauritsen,tobias-lauritsen,T. Lauritsen,F,9,192,737,M,796943,EUR,872899200,F,9,9,False,23.0,15.0,1.0,,0.0,5.0,7.0,10.0,16.0,2.0,2.0,,,,,,90.0,38.0,7.6,11.0,0.247321,4,,,,,10.0,10.0,1.0,,,,1.0,8.0,7.0,1.0,1.0,,,2.0,1.0,1.0,,,,3.0,0.3433,0.201,,,3.0,,,,,,,,
12448264,away,Sparta Rotterdam,Camiel Neghli,camiel-neghli,C. Neghli,M,10,180,992,M,1089021,EUR,1005004800,F,17,17,True,15.0,11.0,1.0,,0.0,4.0,5.0,7.0,13.0,,4.0,,,,,,28.0,21.0,7.3,8.0,0.187819,1,,Camiel Neghli,,3.0,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,0.0423,0.5672,,,,,,,,,,,
12448264,away,Sparta Rotterdam,Metinho,metinho,Metinho,M,5,178,957,M,1106148,EUR,1051056000,M,18,18,True,4.0,4.0,,,0.0,,,4.0,4.0,,,,,,,,14.0,9.0,6.5,3.0,0.00139092,0,,Metinho,,,,1.0,,,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12448264,away,Sparta Rotterdam,Rick Meissen,rick-meissen,R. Meissen,D,3,193,44,M,1048906,EUR,1014508800,D,13,13,True,3.0,2.0,1.0,,0.0,2.0,2.0,,1.0,4.0,,,,,,,16.0,9.0,7.4,1.0,1.645e-05,0,,Rick Meijssen,,,,3.0,,,,,,,3.0,,,,,,,,,,2.0,,,,,,,,,,,,,,1.0
12448264,away,Sparta Rotterdam,Teo Quintero,teo-quintero,T. Q. León,D,5,188,438,M,966299,EUR,920332800,D,15,15,True,1.0,,,,0.0,,1.0,,,3.0,,,,,,,12.0,5.0,6.6,1.0,,0,,,,,1.0,2.0,,,,,,1.0,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,
12448264,away,Sparta Rotterdam,Dylan Tevreden,dylan-tevreden,D. Tevreden,G,36,185,9,M,1648753,EUR,1121558400,G,30,30,True,,,,,,,,,,,,,,,,,,,,,,0,,Dylan,Tevreden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448264,away,Sparta Rotterdam,Youri Schoonderwaldt,youri-schoonderwaldt,Y. Schoonderwaldt,G,13,195,40,M,996720,EUR,952905600,G,20,20,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448264,away,Sparta Rotterdam,Boyd Reith,boyd-reith,B. Reith,D,2,175,53,M,825836,EUR,925862400,D,12,12,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448264,away,Sparta Rotterdam,Djevencio van der Kust,djevencio-van-der-kust,D. v. d. Kust,D,5,178,181,M,974530,EUR,988588800,D,21,21,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448264,away,Sparta Rotterdam,Mohamed Nassoh,mohamed-nassoh,M. Nassoh,M,10,186,724,M,1088895,EUR,1043539200,M,14,14,True,,,,,,,,,,,,,,,,,,,,,,0,,Mohamed Nassoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448264,away,Sparta Rotterdam,Ayoub Oufkir,ayoub-oufkir,A. Oufkir,M,24,170,550,M,1648756,EUR,1136332800,F,16,16,True,,,,,,,,,,,,,,,,,,,,,,0,,Ayoub,Oufkir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448264,away,Sparta Rotterdam,Kayky,kayky,Kayky,M,37,175,2630,M,1106151,EUR,1055203200,F,22,22,True,,,,,,,,,,,,,,,,,,,,,,0,,Kayky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448264,away,Sparta Rotterdam,Charles-Andreas Brym,charles-andreas-brym,C. Brym,F,7,180,203,M,990814,EUR,902534400,F,19,19,True,,,,,,,,,,,,,,,,,,,,,,0,,Charles-Andreas,Brym,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
