match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_totalContest,stat_unsuccessfulTouch,stat_aerialLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,captain,stat_lastManTackle,player_firstName,player_lastName,stat_challengeLost,stat_shotOffTarget,stat_expectedGoals,stat_accurateCross,stat_wonContest,stat_keyPass,stat_dispossessed,stat_blockedScoringAttempt,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_bigChanceCreated,stat_hitWoodwork,stat_bigChanceMissed
12530692,home,Kayserispor,Duckens Nazon,duckens-nazon,D. Nazon,F,9,181,19636,M,796023,EUR,765676800,F,9,9,True,12.0,5.0,,,0.0,,,5.0,12.0,1.0,3.0,,1.0,,2.0,,,,30.0,19.0,6.5,12.0,0.0104375,0,,,6.0,1.0,4.0,4.0,,,,,1.0,,,,,,,,,,,,,,,,,nazon,,,
12530692,home,Kayserispor,Nurettin Korkmaz,korkmaz-nurettin,N. Korkmaz,F,77,172,36,M,976993,EUR,1025136000,M,77,77,True,5.0,1.0,2.0,,0.0,1.0,3.0,,2.0,,1.0,2.0,,,1.0,,,,25.0,11.0,6.5,4.0,5.051e-05,0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12530692,home,Kayserispor,Mehmet Şamil Öztürk,ozturk-mehmet-samil,M. Ş. Öztürk,G,33,194,25,M,1216027,EUR,1115596800,G,39,39,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Mehmet Ozturk,,,,,,,,,,,,,,,,,
12530692,home,Kayserispor,Batuhan Özgan,batuhan-ozgan,B. Özgan,D,35,182,9,M,1858304,EUR,1167955200,D,35,35,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Batuhan Özgan,,,,,,,,,,,,,,,,,
12530692,home,Kayserispor,Julian Jeanvier,julian-jeanvier,J. Jeanvier,D,,183,619,M,250477,EUR,702000000,D,17,17,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530692,home,Kayserispor,Anthony Uzodimma,uzodimma-anthony,A. Uzodimma,D,,176,59,M,993108,EUR,924307200,M,19,19,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530692,home,Kayserispor,Mehmet Eray Özbek,mehmet-eray-ozbek,M. E. Özbek,M,16,178,34,M,1011955,EUR,1042070400,M,16,16,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530692,home,Kayserispor,Baran Ali Gezek,baran-ali-gezek,B. A. Gezek,M,55,182,95,M,1215110,EUR,1125014400,M,26,26,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Baran Ali Gezek,,,,,,,,,,,,,,,,,
12530692,home,Kayserispor,Talha Sariarslan,talha-sariarslan,T. Sariarslan,F,99,186,87,M,1088715,EUR,1074384000,F,99,99,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530692,away,Kasımpaşa,Andreas Gianniotis,andreas-gianniotis,A. Gianniotis,G,1,190,177,M,236746,EUR,724636800,G,1,1,False,19.0,14.0,7.0,3.0,0.0,12.0,12.0,2.0,7.0,,,,9.0,,,2.0,,,90.0,31.0,6.4,6.0,0.000311,0,-0.8502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530692,away,Kasımpaşa,Kamil Piątkowski,kamil-piatkowski,K. Piątkowski,D,91,191,2379,M,942335,EUR,961545600,D,91,91,False,54.0,41.0,8.0,3.0,0.0,30.0,34.0,11.0,20.0,1.0,2.0,4.0,4.0,,,,,,90.0,65.0,6.7,13.0,0.00715349,0,,,3.0,,,1.0,,4.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,
12530692,away,Kasımpaşa,Sadık Çiftpınar,sadik-ciftpinar,S. Çiftpınar,D,5,181,71,M,111811,EUR,725846400,D,5,5,False,29.0,27.0,3.0,2.0,0.0,21.0,21.0,6.0,8.0,1.0,5.0,3.0,2.0,,2.0,,,,77.0,40.0,7.0,2.0,0.00177676,0,,,2.0,,,,,3.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,
12530692,away,Kasımpaşa,Yasin Özcan,yasin-ozcan,Y. Özcan,D,58,185,1802,M,1392102,EUR,1145491200,D,58,58,False,61.0,46.0,13.0,5.0,0.0,30.0,39.0,16.0,23.0,2.0,6.0,5.0,8.0,,,,,,90.0,78.0,7.2,17.0,0.0409626,0,,1.0,3.0,,,1.0,,3.0,4.0,2.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,
12530692,away,Kasımpaşa,Aytaç Kara,aytac-kara,A. Kara,M,35,188,161,M,128196,EUR,732844800,M,35,35,False,53.0,45.0,6.0,3.0,0.0,26.0,29.0,19.0,29.0,,3.0,1.0,6.0,,1.0,,,,90.0,70.0,7.3,13.0,0.00956212,2,,5.0,1.0,,,,1.0,1.0,2.0,2.0,,True,,,,1.0,,0.1562,,,1.0,,1.0,,1.0,,0.1149,,,,
12530692,away,Kasımpaşa,Jhon Espinoza,espinoza-jhon,J. Espinoza,D,14,177,133,M,929098,EUR,919814400,M,14,14,False,22.0,18.0,1.0,1.0,0.0,6.0,6.0,13.0,19.0,1.0,2.0,4.0,3.0,,1.0,,,,90.0,41.0,6.9,7.0,0.179725,0,,3.0,4.0,,,1.0,,,,,,,,,,3.0,,,1.0,,1.0,,,1.0,,,,,1.0,,
12530692,away,Kasımpaşa,Haris Hajradinović,haris-hajradinovic,H. Hajradinović,M,10,179,1215,M,254979,EUR,761529600,M,10,10,False,34.0,23.0,5.0,3.0,0.0,8.0,10.0,15.0,29.0,,4.0,1.0,4.0,,2.0,,,,86.0,55.0,6.5,24.0,0.0233264,1,,5.0,5.0,,5.0,1.0,,,2.0,1.0,2.0,,,,,1.0,1.0,0.052,,,,1.0,,,,,,,,,
12530692,away,Kasımpaşa,Mortadha Ben Ouanes,mortadha-ben-ouanes,M. B. Ouanes,M,12,182,1246,M,919225,EUR,773107200,M,12,12,False,32.0,23.0,2.0,1.0,0.0,10.0,11.0,13.0,27.0,1.0,8.0,,5.0,,4.0,,,,90.0,57.0,6.9,21.0,0.033065,0,,6.0,6.0,3.0,4.0,3.0,,1.0,1.0,1.0,2.0,,,,,,,,,2.0,1.0,1.0,,,,,,,,,
12530692,away,Kasımpaşa,Kévin Rodrigues,kevin-rodrigues,K. Rodrigues,D,77,169,248,M,234232,EUR,762825600,M,77,77,False,41.0,34.0,2.0,1.0,0.0,13.0,16.0,22.0,30.0,1.0,10.0,1.0,7.0,,,,,,90.0,76.0,7.6,15.0,0.0638874,1,,5.0,1.0,4.0,2.0,,,3.0,6.0,2.0,,,,,,,1.0,0.0461,1.0,3.0,1.0,,,,,,,,,,
12530692,away,Kasımpaşa,Mamadou Fall,mamadou-fall,M. Fall,M,7,184,380,M,822228,EUR,694137600,F,7,7,False,7.0,2.0,1.0,,0.0,,2.0,2.0,6.0,,2.0,,2.0,,1.0,,,,90.0,16.0,6.4,10.0,0.0120178,0,,1.0,4.0,2.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,1.0,,4.0,,,,,,,
12530692,away,Kasımpaşa,Nuno Da Costa,nuno-da-costa,N. Da Costa,F,10,184,1004,M,209374,EUR,666144000,F,18,18,False,14.0,6.0,2.0,1.0,0.0,4.0,4.0,2.0,10.0,4.0,9.0,,1.0,,2.0,,,,90.0,32.0,7.4,15.0,0.0147999,3,,,9.0,3.0,6.0,3.0,,,,,6.0,,,,,,1.0,0.1213,,3.0,1.0,,,,2.0,,0.6902,,,1.0,
12530692,away,Kasımpaşa,Can Keleş,can-keles,C. Keleş,F,70,180,519,M,918408,EUR,999388800,F,11,11,True,6.0,5.0,,,0.0,1.0,1.0,4.0,5.0,1.0,1.0,,,,,,,,13.0,10.0,6.9,3.0,0.0117423,2,,,,,1.0,,,,,,,,,,,,1.0,0.1274,,,,,,,1.0,,0.0417,,,,
12530692,away,Kasımpaşa,Antonín Barák,antonin-barak,A. Barák,M,72,190,779,M,330705,EUR,786412800,M,72,72,True,2.0,1.0,1.0,,0.0,,,1.0,2.0,,,,,,,,,,12.0,3.0,6.2,1.0,0.00211392,1,,,,,,,,,,,,,,,,,1.0,0.2201,,,,,,,,,,,,,1.0
12530692,away,Kasımpaşa,Sinan Bolat,sinan-bolat,S. Bolat,G,26,187,164,M,5920,EUR,589248000,G,38,38,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530692,away,Kasımpaşa,Taylan Utku Aydın,aydin-taylan-utku,T. U. Aydın,D,29,180,50,M,1498789,EUR,1139529600,D,29,29,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530692,away,Kasımpaşa,Berkay Muratoğlu,berkay-muratoglu,B. Muratoğlu,D,47,183,16,M,1931424,EUR,1199232000,D,47,47,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Berkay Muratoğlu,,,,,,,,,,,,,,,,,
12530692,away,Kasımpaşa,Adnan Aktaş,aktas-adnan,A. Aktaş,D,13,182,18,M,1521616,EUR,1163116800,D,13,13,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530692,away,Kasımpaşa,Yusuf Inci,inci-yusuf,Y. Inci,M,,177,18,M,1529978,EUR,1107216000,M,22,22,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Yusuf Inci,,,,,,,,,,,,,,,,,
12530692,away,Kasımpaşa,Josip Brekalo,josip-brekalo,J. Brekalo,M,7,175,2226,M,357598,EUR,898560000,M,9,9,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530692,away,Kasımpaşa,Atakan Mujde,mujde-atakan,A. Mujde,M,4,182,17,M,1134704,EUR,1067040000,M,54,54,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530692,away,Kasımpaşa,Sinan Alkas,alkas-sinan,S. Alkas,F,,195,35,M,1548530,EUR,1162857600,F,23,23,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
