match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelWon,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_aerialLost,stat_duelLost,stat_lastManTackle,stat_wonTackle,stat_totalContest,stat_wonContest,stat_accurateCross,stat_shotOffTarget,stat_errorLeadToAShot,stat_fouls,stat_keyPass,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_bigChanceCreated,player_sofascoreId,stat_totalOffside,stat_bigChanceMissed
12450927,home,Auxerre,Lassine Sinayoko,,,sinayoko-lassine,L. Sinayoko,F,10,186,10455,M,927005,EUR,944611200,F,17,17,False,16.0,11.0,,,1.0,3.0,4.0,9.0,16.0,1.0,2.0,,,,,90.0,36.0,7.1,14.0,0.150363,1,,4.0,,3.0,,,,1.0,2.0,3.0,,0.0266,,,1.0,5.0,,,2.0,1.0,1.0,1.0,,1.0,1.0,,2.0,,1.0,,,
12450927,home,Auxerre,Ki-Jana Hoever,,,ki-jana-hoever,K. Hoever,D,12,180,945,M,954044,EUR,1011312000,D,23,23,True,7.0,5.0,,,0.0,2.0,2.0,3.0,5.0,,,,,,,25.0,15.0,6.7,4.0,0.00397069,0,,,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12450927,home,Auxerre,Thelonius Bair,,,bair-thelonius,T. Bair,F,9,191,426,M,936848,EUR,935712000,F,9,9,True,8.0,6.0,,,0.0,,,6.0,8.0,2.0,,,,,,25.0,10.0,6.9,2.0,0.0594057,0,,,4.0,4.0,,,,,,,,,,,1.0,1.0,,,,,,,,,2.0,,,,,,,
12450927,home,Auxerre,Rayan Raveloson,,,rayan-raveloson,R. Raveloson,M,45,182,2740,M,757742,EUR,853372800,M,97,97,True,4.0,4.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,,,,,9.0,10.0,6.8,2.0,0.00150929,1,,,,1.0,,,,1.0,,1.0,1.0,0.0383,,,,1.0,,,,,,1.0,,,,,1.0,,,,,
12450927,home,Auxerre,Florian Ayé,,,florian-aye,F. Ayé,F,97,184,302,M,801280,EUR,853632000,F,19,19,True,4.0,3.0,,,0.0,1.0,1.0,2.0,3.0,,1.0,,,,,1.0,4.0,,1.0,0.00080875,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450927,home,Auxerre,Tom Negrel,,,negrel-tom,T. Negrel,G,30,195,42,M,1129363,EUR,1050192000,G,30,30,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450927,home,Auxerre,Sinaly Diomandé,,,sinaly-diomande,S. Diomandé,D,20,184,714,M,996951,EUR,986774400,D,20,20,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450927,home,Auxerre,Théo Pellenard,,,theo-pellenard,T. Pellenard,D,12,182,30,M,369546,EUR,762739200,D,5,5,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450927,home,Auxerre,Assane Dioussé,,,assane-diousse,A. Dioussé,M,18,175,297,M,782240,EUR,874713600,M,18,18,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450927,home,Auxerre,Eros Maddy,,,eros-maddy,E. Maddy,F,34,177,225,M,951949,EUR,981331200,F,11,11,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450927,away,RC Lens,Brice Samba,,,brice-samba,B. Samba,G,30,186,2098,M,164055,EUR,767232000,G,30,30,False,19.0,17.0,6.0,4.0,0.0,16.0,18.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,90.0,28.0,6.3,2.0,0.00018469,0,-0.9034,,,1.0,,,,1.0,,,1.0,,,True,,,,,,,,,,,,,,,,,,
12450927,away,RC Lens,Przemysław Frankowski,,,przemyslaw-frankowski,P. Frankowski,D,95,176,5767,M,286909,EUR,797644800,D,29,29,False,73.0,61.0,8.0,5.0,1.0,26.0,31.0,36.0,45.0,5.0,7.0,,,,,90.0,100.0,8.1,16.0,0.241623,0,,3.0,1.0,5.0,,,,5.0,2.0,1.0,1.0,,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,,1.0,,,,1.0,przemek.franek_,,
12450927,away,RC Lens,Kevin Danso,,,danso-kevin,K. Danso,D,4,190,3440,M,794953,EUR,906163200,D,4,4,False,82.0,72.0,9.0,4.0,0.0,35.0,38.0,37.0,44.0,8.0,1.0,,,,,90.0,101.0,7.1,12.0,0.038298,1,,,2.0,3.0,,,1.0,1.0,1.0,1.0,,0.0356,,,2.0,4.0,,1.0,,,,1.0,,1.0,1.0,1.0,,,,,,
12450927,away,RC Lens,Abdukodir Khusanov,,,abdukodir-khusanov,A. Khusanov,D,45,186,85407,M,1194333,EUR,1078012800,D,25,25,False,85.0,80.0,7.0,3.0,0.0,40.0,41.0,40.0,44.0,6.0,1.0,,,,,90.0,96.0,7.0,5.0,0.0198499,1,,,3.0,4.0,1.0,,1.0,1.0,1.0,,,0.033,0.1939,,1.0,4.0,,1.0,,,,,,2.0,,1.0,,,,abdukodir_khusanov,,
12450927,away,RC Lens,Facundo Medina,,,facundo-medina,F. Medina,D,32,184,4462,M,860307,EUR,927849600,D,14,14,False,70.0,64.0,9.0,4.0,0.0,33.0,34.0,31.0,36.0,2.0,8.0,,,,,90.0,86.0,6.7,10.0,0.110731,0,,,,2.0,,,,2.0,2.0,2.0,,,,,,2.0,,2.0,,,,,,,,,2.0,,,,,
12450927,away,RC Lens,Adrien Thomasson,,,adrien-thomasson,A. Thomasson,M,28,177,523,M,231946,EUR,755481600,M,28,28,False,61.0,50.0,2.0,1.0,0.0,17.0,20.0,33.0,41.0,,10.0,,,,,89.0,79.0,6.8,15.0,0.0154523,2,,,1.0,9.0,,,,,6.0,1.0,1.0,0.1801,,,3.0,9.0,,4.0,1.0,1.0,,,,2.0,,1.0,3.0,2.0,,,1.0,
12450927,away,RC Lens,Neil El Aynaoui,Neil,El Aynaoui,neil-el-aynaoui,N. El Aynaoui,M,8,186,16055,M,1128530,EUR,994032000,M,23,23,False,44.0,41.0,1.0,,0.0,20.0,21.0,21.0,23.0,1.0,4.0,,,,,69.0,58.0,7.5,6.0,0.0975191,1,,,2.0,5.0,1.0,1.0,,,3.0,1.0,,0.3052,0.3542,,,6.0,,1.0,1.0,,,,,1.0,2.0,3.0,1.0,,1.0,,,
12450927,away,RC Lens,Remy Labeau Lascary,,,lascary-remy-labeau,R. L. Lascary,F,14,184,178,M,1401005,EUR,1046649600,M,36,36,False,25.0,22.0,,,1.0,6.0,7.0,18.0,20.0,1.0,4.0,,,,,81.0,52.0,8.1,9.0,0.0952892,2,,2.0,,11.0,,,,1.0,6.0,3.0,3.0,0.0922,,,,3.0,,6.0,4.0,2.0,2.0,1.0,,1.0,2.0,,,1.0,1.0,,,
12450927,away,RC Lens,Angelo Fulgini,,,angelo-fulgini,A. Fulgini,M,11,183,483,M,787540,EUR,840499200,M,11,11,False,38.0,31.0,3.0,1.0,0.0,10.0,10.0,21.0,32.0,,,,,,,69.0,60.0,6.6,19.0,0.0231414,0,,4.0,,3.0,,,,,1.0,4.0,2.0,,,,1.0,5.0,,1.0,2.0,,,,,,,1.0,1.0,,,,,
12450927,away,RC Lens,Anass Zaroury,,,anass-zaroury,A. Zaroury,F,9,176,4199,M,877036,EUR,973555200,M,21,21,False,26.0,24.0,2.0,2.0,0.0,11.0,11.0,14.0,18.0,1.0,3.0,,,,,81.0,41.0,6.6,10.0,0.279128,2,,3.0,,1.0,1.0,,,,1.0,,,0.0388,0.1341,,,7.0,,1.0,4.0,,1.0,1.0,,1.0,2.0,,2.0,,,zaroury,1.0,
12450927,away,RC Lens,M'Bala Nzola,,,mbala-nzola,M. Nzola,F,8,185,2430,M,788061,EUR,840326400,F,8,8,False,21.0,14.0,1.0,,0.0,5.0,6.0,9.0,15.0,,4.0,,,,,90.0,43.0,7.0,21.0,0.0839459,4,,,2.0,4.0,2.0,1.0,,,1.0,8.0,1.0,0.5841,1.1691,,2.0,10.0,,1.0,1.0,,,,,1.0,3.0,1.0,5.0,2.0,,,1.0,1.0
12450927,away,RC Lens,Andy Diouf,,,andy-diouf,A. Diouf,M,17,187,3993,M,1048889,EUR,1053129600,M,18,18,True,10.0,9.0,1.0,1.0,0.0,3.0,3.0,6.0,7.0,,1.0,,,,,21.0,13.0,6.4,3.0,0.0130488,0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,
12450927,away,RC Lens,David Pereira da Costa,,,david-pereira-da-costa,D. P. d. Costa,M,10,165,576,M,1023091,EUR,978652800,M,10,10,True,16.0,13.0,,,0.0,3.0,3.0,10.0,14.0,,2.0,,,,,21.0,24.0,6.7,7.0,0.0118511,2,,1.0,,,,,,,,1.0,,0.2189,,,,1.0,,,,,,1.0,,1.0,,,,1.0,,,,
12450927,away,RC Lens,Deiver Machado,,,deiver-machado,D. Machado,M,27,179,1117,M,822110,EUR,746928000,D,3,3,True,5.0,4.0,,,0.0,1.0,1.0,4.0,7.0,,1.0,,,,,9.0,11.0,6.8,4.0,0.231763,0,,3.0,,1.0,,,,,,1.0,,,,,1.0,1.0,,,1.0,1.0,1.0,,,,1.0,,,,,,1.0,
12450927,away,RC Lens,Florian Sotoca,,,florian-sotoca,F. Sotoca,F,7,187,757,M,788921,EUR,656812800,F,7,7,True,12.0,9.0,,,0.0,3.0,4.0,6.0,9.0,,2.0,,,,,9.0,14.0,6.7,4.0,0.187085,1,,1.0,1.0,1.0,,,,,,,,0.1228,,,2.0,2.0,,,,,,1.0,,,,,,,,,1.0,
12450927,away,RC Lens,Hamzat Ojediran,,,hamzat-ojediran,H. Ojediran,M,15,177,292,M,1002447,EUR,1068768000,M,15,15,True,5.0,4.0,1.0,1.0,0.0,3.0,4.0,1.0,1.0,,,,,,,1.0,6.0,,1.0,0.00571752,0,,,1.0,1.0,,,1.0,,,,,,,,1.0,2.0,,,,,,,,,,1.0,,,,,,
12450927,away,RC Lens,Hervé Koffi,,,herve-koffi,H. Koffi,G,12,187,15844,M,867299,EUR,845424000,G,16,16,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HKoffi,,
12450927,away,RC Lens,Tom Pouilly,Tom Pouilly,,tom-pouilly,T. Pouilly,D,2,180,77,M,1387163,EUR,1055894400,M,34,34,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450927,away,RC Lens,Malang Sarr,,,malang-sarr,M. Sarr,D,20,182,2159,M,826203,EUR,917049600,D,20,20,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450927,away,RC Lens,Jhoanner Chávez,,,jhoanner-chavez,Jhoanner Chávez,M,13,182,1070,M,1002458,EUR,1019606400,D,13,13,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
