match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_duelWon,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalOffside,stat_possessionLostCtrl,stat_totalCross,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,player_firstName,player_lastName,captain,stat_aerialWon,stat_blockedScoringAttempt,stat_hitWoodwork,player_sofascoreId,stat_accurateCross,stat_bigChanceMissed,stat_unsuccessfulTouch,stat_keyPass,stat_wasFouled,stat_bigChanceCreated,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_punches,stat_goals,stat_errorLeadToAShot,stat_goalAssist
10389876,home,Nice,Badredine Bouanani,badredine-bouanani,B. Bouanani,M,27,177,10091,M,1153265,EUR,1102464000,F,35,35,True,10.0,9.0,1.0,1.0,,,,1.0,,11.0,15.0,6.7,0.0,0.0,0.0542061,0,,10.0,15.0,,,,,,,,,,,5.0,5.0,,,,,,Badredine Bouanani,,,,,,bouanani,1.0,,,,,,,,,,,
10389876,home,Nice,Ross Barkley,ross-barkley,R. Barkley,M,6,188,2411,M,98435,EUR,755049600,M,11,11,True,7.0,5.0,,,,,,,,11.0,10.0,6.6,0.0362,0.0,0.00903944,1,,5.0,7.0,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
10389876,home,Nice,Marcin Bułka,marcin-bulka,M. Bułka,G,99,198,4805,M,889590,EUR,938995200,G,90,90,True,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,marcinbulka1,,,,,,,,,,,,
10389876,home,Nice,Ayoub Amraoui,amraoui-ayoub,A. Amraoui,D,88,186,853,M,1129757,EUR,1084492800,D,38,38,True,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389876,home,Nice,Reda Belahyane,reda-belahyane,R. Belahyane,M,21,173,4290,M,1389689,EUR,1086048000,M,37,37,True,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,Reda Belahyane,,,,,,reda.belahyane,,,,,,,,,,,,
10389876,home,Nice,Alexis Beka Beka,beka-beka-alexis,A. B. Beka,M,6,175,378,M,1001456,EUR,985824000,M,21,21,True,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389876,away,Paris Saint-Germain,Gianluigi Donnarumma,gianluigi-donnarumma,G. Donnarumma,G,25,196,69953,M,824509,EUR,919900800,G,99,99,False,20.0,17.0,4.0,1.0,17.0,19.0,2.0,6.0,7.0,90.0,38.0,9.3,0.0,0.0,4.554e-05,0,1.0887,,1.0,,,,1.0,1.0,2.0,,,,,3.0,,,,,,,,,,1.0,,,donnarumma,,,,,,,1.0,5.0,1.0,,,
10389876,away,Paris Saint-Germain,Marquinhos,marquinhos,Marquinhos,D,5,183,36538,M,155995,EUR,768873600,D,5,5,False,95.0,90.0,3.0,1.0,62.0,66.0,,4.0,,90.0,106.0,7.3,0.0396,0.0,0.0270428,1,,28.0,29.0,,,,,,4.0,,,,,5.0,,,,,1.0,1.0,,,True,,1.0,,marquinhosm5,,,,1.0,,,,,,,,
10389876,away,Paris Saint-Germain,Sergio Ramos,sergio-ramos,S. Ramos,D,93,184,68934,M,10710,EUR,512524800,D,4,4,False,86.0,84.0,8.0,6.0,62.0,63.0,3.0,2.0,,90.0,104.0,8.2,0.3147,0.32,0.0106802,3,,22.0,23.0,1.0,1.0,,,,11.0,,,,,2.0,,,2.0,1.0,,2.0,,,,3.0,,,SergioRamos,,,,,,,,,,1.0,1.0,
10389876,away,Paris Saint-Germain,Danilo Pereira,danilo-pereira,D. Pereira,D,2,187,4067,M,99545,EUR,684374400,D,15,15,False,72.0,67.0,6.0,4.0,48.0,52.0,3.0,5.0,,90.0,87.0,7.5,0.1729,0.0,0.00626282,1,,19.0,20.0,1.0,1.0,,2.0,2.0,6.0,,,,,6.0,,,1.0,,2.0,1.0,,,,,,1.0,DaniloP,,1.0,1.0,,1.0,,,,,,,
10389876,away,Paris Saint-Germain,Achraf Hakimi,hakimi-achraf,A. Hakimi,D,2,181,124757,M,814594,EUR,910137600,M,2,2,False,67.0,62.0,1.0,1.0,24.0,25.0,7.0,4.0,,90.0,99.0,6.8,0.0,0.0,0.0682811,0,,38.0,42.0,,7.0,2.0,2.0,,4.0,6.0,3.0,,,11.0,,3.0,,,,,,,,,,,AHakimi,,,2.0,,1.0,,,,,,,
10389876,away,Paris Saint-Germain,Vitinha,vitinha,Vitinha,M,17,172,50484,M,902029,EUR,950400000,M,17,17,False,55.0,50.0,1.0,1.0,24.0,27.0,8.0,7.0,,90.0,71.0,7.2,0.0301,0.0,0.0351253,1,,26.0,28.0,,5.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,,7.0,,3.0,,,,2.0,,,,,1.0,,vitinha,,,1.0,,1.0,,,,,,,
10389876,away,Paris Saint-Germain,Renato Sanches,renato-sanches,R. Sanches,M,8,176,9189,M,318967,EUR,871862400,M,18,18,False,9.0,8.0,,,6.0,7.0,,,,10.0,9.0,6.5,0.0,0.0,0.00317678,0,,2.0,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,renatosanches,,,,,,,,,,,,
10389876,away,Paris Saint-Germain,Carlos Soler,carlos-soler,C. Soler,M,18,180,3724,M,832427,EUR,852163200,M,28,28,False,41.0,37.0,1.0,1.0,13.0,15.0,5.0,4.0,,89.0,63.0,7.3,0.2098,0.0,0.0509617,1,,25.0,28.0,1.0,3.0,1.0,2.0,1.0,2.0,4.0,1.0,,,13.0,2.0,,,,1.0,,,,,,1.0,,Carlos10Soler,1.0,,5.0,2.0,,,,,,,,
10389876,away,Paris Saint-Germain,Nuno Mendes,nuno-mendes,N. Mendes,D,25,180,37370,M,989768,EUR,1024444800,M,25,25,False,54.0,47.0,1.0,,23.0,24.0,7.0,7.0,,77.0,82.0,8.0,0.0216,0.0,0.659734,1,,26.0,34.0,,2.0,1.0,1.0,,,4.0,1.0,,1.0,12.0,4.0,,1.0,,,1.0,,,,,,,nunomendes_5,2.0,,,2.0,3.0,2.0,,,,,,1.0
10389876,away,Paris Saint-Germain,Lionel Messi,lionel-messi,L. Messi,F,10,169,2023630,M,12994,EUR,551491200,F,30,30,False,71.0,60.0,2.0,2.0,20.0,26.0,2.0,9.0,,90.0,87.0,8.3,0.2758,0.5021,0.296411,3,,42.0,48.0,,6.0,4.0,3.0,1.0,,1.0,1.0,,,19.0,3.0,,1.0,2.0,,,,,,,,,LM10,2.0,,,3.0,,,,,,1.0,,1.0
10389876,away,Paris Saint-Germain,Kylian Mbappé,kylian-mbappe,K. Mbappé,F,10,178,1731608,M,826643,EUR,914112000,F,7,7,False,55.0,48.0,4.0,4.0,14.0,16.0,5.0,3.0,,90.0,72.0,6.9,0.0287,0.0,0.0784991,1,,34.0,39.0,,4.0,2.0,4.0,2.0,1.0,1.0,1.0,,2.0,16.0,,,,,,,,,,1.0,1.0,,KMbappé,,,4.0,2.0,1.0,,,,,,,
10389876,away,Paris Saint-Germain,Fabián Ruiz,fabian-ruiz,F. Ruiz,M,8,189,21859,M,784655,EUR,828489600,M,8,8,True,73.0,71.0,5.0,4.0,31.0,33.0,7.0,6.0,,80.0,89.0,7.4,0.0682,0.3359,0.167488,1,,40.0,40.0,,5.0,1.0,1.0,1.0,,5.0,,1.0,,5.0,,3.0,,1.0,,1.0,,,,,,,fabianruiz52,,,2.0,,1.0,,,,,,,
10389876,away,Paris Saint-Germain,El Chadaille Bitshiabu,el-chadaille-bitshiabu,E. C. Bitshiabu,D,5,196,1695,M,1048009,EUR,1116201600,D,31,31,True,7.0,5.0,2.0,,4.0,4.0,,,,13.0,9.0,6.5,0.0,0.0,0.00043266,0,,1.0,3.0,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
10389876,away,Paris Saint-Germain,Warren Zaïre-Emery,warren-zaire-emery,W. Zaïre-Emery,M,33,178,16154,M,1142672,EUR,1141776000,M,33,33,True,1.0,1.0,,,,,,1.0,,1.0,3.0,,0.0,0.0,5.921e-05,0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,wzairemery6,,,,,,,,,,,,
10389876,away,Paris Saint-Germain,Alexandre Letellier,alexandre-letellier,A. Letellier,G,,193,328,M,126879,EUR,660873600,G,90,90,True,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389876,away,Paris Saint-Germain,Sergio Rico,sergio-rico,S. Rico,G,1,195,718,M,211064,EUR,746841600,G,16,16,True,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389876,away,Paris Saint-Germain,Ismael Gharbi,gharbi-ismael,I. Gharbi,M,11,173,7580,M,1113488,EUR,1081555200,M,35,35,True,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389876,away,Paris Saint-Germain,Hugo Ekitiké,hugo-ekitike,H. Ekitiké,F,22,190,97012,M,1048422,EUR,1024531200,F,44,44,True,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,Hugo Ekitiké,,,,,,hekitike,,,,,,,,,,,,
10389876,away,Paris Saint-Germain,Ilyes Housni,ilyes-housni,I. Housni,F,,172,1907,M,1154632,EUR,1116028800,F,37,37,True,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,Ilyes Housni,,,,,,,,,,,,,,,,,,
