match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,captain,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_outfielderBlock,stat_fouls,stat_challengeLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_dispossessed,stat_onTargetScoringAttempt,player_sofascoreId,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalsPrevented,stat_accurateCross
10385432,home,Leeds United,Rodrigo,,,rodrigo,Rodrigo,M,19,181,2040,M,542472,EUR,668217600,F,19,19,False,36.0,25.0,3.0,2.0,6.0,7.0,30.0,2.0,3.0,,,,79.0,47.0,7.3,14.0,0.1123,0.4806,0.071165,2,,19.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,,,2.0,,1.0,,,,,,,2.0,,,,,,,
10385432,home,Leeds United,Luis Sinisterra,,,luis-sinisterra,L. Sinisterra,F,17,176,6576,M,836070,EUR,929577600,F,23,23,True,6.0,3.0,,,1.0,3.0,3.0,,,,,,20.0,10.0,6.4,4.0,0.0,0.0,0.00636649,0,,2.0,,1.0,,3.0,1.0,,,,1.0,,,,,,,1.0,,,1.0,,Sinisterra29,,,,,,
10385432,home,Leeds United,Patrick Bamford,,,patrick-bamford,P. Bamford,F,45,185,2242,M,204336,EUR,747187200,F,9,9,True,7.0,6.0,,,,,7.0,,,,,,11.0,8.0,6.5,1.0,0.0,0.0,0.0562332,0,,6.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,
10385432,home,Leeds United,Sam Greenwood,,,sam-greenwood,S. Greenwood,F,90,180,626,M,980640,EUR,1012003200,F,42,42,True,3.0,2.0,2.0,1.0,,,4.0,,,,,,3.0,5.0,,2.0,0.0,0.0,0.00888472,0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10385432,home,Leeds United,Joel Robles,,,joel-robles,J. Robles,G,1,195,157,M,93796,EUR,645580800,G,22,22,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385432,home,Leeds United,Rasmus Kristensen,,,rasmus-kristensen,R. Kristensen,D,13,186,1609,M,921789,EUR,868579200,D,25,25,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385432,home,Leeds United,Junior Firpo,,,junior-firpo,J. Firpo,D,23,184,2241,M,914835,EUR,840672000,D,3,3,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385432,home,Leeds United,Diego Llorente,,,diego-llorente,D. Llorente,D,3,185,1146,M,305278,EUR,745459200,D,14,14,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385432,home,Leeds United,Joe Gelhardt,,,joe-gelhardt,J. Gelhardt,M,21,179,945,M,945806,EUR,1020470400,F,30,30,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385432,home,Leeds United,Georginio Rutter,,,rutter-georginio,G. Rutter,M,10,182,3505,M,946695,EUR,1019260800,F,24,24,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385432,away,Brentford,David Raya,,,david-raya,D. Raya,G,1,183,26174,M,581310,EUR,811123200,G,1,1,False,41.0,21.0,32.0,12.0,13.0,15.0,26.0,2.0,21.0,1.0,1.0,1.0,90.0,60.0,8.3,21.0,0.0,0.0,0.00635963,0,,8.0,,,,,,,,,,,,,1.0,,,,,,,,d_raya1,,3.0,1.0,5.0,1.2352,
10385432,away,Brentford,Kristoffer Ajer,,,kristoffer-ajer,K. Ajer,D,20,196,1144,M,576384,EUR,892771200,D,20,20,False,24.0,14.0,7.0,3.0,10.0,16.0,8.0,5.0,2.0,,,,90.0,40.0,6.9,12.0,0.0,0.0,0.00315804,0,,4.0,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
10385432,away,Brentford,Ethan Pinnock,,,ethan-pinnock,E. Pinnock,D,5,194,1052,M,855864,EUR,738633600,D,5,5,False,28.0,20.0,2.0,,17.0,20.0,9.0,9.0,2.0,,,,90.0,42.0,7.2,9.0,0.0,0.0,0.00122251,0,,3.0,1.0,1.0,1.0,2.0,2.0,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,
10385432,away,Brentford,Ben Mee,,,ben-mee,B. Mee,D,15,180,577,M,137774,EUR,622339200,D,16,16,False,57.0,36.0,4.0,1.0,26.0,31.0,27.0,,5.0,,,,90.0,73.0,7.0,25.0,0.0,0.0,0.0229544,0,,10.0,1.0,1.0,8.0,3.0,10.0,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,
10385432,away,Brentford,Mads Roerslev,Mads,Roerslev,mads-roerslev,M. Roerslev,D,2,184,428,M,826057,EUR,930182400,M,30,30,False,12.0,7.0,1.0,1.0,4.0,5.0,9.0,3.0,3.0,,,,90.0,27.0,7.2,9.0,0.1414,0.0,0.16177,1,,3.0,2.0,,1.0,3.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,1.0,1.0,,1.0,,,,,,,,
10385432,away,Brentford,Joshua Dasilva,,,joshua-dasilva,J. D. Silva,M,10,184,464,M,856260,EUR,909100800,M,10,10,False,8.0,6.0,,,4.0,4.0,4.0,,4.0,,,,60.0,21.0,6.5,5.0,0.0,0.0,0.00172424,0,,2.0,,,,5.0,4.0,3.0,2.0,,,,1.0,2.0,,1.0,1.0,2.0,,,1.0,,,,,,,,
10385432,away,Brentford,Christian Nørgaard,,,christian-norgaard,C. Nørgaard,M,16,185,9605,M,135256,EUR,763257600,M,6,6,False,49.0,36.0,8.0,3.0,21.0,23.0,26.0,,13.0,,,,90.0,66.0,7.1,16.0,0.0,0.0,0.0665841,0,True,15.0,,1.0,2.0,5.0,7.0,1.0,,3.0,4.0,3.0,1.0,1.0,1.0,,2.0,,,,1.0,,,,,,,,
10385432,away,Brentford,Mathias Jensen,,,mathias-jensen,M. Jensen,M,8,180,1047,M,799251,EUR,820454400,M,8,8,False,46.0,33.0,5.0,3.0,15.0,21.0,30.0,2.0,7.0,,,,90.0,77.0,6.8,24.0,0.0521,0.0,0.0273055,2,,19.0,5.0,1.0,,7.0,2.0,3.0,1.0,3.0,1.0,,2.0,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,1.0
10385432,away,Brentford,Rico Henry,,,rico-henry,R. Henry,D,3,175,712,M,599128,EUR,868320000,M,3,3,False,30.0,21.0,2.0,1.0,9.0,12.0,22.0,1.0,6.0,,,,90.0,52.0,7.1,17.0,0.0,0.0,0.0760164,0,,14.0,4.0,6.0,,11.0,6.0,,,,5.0,2.0,4.0,1.0,2.0,,2.0,1.0,,,2.0,,,,,,,,2.0
10385432,away,Brentford,Ivan Toney,,,ivan-toney,I. Toney,F,17,185,12673,M,290927,EUR,826934400,F,17,17,False,25.0,12.0,2.0,,4.0,5.0,21.0,1.0,5.0,,,,90.0,49.0,6.6,24.0,0.2069,0.0,0.00923226,3,,8.0,1.0,7.0,4.0,15.0,8.0,1.0,,3.0,,,5.0,4.0,,,4.0,,3.0,,3.0,,ivantoney,,,,,,
10385432,away,Brentford,Bryan Mbeumo,,,bryan-mbeumo,B. Mbeumo,M,19,173,110440,M,927083,EUR,933984000,F,19,19,False,15.0,11.0,,,2.0,4.0,12.0,,4.0,,,,74.0,25.0,6.4,11.0,0.0,0.0,0.0164796,0,,9.0,1.0,1.0,1.0,6.0,3.0,1.0,,,,,3.0,2.0,,,2.0,,,,2.0,,bryan_m19,,,,,,
10385432,away,Brentford,Vitaly Janelt,,,vitaly-janelt,V. Janelt,M,27,184,1191,M,814873,EUR,894758400,M,27,27,True,9.0,4.0,1.0,,3.0,3.0,6.0,,2.0,,,,30.0,11.0,6.5,5.0,0.0,0.0,0.00178321,0,,1.0,,,,2.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,
10385432,away,Brentford,Yoane Wissa,,,yoane-wissa,Y. Wissa,F,9,176,50158,M,805123,EUR,841708800,M,11,11,True,2.0,2.0,,,,,2.0,,1.0,,,,16.0,4.0,6.7,,0.0,0.0,0.0236108,0,,2.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,,,yowissa,1.0,,,,,
10385432,away,Brentford,Thomas Strakosha,,,thomas-strakosha,T. Strakosha,G,1,191,1714,M,227212,EUR,795571200,G,22,22,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385432,away,Brentford,Zanka,,,zanka,Zanka,D,,189,466,M,26404,EUR,640828800,D,13,13,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385432,away,Brentford,Aaron Hickey,,,hickey-aaron,A. Hickey,D,2,185,842,M,966869,EUR,1023667200,D,2,2,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385432,away,Brentford,Keane Lewis-Potter,,,keane-lewis-potter,K. Lewis-Potter,D,23,170,1089,M,972421,EUR,982800000,F,23,23,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385432,away,Brentford,Kevin Schade,,,kevin-schade,K. Schade,M,7,183,3191,M,1006387,EUR,1006819200,M,9,9,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385432,away,Brentford,Saman Ghoddos,,,saman-ghoddos,S. Ghoddos,M,7,177,2079,M,548050,EUR,747273600,F,14,14,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385432,away,Brentford,Mikkel Damsgaard,,,damsgaard-mikkel,M. Damsgaard,M,24,180,3593,M,907072,EUR,962582400,M,24,24,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
