match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,stat_duelLost,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialLost,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,captain,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalOffside
11369293,home,Real Sociedad,Mikel Oyarzabal,mikel-oyarzabal,M. Oyarzabal,F,10,181,11730,M,823622,EUR,861580800,F,10,10,False,14.0,9.0,,,7.0,8.0,2.0,6.0,2.0,5.0,,4.0,,,,74.0,27.0,6.4,12.0,0.0915,0.2178,0.00362971,1,,,,mikel10oyar,6.0,5.0,2.0,1.0,2.0,,,,1.0,,1.0,1.0,,,,2.0,1.0,1.0,,,1.0,,True,1.0,,,
11369293,home,Real Sociedad,Ander Barrenetxea,ander-barrenetxea,A. Barrenetxea,F,7,174,1646,M,966862,EUR,1009411200,F,7,7,True,14.0,10.0,1.0,,,,10.0,16.0,,2.0,,4.0,,,,31.0,25.0,6.5,12.0,0.0,0.0,0.0259678,0,,,,,6.0,2.0,1.0,,1.0,1.0,,1.0,,,,,,2.0,,2.0,3.0,2.0,,,,,,,,,
11369293,home,Real Sociedad,Mohamed-Ali Cho,mohamed-ali-cho,M. Cho,F,25,182,1757,M,1063235,EUR,1074470400,F,11,11,True,8.0,6.0,1.0,,1.0,2.0,5.0,6.0,1.0,2.0,,,,,,16.0,11.0,6.6,3.0,0.0,0.0,0.0227144,0,,,,,2.0,,,,1.0,,,,,,,,,,,,2.0,1.0,,,,,,,,,
11369293,home,Real Sociedad,Umar Sadiq,umar-sadiq,U. Sadiq,F,6,192,2879,M,754710,EUR,854841600,F,19,19,True,3.0,1.0,,,,,1.0,3.0,3.0,4.0,,,,,,16.0,8.0,6.7,4.0,0.1789,0.0,0.00512947,2,,,,,3.0,,1.0,,,,,,,1.0,,,,,,1.0,2.0,1.0,,1.0,,,,,,,
11369293,home,Real Sociedad,Álex Sola,alex-sola,Á. Sola,M,7,178,195,M,966836,EUR,928886400,D,2,2,True,7.0,7.0,,,3.0,3.0,4.0,4.0,,1.0,,,,,,16.0,11.0,6.5,,0.0,0.0,0.0014994,0,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
11369293,home,Real Sociedad,Jon Ander Olasagasti,jon-ander-olasagasti,J. A. Olasagasti,M,8,176,263,M,1010383,EUR,966384000,M,16,16,True,7.0,5.0,1.0,1.0,1.0,2.0,4.0,5.0,,1.0,,,,,,10.0,12.0,6.2,4.0,0.1885,0.0,0.00835533,1,,,,,1.0,2.0,,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,
11369293,home,Real Sociedad,Unai Marrero,unai-marrero,U. Marrero,G,13,187,278,M,1094782,EUR,1002585600,G,32,32,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,Unai Marrero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369293,home,Real Sociedad,Jon Pacheco,jon-pacheco,J. Pacheco,D,5,184,537,M,934383,EUR,978912000,D,20,20,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369293,home,Real Sociedad,Diego Rico,diego-rico,D. Rico,D,16,181,662,M,350560,EUR,730425600,D,15,15,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369293,home,Real Sociedad,Pablo Marín,pablo-marin,P. Marín,M,15,178,481,M,1139409,EUR,1057190400,M,29,29,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,Pablo Marín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369293,home,Real Sociedad,Urko González,urko-gonzalez,U. González,M,4,189,462,M,1064009,EUR,985046400,D,26,26,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369293,home,Real Sociedad,Robert Navarro,robert-navarro,R. Navarro,M,23,178,940,M,944165,EUR,1018569600,M,17,17,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369293,home,Real Sociedad,Jon Karrikaburu,jon-karrikaburu,J. Karrikaburu,F,19,183,323,M,1099175,EUR,1032393600,F,27,27,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369293,away,Girona FC,Paulo Gazzaniga,paulo-gazzaniga,P. Gazzaniga,G,13,196,1913,M,164343,EUR,694310400,G,13,13,False,38.0,22.0,21.0,5.0,19.0,23.0,3.0,15.0,,,,5.0,,,,90.0,44.0,6.2,18.0,0.0,0.0,0.00083817,0,-0.3126,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,
11369293,away,Girona FC,Arnau Martínez,arnau-martinez,A. Martínez,D,4,181,1573,M,1084081,EUR,1051228800,D,4,4,False,49.0,46.0,2.0,1.0,28.0,30.0,18.0,19.0,,5.0,,9.0,,,,89.0,65.0,6.9,4.0,0.0,0.0,0.351418,0,,Arnau Martinez,,,3.0,1.0,1.0,2.0,,2.0,,2.0,1.0,,4.0,1.0,,,,,,,1.0,,,,,,,,
11369293,away,Girona FC,David López,david-lopez,D. López,D,5,185,551,M,135116,EUR,623894400,D,5,5,False,79.0,67.0,12.0,5.0,58.0,61.0,9.0,18.0,,6.0,2.0,10.0,,,,90.0,95.0,6.9,16.0,0.1087,0.0,0.00345477,1,,,,,5.0,2.0,,,2.0,1.0,1.0,,2.0,1.0,4.0,3.0,,,,1.0,1.0,,,,,,,,,,
11369293,away,Girona FC,Daley Blind,daley-blind,D. Blind,D,17,180,2785,M,44864,EUR,636940800,D,17,17,False,65.0,54.0,8.0,2.0,38.0,42.0,16.0,23.0,4.0,7.0,3.0,2.0,,,,90.0,77.0,6.6,14.0,0.0,0.0,0.00957686,0,,,,,4.0,1.0,,,2.0,,,1.0,1.0,,,,,,,1.0,3.0,2.0,,,,,,,,,
11369293,away,Girona FC,Miguel Gutiérrez,miguel-gutierrez,M. Gutiérrez,D,3,180,4281,M,908716,EUR,996192000,D,3,3,False,25.0,24.0,,,13.0,14.0,11.0,13.0,2.0,3.0,3.0,3.0,,,,90.0,48.0,6.6,9.0,0.0,0.0,0.270235,0,,,,MGutiérrez,4.0,2.0,1.0,,,1.0,,,,,1.0,1.0,,2.0,,2.0,,,,,,,,,,,
11369293,away,Girona FC,Aleix García,aleix-garcia,A. García,M,24,173,4524,M,796047,EUR,867456000,M,14,14,False,52.0,48.0,10.0,7.0,29.0,31.0,20.0,25.0,2.0,4.0,,3.0,,,,90.0,65.0,7.1,9.0,0.0,0.0,0.0324155,0,,,,AlexGarcia97,3.0,1.0,,1.0,1.0,2.0,1.0,1.0,3.0,,,,,4.0,1.0,,,,,,,,,,,,
11369293,away,Girona FC,Savinho,savio,Savinho,M,26,176,52457,M,1046795,EUR,1081555200,M,16,16,False,17.0,17.0,,,8.0,8.0,10.0,12.0,,2.0,,5.0,,,,64.0,37.0,6.4,12.0,0.0,0.0,0.144295,0,,,,Savinho,4.0,5.0,,1.0,1.0,1.0,,,2.0,,,,,3.0,1.0,1.0,1.0,,,,,,,,,,
11369293,away,Girona FC,Yangel Herrera,yangel-herrera,Y. Herrera,M,12,184,4247,M,839585,EUR,884131200,M,21,21,False,28.0,24.0,2.0,,13.0,13.0,11.0,16.0,2.0,13.0,,5.0,,,,86.0,44.0,7.0,7.0,0.0,0.0,0.0122524,0,,,,YangelHerrera8,6.0,1.0,3.0,,1.0,1.0,,,4.0,,5.0,2.0,,1.0,,1.0,2.0,2.0,,,,,,,,,
11369293,away,Girona FC,Viktor Tsygankov,viktor-tsygankov,V. Tsygankov,M,15,178,5432,M,319735,EUR,879552000,M,8,8,False,16.0,13.0,,,2.0,3.0,12.0,14.0,2.0,6.0,1.0,2.0,,,,90.0,32.0,7.1,9.0,0.0,0.0,0.528349,0,,,,viktortsygankov,5.0,3.0,,1.0,2.0,,,,4.0,,,,1.0,1.0,1.0,1.0,2.0,,1.0,,,,,,,,
11369293,away,Girona FC,Yan Couto,couto-yan,Y. Couto,D,2,169,7132,M,1002813,EUR,1023062400,M,20,20,False,18.0,10.0,1.0,1.0,3.0,6.0,7.0,15.0,,3.0,1.0,2.0,,,,64.0,30.0,6.5,13.0,0.0306,0.0,0.00950837,1,,,,yan.couto,2.0,1.0,1.0,,1.0,,,,2.0,,,,,3.0,,,2.0,1.0,,1.0,,,,,,,1.0
11369293,away,Girona FC,Cristhian Stuani,cristhian-stuani,C. Stuani,F,7,184,1894,M,32048,EUR,529459200,F,7,7,False,7.0,6.0,,,5.0,5.0,1.0,2.0,5.0,5.0,1.0,1.0,,,,64.0,13.0,6.3,4.0,0.3422,0.0,0.00020595,2,,,,,4.0,2.0,,,3.0,,,,,1.0,,,,,,,1.0,,,1.0,,,True,1.0,,,1.0
11369293,away,Girona FC,Valery Fernández,valery-fernandez,V. Fernández,D,21,179,309,M,962378,EUR,943315200,D,11,11,True,10.0,6.0,1.0,,4.0,6.0,2.0,4.0,,2.0,,3.0,,,,26.0,12.0,6.6,4.0,0.0,0.0,0.00089277,0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0
11369293,away,Girona FC,Pablo Torre,pablo-torre,P. Torre,M,20,173,37883,M,1082981,EUR,1049328000,M,18,18,True,6.0,4.0,1.0,,2.0,2.0,2.0,4.0,,1.0,,,,,,26.0,10.0,6.5,3.0,0.0729,0.0,0.00396981,1,,,,PabloTorre,3.0,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,
11369293,away,Girona FC,Artem Dovbyk,artem-dovbyk,A. Dovbyk,F,9,189,13962,M,798820,EUR,866851200,F,9,9,True,4.0,1.0,,,,,1.0,4.0,1.0,3.0,,,,,,26.0,10.0,7.3,5.0,0.2553,0.3767,0.0111065,1,,,,tema_dovbyk,6.0,,2.0,1.0,3.0,,,,,,1.0,,,,,2.0,1.0,1.0,,,1.0,1.0,,,,,
11369293,away,Girona FC,Iván Martín,ivan-martin,I. Martín,M,23,178,895,M,973699,EUR,918950400,M,23,23,True,1.0,,,,,,,1.0,,,,,,,,10.0,1.0,6.5,1.0,0.0,0.0,0.0,0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
11369293,away,Girona FC,Bernardo Espinosa,bernardo-espinosa,Bernardo,D,,192,218,M,139919,EUR,616118400,D,2,2,True,,,,,,,,,1.0,1.0,2.0,,,,,1.0,2.0,,,0.0,0.0,0.0,0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
11369293,away,Girona FC,Juan Carlos,juan-carlos,J. Carlos,G,1,187,226,M,83708,EUR,569635200,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369293,away,Girona FC,Toni Fuidias,toni-fuidias,T. Fuidias,G,13,195,276,M,991960,EUR,987292800,G,26,26,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369293,away,Girona FC,Juanpe,juanpe,Juanpe,D,6,189,179,M,129861,EUR,672969600,D,15,15,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369293,away,Girona FC,Iker Almena,almena-iker,I. Almena,M,30,176,518,M,1513656,EUR,1083628800,F,30,30,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369293,away,Girona FC,Selvi Clúa,silvi-clua,S. Clúa,M,16,189,96,M,1513673,EUR,1106956800,M,28,28,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369293,away,Girona FC,Manu Vallejo,manu-vallejo,M. Vallejo,F,21,167,236,M,828969,EUR,855878400,F,24,24,True,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
