match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,captain,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_aerialLost,stat_totalTackle,stat_wonTackle,stat_keyPass,player_firstName,player_lastName,stat_shotOffTarget,stat_unsuccessfulTouch,stat_expectedGoals,stat_shotValueNormalized,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_wasFouled,stat_accurateCross,stat_totalOffside,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_keeperSaveValue,stat_goalkeeperValueNormalized,stat_blockedScoringAttempt,stat_penaltyConceded
14109603,home,Samsunspor,Emre Kılınç,emre-kilinc,E. Kılınç,M,11,174,320,M,202032,EUR,777600000,F,11,11,False,21.0,15.0,3.0,1.0,1.0,1.0,1.0,14.0,20.0,6.0,,90.0,38.0,7.3,17.0,0.0987895,0,,0.32,0.24,-0.04,,4.0,1.0,5.0,5.0,1.0,1.0,,,,,2.0,1.0,1.0,,,,2.0,,,1.0,3.0,,,,,2.0,,,,,,,,,,
14109603,home,Samsunspor,Arbnor Muja,arbnor-muja,A. Muja,M,7,179,523,M,890695,EUR,912297600,F,7,7,True,11.0,9.0,1.0,1.0,0.0,4.0,4.0,5.0,7.0,2.0,,27.0,18.0,6.8,4.0,0.0155789,1,,-0.18,0.23,0.13,,,,1.0,4.0,,,,,,,2.0,2.0,,Arbnor,Muja,1.0,,0.1351,-0.51,,2.0,1.0,,,,1.0,,1.0,,,,,,,,
14109603,home,Samsunspor,Josafat Mendes,josafat-mendes,J. Mendes,D,2,177,395,M,1133258,EUR,1041292800,D,2,2,True,4.0,4.0,1.0,1.0,0.0,4.0,4.0,,,,,17.0,8.0,6.2,1.0,2.113e-05,0,,-0.02,0.01,-0.17,,,,2.0,,,3.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14109603,home,Samsunspor,Antoine Makoumbou,antoine-makoumbou,A. Makoumbou,M,29,186,539,M,920391,EUR,900720000,M,29,29,True,10.0,9.0,1.0,,0.0,8.0,8.0,1.0,2.0,,,17.0,11.0,6.3,2.0,0.00119554,0,,-0.03,0.33,-0.06,,,,2.0,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
14109603,home,Samsunspor,Soner Aydoğdu,soner-aydogdu,S. Aydoğdu,M,8,181,117,M,69351,EUR,663033600,M,8,8,True,4.0,4.0,,,0.0,2.0,2.0,2.0,2.0,,,8.0,5.0,6.4,1.0,0.00076007,0,,0.01,-0.09,-0.05,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109603,home,Samsunspor,Ebrima Ceesay,ebrima-ceesay,E. Ceesay,F,99,185,89,M,2216420,EUR,1149120000,M,99,99,True,5.0,5.0,,,0.0,1.0,1.0,4.0,4.0,,,8.0,7.0,6.4,2.0,0.0006982,0,,-0.01,,-0.04,,,1.0,1.0,1.0,,,,,1.0,,,,,Ebrima Ceesay,,,2.0,,,,,,,,,,,,,,,,,,,
14109603,home,Samsunspor,Efe Yiğit Üstün,efe-yigit-ustun,E. Y. Üstün,G,33,188,15,M,2237096,EUR,1210118400,G,33,33,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,Efe Yiğit Üstün,,,,,,,,,,,,,,,,,,,,,,
14109603,home,Samsunspor,Soner Gönül,soner-gonul,S. Gönül,D,28,177,49,M,867727,EUR,865987200,D,28,28,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109603,home,Samsunspor,Yunus Emre Çift,yunus-emre-cift,Y. E. Çift,D,55,185,119,M,1063325,EUR,1062374400,D,55,55,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,Yunus Cift,,,,,,,,,,,,,,,,,,,,,,
14109603,home,Samsunspor,Bedirhan Çetin,bedirhan-cetin,B. Çetin,D,96,182,57,M,1215897,EUR,1151539200,D,96,96,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,Bedirhan Çetin,,,,,,,,,,,,,,,,,,,,,,
14109603,home,Samsunspor,Polat Yaldır,polat-yaldir,P. Yaldir,F,,184,44,M,1135583,EUR,1053129600,F,22,22,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,Polat Yaldir,,,,,,,,,,,,,,,,,,,,,,
14109603,away,Gençlerbirliği,Gökhan Akkan,gokhan-akkan,G. Akkan,G,22,188,108,M,225012,EUR,788918400,G,1,1,False,33.0,18.0,26.0,11.0,0.0,14.0,16.0,4.0,17.0,10.0,2.0,90.0,46.0,5.9,15.0,0.00118474,0,-1.0267,0.07,0.0,-0.45,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,1.0,1.0,1.0,0.0003,-0.74,,
14109603,away,Gençlerbirliği,Pedro Pereira,pedro-pereira,P. Pereira,M,13,185,286,M,807291,EUR,885427200,D,13,13,False,31.0,16.0,6.0,1.0,0.0,11.0,17.0,5.0,14.0,1.0,,90.0,45.0,5.8,18.0,0.0107509,0,,-0.02,0.03,-0.39,,1.0,1.0,4.0,2.0,1.0,1.0,,,2.0,,,,,,,,1.0,,,,1.0,,,,,1.0,1.0,,,,,,,,,
14109603,away,Gençlerbirliği,Dimitris Goutas,dimitris-goutas,D. Goutas,D,6,189,261,M,257497,EUR,765417600,D,6,6,False,38.0,33.0,6.0,1.0,0.0,29.0,30.0,4.0,8.0,2.0,,90.0,45.0,6.1,5.0,0.00201807,1,,0.05,0.03,-0.32,,,1.0,1.0,2.0,,2.0,,1.0,,1.0,,,,,,1.0,,0.0758,-0.26,,,,,,,1.0,,,,,,,,,,
14109603,away,Gençlerbirliği,Žan Žužek,zan-zuzek,Ž. Žužek,D,4,186,103,M,355582,EUR,854236800,D,4,4,False,45.0,41.0,6.0,3.0,0.0,29.0,30.0,12.0,15.0,4.0,,90.0,61.0,6.4,6.0,0.00462664,0,,0.09,0.04,-0.25,,,1.0,2.0,2.0,1.0,6.0,,4.0,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,
14109603,away,Gençlerbirliği,Abdurrahim Dursun,abdurrahim-dursun,A. Dursun,D,77,176,46,M,883275,EUR,912470400,D,77,77,False,23.0,18.0,6.0,4.0,0.0,7.0,9.0,11.0,14.0,5.0,,68.0,43.0,6.4,11.0,0.159335,1,,0.27,0.0,-0.27,,4.0,,3.0,1.0,,4.0,,,,3.0,,,3.0,,,,2.0,0.017,-0.04,,1.0,1.0,,,,,1.0,,,,,,,,1.0,
14109603,away,Gençlerbirliği,Moussa Kyabou,moussa-kyabou,M. Kyabou,M,81,180,166,M,1099267,EUR,892857600,M,81,81,False,14.0,14.0,,,0.0,9.0,9.0,5.0,5.0,5.0,,90.0,34.0,6.5,6.0,0.00156604,0,,-0.05,0.0,-0.2,,1.0,1.0,5.0,6.0,1.0,2.0,,3.0,3.0,1.0,4.0,3.0,,Moussa Kyabou,,,4.0,,,1.0,,,,,,1.0,,,,,,,,,,1.0
14109603,away,Gençlerbirliği,Oghenekaro Etebo,etebo-oghenekaro,O. Etebo,M,5,176,413,M,839110,EUR,815875200,M,5,5,False,14.0,12.0,3.0,2.0,0.0,6.0,7.0,6.0,7.0,5.0,,42.0,25.0,7.0,4.0,0.00520662,0,,0.11,0.07,0.14,True,,,1.0,5.0,,1.0,,1.0,,,3.0,1.0,,,,,1.0,,,,1.0,,,,,2.0,,,,,,,,,,
14109603,away,Gençlerbirliği,Firatcan Üzüm,firatcan-uzum,F. Üzüm,D,88,178,23,M,904112,EUR,928454400,M,88,88,False,5.0,3.0,1.0,,0.0,1.0,2.0,2.0,3.0,1.0,,45.0,13.0,6.2,7.0,0.0031597,1,,-0.01,0.07,-0.05,,2.0,,3.0,,2.0,1.0,,,,,,,,,,,1.0,0.0853,-0.2,,1.0,,,,,,1.0,,,,,,,,1.0,
14109603,away,Gençlerbirliği,Michał Nalepa,michal-nalepa,M. Nalepa,M,77,170,151,M,760480,EUR,796003200,M,14,14,False,20.0,16.0,3.0,3.0,0.0,6.0,8.0,10.0,12.0,3.0,,82.0,30.0,6.5,10.0,0.016751,0,,-0.11,0.09,-0.13,,3.0,,2.0,2.0,,,,,1.0,,,,1.0,,,,1.0,,,,2.0,1.0,,,,1.0,,,,,,,,,,
14109603,away,Gençlerbirliği,Metehan Mimaroğlu,metehan-mimaroglu,M. Mimaroğlu,M,10,178,135,M,900809,EUR,773539200,M,10,10,False,17.0,14.0,1.0,1.0,0.0,3.0,4.0,11.0,13.0,2.0,,90.0,32.0,7.6,7.0,0.0205578,3,,-0.17,0.1,-0.15,,1.0,,4.0,3.0,1.0,1.0,,,,,3.0,2.0,,,,,,0.1235,0.54,1.0,2.0,,1.0,1.0,0.6695,,,1.0,,,,,,,2.0,
14109603,away,Gençlerbirliği,Daniel Popa,daniel-popa,D. Popa,F,29,186,169,M,845165,EUR,805680000,F,9,9,False,12.0,10.0,,,0.0,7.0,7.0,3.0,5.0,,,68.0,15.0,6.4,4.0,0.0150856,0,,-0.04,-0.04,-0.01,,,1.0,4.0,2.0,,,,,2.0,2.0,1.0,1.0,1.0,,,,2.0,,,,,,,,,,,1.0,,,,,,,,
14109603,away,Gençlerbirliği,Samed Onur,samed-onur,S. Onur,M,8,175,60,M,980608,EUR,1026691200,M,8,8,True,24.0,20.0,2.0,1.0,0.0,14.0,14.0,6.0,10.0,1.0,,48.0,35.0,6.9,5.0,0.00163432,1,,-0.03,0.0,-0.03,,1.0,2.0,3.0,7.0,,3.0,,,2.0,,4.0,1.0,,,,1.0,,0.0137,-0.02,1.0,,,,,,2.0,,,,,,,,,,
14109603,away,Gençlerbirliği,Thalisson Kelven,thalisson-kelven,T. Kelven,D,2,184,112,M,863277,EUR,894499200,D,2,2,True,21.0,18.0,2.0,2.0,0.0,15.0,16.0,3.0,5.0,2.0,,45.0,28.0,6.3,3.0,0.0010426,1,,-0.02,0.09,-0.15,,,,2.0,1.0,,3.0,,1.0,1.0,1.0,,,,,,,,0.0239,-0.15,,,,,,,1.0,,,,,,,,,1.0,
14109603,away,Gençlerbirliği,Matěj Hanousek,matej-hanousek,M. Hanousek,D,23,182,55,M,320905,EUR,738979200,D,23,23,True,11.0,9.0,,,0.0,1.0,2.0,8.0,9.0,,,22.0,16.0,6.5,6.0,0.0122784,0,,-0.04,0.01,-0.11,,,2.0,3.0,2.0,,,,,1.0,1.0,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,
14109603,away,Gençlerbirliği,Göktan Gürpüz,goktan-gurpuz,G. Gürpüz,M,11,178,349,M,997007,EUR,1043193600,M,11,11,True,5.0,5.0,,,0.0,1.0,1.0,4.0,4.0,,,22.0,10.0,6.8,2.0,0.00771738,0,,-0.04,0.09,0.23,,,,,1.0,,1.0,,,,,1.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,
14109603,away,Gençlerbirliği,Ayaz Özcan,ayaz-ozcan,A. Özcan,F,16,186,32,M,2311147,EUR,1254355200,F,16,16,True,1.0,,,,0.0,,,,1.0,2.0,,8.0,4.0,6.3,3.0,,0,,-0.05,0.1,-0.04,,,,3.0,,1.0,,,,,,,,,Ayaz Özcan,,,,,,1.0,1.0,,,,,,,,,,,,,,,
14109603,away,Gençlerbirliği,Erhan Erentürk,erhan-erenturk,E. Erentürk,G,18,190,41,M,997705,EUR,801792000,G,18,18,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109603,away,Gençlerbirliği,Ebrar Yigit Aydin,aydin-ebrar-yigit,E. Y. Aydin,G,33,195,10,M,945526,EUR,967939200,G,33,33,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109603,away,Gençlerbirliği,Sinan Osmanoğlu,sinan-osmanoglu,S. Osmanoğlu,D,5,197,25,M,69369,EUR,631843200,D,90,90,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109603,away,Gençlerbirliği,Mikail Okyar,mikail-okyar,M. Okyar,M,5,177,11,M,999494,EUR,917049600,M,20,20,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109603,away,Gençlerbirliği,Dilhan Demir,demir-dilhan,D. Demir,F,17,183,27,M,1907100,EUR,1056758400,M,21,21,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,Dilhan,Demir,,,,,,,,,,,,,,,,,,,,,
