match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_challengeLost,stat_keyPass,stat_accurateCross,stat_bigChanceMissed,stat_totalOffside,captain,stat_bigChanceCreated,player_firstName,player_lastName,stat_errorLeadToAShot,stat_goodHighClaim,stat_goalAssist,stat_blockedScoringAttempt,stat_goals
10583798,home,Al-Fateh,Alex Valera,alex-valera,A. Valera,F,20,183,1399,M,1016972,EUR,832204800,F,20,20,False,12.0,7.0,,,5.0,9.0,3.0,4.0,1.0,,3.0,,,,65.0,19.0,6.5,9.0,0,1.0,2.0,2.0,,,,,2.0,1.0,,,,,,,,1.0,1.0,,,,1.0,,,,,,,
10583798,home,Al-Fateh,Majed Omar Kanabah,majed-omar-kanabah,M. O. Kanabah,M,12,172,36,M,828444,EUR,730771200,M,12,12,True,18.0,12.0,3.0,1.0,4.0,5.0,8.0,13.0,1.0,,1.0,,,,25.0,21.0,6.7,7.0,0,,2.0,,,,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,
10583798,home,Al-Fateh,Ayman Al-Khulaif,ayman-al-khulaif,A. Al-Khulaif,F,7,166,26,M,872594,EUR,864259200,F,7,7,True,12.0,10.0,1.0,1.0,3.0,3.0,7.0,11.0,2.0,,1.0,,,,25.0,22.0,6.6,8.0,0,2.0,4.0,2.0,3.0,2.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,
10583798,home,Al-Fateh,Firas Al-Buraikan,firas-al-buraikan,F. Al-Buraikan,F,9,181,1082,M,893307,EUR,958262400,F,9,9,True,,,,,,,,,,,,,,,13.0,2.0,6.1,1.0,1,,2.0,1.0,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,
10583798,home,Al-Fateh,Ali Alzubaidi,ali-alzubaidi,A. Alzubaidi,D,2,177,7,M,160903,EUR,726105600,D,27,27,True,6.0,5.0,1.0,1.0,1.0,1.0,4.0,5.0,,,,,,,13.0,9.0,6.5,2.0,0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
10583798,home,Al-Fateh,Ali Salman Abdullah Al-Shuhayb,ali-salman-abdullah-al-shuhayb,A. S. A. Al-Shuhayb,G,,175,1,,1400032,EUR,965865600,G,33,33,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583798,home,Al-Fateh,Qasim Lajami,qasim-al-oujami,Q. Lajami,D,87,178,103,M,818668,EUR,830390400,D,87,87,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583798,home,Al-Fateh,Amaar Al Dohaim,amaar-al-dohaim,A. A. Dohaim,D,24,175,13,M,803055,EUR,746755200,D,24,24,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583798,home,Al-Fateh,Salem Alnajdi,alnajdi-salem,S. Alnajdi,D,83,178,1037,M,1475427,EUR,1043625600,M,83,83,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583798,home,Al-Fateh,Hassan Al-Mohammed,hassan-al-mohammed,H. Al-Mohammed,M,15,177,11,M,1127771,EUR,902016000,M,15,15,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,Hassan Al-Mohammed,,,,,,
10583798,away,Al-Taawoun,Mailson,mailson,Mailson,G,1,198,587,M,883367,EUR,840499200,G,1,1,False,43.0,29.0,20.0,6.0,25.0,28.0,4.0,15.0,2.0,,9.0,,6.0,6.0,90.0,56.0,8.1,14.0,0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,2.0,,,
10583798,away,Al-Taawoun,Abdulmalik Al Oyayari,al-oyayari-abdulmalik,A. A. Oyayari,D,15,175,54,M,1210456,EUR,1071014400,D,15,15,False,31.0,23.0,2.0,1.0,16.0,18.0,9.0,16.0,7.0,2.0,5.0,3.0,,,89.0,57.0,7.1,17.0,0,3.0,4.0,,1.0,,2.0,2.0,3.0,3.0,,,1.0,,,,3.0,1.0,2.0,,,,,,,,,,,
10583798,away,Al-Taawoun,Naldo,naldo,Naldo,D,5,188,74,M,243719,EUR,588470400,D,4,4,False,48.0,45.0,5.0,3.0,38.0,40.0,7.0,8.0,4.0,5.0,5.0,1.0,,,90.0,57.0,7.4,3.0,0,,3.0,,,,,1.0,,1.0,1.0,2.0,2.0,,,,,1.0,,,,True,,,,,,1.0,,
10583798,away,Al-Taawoun,Hassan Kadesh,hassan-kadesh,H. Kadesh,D,15,179,398,M,847235,EUR,712627200,D,14,14,False,46.0,43.0,4.0,1.0,35.0,36.0,8.0,10.0,1.0,12.0,2.0,1.0,,,90.0,61.0,6.9,4.0,0,,3.0,,,,1.0,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,
10583798,away,Al-Taawoun,Saad Yaslam Balobaid,saad-yaslam-balobaid,S. Y. Balobaid,D,31,168,155,M,1066588,EUR,948931200,D,31,31,False,27.0,17.0,3.0,1.0,7.0,12.0,10.0,16.0,6.0,1.0,3.0,4.0,,,90.0,44.0,6.8,13.0,0,1.0,6.0,,2.0,2.0,2.0,2.0,,,2.0,,,,,,4.0,,,,,,,Saad Yaslam Balobaid,,,,,,
10583798,away,Al-Taawoun,Ashraf El Mahdioui,ashraf-el-mahdioui,A. E. Mahdioui,M,18,183,1641,M,788348,EUR,832896000,M,18,18,False,66.0,61.0,3.0,3.0,35.0,36.0,26.0,30.0,2.0,1.0,9.0,1.0,,,90.0,77.0,7.1,8.0,0,,5.0,,1.0,,2.0,1.0,2.0,1.0,4.0,,,,,,,1.0,,,,,,,,,,,,
10583798,away,Al-Taawoun,Fahad Ayed Al-Rashidi,al-rashidi-fahad-ayed,F. A. Al-Rashidi,F,97,175,231,M,974517,EUR,863740800,M,7,7,False,22.0,19.0,,,9.0,10.0,11.0,14.0,7.0,,6.0,3.0,,,79.0,35.0,7.8,5.0,4,2.0,2.0,,3.0,2.0,1.0,3.0,,,,,2.0,1.0,2.0,,1.0,1.0,1.0,,1.0,,,,,,,,1.0,1.0
10583798,away,Al-Taawoun,Flávio,flavio,Flávio,M,8,177,261,M,839521,EUR,823910400,M,24,24,False,53.0,47.0,2.0,2.0,22.0,24.0,25.0,30.0,2.0,1.0,6.0,1.0,,,90.0,66.0,7.1,10.0,1,1.0,5.0,,2.0,,2.0,1.0,,,1.0,1.0,1.0,,,,1.0,2.0,,,,,,,,,,,1.0,
10583798,away,Al-Taawoun,Álvaro Medrán,alvaro-medran,Á. Medrán,M,10,176,321,M,537018,EUR,763689600,M,10,10,False,26.0,20.0,6.0,2.0,12.0,13.0,10.0,16.0,1.0,,3.0,,,,79.0,38.0,7.1,10.0,2,3.0,2.0,1.0,,,,,2.0,1.0,,1.0,,1.0,1.0,,,1.0,2.0,,,,,,,,,,,
10583798,away,Al-Taawoun,Sumaihan Al-Nabit,sumaihan-al-nabit,S. Al-Nabit,M,88,174,111,M,893167,EUR,827884800,M,8,8,False,25.0,20.0,1.0,1.0,9.0,11.0,12.0,16.0,11.0,,4.0,6.0,,,89.0,44.0,7.3,8.0,1,2.0,5.0,,1.0,1.0,,6.0,2.0,4.0,2.0,2.0,,1.0,,,1.0,2.0,1.0,,1.0,,,,,,,,,
10583798,away,Al-Taawoun,Léandre Tawamba,leandre-tawamba,L. Tawamba,F,,189,255,M,315224,EUR,630115200,F,3,3,False,43.0,28.0,,,10.0,12.0,18.0,31.0,5.0,,1.0,,,,90.0,55.0,7.4,21.0,3,,7.0,2.0,1.0,,,,3.0,3.0,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,1.0,1.0
10583798,away,Al-Taawoun,Nawaf Al-Sabhi,nawaf-al-sabhi,N. Al-Sabhi,D,55,182,8,M,818592,EUR,550195200,D,55,55,True,3.0,3.0,,,2.0,2.0,1.0,1.0,,3.0,,,,,10.0,6.0,6.6,,0,,,,,,,,,,,,,,,,,,,,,,,Nawaf,Al-Sabhi,,,,,
10583798,away,Al-Taawoun,Tariq Mohammed,tariq-mohammed,T. Mohammed,M,6,170,26,M,871619,EUR,810345600,D,5,5,True,9.0,9.0,1.0,1.0,1.0,1.0,8.0,8.0,,,1.0,,,,11.0,11.0,6.3,1.0,0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
10583798,away,Al-Taawoun,Hassan Al-Amri,hassan-al-amri,H. Al-Amri,M,7,172,19,M,818733,EUR,766886400,F,77,77,True,5.0,5.0,,,3.0,3.0,2.0,2.0,,,1.0,,,,10.0,8.0,6.4,3.0,0,,3.0,2.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
10583798,away,Al-Taawoun,Mohamed Al-Ghamdi,mohamed-al-ghamdi,M. Al-Ghamdi,D,16,180,7,M,1013848,EUR,760320000,D,6,6,True,,,,,,,,,,,,,,,1.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583798,away,Al-Taawoun,Faisal Darwish,faisal-darwish,F. D. Faraj,M,,176,3,M,791560,EUR,678499200,D,25,25,True,,,,,,,,,,,,,,,1.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583798,away,Al-Taawoun,Mohammed Al-Dawsari,mohammed-al-dawsari,M. Al-Dawsari,G,12,179,6,M,982348,EUR,938822400,D,50,50,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583798,away,Al-Taawoun,Saad Fahad Al Nasser,saad-fahad-al-nasser,S. F. A. Nasser,D,96,172,581,M,1118494,EUR,978912000,M,9,9,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10583798,away,Al-Taawoun,Nawaf Al-Rashwodi,nawaf-al-rashwodi,N. Al-Rashwodi,M,8,169,8,M,1047945,EUR,966556800,F,20,20,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,Nawaf Al-Rashwodi,,,,,,
10583798,away,Al-Taawoun,Yacouba Dembele,yacouba-dembele,Y. Dembele,F,,166,5,M,1134107,EUR,981504000,M,11,11,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,Yacouba Dembele,,,,,,
