match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,player_sofascoreId,captain,stat_interceptionWon,stat_clearanceOffLine,stat_keyPass,stat_totalCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_unsuccessfulTouch,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,stat_blockedScoringAttempt
12773665,home,Bayer 04 Leverkusen,Alejandro Grimaldo,,,alejandro-grimaldo,A. Grimaldo,M,20,171,13084,M,177177,EUR,811555200,D,20,20,True,14.0,13.0,1.0,1.0,0.0,8.0,9.0,,,,1.0,,,,,,21.0,17.0,6.6,1.0,2,5.0,5.0,,1.0,1.0,,,,,grimaldo35,,,,,,,,,1.0,,,1.0,,,,1.0,
12773665,home,Bayer 04 Leverkusen,Florian Wirtz,,,florian-wirtz,F. Wirtz,F,7,175,148828,M,1019322,EUR,1051920000,M,10,10,True,12.0,10.0,,,0.0,2.0,4.0,,1.0,,1.0,,,,,,21.0,18.0,6.2,5.0,1,8.0,8.0,,3.0,,,,,,FWirtz,,1.0,,,,2.0,2.0,1.0,1.0,,,,,,,1.0,
12773665,home,Bayer 04 Leverkusen,Robert Andrich,,,robert-andrich,R. Andrich,M,8,189,3318,M,168903,EUR,780192000,M,8,8,True,15.0,15.0,1.0,1.0,0.0,10.0,10.0,,2.0,,1.0,,,,,,11.0,17.0,6.8,,0,5.0,5.0,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,
12773665,home,Bayer 04 Leverkusen,Victor Okoh Boniface,,,victor-okoh-boniface,V. O. Boniface,F,22,193,28530,M,978521,EUR,977529600,F,22,22,True,8.0,8.0,,,0.0,,,,,,,,,,,,11.0,9.0,7.5,1.0,0,8.0,8.0,,,,,,,,boniface_jrn,,,,2.0,,,,,,1.0,,,,2.0,,,
12773665,home,Bayer 04 Leverkusen,Francis Onyeka,,,onyeka-francis,F. Onyeka,M,21,186,1024,M,1414916,EUR,1177804800,F,40,40,True,5.0,3.0,,,0.0,1.0,1.0,,,,,,,,,,3.0,10.0,,5.0,0,2.0,4.0,,2.0,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,
12773665,home,Bayer 04 Leverkusen,Lukáš Hrádecký,,,lukas-hradecky,L. Hrádecký,G,1,190,2539,M,15219,EUR,627868800,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12773665,home,Bayer 04 Leverkusen,Piero Hincapié,,,piero-hincapie,P. Hincapié,D,5,184,31055,M,1002837,EUR,1010534400,D,3,3,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,pierohincapie,,,,,,,,,,,,,,,,,
12773665,home,Bayer 04 Leverkusen,Jeremie Frimpong,,,jeremie-frimpong,J. Frimpong,M,30,171,32688,M,970361,EUR,976406400,D,30,30,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,jeremie_frimpong,,,,,,,,,,,,,,,,,
12773665,home,Bayer 04 Leverkusen,Kerim Alajbegović,,,kerim-alajbegovic,K. Alajbegović,F,27,185,4467,M,1425366,EUR,1190332800,F,47,47,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12773665,away,SV 07 Elversberg,Nicolas Kristof,Nicolas Kristof,,nicolas-kristof,N. Kristof,G,20,186,131,M,1131080,EUR,945648000,G,20,20,False,27.0,23.0,12.0,9.0,0.0,22.0,23.0,,,1.0,4.0,,,3.0,4.0,,90.0,33.0,6.7,4.0,0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
12773665,away,SV 07 Elversberg,Elias Baum,,,elias-baum,E. Baum,D,2,180,828,M,1403018,EUR,1130284800,D,2,2,False,33.0,30.0,5.0,3.0,0.0,15.0,15.0,,4.0,2.0,6.0,2.0,,,,,90.0,62.0,6.4,16.0,1,15.0,19.0,1.0,9.0,,,1.0,1.0,1.0,,,1.0,,,1.0,4.0,4.0,1.0,,3.0,,1.0,,,,,
12773665,away,SV 07 Elversberg,Lukas Finn Pinckert,,,lukas-finn-pinckert,L. F. Pinckert,D,19,189,44,M,990105,EUR,948499200,D,19,19,False,54.0,50.0,8.0,5.0,0.0,33.0,35.0,,1.0,1.0,7.0,,,,,,90.0,62.0,6.5,6.0,1,17.0,19.0,,3.0,,,1.0,1.0,3.0,,,1.0,,1.0,,,,,,1.0,,1.0,,,,1.0,
12773665,away,SV 07 Elversberg,Maximilian Rohr,,,maximilian-rohr,M. Rohr,D,31,195,80,M,846398,EUR,804211200,D,31,31,False,50.0,48.0,9.0,9.0,0.0,32.0,33.0,1.0,4.0,3.0,4.0,,,,,,90.0,62.0,7.3,3.0,0,16.0,17.0,1.0,1.0,,,3.0,3.0,,,,3.0,,2.0,,,,,,1.0,,,,,,,
12773665,away,SV 07 Elversberg,Maurice Neubauer,,,maurice-neubauer,M. Neubauer,D,33,180,56,M,788286,EUR,830736000,D,33,33,False,57.0,46.0,8.0,2.0,0.0,27.0,28.0,2.0,9.0,3.0,4.0,,,,,,90.0,84.0,6.7,19.0,1,19.0,36.0,,3.0,2.0,,6.0,3.0,1.0,,,1.0,,,7.0,,1.0,1.0,1.0,,,,,,1.0,,
12773665,away,SV 07 Elversberg,Arne Sicker,,,arne-sicker,A. Sicker,D,17,184,16,M,828972,EUR,861235200,D,26,26,False,24.0,17.0,2.0,1.0,0.0,7.0,7.0,2.0,5.0,2.0,7.0,1.0,,,,,69.0,44.0,6.6,14.0,0,10.0,21.0,2.0,4.0,1.0,,2.0,1.0,,,,3.0,,,4.0,,1.0,,,1.0,,,,,,,
12773665,away,SV 07 Elversberg,Lukas Petkov,,,lukas-petkov,L. Petkov,M,25,183,306,M,960017,EUR,973036800,M,25,25,False,11.0,5.0,1.0,,0.0,1.0,3.0,,2.0,,3.0,1.0,,,,,45.0,16.0,6.3,7.0,0,4.0,8.0,1.0,2.0,,,,,1.0,,,,,,,,1.0,1.0,,1.0,,,,,1.0,,
12773665,away,SV 07 Elversberg,Carlo Sickinger,,,carlo-sickinger,C. Sickinger,M,23,182,29,M,845653,EUR,870134400,M,23,23,False,38.0,34.0,5.0,4.0,0.0,21.0,23.0,,1.0,,9.0,1.0,,,,,90.0,44.0,6.6,5.0,1,13.0,15.0,1.0,2.0,,,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,
12773665,away,SV 07 Elversberg,Muhammed Damar,,,muhammed-damar,M. Damar,M,10,185,484,M,1128638,EUR,1081468800,M,30,30,False,12.0,10.0,1.0,,0.0,6.0,7.0,,,,2.0,,,,,,45.0,26.0,6.3,8.0,1,4.0,7.0,,4.0,,,,,1.0,,,1.0,,,2.0,1.0,2.0,,,1.0,,1.0,,,,,
12773665,away,SV 07 Elversberg,Fisnik Asllani,,,fisnik-asllani,F. Asllani,F,11,186,3703,M,1010117,EUR,1028764800,F,10,10,False,13.0,9.0,,,0.0,3.0,5.0,,1.0,,,1.0,,,,,59.0,21.0,6.5,8.0,2,6.0,9.0,2.0,3.0,1.0,,,,,,,,,,1.0,,,,,2.0,,,,,,,2.0
12773665,away,SV 07 Elversberg,Luca Schnellbacher,,,luca-schnellbacher,L. Schnellbacher,F,24,183,84,M,254133,EUR,768182400,F,24,24,False,8.0,7.0,1.0,1.0,0.0,6.0,6.0,,,,1.0,,,,,,45.0,9.0,6.4,2.0,0,1.0,2.0,1.0,3.0,,,,,1.0,,True,,,,,,1.0,,,,,,,,,,
12773665,away,SV 07 Elversberg,Manuel Feil,,,manuel-feil,M. Feil,M,7,169,16,M,814221,EUR,781574400,M,7,7,True,10.0,8.0,,,0.0,3.0,4.0,,2.0,,2.0,1.0,,,,,45.0,13.0,6.7,3.0,0,5.0,6.0,2.0,2.0,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,
12773665,away,SV 07 Elversberg,Frederik Schmahl,,,frederik-schmahl,F. Schmahl,M,17,183,33,M,1131347,EUR,1040428800,M,17,17,True,28.0,27.0,6.0,6.0,0.0,16.0,16.0,,2.0,,2.0,2.0,,,,,45.0,37.0,6.9,6.0,1,12.0,16.0,,1.0,,,,,,,,,,,4.0,1.0,,,1.0,1.0,1.0,,,,,,
12773665,away,SV 07 Elversberg,Filimon Gerezgiher,,,gerezgiher-filimon,F. Gerezgiher,F,77,183,51,M,1394485,EUR,962668800,M,27,27,True,10.0,9.0,,,0.0,3.0,3.0,,1.0,,1.0,1.0,,,,,45.0,22.0,6.9,3.0,4,6.0,7.0,1.0,3.0,1.0,,,,,,,1.0,,,,1.0,,,1.0,1.0,,1.0,,,1.0,,2.0
12773665,away,SV 07 Elversberg,Paul Stock,,,paul-stock,P. Stock,M,10,188,51,M,1097603,EUR,852681600,F,21,21,True,8.0,7.0,1.0,1.0,0.0,,,1.0,3.0,,1.0,1.0,,,,,31.0,14.0,7.1,3.0,1,7.0,9.0,,1.0,,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,
12773665,away,SV 07 Elversberg,Tom Zimmerschied,,,tom-zimmerschied,T. Zimmerschied,M,29,180,71,M,887457,EUR,906422400,F,29,29,True,7.0,4.0,,,0.0,1.0,1.0,,2.0,,1.0,,,,,,21.0,10.0,6.6,4.0,0,3.0,7.0,,1.0,1.0,,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,
12773665,away,SV 07 Elversberg,Tim Boss,,,tim-boss,T. Boss,G,28,185,23,M,142470,EUR,741225600,G,28,28,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12773665,away,SV 07 Elversberg,Daniel Pantschenko,,,daniel-pantschenko,D. Pantschenko,D,32,177,11,M,1386025,EUR,1042675200,M,32,32,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12773665,away,SV 07 Elversberg,Luca Dürholtz,,,luca-durholtz,L. Dürholtz,M,11,176,12,M,97929,EUR,745632000,M,11,11,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12773665,away,SV 07 Elversberg,Mohammad Mahmoud,,,mohammad-mahmoud,M. Mahmoud,F,18,192,88,M,1540235,EUR,1108252800,F,18,18,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
