match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_dispossessed,stat_accurateCross,stat_challengeLost,stat_outfielderBlock,captain,stat_shotOffTarget,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_goals,stat_goalAssist,player_firstName,player_lastName,stat_totalOffside
11451082,away,Samsunspor,Okan Kocuk,okan-kocuk,O. Koçuk,G,1,187,289,M,190179,EUR,806803200,G,1,1,False,33.0,22.0,18.0,7.0,17.0,19.0,14.0,,,,8.0,,1.0,3.0,,90.0,41.0,6.7,11.0,0.00101729,0,-0.0267,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451082,away,Samsunspor,Zeki Yavru,zeki-yavru,Z. Yavru,D,18,178,204,M,140735,EUR,684028800,D,18,18,False,21.0,14.0,6.0,2.0,7.0,10.0,16.0,2.0,4.0,,3.0,,,,,90.0,37.0,6.7,14.0,0.0279065,1,,7.0,5.0,,,,,,2.0,1.0,1.0,1.0,1.0,,1.0,0.0154,0.0733,,,,,True,,,,,,,,
11451082,away,Samsunspor,Ľubomír Šatka,ubomir-satka,Ľ. Šatka,D,37,185,293,M,187231,EUR,817862400,D,37,37,False,44.0,36.0,6.0,4.0,25.0,28.0,16.0,,,4.0,4.0,,,,,90.0,51.0,6.5,9.0,0.0190463,0,,11.0,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,
11451082,away,Samsunspor,Rick Van Drongelen,rick-van-drongelen,R. V. Drongelen,D,4,185,366,M,803023,EUR,914112000,D,4,4,False,53.0,48.0,7.0,5.0,36.0,38.0,15.0,,1.0,1.0,5.0,,,,,90.0,59.0,6.6,5.0,0.00386943,0,,12.0,,,2.0,,,1.0,1.0,1.0,,2.0,,,,,,,,,1.0,,,,,,,,,
11451082,away,Samsunspor,Soner Gönül,soner-gonul,S. Gönül,D,28,177,50,M,867727,EUR,865987200,D,28,28,False,40.0,29.0,8.0,3.0,16.0,19.0,26.0,3.0,5.0,4.0,11.0,1.0,,,,90.0,73.0,6.8,27.0,0.0885785,0,,14.0,5.0,,6.0,,,5.0,1.0,1.0,3.0,1.0,1.0,,,,,1.0,1.0,4.0,,,,,,,,,,
11451082,away,Samsunspor,Youssef Aït Bennasser,youssef-ait-bennasser,Y. A. Bennasser,M,15,184,425,M,802850,EUR,836697600,M,6,6,False,42.0,34.0,4.0,2.0,23.0,26.0,16.0,1.0,2.0,1.0,6.0,,,,,90.0,48.0,6.5,9.0,0.01018,1,,11.0,,1.0,6.0,1.0,,1.0,1.0,1.0,,1.0,,,,0.054,,,,3.0,,,1.0,,,,,,,
11451082,away,Samsunspor,Flavien Tait,flavien-tait,F. Tait,M,,175,101,M,312388,EUR,728611200,M,13,13,False,21.0,16.0,4.0,2.0,9.0,11.0,11.0,,1.0,1.0,5.0,1.0,,,,58.0,31.0,6.8,7.0,0.00744758,0,,7.0,1.0,,1.0,,,1.0,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,
11451082,away,Samsunspor,Carlo Holse,carlo-holse,C. Holse,M,21,177,633,M,837012,EUR,928281600,M,21,21,False,9.0,5.0,1.0,,1.0,2.0,9.0,,3.0,,1.0,2.0,,,,45.0,19.0,6.7,9.0,0.091094,0,,5.0,2.0,1.0,3.0,,,,1.0,,4.0,,1.0,,,,,,1.0,2.0,,,,,,,,,,
11451082,away,Samsunspor,Ercan Kara,ercan-kara,E. Kara,F,9,192,253,M,843039,EUR,820627200,M,99,99,False,10.0,6.0,,,2.0,3.0,7.0,4.0,6.0,3.0,,,,,,85.0,23.0,6.2,9.0,0.00475048,1,,4.0,,1.0,6.0,1.0,1.0,,1.0,,3.0,3.0,,,1.0,0.0411,0.0517,2.0,,,,,,,,,,,,1.0
11451082,away,Samsunspor,Emre Kılınç,emre-kilinc,E. Kılınç,M,11,174,320,M,202032,EUR,777600000,M,11,11,False,11.0,6.0,,,2.0,3.0,9.0,,2.0,1.0,,1.0,,,,45.0,19.0,6.4,8.0,0.00832173,0,,4.0,1.0,,4.0,,,,1.0,,1.0,,,,,,,1.0,,3.0,,,,,,,,,,
11451082,away,Samsunspor,Marius Mouandilmadji,marius-mouandilmadji,M. Mouandilmadji,F,9,190,1399,M,943593,EUR,885427200,F,9,9,False,6.0,3.0,,,1.0,1.0,5.0,5.0,6.0,1.0,2.0,1.0,,,,72.0,19.0,6.7,8.0,0.00142803,1,,2.0,,6.0,9.0,1.0,,,,,4.0,2.0,,,,0.0937,,,,,,,,,1.0,,,,,
11451082,away,Samsunspor,Olivier Ntcham,olivier-ntcham,O. Ntcham,M,10,180,801,M,352676,EUR,823824000,M,10,10,True,17.0,14.0,,,3.0,3.0,14.0,,3.0,,4.0,1.0,,,,45.0,25.0,6.4,6.0,0.0153976,0,,11.0,,1.0,3.0,3.0,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,
11451082,away,Samsunspor,Soner Aydoğdu,soner-aydogdu,S. Aydoğdu,M,8,181,117,M,69351,EUR,663033600,M,8,8,True,24.0,22.0,2.0,,9.0,10.0,15.0,,1.0,2.0,5.0,,,,,45.0,31.0,6.4,5.0,0.00839232,0,,13.0,1.0,1.0,4.0,,,1.0,1.0,,2.0,1.0,,,,,,,,2.0,,,,,,,,,,
11451082,away,Samsunspor,Osman Çelik,osman-celik,O. Çelik,M,88,182,13,M,758656,EUR,691200000,M,88,88,True,4.0,3.0,,,3.0,3.0,1.0,,1.0,,,,,,,32.0,7.0,6.2,2.0,0.00010166,0,,,,1.0,4.0,,,1.0,1.0,1.0,1.0,2.0,,,,,,,,1.0,,,,,,,,,,
11451082,away,Samsunspor,Moryke Fofana,moryke-fofana,M. Fofana,M,7,182,112,M,269199,EUR,690854400,F,7,7,True,15.0,13.0,2.0,1.0,2.0,2.0,13.0,,2.0,,,,,,,18.0,21.0,6.4,4.0,0.0176525,0,,11.0,,,3.0,4.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,
11451082,away,Samsunspor,Landry Dimata,landry-dimata,L. Dimata,F,10,185,506,M,826944,EUR,873072000,F,14,14,True,1.0,,,,,,1.0,,,,,,,,,12.0,1.0,6.5,1.0,,0,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
11451082,away,Samsunspor,Jakub Szumski,jakub-szumski,J. Szumski,G,29,194,149,M,153038,EUR,699840000,G,29,29,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451082,away,Samsunspor,Yunus Emre Çift,yunus-emre-cift,Y. E. Çift,D,55,185,119,M,1063325,EUR,1062374400,D,22,22,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yunus Cift,,
11451082,away,Samsunspor,Alim Öztürk,alim-ozturk,A. Öztürk,D,5,190,29,M,151074,EUR,721958400,D,5,5,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451082,away,Samsunspor,Muhammed Gümüşkaya,muhammed-gumuskaya,M. Gümüşkaya,M,10,177,177,M,929649,EUR,978307200,M,23,23,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451082,away,Samsunspor,Kingsley Schindler,kingsley-schindler,K. Schindler,F,19,179,869,M,169113,EUR,742435200,F,17,17,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
