match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,captain,stat_aerialLost,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_challengeLost,stat_dispossessed,stat_keyPass,stat_accurateCross,stat_blockedScoringAttempt,stat_goodHighClaim,stat_goalsPrevented,stat_totalOffside
12437636,home,Getafe,Christantus Uche,christantus-uche,C. Uche,F,12,190.0,4381,M,1884145,EUR,1053302400,F,6,6,False,15.0,11.0,,,0.0,2.0,3.0,9.0,12.0,,3.0,,90.0,40.0,6.7,16.0,0.0604058,2,Christantus Uche,,,5.0,11.0,13.0,3.0,1.0,1.0,,1.0,,3.0,0.114,,4.0,,7.0,6.0,,3.0,,,1.0,,,
12437636,home,Getafe,Yellu Santiago,yellu-santiago,J. Santiago,M,20,192.0,223,M,1211005,EUR,1085443200,M,20,20,True,5.0,4.0,,,0.0,,1.0,4.0,4.0,,2.0,,24.0,6.0,6.6,1.0,0.0500583,0,Jesús Santiago,,,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,
12437636,home,Getafe,Alberto Risco,alberto-risco,A. Risco,M,30,,55,M,1841875,EUR,1125360000,M,26,26,True,4.0,2.0,,,0.0,,,2.0,4.0,,1.0,,16.0,10.0,6.2,6.0,0.00952898,1,Alberto Risco,,,1.0,5.0,2.0,2.0,,,,1.0,1.0,1.0,0.0474,,1.0,,2.0,,1.0,,,,1.0,,,
12437636,home,Getafe,Peter González,peter-gonzalez,P. González,F,22,178.0,1171,M,1048927,EUR,1027555200,F,19,19,True,2.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,,1.0,,16.0,7.0,6.7,3.0,0.0391436,0,,,2.0,,1.0,1.0,,,,,,,,,,1.0,,2.0,1.0,,,1.0,1.0,,,,
12437636,home,Getafe,Mauro Arambarri,mauro-arambarri,M. Arambarri,M,8,175.0,1414,M,385888,EUR,812419200,M,8,8,True,5.0,3.0,,,0.0,1.0,1.0,2.0,4.0,,2.0,,9.0,7.0,6.2,4.0,0.00030061,0,,,,,3.0,,1.0,,,,,,1.0,,,2.0,,1.0,,,,,,,,,
12437636,home,Getafe,Jiří Letáček,jiri-letacek,J. Letáček,G,1,196.0,201,M,826047,EUR,915840000,G,1,1,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437636,home,Getafe,Juan Berrocal,juan-berrocal,J. Berrocal,D,6,187.0,92,M,851226,EUR,918172800,D,4,4,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437636,home,Getafe,Domingos Duarte,domingos-duarte,D. Duarte,D,22,191.0,695,M,576276,EUR,794793600,D,22,22,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437636,away,Rayo Vallecano,Dani Cárdenas,dani-cardenas,D. Cárdenas,G,1,185.0,197,M,965832,EUR,859507200,G,1,1,False,25.0,9.0,23.0,7.0,0.0,3.0,4.0,6.0,21.0,1.0,7.0,1.0,90.0,33.0,6.9,17.0,0.00274631,0,,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,1.0,0.0121,
12437636,away,Rayo Vallecano,Iván Balliu,ivan-balliu,I. Balliu,D,20,175.0,688,M,152446,EUR,694224000,D,20,20,False,26.0,12.0,10.0,1.0,0.0,4.0,11.0,8.0,16.0,4.0,4.0,,90.0,61.0,6.8,26.0,0.010066,0,,,1.0,4.0,11.0,10.0,1.0,1.0,,2.0,3.0,3.0,3.0,,,4.0,,2.0,2.0,3.0,1.0,,,,,,
12437636,away,Rayo Vallecano,Florian Lejeune,florian-lejeune,F. Lejeune,D,24,190.0,1047,M,88528,EUR,674697600,D,24,24,False,30.0,24.0,8.0,4.0,0.0,15.0,16.0,9.0,14.0,4.0,,,90.0,40.0,7.2,6.0,0.0142291,0,,,,4.0,6.0,8.0,,,,,3.0,2.0,3.0,,,1.0,1.0,,2.0,2.0,,,,,,,
12437636,away,Rayo Vallecano,Abdul Mumin,abdul-mumin,A. Mumin,D,16,188.0,1245,M,846147,EUR,897091200,D,16,16,False,29.0,19.0,8.0,1.0,0.0,12.0,14.0,7.0,15.0,9.0,3.0,,90.0,45.0,7.3,12.0,0.00254102,0,,,,2.0,4.0,4.0,,,,,2.0,2.0,1.0,,,3.0,2.0,1.0,,,,,,,,,
12437636,away,Rayo Vallecano,Alfonso Espino,alfonso-espino,A. Espino,D,22,172.0,656,M,542634,EUR,694569600,D,22,22,False,31.0,21.0,5.0,1.0,0.0,8.0,12.0,13.0,22.0,2.0,5.0,,90.0,58.0,7.0,20.0,0.0143962,0,,,3.0,2.0,7.0,9.0,2.0,1.0,,2.0,4.0,2.0,1.0,,,1.0,,2.0,2.0,2.0,2.0,1.0,,,,,
12437636,away,Rayo Vallecano,Óscar Valentín,oscar-valentin,Ó. Valentín,M,23,177.0,443,M,900008,EUR,777340800,M,23,23,False,36.0,26.0,5.0,2.0,0.0,9.0,11.0,17.0,25.0,1.0,3.0,,90.0,49.0,6.8,12.0,0.0079596,0,,,,3.0,6.0,5.0,1.0,,,3.0,1.0,1.0,3.0,,True,1.0,,1.0,1.0,1.0,,,,,,,
12437636,away,Rayo Vallecano,Pathé Ismaël Ciss,ismaila-ciss,P. I. Ciss,M,6,183.0,4735,M,913679,EUR,763776000,M,6,6,False,37.0,25.0,4.0,1.0,0.0,13.0,18.0,12.0,19.0,4.0,7.0,,72.0,49.0,6.7,13.0,0.0115926,0,,,,2.0,5.0,3.0,,,,1.0,,,1.0,,,2.0,1.0,1.0,1.0,2.0,,,,,,,
12437636,away,Rayo Vallecano,Jorge de Frutos,jorge-de-frutos,J. de Frutos,M,19,173.0,1878,M,900003,EUR,849312000,M,19,19,False,17.0,8.0,2.0,,0.0,1.0,3.0,7.0,15.0,,3.0,,63.0,29.0,6.3,16.0,0.010962,0,,,1.0,,6.0,3.0,3.0,1.0,,,1.0,1.0,,,,1.0,,1.0,1.0,1.0,2.0,,,,,,
12437636,away,Rayo Vallecano,Óscar Trejo,oscar-trejo,Ó. Trejo,M,8,177.0,550,M,21949,EUR,578016000,M,8,8,False,19.0,14.0,1.0,,0.0,6.0,7.0,9.0,13.0,,3.0,,63.0,36.0,6.5,11.0,0.0296158,1,,,1.0,,9.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,0.209,,2.0,,2.0,2.0,,1.0,,1.0,,,,
12437636,away,Rayo Vallecano,Adrián Embarba,adrian-embarba,A. Embarba,M,23,173.0,477,M,346516,EUR,705196800,M,21,21,False,16.0,9.0,6.0,1.0,0.0,2.0,4.0,8.0,18.0,,,,85.0,36.0,6.7,16.0,0.00192716,1,,,6.0,,6.0,7.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,0.0156,,1.0,,,2.0,,2.0,,1.0,,,,1.0
12437636,away,Rayo Vallecano,Randy Nteka,randy-nteka,R. Nteka,F,11,190.0,949,M,932764,EUR,881366400,F,11,11,False,16.0,13.0,,,0.0,3.0,3.0,10.0,13.0,,2.0,,72.0,21.0,6.7,5.0,0.0381681,0,,,,4.0,6.0,4.0,,,,,,,1.0,,,4.0,,2.0,,1.0,,1.0,,,,,3.0
12437636,away,Rayo Vallecano,Álvaro García,alvaro-garcia,Á. García,M,18,168.0,1132,M,345111,EUR,720144000,M,18,18,True,5.0,,3.0,,0.0,,2.0,,4.0,1.0,,,27.0,13.0,6.6,9.0,,0,,,1.0,,2.0,1.0,,,,,1.0,1.0,,,,1.0,,2.0,,,1.0,,,,,,
12437636,away,Rayo Vallecano,Isi Palazón,isi-palazon,I. Palazón,M,7,169.0,2151,M,899982,EUR,788486400,M,7,7,True,4.0,4.0,,,0.0,,,5.0,5.0,,1.0,,27.0,12.0,6.5,3.0,0.0136904,1,,,1.0,,2.0,3.0,1.0,1.0,,,,,,0.0196,,,,1.0,2.0,,2.0,,1.0,1.0,,,
12437636,away,Rayo Vallecano,Unai López,unai-lopez,U. López,M,17,169.0,518,M,588566,EUR,815011200,M,17,17,True,10.0,8.0,2.0,,0.0,5.0,5.0,3.0,5.0,2.0,4.0,,18.0,14.0,6.6,3.0,0.00048206,0,,,,,1.0,1.0,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,
12437636,away,Rayo Vallecano,Sergio Camello,sergio-camello,S. Camello,F,10,177.0,1019,M,910024,EUR,981763200,F,14,14,True,4.0,4.0,,,0.0,1.0,1.0,3.0,3.0,,,,18.0,8.0,6.6,2.0,0.00380034,0,,,,,1.0,1.0,,,,,1.0,,,,,1.0,,2.0,,,,1.0,,,,,
12437636,away,Rayo Vallecano,Pedro Díaz,pedro-diaz,P. Díaz,M,4,180.0,572,M,900669,EUR,897004800,M,4,4,True,2.0,2.0,,,0.0,,,2.0,2.0,,1.0,,11.0,5.0,6.8,,0.00029736,0,,,,,1.0,1.0,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,
12437636,away,Rayo Vallecano,Augusto Batalla,augusto-batalla,A. Batalla,G,13,186.0,1488,M,358910,EUR,830822400,G,13,13,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437636,away,Rayo Vallecano,Marco de las Sias,marco-de-las-sias,M. d. l. Sías,D,26,,61,M,1893146,EUR,1135814400,D,26,26,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437636,away,Rayo Vallecano,Josep Chavarría,josep-chavarria,J. Chavarría,D,3,174.0,630,M,1010421,EUR,892166400,D,3,3,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437636,away,Rayo Vallecano,Aridane Hernández,aridane-hernandez,A. Hernández,D,15,186.0,254,M,41013,EUR,606614400,D,5,5,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437636,away,Rayo Vallecano,Pelayo Fernández,pelayo-fernandez,P. Fernández,D,27,193.0,208,M,1139724,EUR,1051574400,D,27,27,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437636,away,Rayo Vallecano,Gerard Gumbau,gerard-gumbau,G. Gumbau,M,15,187.0,380,M,326471,EUR,787708800,M,15,15,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437636,away,Rayo Vallecano,Raúl de Tomás,raul-de-tomas,R. de Tomás,F,9,181.0,959,M,138387,EUR,782352000,F,9,9,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
