match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalContest,stat_wonContest,stat_accurateCross,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_outfielderBlock,captain,stat_bigChanceCreated,stat_dispossessed,stat_hitWoodwork,stat_totalOffside,stat_goals,stat_punches,stat_ownGoals
12436609,home,Chelsea,Nicolas Jackson,nicolas-jackson,N. Jackson,F,11,186,89434,M,NJackson11,1085381,EUR,992995200,F,15,15,False,11.0,8.0,,,0.0,1.0,1.0,7.0,10.0,3.0,4.0,1.0,,,,,,,87.0,20.0,6.9,4.0,0.0173616,5,,,3.0,7.0,,1.0,,,1.0,1.0,,0.3874,,,,,5.0,,1.0,,3.0,,Nicolas Jackson,,,,,1.0,1.0,,,,
12436609,home,Chelsea,Malo Gusto,gusto-malo,M. Gusto,D,27,179,19313,M,malogst,996958,EUR,1053302400,D,27,27,True,42.0,38.0,2.0,1.0,0.0,11.0,12.0,29.0,33.0,1.0,1.0,3.0,,,,,,,45.0,46.0,7.0,5.0,0.233126,0,,3.0,2.0,4.0,1.0,,,,,,,,,,,2.0,,,,,1.0,3.0,,,,,,,,,,,
12436609,home,Chelsea,Jadon Sancho,sancho-jadon,J. Sancho,M,19,180,68579,M,JSancho,851100,EUR,953942400,F,19,19,True,11.0,10.0,,,0.0,,1.0,10.0,11.0,,,,,,,,,,22.0,14.0,7.5,3.0,0.0487544,1,,1.0,1.0,3.0,,,1.0,,,,,0.0534,0.8051,1.0,,,,,,,1.0,3.0,,,,,,,,,1.0,,
12436609,home,Chelsea,Christopher Nkunku,christopher-nkunku,C. Nkunku,F,18,175,49218,M,Nkunku,769333,EUR,879465600,F,18,18,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,9.0,2.0,6.6,,0.0167431,0,,,1.0,2.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,
12436609,home,Chelsea,Filip Jørgensen,filip-jorgensen,F. Jørgensen,G,12,190,13907,M,filipjorgensen1,962053,EUR,1018915200,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436609,home,Chelsea,Josh Acheampong,josh-acheampong,J. Acheampong,D,34,190,13787,M,joshkofi2,1403050,EUR,1146787200,D,34,34,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,Josh Acheampong,,,,,,,,,,
12436609,home,Chelsea,Benoît Badiashile,benoit-badiashile,B. Badiashile,D,5,194,10555,M,badiashile,904827,EUR,985564800,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436609,home,Chelsea,Reece James,reece-james,R. James,D,24,180,49594,M,ReeceJ,885908,EUR,944611200,D,24,24,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436609,home,Chelsea,Kiernan Dewsbury-Hall,dewsbury-hall-kiernan,K. Dewsbury-Hall,M,22,178,10632,M,kdh_8,861970,EUR,905040000,M,22,22,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436609,home,Chelsea,Tyrique George,tyrique-george,T. George,F,19,181,11876,M,,1403061,EUR,1139011200,F,32,32,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,Tyrique George,,,,,,,,,,
12436609,away,Ipswich Town,Alex Palmer,alex-palmer,A. Palmer,G,1,190,227,M,,796143,EUR,839635200,G,31,31,False,31.0,17.0,23.0,9.0,0.0,10.0,10.0,7.0,21.0,,1.0,11.0,,3.0,3.0,8.0,2.0,2.0,90.0,49.0,8.1,14.0,0.00109424,0,1.2416,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,
12436609,away,Ipswich Town,Axel Tuanzebe,axel-tuanzebe,A. Tuanzebe,D,6,185,6307,M,,817979,EUR,879465600,D,40,40,False,16.0,12.0,2.0,2.0,0.0,10.0,12.0,2.0,4.0,2.0,6.0,3.0,1.0,,,,,,90.0,33.0,6.4,7.0,0.00094064,0,,,,1.0,,,,5.0,3.0,3.0,1.0,,,1.0,,,,,2.0,1.0,,,,,,,,,,,,,1.0
12436609,away,Ipswich Town,Dara O'Shea,dara-oshea,D. O'Shea,D,26,188,660,M,,856719,EUR,920505600,D,26,26,False,20.0,14.0,6.0,2.0,0.0,7.0,8.0,7.0,12.0,3.0,5.0,2.0,,,,,,,90.0,40.0,7.1,7.0,0.00284632,2,,,4.0,5.0,1.0,,,11.0,,,2.0,0.0828,,,,,2.0,,1.0,1.0,,,,,2.0,,,,,1.0,,,
12436609,away,Ipswich Town,Cameron Burgess,cameron-burgess,C. Burgess,D,15,194,332,M,,358084,EUR,814233600,D,15,15,False,22.0,15.0,7.0,3.0,0.0,10.0,13.0,5.0,9.0,2.0,3.0,1.0,,,,,,,90.0,32.0,6.6,7.0,0.00090772,0,,,2.0,3.0,1.0,,,6.0,,,1.0,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,
12436609,away,Ipswich Town,Leif Davis,leif-davis,L. Davis,D,3,182,985,M,,963493,EUR,946598400,D,3,3,False,12.0,10.0,3.0,2.0,0.0,8.0,8.0,2.0,7.0,1.0,1.0,2.0,,,,,,,62.0,28.0,6.9,7.0,0.00184689,0,,3.0,,1.0,,,,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,
12436609,away,Ipswich Town,Sam Morsy,sam-morsy,S. Morsy,M,40,175,1814,M,,108515,EUR,684460800,M,5,5,False,27.0,22.0,4.0,1.0,0.0,13.0,15.0,9.0,12.0,2.0,3.0,3.0,,,,,,,90.0,36.0,6.8,6.0,0.00796324,0,,,,2.0,,,,2.0,1.0,1.0,,,,,,,,,1.0,,2.0,,,,2.0,True,,,,,,,
12436609,away,Ipswich Town,Jens Cajuste,jens-cajuste,J. Cajuste,M,12,188,1162,M,,857671,EUR,934243200,M,12,12,False,24.0,20.0,2.0,1.0,0.0,14.0,16.0,6.0,8.0,2.0,6.0,2.0,,,,,,,90.0,43.0,7.2,6.0,0.0045414,2,,,,3.0,1.0,,,2.0,2.0,1.0,1.0,0.0882,,2.0,1.0,,1.0,1.0,3.0,,,1.0,,,3.0,,,1.0,,,,,
12436609,away,Ipswich Town,Ben Johnson,ben-johnson,B. Johnson,D,18,182,616,M,,914412,EUR,948672000,M,18,18,False,13.0,10.0,,,1.0,2.0,2.0,11.0,15.0,3.0,5.0,4.0,,,,,,,90.0,33.0,8.8,7.0,0.361254,1,,4.0,3.0,5.0,,,1.0,5.0,2.0,1.0,,0.1659,0.4722,,,3.0,,,,2.0,1.0,5.0,,,,,2.0,1.0,,,1.0,,
12436609,away,Ipswich Town,Julio Enciso,julio-enciso,J. Enciso,M,19,173,12907,M,julioenciso.33,973556,EUR,1074816000,M,9,9,False,15.0,11.0,,,1.0,4.0,5.0,7.0,10.0,1.0,7.0,2.0,,,,,,,76.0,34.0,8.4,10.0,0.325621,3,,,2.0,6.0,,,2.0,1.0,2.0,2.0,2.0,0.468,0.7548,3.0,2.0,,1.0,,,2.0,,2.0,,,,,1.0,3.0,,,1.0,,
12436609,away,Ipswich Town,Jack Clarke,jack-clarke,J. Clarke,M,47,181,1601,M,,921005,EUR,974937600,M,47,47,False,12.0,9.0,2.0,1.0,0.0,5.0,7.0,4.0,5.0,1.0,3.0,4.0,,,,,,,71.0,26.0,6.7,6.0,0.0223658,1,,,1.0,4.0,,,,7.0,,,1.0,0.0334,,3.0,1.0,,1.0,,,,,1.0,,,,,,1.0,,,,,
12436609,away,Ipswich Town,George Hirst,george-hirst,G. Hirst,F,9,191,464,M,,839712,EUR,919036800,F,27,27,False,11.0,6.0,,,0.0,3.0,3.0,3.0,8.0,6.0,7.0,,,,,,,,71.0,19.0,6.5,7.0,0.00669449,2,,,3.0,5.0,1.0,1.0,,2.0,,,1.0,0.1413,,,,,2.0,,,2.0,1.0,,,,,,,,,,,,
12436609,away,Ipswich Town,Conor Townsend,conor-townsend,C. Townsend,D,22,183,123,M,,197982,EUR,731203200,D,22,22,True,3.0,3.0,,,0.0,1.0,1.0,2.0,2.0,,1.0,1.0,,,,,,,28.0,8.0,6.6,,0.00242438,0,,,,,,,,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12436609,away,Ipswich Town,Jaden Philogene-Bidace,jaden-philogene-bidace,J. Philogene-Bidace,M,11,181,4512,M,,1014461,EUR,1013126400,F,29,29,True,,,,,0.0,,,,,,,,,,,,,,5.0,2.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436609,away,Ipswich Town,Liam Delap,liam-delap,L. Delap,F,9,186,24878,M,,997087,EUR,1044662400,F,19,19,True,3.0,2.0,,,0.0,,,2.0,4.0,1.0,3.0,2.0,,,,,,,19.0,10.0,6.8,4.0,0.00141706,1,,1.0,,2.0,,,1.0,,,,,0.066,0.1085,3.0,2.0,,,,,,,,,,,,,1.0,,,,,
12436609,away,Ipswich Town,Nathan Broadhead,nathan-broadhead,N. Broadhead,M,33,178,415,M,,911710,EUR,891734400,F,33,33,True,3.0,2.0,,,0.0,,1.0,2.0,4.0,,2.0,1.0,,,,,,,14.0,8.0,6.7,3.0,0.0022733,0,,2.0,,1.0,,,,,,,,,,2.0,2.0,,,,,,1.0,,,,,,,,,,,,
12436609,away,Ipswich Town,Jack Taylor,jack-taylor,J. Taylor,M,14,185,323,M,,856669,EUR,898560000,M,14,14,True,2.0,1.0,,,0.0,1.0,1.0,,1.0,,1.0,,,,,,,,14.0,9.0,6.8,3.0,2.072e-05,1,,,,1.0,,,,,,,1.0,0.0292,,,,,1.0,,1.0,2.0,1.0,,,,,,,,,,,,
12436609,away,Ipswich Town,Christian Walton,christian-walton,C. Walton,G,28,196,230,M,,198038,EUR,815875200,G,28,28,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436609,away,Ipswich Town,Luke Woolfenden,luke-woolfenden,L. Woolfenden,D,26,193,197,M,,893478,EUR,908928000,D,6,6,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436609,away,Ipswich Town,Massimo Luongo,massimo-luongo,M. Luongo,M,21,174,256,M,,204300,EUR,717379200,M,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436609,away,Ipswich Town,Conor Chaplin,conor-chaplin,C. Chaplin,M,36,170,452,M,,784625,EUR,856051200,F,10,10,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
