match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_height,player_userCount,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_interceptionWon,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,player_gender,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,captain,stat_outfielderBlock,stat_accurateCross,stat_totalContest,stat_wonContest,stat_wasFouled,stat_fouls,stat_dispossessed,stat_aerialLost,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_goals,stat_keyPass,player_sofascoreId,stat_goalAssist,stat_shotOffTarget,stat_crossNotClaimed,stat_punches,stat_hitWoodwork,stat_totalOffside
10382252,away,AFC Ajax,Devyne Rensch,,,devyne-rensch,D. Rensch,D,182,2450,982778,EUR,1042848000,D,15,15,False,41.0,33.0,4.0,,15.0,16.0,18.0,25.0,3.0,5.0,,,,,90.0,54.0,6.3,10.0,0,2,M,,,4.0,3.0,1.0,,,1.0,1.0,1.0,,,,,,,2.0,2.0,1.0,,,,,,,,,,,,
10382252,away,AFC Ajax,Jurriën Timber,,,jurrien-timber,J. Timber,D,179,21701,958959,EUR,992736000,D,2,2,False,52.0,48.0,7.0,4.0,30.0,30.0,18.0,22.0,,5.0,,,,,90.0,66.0,6.5,8.0,0,12,M,,1.0,10.0,4.0,,,,2.0,3.0,3.0,1.0,,1.0,,1.0,,,3.0,2.0,4.0,,,,1.0,jurrientimber,,,,,,
10382252,away,AFC Ajax,Calvin Bassey,,,calvin-bassey,C. Bassey,D,185,8671,861972,EUR,946598400,D,3,3,False,66.0,54.0,9.0,3.0,37.0,45.0,17.0,21.0,1.0,12.0,,,,,90.0,77.0,6.5,14.0,0,3,M,,1.0,1.0,5.0,,,,2.0,,,1.0,,,,2.0,2.0,2.0,,,1.0,,,,,,,,,,,
10382252,away,AFC Ajax,Owen Wijndal,,,owen-wijndal,O. Wijndal,D,174,794,836673,EUR,943747200,D,5,5,False,52.0,40.0,4.0,1.0,25.0,31.0,16.0,22.0,,6.0,,,,,90.0,66.0,6.4,16.0,0,5,M,1.0,2.0,3.0,6.0,,,,1.0,,,,,,1.0,2.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,
10382252,away,AFC Ajax,Steven Berghuis,,,steven-berghuis,S. Berghuis,F,182,1909,100386,EUR,693100800,M,23,23,False,54.0,40.0,7.0,4.0,16.0,19.0,24.0,37.0,,9.0,,,,,90.0,66.0,6.4,21.0,0,23,M,2.0,,4.0,3.0,,,,,1.0,,2.0,,,,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,
10382252,away,AFC Ajax,Edson Álvarez,,,edson-alvarez,E. Álvarez,M,190,10882,847151,EUR,877651200,M,4,4,False,56.0,47.0,3.0,3.0,31.0,36.0,16.0,20.0,2.0,8.0,,,,,90.0,78.0,7.7,13.0,3,11,M,,2.0,6.0,6.0,3.0,,1.0,4.0,2.0,2.0,3.0,,,,1.0,1.0,1.0,2.0,1.0,,,1.0,1.0,,EdsonAlvarez19,,1.0,,,,
10382252,away,AFC Ajax,Kenneth Taylor,,,kenneth-taylor,K. Taylor,M,182,3631,959806,EUR,1021507200,M,8,8,False,43.0,35.0,3.0,1.0,18.0,18.0,17.0,25.0,1.0,4.0,,,,,90.0,55.0,7.3,10.0,1,24,M,,1.0,2.0,6.0,1.0,,1.0,,3.0,2.0,1.0,,,,,,2.0,,1.0,,,,1.0,,,,,,,,
10382252,away,AFC Ajax,Mohammed Kudus,,,mohammed-kudus,M. Kudus,M,176,89569,905163,EUR,965174400,F,20,20,False,35.0,30.0,4.0,4.0,9.0,10.0,21.0,25.0,1.0,5.0,,,,,90.0,63.0,8.7,15.0,3,20,M,,,6.0,11.0,1.0,,2.0,,1.0,,5.0,,,,8.0,7.0,3.0,1.0,4.0,,1.0,,1.0,2.0,Kudus,1.0,1.0,,,,
10382252,away,AFC Ajax,Dušan Tadić,,,dusan-tadic,D. Tadić,F,181,12245,38560,EUR,595987200,F,10,10,False,45.0,29.0,2.0,,7.0,12.0,25.0,40.0,,3.0,,,,,90.0,67.0,7.4,25.0,1,10,M,7.0,,5.0,,,,,,,,1.0,True,,3.0,,,,,4.0,1.0,1.0,,,5.0,dusantadic,1.0,1.0,,,,
10382252,away,AFC Ajax,Steven Bergwijn,,,steven-bergwijn,S. Bergwijn,M,178,5149,361798,EUR,876268800,F,7,7,False,37.0,36.0,,,13.0,13.0,23.0,25.0,,6.0,,,,,66.0,51.0,7.5,5.0,4,34,M,1.0,,4.0,3.0,,1.0,2.0,1.0,,,1.0,,,,4.0,3.0,,1.0,1.0,1.0,,1.0,1.0,,StevenBergwijn,,1.0,,,1.0,
10382252,away,AFC Ajax,Brian Brobbey,,,brobbey-brian,B. Brobbey,F,180,7090,910048,EUR,1012521600,F,9,9,True,7.0,6.0,,,4.0,4.0,2.0,3.0,,1.0,,,,,24.0,13.0,6.2,5.0,1,9,M,,,2.0,,,1.0,,,,,3.0,,,,1.0,,,,,1.0,,,,,brianbrobbeyy,,1.0,,,1.0,1.0
10382252,away,AFC Ajax,Maarten Stekelenburg,,,maarten-stekelenburg,M. Stekelenburg,G,197,199,1941,EUR,401500800,G,1,1,True,,,,,,,,,,,,,,,,,,,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382252,away,AFC Ajax,Remko Pasveer,,,remko-pasveer,R. Pasveer,G,186,801,2622,EUR,437097600,G,22,22,True,,,,,,,,,,,,,,,,,,,0,22,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382252,away,AFC Ajax,Youri Baas,,,youri-baas,Y. Baas,D,182,1216,1000228,EUR,1047859200,D,25,25,True,,,,,,,,,,,,,,,,,,,0,15,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382252,away,AFC Ajax,Jorrel Hato,,,jorrel-hato,J. Hato,D,182,15501,1153079,EUR,1141689600,D,57,57,True,,,,,,,,,,,,,,,,,,,0,21,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382252,away,AFC Ajax,Jorge Sánchez,,,jorge-sanchez,J. Sánchez,D,175,1456,832868,EUR,881712000,D,19,19,True,,,,,,,,,,,,,,,,,,,0,35,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382252,away,AFC Ajax,Kian Fitz-Jim,,,kian-fitz-jim,K. Fitz-Jim,M,173,1158,1001945,EUR,1057363200,M,28,28,True,,,,,,,,,,,,,,,,,,,0,28,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382252,away,AFC Ajax,Davy Klaassen,,,davy-klaassen,D. Klaassen,M,179,1575,97410,EUR,730252800,M,6,6,True,,,,,,,,,,,,,,,,,,,0,18,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382252,away,AFC Ajax,Florian Grillitsch,,,florian-grillitsch,F. Grillitsch,M,187,755,186719,EUR,807753600,M,21,21,True,,,,,,,,,,,,,,,,,,,0,27,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382252,away,AFC Ajax,Youri Regeer,,,youri-regeer,Y. Regeer,M,177,742,996940,EUR,1061164800,M,26,26,True,,,,,,,,,,,,,,,,,,,0,6,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382252,away,AFC Ajax,Francisco Conceição,,,francisco-conceicao,F. Conceição,F,170,19979,979222,EUR,1039824000,F,35,35,True,,,,,,,,,,,,,,,,,,,0,7,M,,,,,,,,,,,,,,,,,,,,,,,,,FConceicao_7,,,,,,
10382252,away,AFC Ajax,Lorenzo Lucca,,,lorenzo-lucca,L. Lucca,F,201,5041,962364,EUR,968544000,F,18,18,True,,,,,,,,,,,,,,,,,,,0,20,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
