match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_shotOffTarget,stat_interceptionWon,stat_totalContest,stat_wonContest,stat_hitWoodwork,stat_blockedScoringAttempt,stat_fouls,stat_dispossessed,stat_goals,stat_goalAssist,stat_totalOffside,stat_bigChanceCreated,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_punches
12189910,home,Union Omaha SC,Steevan Dos Santos,steevan-dos-santos,S. D. Santos,F,10,195.0,6,M,229832,EUR,621993600.0,F,10,10,False,,21.0,15.0,1.0,,4.0,4.0,11.0,17.0,8.0,,3.0,,90.0,34.0,7.2,13.0,2,,,2.0,4.0,5.0,,1.0,1.0,3.0,,3.0,,,,,1.0,,1.0,,,1.0,3.0,2.0,,,1.0,1.0,,,
12189910,home,Union Omaha SC,Lagos Kunga,lagos-kunga,L. Kunga,F,,176.0,9,M,880794,EUR,908841600.0,F,70,70,True,,9.0,6.0,,,1.0,1.0,5.0,9.0,2.0,,,,21.0,20.0,7.4,7.0,3,1.0,,,1.0,3.0,,1.0,1.0,1.0,,,,,3.0,,,,1.0,1.0,,,1.0,1.0,1.0,,,,1.0,,
12189910,home,Union Omaha SC,Nortei Nortey,nortei-nortey,N. Nortey,M,,,10,M,827039,EUR,783388800.0,M,8,8,True,,9.0,6.0,2.0,1.0,3.0,4.0,3.0,6.0,2.0,,3.0,,12.0,15.0,6.8,7.0,0,1.0,,,1.0,2.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,2.0,,1.0,,,,,
12189910,home,Union Omaha SC,Brandon Knapp,brandon-knapp,B. Knapp,M,15,180.0,1,M,1820846,EUR,956102400.0,M,15,15,True,,16.0,13.0,2.0,2.0,6.0,7.0,7.0,9.0,2.0,,2.0,,12.0,20.0,6.8,4.0,0,,,1.0,,,1.0,,,,,1.0,Brandon Knapp,,,,,1.0,,,,,1.0,,,,,,,,
12189910,home,Union Omaha SC,Wallis Lapsley,wallis-lapsley,W. Lapsley,G,36,196.0,3,M,884479,EUR,860976000.0,G,36,36,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12189910,home,Union Omaha SC,Anderson Holt,anderson-holt,A. Holt,D,13,191.0,5,M,1481839,EUR,1096156800.0,D,13,13,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Anderson Holt,,,,,,,,,,,,,,,,,,
12189910,home,Union Omaha SC,Missael Rodriguez,rodriguez-missael,M. Rodriguez,F,,175.0,16,M,1150904,EUR,1044748800.0,F,99,99,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Missael Rodriguez,,,,,,,,,,,,,,,,,,
12189910,home,Union Omaha SC,Adam Aoumaich,adam-aoumaich,A. Aoumaich,F,18,175.0,4,,1820844,EUR,938476800.0,F,33,33,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Adam Aoumaich,,,,,,,,,,,,,,,,,,
12189910,away,Des Moines Menace,Brian Rowe,brian-rowe,B. Rowe,G,1,185.0,7,M,314192,EUR,595641600.0,G,1,1,False,,29.0,15.0,23.0,10.0,10.0,15.0,5.0,14.0,1.0,,8.0,6.0,90.0,43.0,7.1,14.0,0,,,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0
12189910,away,Des Moines Menace,Lucas Rosa,lucas-rosa,L. Rosa,D,2,,1,M,1837671,EUR,872467200.0,D,2,2,False,,45.0,34.0,7.0,4.0,23.0,25.0,11.0,20.0,6.0,2.0,5.0,,90.0,61.0,6.3,14.0,1,,,1.0,,4.0,4.0,1.0,1.0,2.0,1.0,1.0,Lucas Rosa,,,,1.0,,2.0,2.0,,,2.0,1.0,,,,,,,
12189910,away,Des Moines Menace,Kyle Owen,kyle-owen,K. Owen,M,5,,0,M,1824417,EUR,991958400.0,D,4,4,False,,22.0,17.0,6.0,3.0,14.0,17.0,3.0,5.0,4.0,,1.0,,81.0,32.0,6.3,6.0,0,,,4.0,1.0,1.0,6.0,,,1.0,,,Kyle Owen,,,,,,,,,,,,,,,,,,
12189910,away,Des Moines Menace,A.J. DeLaGarza,aj-delagarza,A. DeLaGarza,D,20,173.0,8,M,48906,EUR,562982400.0,D,20,20,False,,31.0,30.0,1.0,1.0,22.0,22.0,8.0,9.0,1.0,,2.0,,90.0,50.0,6.8,1.0,0,,,1.0,1.0,3.0,11.0,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,
12189910,away,Des Moines Menace,Terique Mohammed,terique-mohammed,T. Mohammed,D,,153.0,4,,1048616,EUR,948931200.0,D,3,3,False,,26.0,21.0,7.0,5.0,13.0,14.0,8.0,12.0,5.0,1.0,5.0,,81.0,47.0,6.4,10.0,0,,,,,6.0,1.0,1.0,,2.0,5.0,,Terique Mohammed,,,,,,2.0,,,,1.0,1.0,,,,,,,
12189910,away,Des Moines Menace,Euan Holden,euan-holden,E. Holden,D,11,185.0,0,M,170165,EUR,570758400.0,M,11,11,False,,12.0,8.0,1.0,,4.0,6.0,5.0,7.0,4.0,1.0,2.0,,65.0,18.0,6.3,6.0,1,1.0,1.0,1.0,,,,,,1.0,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,
12189910,away,Des Moines Menace,Sacha Kljestan,sacha-kljestan,S. Kljestan,M,16,185.0,24,M,26194,EUR,495072000.0,M,16,16,False,True,56.0,49.0,8.0,6.0,25.0,28.0,25.0,31.0,2.0,1.0,9.0,,90.0,71.0,6.7,13.0,1,3.0,1.0,,,2.0,1.0,,,3.0,1.0,1.0,,,,,,,2.0,1.0,,1.0,1.0,,,,,,,,
12189910,away,Des Moines Menace,Róger Espinoza,roger-espinoza,R. Espinoza,M,,180.0,51,,48956,EUR,530582400.0,M,19,19,False,,38.0,26.0,5.0,2.0,17.0,21.0,9.0,17.0,4.0,,5.0,,87.0,46.0,6.9,12.0,3,,,,2.0,5.0,,1.0,1.0,,2.0,,,,1.0,,2.0,1.0,,,,,4.0,,,,,,,,
12189910,away,Des Moines Menace,Cyrus Harmon,cyrus-harmon,C. Harmon,F,15,,1,M,1479638,EUR,,F,15,15,False,,12.0,10.0,1.0,1.0,5.0,5.0,5.0,9.0,10.0,,2.0,,88.0,43.0,7.4,14.0,2,2.0,,2.0,,9.0,1.0,3.0,3.0,5.0,2.0,1.0,Cyrus Harmon,,2.0,1.0,,1.0,4.0,4.0,,,3.0,5.0,,,,,,,
12189910,away,Des Moines Menace,Marc Torrellas,marc-torrellas,M. Torrellas,M,21,183.0,4,M,1192061,EUR,,F,9,9,False,,23.0,19.0,2.0,2.0,6.0,6.0,13.0,17.0,2.0,,1.0,,90.0,32.0,7.2,5.0,1,,,1.0,3.0,6.0,,2.0,2.0,1.0,1.0,2.0,Marc Torrellas,,,,1.0,,,,,,1.0,,,,,,,,
12189910,away,Des Moines Menace,Tesho Akindele,tesho-akindele,T. Akindele,F,12,180.0,36,M,539392,EUR,702000000.0,F,12,12,False,,26.0,16.0,4.0,1.0,10.0,15.0,6.0,12.0,5.0,,3.0,,90.0,45.0,6.7,15.0,0,1.0,,3.0,2.0,5.0,3.0,2.0,2.0,1.0,1.0,1.0,,,,,,1.0,,,,,,2.0,,,,,,,
12189910,away,Des Moines Menace,Leroy Enzugusi,leroy-enzugusi,L. Enzugusi,F,19,178.0,1,M,1194559,EUR,929232000.0,F,13,13,True,,5.0,2.0,,,1.0,2.0,1.0,3.0,,,,,25.0,9.0,7.3,3.0,1,,,,1.0,2.0,,,,,,,Leroy Enzugusi,,1.0,,,,1.0,1.0,,,,,1.0,,,,,,
12189910,away,Des Moines Menace,Peter Pearson,pearson-peter,P. Pearson,M,19,165.0,3,M,981118,EUR,819158400.0,M,17,17,True,,10.0,6.0,,,5.0,7.0,1.0,3.0,1.0,,2.0,,9.0,12.0,6.4,4.0,0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12189910,away,Des Moines Menace,Bradan Allen,bradan-allen,B. Allen,M,14,,0,M,1824402,EUR,903312000.0,M,14,14,True,,9.0,7.0,3.0,2.0,2.0,3.0,5.0,7.0,3.0,1.0,1.0,,9.0,11.0,6.9,4.0,0,1.0,,1.0,,,,,,1.0,,1.0,Bradan Allen,,,,,,,,,,1.0,,,1.0,,1.0,,,
12189910,away,Des Moines Menace,Eddie Gordon,eddie-gordon,E. Gordon,M,18,,2,M,1210731,EUR,908668800.0,D,18,18,True,,4.0,2.0,1.0,,1.0,2.0,1.0,2.0,1.0,,1.0,,13.0,7.0,6.4,2.0,0,,,1.0,,1.0,1.0,,,,1.0,1.0,Eddie Gordon,,,,,,,,,,,,,,,,,,
12189910,away,Des Moines Menace,Charles Bales,charles-bales,C. Bales,M,5,173.0,0,M,1824407,EUR,688089600.0,M,5,5,True,,,,,,,,,,1.0,,,,12.0,1.0,6.3,1.0,0,,,1.0,,,,,,1.0,,,Charles Bales,,,,,,,,,,,,,,,,,,
12189910,away,Des Moines Menace,Brennon Woody,brennon-woody,B. Woody,M,30,,0,M,1824540,EUR,988761600.0,M,30,30,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Brennon Woody,,,,,,,,,,,,,,,,,,
12189910,away,Des Moines Menace,Shane Malcolm,malcolm-shane,S. Malcolm,F,,176.0,1,,986308,EUR,687312000.0,M,23,23,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
