match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialWon,stat_totalContest,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_keyPass,stat_outfielderBlock,captain,stat_accurateCross,stat_aerialLost,stat_dispossessed,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_totalOffside,player_firstName,player_lastName,stat_goals,stat_goodHighClaim
12366747,away,Seattle Sounders FC,Jonathan Bell,jonathan-bell,J. Bell,D,15,180.0,99,M,884308,EUR,872553600,D,15,15,False,43.0,36.0,3.0,,0.0,27.0,30.0,9.0,13.0,5.0,4.0,1.0,7.0,10.0,2.0,2.0,,,,,,90.0,56.0,6.8,8.0,0,,2.0,,1.0,,,,,,,4.0,,,,,,,,,,,,
12366747,away,Seattle Sounders FC,Nouhou Tolo,nouhou-tolo,N. Tolo,D,5,178.0,3697,M,869038,EUR,867024000,D,5,5,False,48.0,38.0,9.0,2.0,0.0,18.0,19.0,20.0,29.0,2.0,10.0,1.0,5.0,8.0,3.0,1.0,,,,,,90.0,69.0,7.0,13.0,0,,2.0,,,5.0,2.0,,,,,,,,,,,1.0,,,,,,
12366747,away,Seattle Sounders FC,Josh Atencio,josh-atencio,J. Atencio,M,12,185.0,104,M,986393,EUR,1012435200,M,8,8,False,44.0,36.0,2.0,1.0,0.0,15.0,18.0,21.0,26.0,13.0,8.0,2.0,1.0,4.0,5.0,3.0,,,,,,89.0,69.0,7.5,16.0,1,,,4.0,3.0,1.0,1.0,1.0,,,,5.0,3.0,2.0,,,,2.0,1.0,,,,1.0,
12366747,away,Seattle Sounders FC,João Paulo,joao-paulo,J. Paulo,M,6,171.0,294,M,158557,EUR,668390400,M,6,6,False,66.0,56.0,6.0,2.0,0.0,32.0,34.0,24.0,32.0,4.0,8.0,,2.0,3.0,3.0,2.0,,,,,,62.0,78.0,6.9,11.0,0,,,1.0,,4.0,2.0,,,,,2.0,1.0,1.0,,,,,,,,,,
12366747,away,Seattle Sounders FC,Paul Rothrock,paul-rothrock,P. Rothrock,M,,173.0,160,M,1122223,EUR,915840000,M,14,14,False,11.0,8.0,,,0.0,3.0,4.0,5.0,9.0,6.0,5.0,1.0,,3.0,2.0,2.0,,,,,,63.0,22.0,6.8,7.0,0,2.0,,2.0,1.0,2.0,2.0,1.0,,,,1.0,1.0,1.0,,,,,,2.0,Paul Rothrock,,,
12366747,away,Seattle Sounders FC,Albert Rusnák,albert-rusnak,A. Rusnák,M,11,180.0,800,M,134903,EUR,773539200,M,11,11,False,38.0,32.0,1.0,,0.0,14.0,14.0,19.0,31.0,4.0,1.0,1.0,,2.0,1.0,1.0,,,,,,89.0,54.0,6.4,16.0,1,7.0,,,,,,1.0,,,1.0,1.0,2.0,,,,1.0,2.0,,,,,,
12366747,away,Seattle Sounders FC,Reed Baker-Whiting,reed-baker-whiting,R. Baker-Whiting,D,21,180.0,142,M,1035473,EUR,1112227200,M,21,21,False,25.0,19.0,1.0,1.0,1.0,8.0,8.0,12.0,20.0,7.0,4.0,,,4.0,1.0,1.0,,,,,,81.0,43.0,7.5,13.0,1,3.0,,3.0,1.0,2.0,1.0,2.0,,,1.0,3.0,1.0,1.0,1.0,1.0,,1.0,,,Reed Baker-Whiting,,,
12366747,away,Seattle Sounders FC,Jordan Morris,jordan-morris,J. Morris,F,13,181.0,585,M,772421,EUR,783129600,F,13,13,False,11.0,9.0,1.0,,0.0,1.0,2.0,8.0,9.0,5.0,3.0,,1.0,1.0,,,,,,,,90.0,19.0,7.3,5.0,1,,1.0,2.0,,,1.0,,,,,3.0,1.0,2.0,,,,2.0,1.0,,,,1.0,
12366747,away,Seattle Sounders FC,Alex Roldán,alex-roldan,A. Roldán,D,16,178.0,276,M,882537,EUR,838512000,D,16,16,True,21.0,20.0,1.0,,0.0,7.0,8.0,13.0,13.0,1.0,1.0,,,5.0,,,,,,,,28.0,28.0,6.8,3.0,1,,,,2.0,1.0,,,,,,,1.0,,,,1.0,,,,,,,
12366747,away,Seattle Sounders FC,Raúl Ruidíaz,raul-ruidiaz,R. Ruidíaz,F,9,169.0,1304,M,107625,EUR,648864000,F,9,9,True,3.0,3.0,,,0.0,,,3.0,4.0,2.0,1.0,,,1.0,1.0,1.0,,,,,,27.0,10.0,6.7,3.0,3,1.0,,,,,1.0,,,,,1.0,,,,,2.0,2.0,1.0,3.0,,,,
12366747,away,Seattle Sounders FC,Obed Vargas,obed-vargas,O. Vargas,M,21,175.0,4614,M,1119345,EUR,1123200000,M,18,18,True,4.0,4.0,,,0.0,2.0,2.0,2.0,2.0,1.0,2.0,,1.0,,,,,,,,,9.0,7.0,6.6,1.0,0,,1.0,,,1.0,1.0,,,,,,,,,,,1.0,,,Obed Vargas,,,
12366747,away,Seattle Sounders FC,Jackson Ragen,jackson-ragen,J. Ragen,D,25,198.0,136,M,1133416,EUR,906595200,D,25,25,True,,,,,0.0,,,,,,,,,,,,,,,,,8.0,,6.4,,0,,,,,,,,,,,,,,,,,,,,Jackson Ragen,,,
12366747,away,Seattle Sounders FC,Daniel Musovski,daniel-musovski,D. Musovski,F,19,183.0,429,M,881713,EUR,817689600,F,17,17,True,,,,,0.0,,,,,1.0,2.0,1.0,2.0,,1.0,1.0,,,,,,8.0,3.0,6.7,,0,,1.0,,,,,,,,,,,,,,,,,,,,,
12366747,away,Seattle Sounders FC,Jacob Castro,castro-jacob,J. Castro,G,29,193.0,17,M,1445154,EUR,945475200,G,29,29,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,Jacob Castro,,,
12366747,away,Seattle Sounders FC,Pedro de la Vega,pedro-de-la-vega,P. De la Vega,M,10,177.0,1326,M,953844,EUR,981504000,F,10,10,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
