match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_duelLost,stat_duelWon,stat_totalContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_wonContest,stat_wasFouled,player_lastName,captain,stat_challengeLost,stat_aerialLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_totalCross,stat_goals,stat_bigChanceMissed,stat_outfielderBlock,stat_totalOffside,stat_aerialWon,stat_shotOffTarget,stat_hitWoodwork,stat_accurateCross,stat_errorLeadToAGoal
13657036,home,Columbus Crew 2,Chase Adams,,chase-adams,C. Adams,F,52,180.0,156,M,1847602,EUR,1208390400,F,52,52,False,21.0,14.0,1.0,,2.0,4.0,4.0,10.0,17.0,,2.0,,,,,,90.0,32.0,7.9,9.0,0,3.0,5.0,1.0,1.0,,1.0,,,,,2.0,1.0,4.0,,,,1.0,2.0,,,,,,1.0,,,,,
13657036,home,Columbus Crew 2,Brent Adu-Gyamfi,Brent,brent-adu-gyamfi,B. Adu-Gyamfi,M,42,,7,M,1809117,EUR,1142121600,F,42,42,True,2.0,,1.0,,0.0,,,,2.0,,,,,,,,11.0,4.0,7.3,3.0,1,,,,,,,,,1.0,,,,,Adu-Gyamfi,,,,,1.0,,1.0,,,,,,,,
13657036,home,Columbus Crew 2,Gianmarco Di Noto,Gianmarco,gianmarco-di-noto,G. D. Noto,D,63,,4,M,2064720,EUR,1238112000,D,63,63,True,1.0,1.0,,,0.0,1.0,1.0,,,,,,,,,,1.0,1.0,,,0,,,,,,,,,,,,,,Di Noto,,,,,,,,,,,,,,,
13657036,home,Columbus Crew 2,Stanislav Lapkes,Stanislav,lapkes-stanislav,S. Lapkes,G,41,194.0,28,M,1809123,EUR,1141344000,G,41,41,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Lapkes,,,,,,,,,,,,,,,
13657036,home,Columbus Crew 2,Prince Forfor,,prince-forfor,P. Forfor,D,65,,13,M,1861213,EUR,1236988800,D,65,65,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13657036,home,Columbus Crew 2,Juan Granda,Juan Granda,juan-granda,J. Granda,M,50,,9,M,1808071,EUR,1146873600,M,50,50,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13657036,home,Columbus Crew 2,Artem Grinblat,,artem-grinblat,A. Grinblat,M,67,,1,M,1884432,EUR,1195776000,M,67,67,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13657036,away,Lexington SC,Brooks Thompson,,brooks-thompson,B. Thompson,G,31,192.0,9,M,1025258,EUR,1023926400,G,31,31,False,12.0,12.0,,,0.0,12.0,12.0,,,,11.0,,1.0,2.0,,,90.0,24.0,6.2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13657036,away,Lexington SC,Gaël Gibert,,gael-gibert,G. Gibert,D,,,3,,1847706,EUR,965001600,D,27,27,False,48.0,43.0,3.0,1.0,0.0,27.0,29.0,16.0,19.0,,2.0,,,,,,45.0,52.0,6.5,5.0,0,1.0,2.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,2.0,,,,
13657036,away,Lexington SC,Kendall Burks,Kendall Burks,kendall-burks,K. Burks,D,5,188.0,13,,1172435,EUR,939340800,D,5,5,False,125.0,111.0,6.0,4.0,0.0,82.0,87.0,29.0,38.0,2.0,3.0,,,,,,90.0,136.0,6.8,17.0,1,1.0,3.0,,,,3.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,2.0,1.0,1.0,,
13657036,away,Lexington SC,Joe Hafferty,Joe Hafferty,joe-hafferty,J. Hafferty,D,6,175.0,4,,1121467,EUR,890438400,D,6,6,False,91.0,82.0,5.0,4.0,0.0,47.0,50.0,35.0,41.0,,6.0,,,,,,90.0,106.0,6.7,14.0,2,4.0,5.0,1.0,,1.0,1.0,2.0,2.0,,3.0,,,3.0,,,,,,,2.0,,,,,,1.0,,,
13657036,away,Lexington SC,Eliot Goldthorp,,eliot-goldthorp,E. Goldthorp,M,37,183.0,13,M,953564,EUR,1004745600,D,37,37,False,38.0,33.0,5.0,5.0,0.0,13.0,14.0,20.0,24.0,,4.0,,,,,,90.0,78.0,7.5,21.0,2,3.0,4.0,1.0,1.0,,1.0,3.0,3.0,1.0,,4.0,,1.0,,,1.0,,1.0,1.0,16.0,,,,2.0,,1.0,,5.0,
13657036,away,Lexington SC,Michael Adedokun,Michael Adedokun,michael-adedokun,M. Adedokun,M,71,173.0,25,,2029296,EUR,990921600,M,71,71,False,22.0,18.0,,,0.0,5.0,5.0,13.0,17.0,,2.0,,,,,,45.0,31.0,6.7,7.0,0,3.0,4.0,2.0,,,,1.0,1.0,1.0,2.0,,1.0,2.0,,,,,,,1.0,,,,,,,,,
13657036,away,Lexington SC,Sofiane Djeffal,Sofiane Djeffal,sofiane-djeffal,S. Djeffal,M,3,177.0,35,M,1172551,EUR,924480000,M,3,3,False,72.0,62.0,17.0,10.0,0.0,28.0,29.0,34.0,43.0,1.0,7.0,,,,,,90.0,84.0,6.8,14.0,1,5.0,3.0,3.0,,,,1.0,1.0,,2.0,,1.0,1.0,,True,1.0,,,,2.0,,,1.0,1.0,,1.0,,,
13657036,away,Lexington SC,Lucas Stauffer,,lucas-stauffer,L. Stauffer,M,4,168.0,6,M,991255,EUR,798422400,M,4,4,False,17.0,16.0,,,0.0,5.0,5.0,11.0,12.0,,2.0,,,,,,45.0,24.0,6.9,3.0,0,1.0,1.0,,1.0,,,1.0,,,1.0,2.0,,,,,,,,,2.0,,,,,,,,,
13657036,away,Lexington SC,Edrey Caceres,,edrey-caceres,E. Caceres,M,16,173.0,7,M,982870,EUR,991094400,M,16,16,False,65.0,60.0,5.0,2.0,0.0,25.0,26.0,35.0,39.0,,3.0,,,,,,90.0,75.0,6.3,7.0,0,1.0,3.0,,,,,1.0,1.0,1.0,1.0,,,2.0,,,,,,,1.0,,,1.0,,,,,,1.0
13657036,away,Lexington SC,Braudilio Rodrigues,,rodrigues-braudilio,B. Rodrigues,M,72,182.0,9,M,1652996,EUR,942624000,F,72,72,False,28.0,25.0,2.0,2.0,0.0,7.0,7.0,18.0,21.0,,4.0,,,,,,74.0,38.0,6.7,8.0,1,3.0,4.0,2.0,,,,2.0,1.0,3.0,1.0,1.0,,2.0,,,,,,,,,1.0,,1.0,,1.0,1.0,,
13657036,away,Lexington SC,Christian Volesky,,christian-volesky,C. Volesky,F,,185.0,1,M,790164,EUR,716515200,F,13,13,False,10.0,9.0,1.0,1.0,0.0,3.0,3.0,6.0,7.0,,,,,,,,45.0,13.0,6.5,2.0,2,,,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,1.0,,,
13657036,away,Lexington SC,Daniel Barbir,,daniel-barbir,D. Barbir,D,14,193.0,7,M,818399,EUR,886204800,D,14,14,True,24.0,19.0,5.0,3.0,0.0,7.0,8.0,12.0,16.0,,1.0,,,,,,45.0,28.0,6.5,7.0,0,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,1.0,
13657036,away,Lexington SC,Nicolas Firmino,,nicolas-firmino,N. Firmino,M,8,180.0,63,M,972531,EUR,980812800,M,8,8,True,12.0,10.0,,,0.0,4.0,5.0,6.0,7.0,,1.0,,,,,,45.0,21.0,6.9,4.0,1,3.0,3.0,,1.0,,,1.0,1.0,1.0,2.0,1.0,,2.0,,,1.0,,,,1.0,,,,,,1.0,,,
13657036,away,Lexington SC,Marcus Epps,,marcus-epps,M. Epps,M,11,183.0,8,M,867710,EUR,789350400,F,11,11,True,26.0,16.0,1.0,,0.0,4.0,5.0,12.0,21.0,,2.0,,,,,,45.0,33.0,6.6,14.0,0,1.0,1.0,,,,,1.0,1.0,1.0,,1.0,,,,,1.0,,,,3.0,,,,1.0,,,,1.0,
13657036,away,Lexington SC,Hugo Mbongue,Hugo Mbongue,hugo-mbongue,H. Mbongue,F,,178.0,51,M,1383994,EUR,1090886400,F,83,83,True,11.0,9.0,,,0.0,4.0,4.0,5.0,7.0,,4.0,,,,,,45.0,12.0,6.6,2.0,0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,
13657036,away,Lexington SC,Cory Burke,,cory-burke,C. Burke,F,99,191.0,82,M,884947,EUR,693878400,F,99,99,True,1.0,,,,0.0,,,,1.0,,,,,,,,16.0,7.0,6.4,3.0,2,1.0,2.0,2.0,,,,,,1.0,,,1.0,1.0,,,,,,1.0,,,1.0,,1.0,,1.0,,,
13657036,away,Lexington SC,Logan Ketterer,,logan-ketterer,L. Ketterer,G,1,191.0,12,M,873422,EUR,752803200,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13657036,away,Lexington SC,Jacob Greene,,jacob-greene,J. Greene,D,22,170.0,18,,1025207,EUR,1048377600,D,22,22,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
