match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,player_sofascoreId,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_errorLeadToAShot,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goalAssist,stat_accurateCross,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_dispossessed,stat_goals,stat_bigChanceCreated,captain,stat_totalOffside,stat_errorLeadToAGoal,stat_hitWoodwork
11391301,away,Stade Rennais,Arthur Theate,arthur-theate,A. Theate,D,3,186,2210,M,965778,EUR,959212800,D,5,5,False,57.0,48.0,8.0,2.0,31.0,32.0,17.0,25.0,2.0,6.0,,,,,90.0,69.0,6.7,11.0,0.0351221,0,,,,,2.0,,7.0,2.0,1.0,,2.0,1.0,1.0,,3.0,,,,,1.0,2.0,,,,,,,,,1.0,,,,,,
11391301,away,Stade Rennais,Adrien Truffert,truffert-adrien,A. Truffert,M,3,176,1506,M,999028,EUR,1006214400,D,3,3,False,39.0,30.0,3.0,2.0,11.0,13.0,19.0,32.0,4.0,7.0,,,,,90.0,71.0,7.3,20.0,0.136106,1,,,,6.0,1.0,1.0,5.0,3.0,,,,,3.0,1.0,3.0,0.0622,,,,1.0,,,1.0,0.049,,,2.0,1.0,,,,,,1.0,,
11391301,away,Stade Rennais,Benjamin Bourigeaud,benjamin-bourigeaud,B. Bourigeaud,M,19,178,962,M,324399,EUR,758505600,M,14,14,False,24.0,20.0,7.0,4.0,9.0,9.0,11.0,16.0,1.0,1.0,,,,,66.0,33.0,6.6,6.0,0.0089236,2,,,,1.0,,,1.0,1.0,1.0,,,,1.0,1.0,,0.439,,,1.0,,,,1.0,0.8938,,,,,1.0,,,,,,1.0,
11391301,away,Stade Rennais,Azor Matusiwa,azor-matusiwa,A. Matusiwa,M,5,173,458,M,856495,EUR,893721600,M,6,6,False,35.0,29.0,2.0,2.0,14.0,15.0,16.0,21.0,2.0,1.0,,,,,66.0,46.0,7.0,6.0,0.0271284,1,,,,1.0,2.0,,2.0,1.0,,1.0,,,,1.0,,0.0391,1.0,,,1.0,1.0,,,,,1.0,,,,,,,,,,
11391301,away,Stade Rennais,Désiré Doué,desire-doue,D. Doué,F,14,181,91970,M,1154605,EUR,1117756800,M,33,33,False,41.0,32.0,3.0,2.0,12.0,14.0,21.0,33.0,1.0,8.0,,,,,90.0,76.0,7.5,29.0,0.283093,0,,Désiré Doué,,6.0,,1.0,6.0,9.0,,,,,9.0,4.0,1.0,,1.0,DD14,,1.0,1.0,,,,,1.0,7.0,4.0,,2.0,,,,,,
11391301,away,Stade Rennais,Martin Terrier,martin-terrier,M. Terrier,F,11,184,2087,M,846445,EUR,857433600,M,7,7,False,21.0,16.0,1.0,1.0,4.0,5.0,12.0,16.0,,3.0,,,,,46.0,29.0,6.3,6.0,0.0121296,1,,,,,1.0,4.0,2.0,9.0,,,1.0,1.0,1.0,3.0,1.0,0.0863,,,,,1.0,,1.0,0.1261,,,1.0,1.0,,,,,,,,1.0
11391301,away,Stade Rennais,Arnaud Kalimuendo,arnaud-kalimuendo,A. Kalimuendo,F,25,175,3552,M,954061,EUR,1011484800,F,9,9,False,18.0,15.0,,,6.0,7.0,9.0,12.0,1.0,2.0,,,,,84.0,33.0,7.1,7.0,0.045242,2,,,,1.0,5.0,1.0,8.0,3.0,,1.0,,,1.0,1.0,2.0,0.1059,3.0,,,,,,1.0,0.0637,,,2.0,1.0,,1.0,,,,,,
11391301,away,Stade Rennais,Amine Gouiri,amine-gouiri,A. Gouiri,F,9,180,26883,M,859026,EUR,950659200,F,10,10,False,24.0,17.0,1.0,1.0,6.0,7.0,11.0,17.0,,3.0,,,,,75.0,36.0,6.7,11.0,0.0169969,3,,,,,,,6.0,3.0,1.0,,,,1.0,3.0,2.0,0.3934,1.0,amine_gouiri,1.0,,,,2.0,0.8619,,,1.0,,1.0,2.0,,,,,,
11391301,away,Stade Rennais,Guéla Doué,guela-doue,G. Doué,D,22,187,10608,M,1002033,EUR,1034812800,D,17,17,True,10.0,9.0,2.0,1.0,4.0,4.0,5.0,7.0,4.0,1.0,,,,,24.0,17.0,6.8,3.0,0.00766619,0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391301,away,Stade Rennais,Baptiste Santamaria,baptiste-santamaria,B. Santamaria,M,22,183,473,M,344751,EUR,794707200,M,8,8,True,21.0,18.0,2.0,2.0,5.0,6.0,13.0,15.0,,6.0,,,,,24.0,26.0,7.0,4.0,0.0300036,0,,,,,,,,1.0,,,,,1.0,1.0,,,1.0,,,,3.0,,,,,,,,,,,,,,,
11391301,away,Stade Rennais,Enzo Le Fée,enzo-le-fee,E. Le Fée,M,28,173,3108,M,984014,EUR,949536000,M,28,28,True,13.0,11.0,,,4.0,5.0,7.0,8.0,,2.0,,,,,24.0,20.0,6.7,4.0,0.00483254,0,,,,,,,3.0,4.0,1.0,,3.0,2.0,1.0,,1.0,,,,,,,,,,,,2.0,1.0,,,,,,,,
11391301,away,Stade Rennais,Ludovic Blas,ludovic-blas,L. Blas,F,10,180,1176,M,806076,EUR,883526400,M,11,11,True,3.0,3.0,1.0,1.0,,,3.0,4.0,,1.0,,,,,15.0,6.0,6.7,2.0,0.0031624,1,,,,1.0,,,2.0,,,,,,1.0,,2.0,0.0217,,,,,,,1.0,0.2758,,,,,,,,,,,,
11391301,away,Stade Rennais,Bertuğ Yıldırım,bertug-ozgur-yildirim,B. Yıldırım,F,91,186,1629,M,1382235,EUR,1026432000,F,99,99,True,1.0,,,,,1.0,,,,,,,,,15.0,1.0,6.5,1.0,,0,,Bertug Yildirim,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391301,away,Stade Rennais,Gauthier Gallon,gauthier-gallon,G. Gallon,G,93,186,119,M,340561,EUR,735523200,G,1,1,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391301,away,Stade Rennais,Warmed Omari,omari-warmed,W. Omari,D,17,185,538,M,999030,EUR,956448000,D,23,23,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391301,away,Stade Rennais,Jeanuël Belocian,jeanuel-belocian,J. Belocian,D,6,186,1254,M,1173172,EUR,1108598400,D,16,16,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391301,away,Stade Rennais,Fabian Rieder,fabian-rieder,F. Rieder,M,32,181,1574,M,929620,EUR,1013817600,M,32,32,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
