match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_shotOffTarget,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_keyPass,stat_blockedScoringAttempt,stat_wonContest,stat_bigChanceMissed,player_sofascoreId,stat_totalOffside,stat_hitWoodwork
14065145,home,TSG Hoffenheim,Tim Lemperle,tim-lemperle,T. Lemperle,F,19,186,851,M,1014290,EUR,1012867200,F,19,19,False,,31.0,22.0,1.0,,0.0,8.0,10.0,14.0,21.0,1.0,2.0,4.0,,,,,,76.0,45.0,7.2,13.0,0.019896,,1,,-0.33,0.26,-0.03,,3.0,6.0,1.0,,3.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,,0.0432,0.1538,0.52,,,,,1.0,,,,,,,,
14065145,home,TSG Hoffenheim,Fisnik Asllani,fisnik-asllani,F. Asllani,F,11,186,3700,M,1010117,EUR,1028764800,F,11,11,True,,9.0,3.0,,,1.0,1.0,3.0,2.0,6.0,,1.0,1.0,,,,,,23.0,15.0,6.6,8.0,0.0591385,,0,,0.08,-0.3,0.0,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,2.0,
14065145,home,TSG Hoffenheim,Alexander Prass,alexander-prass,A. Prass,M,22,180,665,M,978062,EUR,990835200,D,22,22,True,,9.0,6.0,1.0,,0.0,2.0,2.0,4.0,7.0,,2.0,2.0,,,,,,15.0,15.0,6.9,5.0,0.0996831,,1,,0.31,0.06,-0.09,,,3.0,,,,,,,2.0,,,,2.0,2.0,,0.0312,,0.01,,,,,1.0,1.0,1.0,1.0,,,,1.0,
14065145,home,TSG Hoffenheim,Ihlas Bebou,ihlas-bebou,I. Bebou,F,9,183,465,M,254297,EUR,767059200,F,9,9,True,,5.0,3.0,,,0.0,1.0,1.0,2.0,4.0,,1.0,,,,,,,14.0,9.0,6.8,3.0,0.00108841,,0,,-0.12,0.03,0.44,,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,1.0,,,,1.0,,,1.0,
14065145,home,TSG Hoffenheim,Ozan Kabak,ozan-kabak,O. Kabak,D,5,185,2402,M,857740,EUR,953942400,D,5,5,True,,2.0,2.0,,,0.0,2.0,2.0,,,1.0,1.0,1.0,,,,,,11.0,3.0,6.7,,4.64e-06,,0,,-0.01,,0.13,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065145,home,TSG Hoffenheim,Muhammed Damar,muhammed-damar,M. Damar,M,10,185,484,M,1128638,EUR,1081468800,M,10,10,True,,4.0,4.0,,,0.0,1.0,1.0,3.0,3.0,1.0,1.0,,,,,,,10.0,7.0,6.5,2.0,0.00610948,,1,,0.01,0.03,0.13,,1.0,1.0,,,1.0,,,,,1.0,,,,,,0.2965,0.3165,0.04,,1.0,,,,,,,,1.0,,,
14065145,home,TSG Hoffenheim,Luca Philipp,luca-philipp,L. Philipp,G,37,192,119,M,943550,EUR,975369600,G,37,37,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065145,home,TSG Hoffenheim,Arthur Chaves,arthur-chaves,A. Chaves,D,34,187,470,M,1122806,EUR,980726400,D,35,35,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Arthur Chaves,,,,,,,,,,,,,,,,,,,,,,,,
14065145,home,TSG Hoffenheim,Umut Tohumcu,umut-tohumcu,U. Tohumcu,M,8,176,432,M,1083410,EUR,1092182400,M,17,17,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Umut Tohumcu,,,,,,,,,,,,,,,,,,,,,,,,
14065145,home,TSG Hoffenheim,Max Moerstedt,max-moerstedt,M. Moerstedt,F,33,194,1285,M,1418703,EUR,1137283200,F,33,33,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Max Moerstedt,,,,,,,,,,,,,,,,,,,,,,,,
14065145,away,RB Leipzig,Péter Gulácsi,peter-gulacsi,P. Gulácsi,G,1,190,2361,M,37096,EUR,641952000,G,1,1,False,,27.0,23.0,7.0,3.0,0.0,22.0,25.0,1.0,2.0,,,6.0,,1.0,1.0,2.0,2.0,90.0,35.0,6.3,4.0,0.00016949,0.2417,0,-0.7966,0.0,0.0,-0.29,0.12,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065145,away,RB Leipzig,Ridle Baku,ridle-baku,R. Baku,M,17,176,1448,M,856553,EUR,891993600,D,17,17,False,,61.0,58.0,5.0,5.0,0.0,29.0,30.0,29.0,31.0,,5.0,3.0,,,,,,88.0,89.0,6.6,9.0,0.0588939,,0,,0.18,0.01,-0.38,,1.0,2.0,3.0,3.0,2.0,,,,,,,,4.0,4.0,1.0,,,,,2.0,,,1.0,,1.0,,,,,,
14065145,away,RB Leipzig,Willi Orbán,willi-orban,W. Orbán,D,4,186,3115,M,136924,EUR,720748800,D,4,4,False,,68.0,57.0,6.0,2.0,0.0,40.0,42.0,17.0,26.0,4.0,5.0,3.0,,,,,,90.0,90.0,6.2,15.0,0.0139781,,3,,0.18,0.11,-0.35,,2.0,2.0,6.0,2.0,2.0,,,,,1.0,,1.0,1.0,1.0,,0.3809,0.4042,0.06,1.0,1.0,,,,,1.0,1.0,,,,,
14065145,away,RB Leipzig,El Chadaille Bitshiabu,el-chadaille-bitshiabu,E. C. Bitshiabu,D,5,196,1701,M,1048009,EUR,1116201600,D,5,5,False,,63.0,56.0,7.0,2.0,0.0,44.0,46.0,12.0,17.0,2.0,2.0,6.0,,,,,,90.0,71.0,5.9,8.0,0.0113286,,0,,0.08,0.07,-0.55,,1.0,3.0,3.0,2.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,
14065145,away,RB Leipzig,David Raum,david-raum,D. Raum,D,22,180,2192,M,856076,EUR,893203200,D,22,22,False,True,73.0,53.0,16.0,5.0,0.0,24.0,31.0,29.0,42.0,1.0,4.0,7.0,,,,,,90.0,112.0,6.6,33.0,0.561258,,2,,0.45,0.27,-0.47,,1.0,4.0,4.0,2.0,1.0,,,,1.0,,,,2.0,1.0,1.0,0.1194,,-0.11,1.0,12.0,3.0,1.0,1.0,1.0,4.0,1.0,,,,,1.0
14065145,away,RB Leipzig,Assan Ouédraogo,assan-ouedraogo,A. Ouédraogo,M,20,192,7677,M,1418623,EUR,1147132800,M,20,20,False,,14.0,13.0,,,1.0,7.0,7.0,6.0,7.0,,4.0,9.0,,,,,,67.0,36.0,6.6,9.0,0.0229369,,3,,-0.1,0.29,0.14,,,5.0,3.0,,4.0,1.0,Assan Ouédraogo,,,,,,,,3.0,0.1771,,-0.25,,,,3.0,2.0,1.0,1.0,3.0,1.0,,,,
14065145,away,RB Leipzig,Nicolas Seiwald,seiwald-nicolas,N. Seiwald,M,13,179,1528,M,976575,EUR,988934400,M,13,13,False,,33.0,27.0,7.0,4.0,0.0,12.0,13.0,15.0,20.0,2.0,5.0,3.0,,,,,,75.0,46.0,6.9,10.0,0.0356763,,1,,0.15,0.06,-0.04,,1.0,3.0,1.0,2.0,3.0,,,,1.0,,,1.0,2.0,2.0,1.0,0.0535,,0.01,,,,1.0,,,1.0,1.0,,,,,
14065145,away,RB Leipzig,Christoph Baumgartner,christoph-baumgartner,C. Baumgartner,M,14,180,2738,M,825956,EUR,933465600,M,14,14,False,,23.0,17.0,1.0,,0.0,10.0,12.0,7.0,11.0,2.0,7.0,3.0,,,,,,90.0,40.0,6.2,12.0,0.0626,,0,,-0.21,0.07,-0.18,,4.0,8.0,1.0,1.0,2.0,1.0,,,,,,,2.0,1.0,2.0,,,,,,,2.0,2.0,,,,1.0,,,,
14065145,away,RB Leipzig,Yan Diomande,yan-diomande,Y. Diomande,F,49,180,20986,M,2087085,EUR,1163462400,F,49,49,False,,26.0,22.0,1.0,1.0,0.0,7.0,9.0,15.0,17.0,,9.0,5.0,,,,,,67.0,53.0,8.3,14.0,0.101988,,3,,-0.06,0.63,-0.01,,2.0,7.0,,,2.0,,Yan Diomande,,,2.0,1.0,,2.0,1.0,3.0,0.3926,0.7728,0.48,1.0,3.0,1.0,3.0,6.0,,2.0,,4.0,,,,
14065145,away,RB Leipzig,Rômulo,romulo,Rômulo,F,40,193,3725,M,1133743,EUR,1013126400,F,40,40,False,,28.0,18.0,1.0,1.0,0.0,7.0,11.0,11.0,17.0,4.0,8.0,1.0,,,,,,90.0,44.0,6.9,14.0,0.297082,,1,,-0.38,0.23,0.25,,5.0,6.0,4.0,,2.0,,Rômulo,,,1.0,,,2.0,,2.0,0.2952,0.613,0.06,,,,1.0,,,2.0,,,1.0,,2.0,
14065145,away,RB Leipzig,Antonio Nusa,nusa-antonio,A. Nusa,M,7,180,11508,M,1121923,EUR,1113696000,F,7,7,False,,21.0,19.0,1.0,1.0,0.0,5.0,5.0,14.0,16.0,,4.0,2.0,,,,,,88.0,41.0,6.8,11.0,0.068044,,4,,-0.17,0.6,0.0,,,3.0,2.0,,3.0,,,,1.0,1.0,,,3.0,2.0,,0.3872,0.3824,-0.6,1.0,4.0,,2.0,1.0,,1.0,2.0,1.0,,nusaantonio,,
14065145,away,RB Leipzig,Ezechiel Banzuzi,ezechiel-banzuzi,E. Banzuzi,M,6,191,1087,M,1155383,EUR,1108512000,M,6,6,True,,11.0,10.0,,,0.0,3.0,3.0,7.0,8.0,1.0,2.0,2.0,,,,,,23.0,17.0,6.5,2.0,0.00867099,,0,,0.0,0.01,-0.02,,1.0,2.0,4.0,,,1.0,Ezechiel Banzuzi,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,
14065145,away,RB Leipzig,Johan Bakayoko,johan-bakayoko,J. Bakayoko,F,9,179,6820,M,1088896,EUR,1050796800,F,9,9,True,,12.0,9.0,,,0.0,2.0,2.0,7.0,10.0,,3.0,1.0,,,,,,23.0,20.0,6.6,7.0,0.239976,,0,,-0.09,0.23,-0.01,,2.0,3.0,,,1.0,1.0,Johan Bakayoko,,,,,,,,,,,,,1.0,,1.0,3.0,,1.0,,3.0,,johanbakayoko,,
14065145,away,RB Leipzig,Conrad Harder,harder-conrad,C. Harder,F,11,186,4734,M,1494826,EUR,1112832000,F,11,11,True,,7.0,5.0,,,0.0,2.0,2.0,3.0,5.0,1.0,1.0,,,,,,,15.0,14.0,6.2,7.0,0.00485401,,0,,-0.03,-0.04,-0.01,,2.0,5.0,,1.0,2.0,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,
14065145,away,RB Leipzig,Lukas Klostermann,lukas-klostermann,L. Klostermann,D,16,188,717,M,319853,EUR,833760000,D,16,16,True,,1.0,1.0,,,0.0,1.0,1.0,,,,,1.0,,,,,,10.0,3.0,6.7,,2.4e-06,,0,,0.0,,0.16,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065145,away,RB Leipzig,Tidiam Gomis,gomis-tidiam,T. Gomis,M,27,183,739,M,1426577,EUR,1154995200,F,27,27,True,,1.0,1.0,,,0.0,1.0,1.0,,,,1.0,1.0,,,,,,10.0,5.0,6.7,,2.5e-07,,0,,0.0,,0.23,,,,,,,,Tidiam Gomis,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
14065145,away,RB Leipzig,Maarten Vandevoordt,maarten-vandevoordt,M. Vandevoordt,G,26,192,1417,M,934385,EUR,1014681600,G,26,26,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065145,away,RB Leipzig,Castello Lukeba,castello-lukeba,C. Lukeba,D,23,184,2734,M,976421,EUR,1040083200,D,23,23,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065145,away,RB Leipzig,Andrija Maksimović,andrija-maksimovic,A. Maksimović,M,33,182,4274,M,1406171,EUR,1181001600,M,33,33,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065145,away,RB Leipzig,Amadou Haidara,amadou-haidara,A. Haidara,M,21,174,6620,M,822708,EUR,886204800,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amadou_haidara04,,
