match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialWon,stat_interceptionWon,stat_totalOffside,stat_wasFouled,stat_aerialLost,stat_challengeLost,stat_shotOffTarget,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_outfielderBlock,stat_bigChanceCreated,player_sofascoreId,stat_goals,stat_hitWoodwork,stat_errorLeadToAGoal,stat_punches,stat_errorLeadToAShot
10434081,home,Trabzonspor,Maximiliano Gómez,maximiliano-gomez,M. Gómez,F,9,186,1052,M,805245,EUR,839980800,F,30,30,False,,19.0,12.0,2.0,2.0,4.0,5.0,9.0,18.0,3.0,,,90.0,34.0,6.5,14.0,2,,,4.0,1.0,6.0,1.0,2.0,,,,,,1.0,1.0,1.0,,,2.0,1.0,2.0,1.0,,,,2.0,,,,,1.0,,,
10434081,home,Trabzonspor,Vitor Hugo,vitor-hugo,V. Hugo,D,14,187,899,M,794838,EUR,674697600,D,13,13,True,,31.0,27.0,2.0,1.0,22.0,24.0,5.0,7.0,2.0,,,45.0,33.0,6.7,4.0,0,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
10434081,home,Trabzonspor,Doğucan Haspolat,dogucan-haspolat,D. Haspolat,M,34,177,456,M,846087,EUR,950227200,M,34,34,True,,20.0,17.0,1.0,1.0,12.0,12.0,5.0,8.0,5.0,,,45.0,32.0,6.8,7.0,0,,,,,3.0,4.0,1.0,,,1.0,2.0,,2.0,,,1.0,1.0,,1.0,,2.0,,,,,,,,,,,,
10434081,home,Trabzonspor,Hüseyin Türkmen,huseyin-turkmen,H. Türkmen,D,4,183,128,M,913994,EUR,883612800,D,4,4,True,,18.0,18.0,2.0,2.0,17.0,17.0,1.0,1.0,3.0,,,26.0,20.0,6.6,1.0,0,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,
10434081,home,Trabzonspor,Naci Ünüvar,naci-unuvar,N. Ünüvar,M,9,168,1163,M,954317,EUR,1055462400,F,23,23,True,,3.0,3.0,,,2.0,2.0,1.0,1.0,1.0,,,14.0,5.0,7.4,,1,,,,,1.0,2.0,,,,,,,,1.0,,1.0,,,1.0,,,,,1.0,,,,,1.0,,,,
10434081,home,Trabzonspor,Jean-Philippe Gbamin,jean-philippe-gbamin,J. Gbamin,M,5,186,1198,M,326343,EUR,811987200,M,25,25,True,,6.0,4.0,1.0,,2.0,2.0,2.0,4.0,2.0,,,13.0,8.0,6.5,3.0,0,,,,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,
10434081,home,Trabzonspor,Muhammet Taha Tepe,muhammet-taha-tepe,M. T. Tepe,G,54,184,104,M,910094,EUR,978307200,G,54,54,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434081,home,Trabzonspor,Enis Bardhi,enis-bardhi,E. Bardhi,M,10,172,1009,M,355024,EUR,804643200,M,29,29,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434081,home,Trabzonspor,Yusuf Yazıcı,yusuf-yazici,Y. Yazıcı,M,97,183,2251,M,827804,EUR,854496000,M,61,61,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434081,home,Trabzonspor,Mountassir Lahtimi,mountassir-lahtimi,M. Elhtemy,M,21,180,708,M,1013427,EUR,986083200,M,80,80,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434081,home,Trabzonspor,Umut Bozok,umut-bozok,U. Bozok,F,19,178,386,M,869839,EUR,843091200,F,9,9,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434081,away,Antalyaspor,Helton Leite,helton-leite,H. Leite,G,23,196,372,M,329081,EUR,657504000,G,90,90,False,,26.0,20.0,15.0,9.0,16.0,19.0,4.0,7.0,4.0,3.0,5.0,90.0,37.0,6.4,6.0,0,,,,,,1.0,,,,3.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,
10434081,away,Antalyaspor,Bünyamin Balcı,bunyamin-balci,B. Balcı,D,7,180,128,M,967214,EUR,959731200,D,7,7,False,,62.0,48.0,4.0,1.0,38.0,47.0,10.0,15.0,9.0,,,90.0,89.0,7.1,17.0,0,,,,,4.0,11.0,2.0,1.0,1.0,3.0,8.0,4.0,,2.0,,1.0,,,1.0,,,,,,,,,,,,,,
10434081,away,Antalyaspor,Veysel Sarı,veysel-sari,V. Sarı,D,89,185,109,M,98276,EUR,585792000,D,89,89,False,True,75.0,57.0,18.0,4.0,44.0,50.0,13.0,25.0,7.0,,,90.0,83.0,6.2,19.0,0,,,,,2.0,1.0,,,,5.0,,,1.0,1.0,,1.0,,,,1.0,,,,,,1.0,,,,,,,
10434081,away,Antalyaspor,Amar Gerxhaliu,amar-gerxhaliu,A. Gerxhaliu,D,4,193,60,M,1123371,EUR,1019779200,D,4,4,False,,56.0,48.0,5.0,1.0,42.0,46.0,6.0,10.0,5.0,,,90.0,68.0,6.6,9.0,0,,,,,5.0,2.0,,,,5.0,2.0,1.0,1.0,1.0,,,3.0,,,3.0,1.0,,,,,1.0,,,,,,,
10434081,away,Antalyaspor,Güray Vural,guray-vural,G. Vural,D,77,177,69,M,43559,EUR,581990400,D,11,11,False,,66.0,56.0,11.0,5.0,36.0,37.0,21.0,33.0,8.0,,,90.0,88.0,6.6,15.0,1,,,4.0,1.0,2.0,4.0,,1.0,,2.0,4.0,4.0,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,1.0
10434081,away,Antalyaspor,Fredy,fredy,Fredy,M,16,169,1026,M,845281,EUR,638496000,M,16,16,False,,25.0,19.0,,,12.0,15.0,7.0,11.0,3.0,,,59.0,36.0,6.7,9.0,2,,,1.0,,4.0,3.0,,,,2.0,1.0,1.0,2.0,2.0,,2.0,1.0,,,2.0,,2.0,,,,,,,,,,,
10434081,away,Antalyaspor,Fernando,fernando,Fernando,M,,175,141,M,123354,EUR,699580800,M,8,8,False,,96.0,76.0,15.0,8.0,49.0,59.0,28.0,42.0,13.0,,,90.0,117.0,6.7,29.0,0,,,5.0,1.0,5.0,4.0,2.0,3.0,2.0,1.0,,,2.0,1.0,,,1.0,,2.0,,1.0,,,,,1.0,,,,,,,
10434081,away,Antalyaspor,Alassane Ndao,ndao-alassane,A. Ndao,M,,176,333,M,1016033,EUR,851040000,M,18,18,False,,22.0,17.0,1.0,,12.0,13.0,5.0,9.0,4.0,,,59.0,28.0,6.3,7.0,1,,,,,4.0,,1.0,1.0,,,,,,1.0,1.0,,,,,1.0,,,1.0,1.0,,,,,,1.0,,,
10434081,away,Antalyaspor,Erdal Rakip,erdal-rakip,E. Rakip,M,,179,73,M,319871,EUR,824169600,M,6,6,False,,21.0,13.0,,,7.0,10.0,6.0,11.0,4.0,,,69.0,31.0,6.5,12.0,1,,,,,5.0,6.0,1.0,,,,2.0,1.0,3.0,2.0,,2.0,1.0,,2.0,1.0,1.0,,,,1.0,,,,,,,,
10434081,away,Antalyaspor,Doğukan Sinik,dogukan-sinik,D. Sinik,M,70,180,124,M,796114,EUR,916876800,M,70,70,False,,16.0,9.0,3.0,1.0,4.0,6.0,5.0,10.0,5.0,,,59.0,24.0,6.3,11.0,0,,,,,4.0,2.0,2.0,2.0,1.0,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,
10434081,away,Antalyaspor,Sam Larsson,sam-larsson,S. Larsson,M,23,179,231,M,229800,EUR,734400000,F,20,20,False,,25.0,18.0,2.0,1.0,8.0,11.0,10.0,14.0,1.0,,,80.0,33.0,6.7,12.0,1,,,,,5.0,,,,,,,,5.0,2.0,1.0,,1.0,,,3.0,,1.0,,,,,,,,,,,
10434081,away,Antalyaspor,Sherel Floranus,sherel-floranus,S. Floranus,D,2,181,189,M,803021,EUR,903830400,D,2,2,True,,23.0,19.0,2.0,1.0,12.0,15.0,9.0,10.0,1.0,,,31.0,39.0,7.1,7.0,0,Sherel,Floranus,2.0,2.0,1.0,1.0,,,,3.0,1.0,1.0,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,
10434081,away,Antalyaspor,Admir Mehmedi,admir-mehmedi,A. Mehmedi,M,25,183,130,,37386,EUR,669081600,F,14,14,True,,5.0,4.0,,,2.0,2.0,2.0,3.0,1.0,,,31.0,8.0,6.5,3.0,0,,,,,3.0,1.0,1.0,,,,,,1.0,,,1.0,,,,2.0,,,,,,,,,,,,,
10434081,away,Antalyaspor,Shoya Nakajima,shoya-nakajima,S. Nakajima,F,10,167,664,M,155825,EUR,777600000,M,22,22,True,,11.0,9.0,,,2.0,2.0,7.0,9.0,2.0,,,31.0,20.0,6.3,6.0,0,,,,,4.0,2.0,2.0,1.0,1.0,1.0,,,2.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,
10434081,away,Antalyaspor,Sinan Gümüş,sinan-gumus,S. Gümüş,F,,179,110,M,169165,EUR,758592000,F,77,77,True,,15.0,13.0,,,5.0,5.0,8.0,10.0,2.0,,,21.0,22.0,6.7,4.0,0,,,,,1.0,4.0,,1.0,1.0,1.0,,,1.0,,,,,,3.0,1.0,,,,,,,,,,,,,
10434081,away,Antalyaspor,Houssameddine Ghacha,houssameddine-ghacha,H. Ghacha,M,27,170,467,M,941633,EUR,814579200,F,27,27,True,,10.0,8.0,1.0,1.0,5.0,5.0,3.0,5.0,2.0,,,10.0,12.0,6.6,3.0,0,,,,,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10434081,away,Antalyaspor,Ataberk Dadakdeniz,ataberk-dadakdeniz,A. Dadakdeniz,G,1,194,57,M,840605,EUR,933811200,G,35,35,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434081,away,Antalyaspor,Cemali Sertel,sertel-cemali,C. Sertel,D,19,186,55,M,929956,EUR,947116800,D,3,3,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434081,away,Antalyaspor,Ömer Toprak,omer-toprak,Ö. Toprak,D,,187,127,M,39015,EUR,616982400,D,21,21,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434081,away,Antalyaspor,Emre Uzun,uzun-emre,E. Uzun,M,11,177,141,M,1212159,EUR,1119225600,M,37,37,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434081,away,Antalyaspor,Mustafa Erdilman,mustafa-erdilman,M. Erdilman,M,8,178,27,M,1003335,EUR,1072915200,M,30,30,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
