match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_sofascoreId,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_dispossessed,stat_interceptionWon,stat_shotOffTarget,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,player_firstName,player_lastName,stat_bigChanceCreated,stat_wasFouled,stat_challengeLost,stat_blockedScoringAttempt,stat_accurateCross,stat_totalOffside,captain,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_goals,stat_hitWoodwork,stat_errorLeadToAGoal,stat_errorLeadToAShot
14065104,home,Bayer 04 Leverkusen,Christian Kofane,christian-kofane,C. Kofane,F,35,189,10945,M,2029648,EUR,1153872000,F,35,35,False,10.0,8.0,,,0.0,,1.0,9.0,2.0,3.0,1.0,,,,,81.0,21.0,7.8,8.0,0.063636,,2,,-0.02,0.61,0.15,,,8.0,,1.0,6.0,1.0,1.0,,,2.0,3.0,1.0,1.0,3.0,2.0,0.9744,0.48,Christian,Kofane,,,,,,,,,1.0,,0.9945,1.0,,,
14065104,home,Bayer 04 Leverkusen,Arthur,arthur,Arthur,D,13,173,2973,M,1174761,EUR,1047859200,D,13,13,True,31.0,27.0,,,0.0,11.0,12.0,19.0,,8.0,,3.0,,,,45.0,47.0,7.3,9.0,0.0636078,,1,,-0.13,0.32,-0.02,,,16.0,1.0,,2.0,4.0,4.0,2.0,2.0,1.0,1.0,,,3.0,,0.1416,0.02,Arthur,,,2.0,1.0,1.0,,,,,,,,,,,
14065104,home,Bayer 04 Leverkusen,Ibrahim Maza,maza-ibrahim,I. Maza,M,30,181,33822,M,1407524,EUR,1132790400,F,30,30,True,25.0,21.0,5.0,5.0,0.0,7.0,9.0,16.0,1.0,6.0,,,,,,45.0,36.0,7.0,5.0,0.0149842,,3,,-0.16,0.32,0.13,,ibo_mz10,14.0,,1.0,3.0,3.0,2.0,2.0,1.0,1.0,,,2.0,,1.0,0.2954,-0.57,,,,1.0,,1.0,,,,1.0,,,,,1.0,,
14065104,home,Bayer 04 Leverkusen,Robert Andrich,robert-andrich,R. Andrich,M,8,189,3316,M,168903,EUR,780192000,M,8,8,True,19.0,18.0,2.0,2.0,0.0,10.0,10.0,9.0,,3.0,,1.0,,,,21.0,26.0,6.8,3.0,0.00549158,,0,,-0.02,0.02,0.14,,,8.0,1.0,,2.0,,,3.0,2.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
14065104,home,Bayer 04 Leverkusen,Jonas Hofmann,jonas-hofmann,J. Hofmann,F,7,176,2115,M,142390,EUR,711072000,M,7,7,True,13.0,11.0,2.0,1.0,0.0,5.0,6.0,7.0,,,,2.0,,,,9.0,15.0,6.5,2.0,0.0155265,,1,,-0.16,0.08,-0.01,,,6.0,1.0,,,,,,,,,,1.0,,,0.3497,-0.34,,,,,,,1.0,,,1.0,,,,,,,
14065104,home,Bayer 04 Leverkusen,Jeanuël Belocian,jeanuel-belocian,J. Belocian,D,6,186,1268,M,1173172,EUR,1108598400,D,44,44,True,1.0,,,,0.0,,,1.0,,,,,,,,1.0,1.0,,1.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065104,home,Bayer 04 Leverkusen,Janis Blaswich,janis-blaswich,J. Blaswich,G,28,193,639,M,96832,EUR,673142400,G,28,28,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065104,home,Bayer 04 Leverkusen,Claudio Echeverri,claudio-echeverri,C. Echeverri,M,14,171,37359,M,1482424,EUR,1136160000,M,9,9,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,claudio_echeverri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065104,home,Bayer 04 Leverkusen,Eliesse Ben Seghir,eliesse-ben-seghir,E. Ben Seghir,M,17,178,21572,M,1394353,EUR,1108512000,F,17,17,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,benseghir44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065104,home,Bayer 04 Leverkusen,Ken Izekor,ken-izekor,K. Izekor,F,38,177,174,M,1632596,EUR,1179964800,F,38,38,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065104,away,1. FC Union Berlin,Frederik Rønnow,frederik-ronnow,F. Rønnow,G,1,188,637,M,137692,EUR,712886400,G,1,1,False,33.0,20.0,20.0,8.0,0.0,17.0,20.0,13.0,,,1.0,6.0,1.0,1.0,,90.0,38.0,5.6,13.0,0.00060818,0.1318,0,-0.6892,-0.12,0.02,-0.64,-0.51,,3.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,
14065104,away,1. FC Union Berlin,Danilho Doekhi,danilho-doekhi,D. Doekhi,D,5,187,772,M,830803,EUR,899164800,D,5,5,False,34.0,29.0,3.0,1.0,0.0,24.0,25.0,9.0,1.0,4.0,5.0,,,,,90.0,51.0,6.4,6.0,0.0596189,,1,,0.09,0.04,-0.33,,,5.0,1.0,1.0,2.0,,,1.0,1.0,,,2.0,1.0,,,0.1292,-0.33,,,,2.0,1.0,,,,,1.0,,2.0,,,,,1.0
14065104,away,1. FC Union Berlin,Leopold Querfeld,querfeld-leopold,L. Querfeld,D,14,190,1226,M,1086547,EUR,1071878400,D,14,14,False,32.0,28.0,7.0,3.0,0.0,18.0,19.0,13.0,1.0,7.0,6.0,1.0,,,,90.0,50.0,7.0,4.0,0.120539,,0,,0.31,0.02,-0.15,,,10.0,,2.0,5.0,,,5.0,4.0,3.0,,2.0,,,1.0,,,,,1.0,1.0,2.0,,,,,,,1.0,,,,,
14065104,away,1. FC Union Berlin,Diogo Leite,leite-diogo,D. Leite,D,4,188,993,M,855663,EUR,917049600,D,4,4,False,22.0,14.0,4.0,,0.0,9.0,10.0,12.0,1.0,2.0,5.0,5.0,,,,71.0,36.0,5.7,9.0,0.00167668,,0,,-0.04,0.03,-0.33,,,5.0,,3.0,6.0,1.0,1.0,,,,1.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,
14065104,away,1. FC Union Berlin,Christopher Trimmel,christopher-trimmel,C. Trimmel,M,28,189,354,M,48557,EUR,541123200,M,28,28,False,28.0,14.0,9.0,4.0,0.0,5.0,8.0,20.0,,,2.0,6.0,,,,71.0,44.0,6.4,22.0,0.195449,,0,,0.27,0.06,-0.12,,,9.0,9.0,1.0,2.0,,,,,1.0,,,,1.0,1.0,,,,,1.0,,,,2.0,,True,,,,,,,,
14065104,away,1. FC Union Berlin,Rani Khedira,rani-khedira,R. Khedira,M,8,188,962,M,149479,EUR,759628800,M,8,8,False,8.0,3.0,1.0,,0.0,,1.0,7.0,,3.0,2.0,2.0,,,,90.0,16.0,6.5,5.0,0.00275097,,1,,-0.06,0.05,-0.05,,,3.0,,,4.0,,,2.0,,,,,,,2.0,0.0447,0.01,,,,1.0,2.0,,,,,,1.0,1.0,0.0944,,,,
14065104,away,1. FC Union Berlin,András Schäfer,andras-schafer,A. Schäfer,M,13,179,2407,M,877302,EUR,923961600,M,13,13,False,20.0,16.0,1.0,,0.0,11.0,13.0,7.0,,5.0,1.0,4.0,,,,64.0,33.0,6.6,7.0,0.00584714,,0,,-0.07,0.02,-0.04,,,5.0,,2.0,3.0,,,3.0,2.0,,1.0,,,2.0,,,,,,,2.0,,,,,,,,,,,,,
14065104,away,1. FC Union Berlin,Derrick Köhn,derrick-kohn,D. Köhn,D,39,180,1916,M,886737,EUR,918086400,M,39,39,False,19.0,14.0,2.0,,0.0,8.0,10.0,9.0,,2.0,2.0,7.0,,,,90.0,48.0,5.9,14.0,0.065029,,3,,0.07,0.19,-0.17,,,6.0,1.0,,9.0,3.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,3.0,0.0703,-0.37,,,,,,1.0,1.0,,,,1.0,1.0,0.0216,,,,1.0
14065104,away,1. FC Union Berlin,Oliver Burke,oliver-burke,O. Burke,F,7,188,486,M,608362,EUR,860371200,F,7,7,False,10.0,7.0,,,0.0,,1.0,9.0,,1.0,,,,,,64.0,15.0,6.5,5.0,0.0128307,,1,,0.02,0.11,-0.06,,,7.0,1.0,,1.0,,,1.0,,,,,1.0,,,0.0236,-0.31,,,,,1.0,,,,,,,,,,,,
14065104,away,1. FC Union Berlin,Woo-Yeong Jeong,woo-yeong-jeong,W. Jeong,M,11,179,1574,M,927405,EUR,937785600,F,11,11,False,14.0,10.0,1.0,,0.0,5.0,6.0,8.0,1.0,3.0,,4.0,,,,64.0,22.0,6.3,7.0,0.0139062,,2,,-0.18,0.11,-0.05,,,5.0,2.0,2.0,5.0,1.0,,,,,,,,,2.0,0.2455,-0.36,,,,2.0,1.0,1.0,,,,,1.0,,0.095,,,,
14065104,away,1. FC Union Berlin,Andrej Ilić,andrej-ilic,A. Ilić,F,23,189,856,M,953767,EUR,954720000,F,23,23,False,9.0,6.0,,,0.0,1.0,1.0,8.0,7.0,9.0,1.0,1.0,,,,90.0,22.0,6.5,10.0,0.0548224,,1,,-0.02,0.17,-0.03,,,5.0,1.0,9.0,14.0,,,1.0,1.0,3.0,2.0,,1.0,4.0,2.0,0.1641,-0.32,,,,1.0,1.0,,,,,1.0,,,,,,,
14065104,away,1. FC Union Berlin,Tim Skarke,tim-skarke,T. Skarke,M,21,179,194,M,800252,EUR,842054400,M,21,21,True,5.0,4.0,,,0.0,1.0,2.0,3.0,,,,2.0,,,,26.0,8.0,6.6,1.0,0.00138357,,0,,-0.02,0.02,0.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065104,away,1. FC Union Berlin,Aljoscha Kemlein,aljoscha-kemlein,A. Kemlein,M,6,185,331,M,1198074,EUR,1091404800,M,6,6,True,15.0,12.0,1.0,,0.0,4.0,4.0,11.0,,3.0,,1.0,,,,26.0,21.0,6.9,4.0,0.0116497,,0,,0.07,0.07,0.13,,,8.0,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,,Aljoscha Kemlein,,,1.0,,,,,,,,,,,,,
14065104,away,1. FC Union Berlin,Ilyas Ansah,ansah-ilyas,I. Ansah,F,10,197,2076,M,1462742,EUR,1099872000,F,10,10,True,6.0,5.0,,,0.0,1.0,1.0,5.0,,1.0,1.0,3.0,,,,26.0,12.0,6.4,4.0,0.0063766,,1,,-0.09,0.09,-0.02,,,4.0,,,3.0,2.0,1.0,,,,1.0,,1.0,,,0.0668,-0.36,,,,,1.0,,,,,,,,,,,,
14065104,away,1. FC Union Berlin,Tom Rothe,rothe-tom,T. Rothe,M,15,192,809,M,1210666,EUR,1099008000,D,15,15,True,15.0,11.0,2.0,,0.0,7.0,10.0,5.0,,,,3.0,,,,19.0,17.0,6.6,5.0,0.00232064,,0,,0.02,0.02,0.0,,,4.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
14065104,away,1. FC Union Berlin,Janik Haberer,janik-haberer,J. Haberer,M,19,187,178,M,168985,EUR,765244800,M,19,19,True,9.0,8.0,,,0.0,6.0,6.0,3.0,,,,1.0,,,,19.0,17.0,6.7,2.0,0.00482392,,0,,-0.03,0.03,0.13,,,2.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
14065104,away,1. FC Union Berlin,Matheo Raab,matheo-raab,M. Raab,G,31,186,106,M,842718,EUR,913939200,G,31,31,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065104,away,1. FC Union Berlin,Stanley N'Soki,stanley-nsoki,S. N'Soki,D,34,184,416,M,904991,EUR,923616000,D,34,34,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065104,away,1. FC Union Berlin,Alex Král,alex-kral,A. Král,M,33,185,619,M,825740,EUR,895536000,M,33,33,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065104,away,1. FC Union Berlin,Dmytro Bogdanov,dmytro-bogdanov,D. Bogdanov,F,30,188,242,M,1568506,EUR,1173139200,F,30,30,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,Dmytro Bogdanov,,,,,,,,,,,,,,,,
