match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_aerialLost,stat_aerialWon,stat_wasFouled,stat_shotOffTarget,stat_unsuccessfulTouch,stat_totalOffside,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_crossNotClaimed,stat_ownGoals
12436947,away,Wolverhampton,Craig Dawson,craig-dawson,C. Dawson,D,,188,419,M,,50027,EUR,641952000,D,15,15,False,46.0,41.0,7.0,5.0,0.0,30.0,33.0,11.0,13.0,4.0,2.0,,,,,90.0,54.0,5.8,5.0,0.00365528,,0,,,2.0,5.0,,,,,,,,1.0,1.0,,1.0,,,,1.0,4.0,,,,,,,,,,,,2.0
12436947,away,Wolverhampton,Santiago Bueno,santiago-bueno,S. Bueno,D,4,189,1175,M,,846308,EUR,910569600,D,4,4,False,54.0,41.0,10.0,4.0,0.0,30.0,31.0,11.0,23.0,2.0,1.0,,,,,77.0,59.0,5.9,13.0,0.0084889,,0,,,3.0,3.0,1.0,,,,,,,,1.0,,1.0,,,,1.0,2.0,,,,,,,,,,,,
12436947,away,Wolverhampton,Matt Doherty,matt-doherty,M. Doherty,D,2,182,1449,M,,143047,EUR,695520000,M,2,2,False,45.0,38.0,8.0,3.0,0.0,19.0,21.0,19.0,26.0,,4.0,,,,,77.0,66.0,6.7,12.0,0.291973,3.0,0,,2.0,3.0,,,,1.0,,,,,,,,1.0,,,,2.0,,,,2.0,,,,,,2.0,,,
12436947,away,Wolverhampton,André,andre,André,M,7,176,9098,M,Andre7,1035996,EUR,995241600,M,7,7,False,72.0,66.0,7.0,6.0,0.0,40.0,43.0,26.0,29.0,1.0,10.0,,,,,90.0,90.0,7.3,8.0,0.0188316,,0,,,3.0,9.0,1.0,,2.0,1.0,,,,2.0,7.0,6.0,,,,,1.0,,1.0,,1.0,,,André,,,,,,
12436947,away,Wolverhampton,João Gomes,joao-gomes,J. Gomes,M,8,176,14959,M,joaogomes.01,1015267,EUR,981936000,M,8,8,False,63.0,49.0,7.0,1.0,0.0,31.0,35.0,18.0,28.0,1.0,7.0,,,,,85.0,76.0,6.8,15.0,0.280602,1.0,1,,,3.0,6.0,1.0,,1.0,1.0,,,,1.0,4.0,3.0,2.0,0.0233,,,,,1.0,1.0,,,,,,,,,,
12436947,away,Wolverhampton,Rayan Aït-Nouri,rayan-ait-nouri,R. A. Nouri,M,21,179,44710,M,r_aitnouri,931278,EUR,991785600,M,3,3,False,30.0,28.0,2.0,1.0,0.0,16.0,18.0,12.0,13.0,1.0,3.0,,,,,90.0,65.0,6.9,12.0,0.057273,,0,,1.0,7.0,10.0,,5.0,6.0,4.0,,,,1.0,4.0,4.0,,,,,,,2.0,,2.0,,,,,,,,,
12436947,away,Wolverhampton,Gonçalo Guedes,goncalo-guedes,G. Guedes,F,11,179,3550,M,,280979,EUR,849225600,F,29,29,False,11.0,6.0,1.0,,0.0,4.0,4.0,2.0,7.0,,,,,,,57.0,20.0,6.3,9.0,0.00057942,,1,,,4.0,2.0,,3.0,,,,,,,1.0,,,0.021,,,1.0,1.0,,,1.0,,1.0,,,,,,,
12436947,away,Wolverhampton,Matheus Cunha,matheus-cunha,M. Cunha,F,10,184,69408,M,Cunha,886363,EUR,927763200,F,10,10,False,28.0,19.0,4.0,1.0,0.0,9.0,13.0,10.0,23.0,,6.0,,,,,90.0,60.0,6.6,25.0,0.0141964,,2,,8.0,8.0,8.0,1.0,,6.0,2.0,1.0,,,,3.0,1.0,3.0,0.0928,0.2434,,,,3.0,,4.0,,1.0,,,,,,,
12436947,away,Wolverhampton,Jørgen Strand Larsen,jorgen-strand-larsen,J. S. Larsen,F,22,193,4810,M,,876599,EUR,949795200,F,9,9,False,12.0,8.0,,,0.0,2.0,4.0,6.0,8.0,,2.0,,,,,90.0,24.0,5.7,11.0,0.0167328,1.0,2,,,6.0,2.0,3.0,,1.0,,1.0,,,,,,,0.6467,0.1369,,2.0,2.0,,1.0,6.0,,,,,,,2.0,,
12436947,away,Wolverhampton,Hee-Chan Hwang,hee-chan-hwang,H. Hwang,F,11,177,6362,M,Hwangso,786186,EUR,822614400,F,11,11,True,17.0,16.0,1.0,,0.0,7.0,7.0,9.0,10.0,,3.0,,,,,33.0,24.0,6.7,4.0,0.0109944,,0,,,1.0,2.0,,,1.0,,,,,,2.0,2.0,,,,,,,,,2.0,,,,,,,,,
12436947,away,Wolverhampton,Toti Gomes,toti-gomes,T. Gomes,D,24,187,1047,M,,973418,EUR,916444800,D,24,24,True,8.0,5.0,,,0.0,5.0,7.0,,1.0,1.0,,,,,,13.0,12.0,6.9,3.0,4.951e-05,,0,,,1.0,2.0,,,,,,,1.0,,2.0,1.0,,,,,1.0,,,,,,,,,,,,,
12436947,away,Wolverhampton,Rodrigo Gomes,gomes-rodrigo,R. Gomes,M,21,171,1190,M,,1006073,EUR,1057536000,F,19,19,True,9.0,8.0,1.0,1.0,0.0,5.0,6.0,3.0,4.0,,2.0,,,,,13.0,15.0,6.9,2.0,0.00143851,,0,,1.0,2.0,4.0,2.0,,,,,,1.0,,3.0,1.0,,,,,,,1.0,,,,,,,,,,,
12436947,away,Wolverhampton,Tommy Doyle,tommy-doyle,T. Doyle,M,7,172,746,M,,932628,EUR,1003276800,M,20,20,True,8.0,7.0,1.0,,0.0,6.0,6.0,1.0,2.0,,1.0,,,,,10.0,10.0,6.5,1.0,0.00015009,,0,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12436947,away,Wolverhampton,Daniel Bentley,daniel-bentley,D. Bentley,G,25,188,242,M,,101367,EUR,742521600,G,25,25,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436947,away,Wolverhampton,Sam Johnstone,sam-johnstone,S. Johnstone,G,31,193,600,M,,98427,EUR,733017600,G,31,31,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436947,away,Wolverhampton,Pedro Lima,lima-pedro,P. Lima,D,17,174,3651,M,,1597270,EUR,1151712000,D,37,37,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,Pedro,Lima,,,,,
12436947,away,Wolverhampton,Jean-Ricner Bellegarde,jean-ricner-bellegarde,J.-R. Bellegarde,M,27,170,28999,M,,845273,EUR,898905600,M,27,27,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436947,away,Wolverhampton,Carlos Forbs,carlos-borges,C. Forbs,F,9,169,11023,M,,1069486,EUR,1079654400,F,26,26,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,Carlos Forbs,,,,,,
