match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_goalAssist,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,captain,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,stat_aerialLost,stat_shotOffTarget,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_wonContest,player_firstName,player_lastName,stat_totalOffside,player_sofascoreId,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_punches,stat_bigChanceCreated,stat_bigChanceMissed
10438110,home,FC Arouca,Rafa Mújica,rafa-mujica,R. Mújica,F,19,183,746,M,845424,EUR,909619200,F,19,19,False,8.0,7.0,,,2.0,2.0,5.0,6.0,3.0,,1.0,,,,,,68.0,24.0,7.5,6.0,4,,,3.0,,,2.0,2.0,4.0,,,,1.0,,,2.0,2.0,,,,,,,,,,2.0,1.0,,,
10438110,home,FC Arouca,Benji Michel,benji-michel,B. Michel,M,,178,150,M,935643,EUR,877564800,F,18,18,True,8.0,4.0,1.0,1.0,1.0,2.0,3.0,6.0,4.0,1.0,,,,,,,22.0,15.0,7.0,5.0,1,,2.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,1.0,,,,,1.0,,,,,1.0,,,,,
10438110,home,FC Arouca,Arsénio Nunes,arsenio-nunes,A. Nunes,F,12,180,45,M,252087,EUR,620438400,M,8,8,True,5.0,4.0,,,,,4.0,6.0,,,,,,,,,11.0,8.0,6.6,2.0,0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,
10438110,home,FC Arouca,Yaw Moses,yaw-moses,Y. Moses,M,6,170,71,M,892757,EUR,930787200,M,17,17,True,2.0,2.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,3.0,,,0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10438110,home,FC Arouca,João Valido,joao-valido,J. Valido,G,1,185,54,M,973352,EUR,952041600,G,92,92,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438110,home,FC Arouca,Jerome Opoku,opoku-jerome,J. Opoku,D,3,194,1396,M,920514,EUR,908323200,D,3,3,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438110,home,FC Arouca,Sema Velázquez,sema-velazquez,S. Velázquez,D,4,184,107,M,838389,EUR,652752000,D,4,4,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438110,home,FC Arouca,Bogdan Milovanov,bogdan-milovanov,B. Milovanov,D,3,178,86,M,914162,EUR,892944000,D,21,21,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438110,home,FC Arouca,Yusuf Lawal,yusuf-lawal,Y. Lawal,M,24,175,112,M,898808,EUR,890611200,F,7,7,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438110,home,FC Arouca,Bruno Marques,bruno-marques,Bruno Marques,F,22,194,113,M,978517,EUR,919641600,F,9,9,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438110,away,Marítimo,Marcelo Carné,marcelo-carne,M. Carné,G,1,188,61,M,243463,EUR,634262400,G,31,31,False,20.0,14.0,9.0,3.0,13.0,15.0,1.0,5.0,2.0,3.0,,,1.0,1.0,1.0,1.0,90.0,26.0,6.8,6.0,0,,2.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,
10438110,away,Marítimo,Paulinho Mota,paulinho-mota,P. Mota,D,77,176,48,M,128326,EUR,679363200,D,27,27,False,29.0,20.0,4.0,2.0,8.0,9.0,13.0,23.0,3.0,4.0,,,,,,,90.0,59.0,6.6,24.0,0,,1.0,4.0,,,1.0,1.0,2.0,,1.0,,4.0,,1.0,1.0,,3.0,1.0,,1.0,,,,,,,,,1.0,
10438110,away,Marítimo,Zainadine Júnior,zainadine-junior,Z. Júnior,D,,178,102,M,105457,EUR,583113600,D,5,5,False,43.0,37.0,2.0,1.0,31.0,35.0,7.0,9.0,5.0,8.0,,,,,,,90.0,56.0,7.3,6.0,2,,5.0,5.0,,3.0,,,,1.0,,True,,3.0,1.0,4.0,,1.0,1.0,,,,,,,1.0,1.0,,,,
10438110,away,Marítimo,Renê Santos,rene-santos,R. Santos,M,,184,16,M,218804,EUR,703814400,D,15,15,False,42.0,41.0,3.0,2.0,32.0,32.0,9.0,10.0,3.0,2.0,,,,,,,83.0,52.0,7.0,2.0,0,,1.0,1.0,1.0,3.0,2.0,2.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,
10438110,away,Marítimo,Vitor Costa,vitor-costa,V. Costa,M,94,182,61,M,842345,EUR,773020800,D,94,94,False,37.0,27.0,4.0,,10.0,12.0,17.0,28.0,9.0,5.0,4.0,,,,,,90.0,73.0,6.8,16.0,2,,,5.0,1.0,1.0,2.0,,1.0,1.0,1.0,,4.0,,1.0,1.0,,3.0,,1.0,3.0,,,,,1.0,1.0,,,,
10438110,away,Marítimo,Val Soares,val-soares,V. Soares,M,97,176,108,M,871681,EUR,858124800,M,8,8,False,62.0,53.0,11.0,5.0,21.0,23.0,33.0,41.0,6.0,12.0,,,,,,,90.0,78.0,6.3,15.0,1,,2.0,7.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,,1.0,,,,,2.0,1.0,3.0,1.0,,,,,1.0,,,,,
10438110,away,Marítimo,Rafael Brito,rafael-brito,R. Brito,M,8,183,129,M,983537,EUR,1011398400,M,6,6,False,25.0,22.0,3.0,3.0,15.0,16.0,7.0,9.0,5.0,2.0,3.0,,,,,,62.0,36.0,6.3,7.0,0,,1.0,7.0,1.0,,,,1.0,1.0,,,3.0,,,2.0,,,,1.0,1.0,,,,,,,,,,
10438110,away,Marítimo,Cláudio Winck,claudio-winck,C. Winck,D,2,183,178,M,155998,EUR,766368000,M,2,2,False,5.0,1.0,,,,,1.0,5.0,1.0,2.0,,,,,,,45.0,12.0,6.1,7.0,1,,,8.0,2.0,,1.0,,1.0,2.0,,,2.0,,,2.0,,,,,,,,1.0,,1.0,,,,,
10438110,away,Marítimo,Bruno Xadas,bruno-xadas,B. Xadas,M,8,179,249,M,837410,EUR,881020800,M,23,23,False,40.0,36.0,4.0,4.0,9.0,9.0,31.0,42.0,,2.0,,,,,,,90.0,60.0,7.2,14.0,0,,,2.0,1.0,2.0,,,,,4.0,,1.0,,,,,11.0,4.0,,,,,,,,,,,,
10438110,away,Marítimo,Félix Correia,felix-correia,F. Correia,M,27,178,1349,M,934498,EUR,980121600,M,17,17,False,18.0,17.0,1.0,1.0,6.0,7.0,11.0,12.0,6.0,5.0,2.0,,,,,,78.0,37.0,6.7,10.0,2,,,7.0,,,1.0,,2.0,,1.0,,5.0,,,2.0,,1.0,,3.0,3.0,,,,,,2.0,,,,
10438110,away,Marítimo,André Vidigal,andre-vidigal,A. Vidigal,M,77,176,425,M,842335,EUR,903312000,F,7,7,False,13.0,12.0,1.0,1.0,4.0,4.0,8.0,9.0,1.0,2.0,,,,,,,83.0,25.0,6.3,6.0,2,,,4.0,,,1.0,,3.0,,,,1.0,,,2.0,1.0,,,1.0,,,,,,,1.0,,,,1.0
10438110,away,Marítimo,Geny Catamo,geny-catamo,G. Catamo,M,10,172,10919,M,1001140,EUR,980467200,F,57,57,True,12.0,11.0,,,3.0,4.0,8.0,8.0,2.0,3.0,1.0,,,,,,45.0,22.0,6.4,6.0,1,,,3.0,1.0,,,,3.0,1.0,,,1.0,,,,,,,2.0,1.0,,,,,1.0,,,,,
10438110,away,Marítimo,Brayan Riascos,brayan-riascos,B. Riascos,F,94,180,216,M,537040,EUR,781747200,F,29,29,True,7.0,4.0,,,2.0,3.0,3.0,5.0,1.0,,1.0,,,,,,28.0,14.0,6.9,4.0,2,,,,,,,,,1.0,2.0,,,,,,,1.0,1.0,,,,,,,1.0,1.0,,,,
10438110,away,Marítimo,Jesús Ramírez,jesus-ramirez,J. Ramírez,F,9,187,1078,M,987597,EUR,894240000,F,11,11,True,2.0,2.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,12.0,3.0,6.5,,1,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,
10438110,away,Marítimo,Stanley Kanu,kanu-stanley,S. Kanu,F,14,181,25,M,1394890,EUR,916531200,F,39,39,True,2.0,2.0,,,,,2.0,2.0,,,,,,,,,14.0,5.0,6.4,2.0,1,,,2.0,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,Stanley Kanu,,,,1.0,,,,,
10438110,away,Marítimo,Matheus Costa,matheus-costa,M. Costa,D,14,188,49,M,886225,EUR,791078400,D,4,4,True,9.0,4.0,2.0,,2.0,3.0,2.0,6.0,1.0,1.0,,,,,,,14.0,12.0,6.8,5.0,0,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
10438110,away,Marítimo,Giorgi Makaridze,giorgi-makaridze,G. Makaridze,G,31,190,68,M,31325,EUR,638841600,G,30,30,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438110,away,Marítimo,Fábio China,fabio-china,F. China,D,,179,20,M,846657,EUR,710467200,D,45,45,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,Fábio,China,,,,,,,,
10438110,away,Marítimo,Diogo Mendes,mendes-diogo,D. Mendes,M,66,176,79,M,871046,EUR,885600000,M,16,16,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438110,away,Marítimo,João Afonso,joao-afonso,J. Afonso,M,6,181,26,M,358496,EUR,792288000,M,21,21,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
