match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_sofascoreId,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,captain,stat_totalContest,stat_wasFouled,stat_aerialLost,stat_totalCross,stat_accurateCross,stat_wonContest,stat_bigChanceCreated,stat_keyPass,stat_lastManTackle,stat_goalAssist,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_clearanceOffLine,stat_savedShotsFromInsideTheBox,stat_errorLeadToAGoal,stat_totalOffside
10438189,home,Sporting CP,Pedro Gonçalves,pedro-goncalves,P. Gonçalves,F,8,173,8267,M,895764,EUR,898992000,F,28,28,False,27.0,20.0,2.0,2.0,7.0,7.0,15.0,31.0,,4.0,4.0,,,90.0,55.0,6.7,24.0,2,,,pedroogoncalves28,8.0,1.0,2.0,1.0,,,,,,3.0,3.0,2.0,1.0,,2.0,1.0,2.0,11.0,2.0,,,2.0,,,1.0,1.0,,,,
10438189,home,Sporting CP,Paulinho,paulinho,Paulinho,F,26,187,4934,M,205790,EUR,721267200,F,20,20,True,13.0,7.0,1.0,1.0,3.0,5.0,4.0,8.0,3.0,6.0,4.0,,,36.0,26.0,7.1,9.0,3,,,,6.0,,1.0,1.0,2.0,,,1.0,,,,1.0,1.0,,2.0,2.0,3.0,,,1.0,,,,,1.0,,1.0,,,
10438189,home,Sporting CP,Héctor Bellerín,hector-bellerin,H. Bellerín,D,2,178,3870,M,188365,EUR,795571200,D,19,19,True,8.0,6.0,1.0,1.0,2.0,3.0,4.0,5.0,2.0,3.0,,,,18.0,12.0,7.2,2.0,0,,,Bellerín,,,,,,,2.0,,,,,,,,1.0,,,,,1.0,1.0,2.0,,,,,,,,
10438189,home,Sporting CP,Matheus Reis,reis-matheus,M. Reis,D,2,183,1301,M,797648,EUR,793065600,D,2,2,True,8.0,8.0,1.0,1.0,4.0,4.0,4.0,6.0,,1.0,2.0,,,18.0,15.0,6.3,4.0,0,,,,2.0,,,,,,,,,1.0,1.0,,,,1.0,,1.0,2.0,,,,,,,,,,,,
10438189,home,Sporting CP,Dário Essugo,dario-essugo,D. Essugo,M,14,178,9115,M,1110006,EUR,1110758400,M,84,84,True,4.0,4.0,,,2.0,2.0,2.0,2.0,,1.0,1.0,,,11.0,10.0,7.0,1.0,1,,,,2.0,,,,,,,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,1.0,1.0,,,
10438189,home,Sporting CP,Arthur Gomes,arthur-gomes,Arthur Gomes,M,11,175,670,M,822524,EUR,899424000,M,33,33,True,3.0,1.0,1.0,,,1.0,1.0,3.0,,1.0,2.0,,,11.0,7.0,6.2,4.0,0,,,,2.0,,,,,,,,,,,,1.0,,2.0,,,1.0,,1.0,,,,,,,,,,
10438189,home,Sporting CP,Diego Callai,diego-callai,D. Callai,G,41,190,711,M,1130378,EUR,1090108800,G,41,41,True,,,,,,,,,,,,,,,,,,0,Diego,Callai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438189,home,Sporting CP,Luís Neto,luis-neto,L. Neto,D,,185,201,M,59731,EUR,580608000,D,13,13,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438189,home,Sporting CP,Abdul Fatawu Issahaku,abdul-fatawu-issahaku,A. F. Issahaku,M,7,180,10423,M,1103589,EUR,1078704000,M,18,18,True,,,,,,,,,,,,,,,,,,0,,,issahaku10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438189,home,Sporting CP,Youssef Chermiti,youssef-chermiti,Y. Chermiti,F,9,192,1739,M,1145627,EUR,1085356800,F,79,79,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438189,away,Benfica,Odysseas Vlachodimos,odysseas-vlachodimos,O. Vlachodimos,G,1,191,2909,M,138149,EUR,767318400,G,99,99,False,19.0,13.0,8.0,3.0,13.0,15.0,,4.0,,,5.0,,5.0,90.0,28.0,6.8,6.0,0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,
10438189,away,Benfica,Fredrik Aursnes,fredrik-aursnes,F. Aursnes,M,8,179,3950,M,228364,EUR,818553600,D,8,8,False,43.0,34.0,4.0,2.0,12.0,14.0,23.0,33.0,1.0,3.0,6.0,,,90.0,63.0,7.0,14.0,3,,,,2.0,,,1.0,2.0,1.0,,,1.0,1.0,,,2.0,,1.0,,1.0,4.0,1.0,1.0,,1.0,,,1.0,,,,,
10438189,away,Benfica,António Silva,antonio-silva,A. Silva,D,4,187,8155,M,1006069,EUR,1067472000,D,66,66,False,37.0,34.0,5.0,3.0,27.0,28.0,7.0,9.0,,2.0,9.0,,,90.0,49.0,6.1,4.0,0,,,antoniosilva.66,5.0,2.0,,,,,2.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,2.0,,,,,1.0,,,,,,,1.0,
10438189,away,Benfica,Nicolás Otamendi,nicolas-otamendi,N. Otamendi,D,30,183,17844,M,74915,EUR,571622400,D,30,30,False,50.0,46.0,5.0,5.0,30.0,31.0,16.0,19.0,5.0,11.0,11.0,,,90.0,72.0,7.6,6.0,0,,,Notamendi30,5.0,,1.0,,,,7.0,,4.0,4.0,2.0,,1.0,True,2.0,1.0,2.0,,,1.0,,2.0,,,,,,,,
10438189,away,Benfica,Alejandro Grimaldo,alejandro-grimaldo,A. Grimaldo,M,20,171,13008,M,177177,EUR,811555200,D,3,3,False,53.0,46.0,3.0,3.0,17.0,19.0,35.0,44.0,1.0,5.0,5.0,,,86.0,84.0,7.8,16.0,0,,,grimaldo35,7.0,2.0,1.0,,,,1.0,,,3.0,2.0,,,,3.0,1.0,1.0,10.0,6.0,,3.0,5.0,,1.0,,,,,,
10438189,away,Benfica,João Neves,joao-neves,J. Neves,M,87,174,37142,M,1190933,EUR,1096243200,M,87,87,False,56.0,46.0,4.0,3.0,15.0,18.0,31.0,40.0,1.0,5.0,9.0,,,90.0,76.0,7.6,14.0,3,,,joao_neves,8.0,3.0,1.0,1.0,2.0,1.0,,1.0,2.0,2.0,,,1.0,,2.0,1.0,2.0,2.0,,1.0,,,,,,,,,,
10438189,away,Benfica,Chiquinho,chiquinho,Chiquinho,M,22,174,1902,M,584124,EUR,806112000,M,22,22,False,47.0,42.0,3.0,1.0,22.0,23.0,20.0,26.0,1.0,8.0,10.0,,,81.0,64.0,6.7,12.0,1,,,,8.0,1.0,2.0,1.0,,,,,,1.0,,2.0,2.0,,5.0,2.0,2.0,2.0,,4.0,,,,,,,,,,
10438189,away,Benfica,João Mário,joao-mario,J. Mário,M,10,179,3804,M,97001,EUR,727401600,M,20,20,False,14.0,12.0,,,3.0,4.0,9.0,11.0,,3.0,1.0,,,45.0,25.0,6.4,5.0,0,,,JoaoMario,2.0,,1.0,,,,,,,1.0,1.0,1.0,1.0,,,2.0,,1.0,,,,,,,,,,,,
10438189,away,Benfica,Rafa Silva,rafa-silva,R. Silva,M,27,170,16782,M,252577,EUR,737596800,M,27,27,False,13.0,10.0,,,3.0,4.0,7.0,11.0,,1.0,3.0,,,66.0,28.0,5.8,11.0,2,,,Rafa_Silva,5.0,,,1.0,,,,,,,,1.0,,,5.0,,1.0,2.0,,1.0,,1.0,,,1.0,1.0,,,,
10438189,away,Benfica,David Neres,david-neres,D. Neres,F,7,175,15134,M,850993,EUR,857347200,M,7,7,False,38.0,32.0,1.0,,7.0,8.0,25.0,34.0,,6.0,5.0,,,90.0,65.0,6.0,23.0,1,,,davidneres,12.0,,3.0,,,,,,,4.0,3.0,2.0,,,9.0,,2.0,4.0,,2.0,,1.0,,,,1.0,,,,1.0
10438189,away,Benfica,Gonçalo Ramos,goncalo-ramos,G. Ramos,F,9,185,23725,M,934510,EUR,992995200,F,88,88,False,9.0,6.0,1.0,,,1.0,6.0,8.0,4.0,8.0,1.0,,,66.0,19.0,6.9,4.0,2,,,goncaloramos88,4.0,,,2.0,,,2.0,,,1.0,1.0,,1.0,,1.0,3.0,2.0,,,,,,,,,,,,,1.0
10438189,away,Benfica,Alexander Bah,alexander-bah,A. Bah,D,6,183,2276,M,850976,EUR,881625600,D,6,6,True,25.0,18.0,1.0,1.0,6.0,10.0,12.0,16.0,,1.0,6.0,,,45.0,35.0,6.7,11.0,0,,,,1.0,1.0,,,,,,,,,,2.0,,,,1.0,,1.0,,,,2.0,,,,,,,,
10438189,away,Benfica,Gonçalo Guedes,goncalo-guedes,G. Guedes,F,11,179,3550,M,280979,EUR,849225600,F,15,15,True,6.0,4.0,,,,,5.0,8.0,,3.0,2.0,,,24.0,14.0,6.6,4.0,1,,,,4.0,,,,,,,,1.0,,,,3.0,,1.0,3.0,1.0,2.0,1.0,,,,,,,1.0,,,,
10438189,away,Benfica,Petar Musa,petar-musa,P. Musa,F,9,190,2986,M,827668,EUR,888969600,F,33,33,True,8.0,6.0,,,2.0,3.0,4.0,5.0,,1.0,4.0,,,24.0,16.0,6.7,4.0,2,,,,3.0,,,1.0,,,,,1.0,,,1.0,2.0,,2.0,,1.0,,,1.0,,1.0,,,,1.0,,,,
10438189,away,Benfica,Florentino Luís,florentino-luis,F. Luís,M,16,184,3615,M,855845,EUR,935020800,M,61,61,True,10.0,8.0,2.0,,2.0,2.0,6.0,8.0,,1.0,,,,9.0,14.0,6.6,2.0,2,,,,3.0,1.0,,,1.0,,,,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,1.0,,,,
10438189,away,Benfica,Mihailo Ristić,mihailo-ristic,M. Ristić,D,21,180,595,M,363774,EUR,815097600,D,23,23,True,6.0,4.0,1.0,,1.0,2.0,3.0,4.0,,1.0,,,,15.0,11.0,6.4,3.0,1,,,,2.0,,,,,,,,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,1.0,,,,
10438189,away,Benfica,Samuel Soares,samuel-soares,S. Soares,G,24,189,1436,M,983550,EUR,1024099200,G,24,24,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438189,away,Benfica,Lucas Veríssimo,lucas-verissimo,L. Veríssimo,D,28,188,1027,M,826343,EUR,804643200,D,4,4,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438189,away,Benfica,Morato,morato,F. Morato,D,4,190,2248,M,985086,EUR,993859200,D,91,91,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438189,away,Benfica,Gilberto,gilberto,Gilberto,D,2,181,1500,M,261687,EUR,731462400,D,2,2,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
