match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,captain,stat_dispossessed,stat_shotOffTarget,stat_accurateCross,stat_wonContest,stat_blockedScoringAttempt,player_sofascoreId,stat_goalAssist,stat_totalOffside,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_outfielderBlock,stat_errorLeadToAShot,stat_punches
10389745,home,Stade de Reims,Folarin Balogun,,,folarin-balogun,F. Balogun,F,9,179.0,5047,M,934237,EUR,994118400,F,29,29,False,14.0,11.0,,,2.0,2.0,9.0,12.0,1.0,3.0,,2.0,,90.0,28.0,6.6,11.0,0.1555,0.0,0.0215155,3,,,3.0,5.0,,,,,,,6.0,1.0,,,1.0,2.0,,,1.0,balogun,,1.0,,,,,,
10389745,home,Stade de Reims,Jens Cajuste,,,jens-cajuste,J. Cajuste,M,12,188.0,1162,M,857671,EUR,934243200,M,8,8,True,19.0,15.0,3.0,2.0,9.0,9.0,6.0,10.0,1.0,2.0,2.0,1.0,,29.0,28.0,7.2,5.0,0.116,0.4242,0.00189402,2,,,1.0,5.0,1.0,1.0,,1.0,,,,2.0,,,,1.0,,,,,,,1.0,,1.0,1.0,,
10389745,home,Stade de Reims,Mitchell van Bergen,,,mitchell-van-bergen,M. v. Bergen,F,7,170.0,245,M,827662,EUR,935712000,F,19,19,True,7.0,6.0,1.0,,2.0,2.0,4.0,7.0,,4.0,1.0,,,29.0,16.0,6.9,4.0,0.0273,0.0,0.00725519,1,,2.0,,1.0,,2.0,,,2.0,1.0,1.0,1.0,,,,1.0,,2.0,,,,,,,,,,
10389745,home,Stade de Reims,Kaj Sierhuis,,,kaj-sierhuis,K. Sierhuis,F,9,180.0,490,M,855847,EUR,893635200,F,9,9,True,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,2.0,1.0,1.0,,19.0,6.0,6.6,2.0,0.0,0.0,0.00397884,0,,,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10389745,home,Stade de Reims,Myziane Maolida,,,maolida-myziane,M. Maolida,M,9,180.0,635,M,851262,EUR,918950400,F,11,11,True,2.0,2.0,,,,,2.0,2.0,,,1.0,,,8.0,2.0,6.6,,0.0,0.0,0.00753669,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389745,home,Stade de Reims,Alexandre Olliero,,,olliero-alexandre,A. Olliero,G,20,193.0,64,M,814358,EUR,824342400,G,96,96,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389745,home,Stade de Reims,Maxime Busi,,,maxime-busi,M. Busi,D,4,182.0,171,M,943926,EUR,939859200,D,4,4,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389745,home,Stade de Reims,Samuel Koeberle,,,koeberle-samuel,S. Koeberle,M,,178.0,26,M,1213567,EUR,1101427200,M,48,48,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389745,home,Stade de Reims,Kamory Doumbia,Kamory Doumbia,,kamory-doumbia,K. Doumbia,M,23,170.0,5674,M,1156353,EUR,1045526400,M,3,3,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,kamory_doumbia03,,,,,,,,
10389745,home,Stade de Reims,Arbër Zeneli,,,arber-zeneli,A. Zeneli,F,9,176.0,395,M,227892,EUR,793670400,M,10,10,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389745,away,Ajaccio,Benjamin Leroy,,,benjamin-leroy,B. Leroy,G,16,184.0,45,M,80392,EUR,607910400,G,1,1,False,36.0,18.0,32.0,14.0,8.0,11.0,10.0,25.0,,1.0,6.0,1.0,2.0,90.0,42.0,6.5,18.0,0.0,0.0,0.0018311,0,-0.3268,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,2.0
10389745,away,Ajaccio,Mohamed Youssouf,,,mohamed-youssouf,M. Youssouf,D,20,168.0,49,M,38081,EUR,575337600,D,20,20,False,22.0,18.0,2.0,1.0,10.0,11.0,8.0,12.0,2.0,7.0,2.0,2.0,,90.0,43.0,6.7,7.0,0.0,0.0,0.00259964,0,,1.0,2.0,5.0,1.0,,5.0,1.0,3.0,3.0,,1.0,,,1.0,,,,,,,,,,,,,
10389745,away,Ajaccio,Clement Vidal,,,clement-vidal,C. Vidal,D,5,181.0,43,M,940993,EUR,961286400,D,15,15,False,25.0,19.0,8.0,3.0,15.0,17.0,4.0,8.0,2.0,5.0,4.0,2.0,,90.0,38.0,6.8,6.0,0.0,0.0,0.00062093,0,,,2.0,2.0,,,6.0,,1.0,,,,,,,,,,,,,,,,,,,
10389745,away,Ajaccio,Cedric Avinel,,,cedric-avinel,C. Avinel,D,,183.0,14,M,23568,EUR,526780800,D,21,21,False,24.0,17.0,7.0,4.0,12.0,15.0,5.0,9.0,2.0,2.0,8.0,,,90.0,36.0,6.7,7.0,0.0,0.0,0.00158859,0,,,,2.0,1.0,,9.0,,,,,1.0,,,,,,,,,,,,,,1.0,,
10389745,away,Ajaccio,Mickaël Alphonse,,,mickael-alphonse,M. Alphonse,D,3,182.0,18,M,142061,EUR,616204800,D,2,2,False,30.0,23.0,6.0,1.0,19.0,22.0,5.0,9.0,1.0,8.0,11.0,1.0,,90.0,56.0,7.2,12.0,0.0,0.0,0.105187,0,,1.0,2.0,4.0,,2.0,3.0,3.0,4.0,4.0,,2.0,1.0,,1.0,,1.0,2.0,,,,,,,,,,
10389745,away,Ajaccio,Cyrille Bayala,,,cyrille-bayala,C. Bayala,F,,181.0,606,M,785876,EUR,832896000,M,14,14,False,35.0,26.0,5.0,1.0,16.0,19.0,10.0,16.0,1.0,7.0,9.0,3.0,,90.0,56.0,6.9,14.0,0.0629,0.0,0.11114,1,,,1.0,6.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,2.0,,,,1.0,,,,1.0,,
10389745,away,Ajaccio,Mickaël Barreto,,,mickael-barreto,M. Barreto,M,4,174.0,23,M,143904,EUR,664156800,M,4,4,False,47.0,34.0,7.0,2.0,21.0,24.0,14.0,26.0,1.0,7.0,10.0,1.0,,90.0,67.0,6.7,22.0,0.0,0.0,0.0444304,0,,3.0,,5.0,2.0,4.0,1.0,1.0,2.0,2.0,5.0,1.0,1.0,,1.0,,1.0,3.0,,,,,,,,,,
10389745,away,Ajaccio,Mathieu Coutadeur,,,mathieu-coutadeur,M. Coutadeur,M,,170.0,9,M,16655,EUR,511660800,M,6,6,False,39.0,30.0,1.0,,25.0,29.0,5.0,10.0,,2.0,6.0,1.0,,90.0,44.0,6.7,9.0,0.0,0.0,0.00122997,0,,,,,,,2.0,,1.0,,,,,True,,,,,,,,,,,,,,
10389745,away,Ajaccio,Youcef Belaïli,,,youcef-belaili,Y. Belaïli,M,11,178.0,24608,M,901827,EUR,700531200,M,10,10,False,32.0,20.0,1.0,1.0,12.0,15.0,9.0,18.0,1.0,8.0,9.0,3.0,,90.0,55.0,5.8,22.0,0.1536,0.0,0.0519207,2,,1.0,,16.0,4.0,4.0,,1.0,1.0,,2.0,6.0,,,5.0,1.0,1.0,3.0,1.0,belaili_youcef,,,,,,,,
10389745,away,Ajaccio,Mounaim El Idrissy,,,mounaim-el-idrissy,M. El Idrissy,F,9,181.0,188,M,960007,EUR,918604800,F,7,7,False,23.0,13.0,,,7.0,8.0,6.0,15.0,6.0,13.0,3.0,4.0,,90.0,45.0,6.9,16.0,0.0654,0.0,0.0226984,1,,,9.0,18.0,,2.0,1.0,2.0,2.0,1.0,3.0,6.0,,,2.0,1.0,,1.0,,,,,,,,,,
10389745,away,Ajaccio,Romain Hamouma,,,romain-hamouma,R. Hamouma,F,,178.0,82,,74139,EUR,543974400,F,17,17,False,13.0,10.0,,,6.0,7.0,4.0,6.0,,,1.0,,,65.0,25.0,6.4,11.0,0.0739,0.0876,0.00605822,1,,,,4.0,,1.0,,1.0,,,6.0,2.0,,,1.0,,,,,,,1.0,1.0,,,,,
10389745,away,Ajaccio,Moussa Soumano,Moussa Soumano,,soumano-moussa,M. Soumano,F,9,185.0,184,M,1461935,EUR,1120953600,F,34,34,True,4.0,1.0,,,,,1.0,4.0,1.0,2.0,,1.0,,25.0,8.0,6.5,5.0,0.0,0.0,0.00075215,0,,,2.0,3.0,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,
10389745,away,Ajaccio,Francois-Joseph Sollacaro,,,francois-joseph-sollacaro,F. Sollacaro,G,,181.0,23,M,556980,EUR,764208000,G,16,16,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389745,away,Ajaccio,Oumar Gonzalez,,,oumar-gonzalez,O. Gonzalez,D,21,186.0,314,M,842744,EUR,888364800,D,25,25,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389745,away,Ajaccio,Fernand Mayembo,,,fernand-mayembo,F. Mayembo,D,5,184.0,73,M,857267,EUR,821145600,D,77,77,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389745,away,Ajaccio,Anthony Khelifa,Anthony,Khelifa,khelifa-anthony,A. Khelifa,D,3,,203,M,1459147,EUR,1127174400,D,35,35,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389745,away,Ajaccio,Florian Chabrolle,,,chabrolle-florian,F. Chabrolle,M,,171.0,32,,941170,EUR,891820800,M,29,29,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389745,away,Ajaccio,Riad Nouri,,,riad-nouri,R. Nouri,M,,178.0,36,M,74061,EUR,486950400,M,5,5,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389745,away,Ajaccio,Kevin Spadanuda,,,spadanuda-kevin,K. Spadanuda,M,7,177.0,69,M,993155,EUR,853372800,M,27,27,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389745,away,Ajaccio,Moussa Djitté,,,moussa-djitte,M. Djitté,F,2,180.0,133,M,939662,EUR,938995200,F,28,28,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
