match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keyPass,stat_totalShots,stat_totalCross,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,captain,stat_aerialLost,stat_onTargetScoringAttempt,stat_wasFouled,stat_clearanceOffLine,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalOffside,stat_accurateCross,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId,stat_goalAssist,stat_bigChanceCreated,stat_goals
10909919,home,Oxford United,Matty Taylor,,,matty-taylor,M. Taylor,F,,176.0,44,M,193538,EUR,638755200,F,9,9,False,13.0,9.0,2.0,,3.0,4.0,6.0,9.0,2.0,6.0,3.0,,1.0,2.0,,77.0,24.0,6.6,7.0,,2,,,,1.0,,,,1.0,2.0,,3.0,1.0,1.0,,1.0,,1.0,3.0,,,,,,,,,,
10909919,home,Oxford United,Yanic Wildschut,,,yanic-wildschut,Y. Wildschut,F,,187.0,55,M,125439,EUR,688953600,F,30,30,True,2.0,1.0,,,1.0,1.0,,1.0,,4.0,,,1.0,3.0,,28.0,11.0,6.2,6.0,,1,,1.0,,,1.0,,,1.0,,,,,,,3.0,,1.0,,,,,,,,,,,
10909919,home,Oxford United,Tyler Goodrham,,,tyler-goodrham,T. Goodrham,M,19,170.0,124,M,993444,EUR,1060214400,M,27,27,True,1.0,1.0,,,,,2.0,3.0,,1.0,1.0,1.0,,1.0,,13.0,6.0,6.9,1.0,1.0,0,2.0,1.0,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,
10909919,home,Oxford United,Gatlin O'Donkor,Gatlin O'Donkor,,gatlin-odonkor,G. O'Donkor,F,39,178.0,110,M,1093341,EUR,1097712000,F,39,39,True,1.0,1.0,,,1.0,1.0,,,,3.0,2.0,,,2.0,,13.0,4.0,6.6,1.0,,0,,,,,,,,,,,2.0,,2.0,,1.0,,,,,,,,,,,,,
10909919,home,Oxford United,Brandon Fleming,,,brandon-fleming,B. Fleming,D,19,175.0,31,M,881930,EUR,944179200,D,3,3,True,5.0,3.0,,,2.0,3.0,1.0,2.0,,,,,,,,8.0,5.0,6.5,2.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10909919,home,Oxford United,Joshua Johnson,Joshua Johnson,,joshua-johnson,J. Johnson,M,36,180.0,12,M,1133489,EUR,1096156800,M,24,24,True,2.0,2.0,,,2.0,2.0,,,,,,,,,,8.0,4.0,6.5,1.0,,0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
10909919,home,Oxford United,Simon Eastwood,,,simon-eastwood,S. Eastwood,G,13,188.0,17,M,20804,EUR,614822400,G,13,13,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10909919,home,Oxford United,Stuart Findlay,,,stuart-findlay,S. Findlay,D,19,191.0,99,M,190261,EUR,811036800,D,4,4,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10909919,home,Oxford United,Yoav Sade,Yoav,Sade,yoav-sade,Y. Sade,D,32,178.0,11,M,1013199,EUR,961804800,D,32,32,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10909919,home,Oxford United,Stephan Negru,,,negru-stephan,S. Negru,D,28,,76,M,1413159,EUR,1027468800,D,28,28,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10909919,away,Arsenal,Matt Turner,,,matt-turner,M. Turner,G,30,190.0,1516,M,833943,EUR,772416000,G,30,30,False,26.0,25.0,5.0,4.0,24.0,25.0,1.0,1.0,,,,,,9.0,,90.0,38.0,7.5,1.0,,0,,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,1.0,1.0,,,,
10909919,away,Arsenal,Takehiro Tomiyasu,,,tomiyasu-takehiro,T. Tomiyasu,D,32,188.0,10713,M,804434,EUR,910224000,D,18,18,False,43.0,27.0,5.0,,16.0,22.0,11.0,22.0,2.0,5.0,10.0,,3.0,8.0,,81.0,71.0,7.2,23.0,,0,1.0,1.0,1.0,,1.0,5.0,3.0,2.0,,,5.0,,2.0,,,,,,,,,,,,tomiyasu_t,,,
10909919,away,Arsenal,Rob Holding,,,rob-holding,R. Holding,D,6,189.0,1059,M,793228,EUR,811555200,D,16,16,False,79.0,64.0,13.0,9.0,52.0,57.0,12.0,22.0,5.0,2.0,8.0,,1.0,5.0,,90.0,88.0,7.6,16.0,,0,,,,1.0,1.0,3.0,3.0,1.0,,True,2.0,,,,,,,1.0,,,,,,,,,,
10909919,away,Arsenal,Gabriel Magalhães,,,gabriel-magalhaes,Gabriel,D,6,190.0,49147,M,869792,EUR,882489600,D,6,6,False,59.0,55.0,6.0,3.0,45.0,46.0,10.0,13.0,7.0,1.0,10.0,,4.0,3.0,,90.0,70.0,7.6,6.0,,0,,1.0,1.0,1.0,,1.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,GabrielMagalhães,,,
10909919,away,Arsenal,Kieran Tierney,,,kieran-tierney,K. Tierney,D,63,178.0,4714,M,366592,EUR,865468800,D,3,3,False,29.0,22.0,5.0,1.0,13.0,13.0,11.0,21.0,,1.0,1.0,,2.0,1.0,,61.0,47.0,6.9,14.0,,0,5.0,1.0,,,,1.0,,,,,,,,,,,,,2.0,,,,,,kierantierney1,,,
10909919,away,Arsenal,Fábio Vieira,,,fabio-vieira,F. Vieira,M,20,170.0,6648,M,904835,EUR,959644800,M,21,21,False,22.0,18.0,4.0,3.0,6.0,8.0,16.0,22.0,,4.0,3.0,,,4.0,,82.0,39.0,8.7,12.0,4.0,0,8.0,2.0,1.0,,,1.0,1.0,3.0,,,3.0,,1.0,,,,,,4.0,,,,,,fabiodfvieira,2.0,2.0,
10909919,away,Arsenal,Mohamed Elneny,,,mohamed-elneny,M. Elneny,M,17,180.0,16721,M,159675,EUR,710812800,M,25,25,False,56.0,51.0,3.0,1.0,33.0,35.0,18.0,21.0,,3.0,,1.0,1.0,5.0,,90.0,61.0,7.4,5.0,1.0,1,,,,1.0,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,elnennym,,,1.0
10909919,away,Arsenal,Albert Sambi Lokonga,,,albert-sambi-lokonga,A. S. Lokonga,M,6,183.0,3622,M,901892,EUR,940550400,M,23,23,False,31.0,26.0,3.0,2.0,14.0,15.0,12.0,16.0,2.0,2.0,6.0,,1.0,2.0,,62.0,40.0,6.9,6.0,,1,,,,,,2.0,,1.0,2.0,,,,2.0,,,,1.0,,,,,,,,,,,
10909919,away,Arsenal,Bukayo Saka,,,bukayo-saka,B. Saka,F,7,178.0,182020,M,934235,EUR,999648000,F,7,7,False,25.0,19.0,1.0,,9.0,9.0,11.0,20.0,2.0,6.0,2.0,1.0,,2.0,,75.0,39.0,6.7,14.0,1.0,1,4.0,2.0,,,,,,2.0,1.0,,1.0,1.0,,,1.0,,,,1.0,,,,,,BSaka7,,,
10909919,away,Arsenal,Edward Nketiah,,,edward-nketiah,E. Nketiah,F,9,175.0,6407,M,858194,EUR,928022400,F,14,14,False,16.0,12.0,1.0,1.0,8.0,9.0,4.0,7.0,1.0,3.0,4.0,1.0,,1.0,,90.0,32.0,8.5,11.0,,5,,1.0,1.0,,1.0,,,7.0,1.0,,1.0,2.0,2.0,,,2.0,1.0,1.0,,,,,,,EN9,,,2.0
10909919,away,Arsenal,Gabriel Martinelli,,,gabriel-martinelli,G. Martinelli,F,11,180.0,68679,M,922573,EUR,992822400,F,11,11,False,40.0,31.0,3.0,3.0,12.0,14.0,19.0,27.0,2.0,9.0,3.0,1.0,,8.0,,90.0,50.0,7.0,16.0,3.0,1,1.0,5.0,,,,,,,,,2.0,,1.0,,1.0,,1.0,,,,,,,,GabiMartinelli,1.0,1.0,
10909919,away,Arsenal,Oleksandr Zinchenko,,,oleksandr-zinchenko,O. Zinchenko,D,47,175.0,17955,M,287643,EUR,850608000,M,35,35,True,18.0,16.0,2.0,1.0,11.0,12.0,5.0,6.0,,4.0,,1.0,,1.0,,29.0,23.0,6.3,3.0,,1,,,,,,,,,2.0,,,,,,1.0,1.0,,,,,,,,,OZinchenko,,,
10909919,away,Arsenal,Granit Xhaka,,,granit-xhaka,G. Xhaka,M,34,185.0,15693,M,117777,EUR,717552000,M,34,34,True,15.0,14.0,,,8.0,8.0,6.0,7.0,,1.0,,1.0,1.0,1.0,,28.0,20.0,6.5,3.0,,0,,,,,,,,1.0,,,,,,,,,,,,,,,,,Granit_Xhaka,,,
10909919,away,Arsenal,Emile Smith Rowe,,,emile-smith-rowe,E. Smith Rowe,M,32,182.0,7267,M,867445,EUR,964742400,M,10,10,True,11.0,8.0,,,5.0,6.0,3.0,6.0,,1.0,,,,1.0,,15.0,14.0,6.4,5.0,,1,1.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,esr,,,
10909919,away,Arsenal,Ben White,,,benjamin-white,B. White,D,4,186.0,13872,M,846036,EUR,876268800,D,4,4,True,9.0,7.0,1.0,,5.0,5.0,2.0,4.0,,,1.0,,,,,9.0,13.0,6.6,2.0,,0,,,,,,1.0,,,,,,,,,,,,,,,,,,,benwhite,,,
10909919,away,Arsenal,Marquinhos,Marquinhos,,marquinhos,Marquinhos,M,7,175.0,4094,M,1116954,EUR,1049673600,F,27,27,True,3.0,2.0,,,1.0,1.0,1.0,2.0,,,,,,,,8.0,3.0,6.5,1.0,,0,,,,,,,,,1.0,,,,,,,,,,,,,,,,_marquinhos011,,,
10909919,away,Arsenal,Karl Hein,,,karl-hein,K. Hein,G,13,193.0,4095,M,991591,EUR,1018656000,G,31,31,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10909919,away,Arsenal,Thomas Partey,,,thomas-partey,T. Partey,M,16,185.0,42257,M,316148,EUR,739929600,M,5,5,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,TPartey5,,,
10909919,away,Arsenal,Martin Ødegaard,,,martin-odegaard,M. Ødegaard,M,8,178.0,78475,M,547410,EUR,913852800,M,8,8,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Ødegaard,,,
10909919,away,Arsenal,Nathan Butler-Oyedeji,,,butler-oyedeji-nathan,N. Butler-Oyedeji,F,11,177.0,1636,M,998835,EUR,1041638400,F,43,43,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
