match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalOffside,stat_wonContest,stat_clearanceOffLine,stat_outfielderBlock,stat_wasFouled,player_sofascoreId,stat_aerialLost,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_accurateCross,stat_challengeLost,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_keyPass,stat_dispossessed,stat_bigChanceMissed,stat_goals,stat_lastManTackle,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_shotOffTarget
13055101,home,Southampton,Cameron Archer,,,cameron-archer,C. Archer,F,19,181,981,M,993451,EUR,1007856000,F,19,19,False,,4.0,2.0,,,0.0,,,2.0,4.0,,,,,,73.0,13.0,6.8,6.0,2,,,7.0,2.0,1.0,,1.0,1.0,3.0,1.0,,,,1.0,,,,1.0,2.0,,1.0,,,,2.0,1.0,1.0,,,,
13055101,home,Southampton,Yukinari Sugawara,,,yukinari-sugawara,Y. Sugawara,D,3,179,2827,M,905347,EUR,962150400,D,16,16,True,,11.0,11.0,1.0,1.0,0.0,4.0,4.0,9.0,10.0,1.0,2.0,,,,29.0,22.0,7.7,2.0,0,3.0,,1.0,3.0,1.0,,2.0,2.0,1.0,,1.0,,1.0,,,,,,,2.0,,1.0,,3.0,,,,1.0,,,
13055101,home,Southampton,Kamaldeen Sulemana,,,kamaldeen-sulemana,K. Sulemana,F,7,174,8293,M,1019442,EUR,1013731200,M,20,20,True,,2.0,2.0,,,0.0,1.0,1.0,2.0,2.0,,2.0,,,,17.0,7.0,6.7,1.0,0,1.0,,1.0,1.0,1.0,,,,,,1.0,,,,kamaldeenho10,,,,,1.0,,,,,1.0,,,,,,
13055101,home,Southampton,Paul Onuachu,,,paul-onuachu,P. Onuachu,F,30,201,6791,M,295123,EUR,770083200,F,32,32,True,,2.0,2.0,1.0,1.0,0.0,2.0,2.0,,,,3.0,,,,17.0,13.0,6.5,5.0,1,,1.0,4.0,2.0,1.0,1.0,1.0,,,1.0,,,,,,2.0,,2.0,,,,,1.0,,1.0,,,,,,
13055101,home,Southampton,Ben Brereton Díaz,,,ben-brereton-diaz,B. Brereton Díaz,M,25,188,6392,M,867583,EUR,924393600,F,17,17,True,,3.0,3.0,,,0.0,1.0,1.0,2.0,3.0,,,,,,13.0,6.0,6.0,2.0,1,1.0,,2.0,,1.0,,,,,,,,,,ben.brereton,,,,1.0,,1.0,,,,,1.0,,,,,
13055101,home,Southampton,Adam Lallana,,,adam-lallana,A. Lallana,M,10,172,1209,M,17054,EUR,579225600,M,10,10,True,,6.0,4.0,,,0.0,2.0,4.0,2.0,2.0,,2.0,,,,13.0,8.0,6.3,3.0,0,,1.0,2.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
13055101,home,Southampton,Joe Lumley,,,joe-lumley,J. Lumley,G,13,190,118,M,591620,EUR,792806400,G,13,13,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13055101,home,Southampton,Ronnie Edwards,Ronnie,Edwards,ronnie-edwards,R. Edwards,D,37,183,428,M,1012415,EUR,1048809600,D,12,12,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13055101,home,Southampton,Samuel Amo-Ameyaw,,,amo-ameyaw-samuel,S. Amo-Ameyaw,M,27,174,1479,M,1407484,EUR,1153180800,M,27,27,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13055101,home,Southampton,Ryan Fraser,,,ryan-fraser,R. Fraser,M,7,163,553,M,138261,EUR,762048000,M,24,24,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13055101,away,Liverpool,Caoimhin Kelleher,,,caoimhin-kelleher,C. Kelleher,G,1,188,9884,M,827362,EUR,911779200,G,62,62,False,,25.0,21.0,5.0,1.0,0.0,21.0,22.0,,3.0,,5.0,3.0,3.0,,90.0,32.0,6.9,4.0,0,,,,1.0,,,,,,,,,,1.0,caoimhinkelleher98,,,,,,,,,,,,,,1.0,1.0,
13055101,away,Liverpool,Trent Alexander-Arnold,,,trent-alexander-arnold,T. Alexander-Arnold,D,12,180,211619,M,795064,EUR,907718400,D,66,66,False,True,46.0,40.0,2.0,,0.0,16.0,17.0,25.0,32.0,,3.0,,,,45.0,59.0,7.3,9.0,0,3.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,,,1.0,,,,TrentAA,,,,,1.0,,,,1.0,,,,,,,
13055101,away,Liverpool,Jarell Quansah,,,jarell-quansah,J. Quansah,D,4,190,10330,M,1003339,EUR,1043798400,D,78,78,False,,96.0,92.0,2.0,1.0,0.0,57.0,61.0,35.0,35.0,1.0,3.0,,,,90.0,102.0,7.1,4.0,0,,1.0,1.0,4.0,,,2.0,2.0,1.0,,,,1.0,1.0,jarellquansah,,,,,,,,,,,,,,,,
13055101,away,Liverpool,Wataru Endo,,,wataru-endo,W. Endo,M,3,178,19826,M,143040,EUR,729216000,D,3,3,False,,85.0,79.0,1.0,,0.0,49.0,50.0,30.0,35.0,2.0,4.0,,,,90.0,101.0,7.6,6.0,0,,3.0,2.0,11.0,,2.0,4.0,4.0,,,,,1.0,4.0,endowataru,2.0,,,,,,,,,,,,,,,
13055101,away,Liverpool,Joe Gomez,,,joe-gomez,J. Gomez,D,2,188,14092,M,318927,EUR,864345600,D,2,2,False,,47.0,44.0,6.0,5.0,0.0,9.0,9.0,35.0,38.0,1.0,3.0,,,,45.0,61.0,6.8,8.0,0,,,3.0,1.0,1.0,,1.0,,,,,,,,joegomez5,,,,,,,,,,2.0,,,,,,
13055101,away,Liverpool,Alexis Mac Allister,,,alexis-mac-allister,A. Mac Allister,M,10,176,71143,M,895324,EUR,914457600,M,10,10,False,,27.0,24.0,1.0,,0.0,8.0,9.0,16.0,21.0,,1.0,,,,63.0,34.0,6.6,8.0,1,3.0,,2.0,,,,,,,,,,,,Macca10,,,,1.0,,,,,1.0,2.0,,,,,,
13055101,away,Liverpool,Tyler Morton,,,tyler-morton,T. Morton,M,23,185,6716,M,979118,EUR,1036022400,M,80,80,False,,67.0,59.0,2.0,,0.0,28.0,31.0,31.0,37.0,4.0,3.0,,,,90.0,84.0,6.4,12.0,0,1.0,,6.0,,1.0,1.0,,,2.0,,,,,,,2.0,,2.0,,,1.0,,,,,,,,,,
13055101,away,Liverpool,Trey Nyoni,,,nyoni-trey,T. Nyoni,M,42,180,9789,M,1445945,EUR,1183161600,M,98,98,False,,59.0,55.0,2.0,1.0,0.0,23.0,24.0,32.0,36.0,,4.0,,,,86.0,66.0,6.8,6.0,2,1.0,1.0,3.0,1.0,,1.0,,,2.0,,,,,,TNyoni,,,,,,,,1.0,,1.0,,,,,,1.0
13055101,away,Liverpool,Harvey Elliott,,,harvey-elliott,H. Elliott,M,9,170,20968,M,955245,EUR,1049414400,F,19,19,False,,53.0,41.0,5.0,1.0,0.0,9.0,10.0,32.0,44.0,,3.0,,,,90.0,63.0,7.2,15.0,3,1.0,,5.0,1.0,1.0,,1.0,1.0,2.0,,,,,,harvelliott,1.0,,1.0,1.0,,1.0,,1.0,,,,1.0,,,,1.0
13055101,away,Liverpool,Darwin Núñez,,,darwin-nunez,D. Núñez,F,7,188,70302,M,924871,EUR,930182400,F,9,9,False,,14.0,10.0,2.0,1.0,0.0,3.0,5.0,7.0,9.0,,2.0,,,,90.0,24.0,7.1,7.0,4,,1.0,7.0,3.0,4.0,,,,1.0,1.0,1.0,,,1.0,Darwin,3.0,,,1.0,,,,1.0,,,,1.0,,,,2.0
13055101,away,Liverpool,Cody Gakpo,,,cody-gakpo,C. Gakpo,M,18,193,51063,M,862967,EUR,926035200,F,18,18,False,,25.0,20.0,1.0,,1.0,2.0,2.0,19.0,24.0,,2.0,,,,63.0,38.0,6.9,12.0,0,1.0,,6.0,2.0,4.0,,,,,,,,,2.0,CodyGakpo,,,1.0,,1.0,1.0,,,4.0,1.0,,,,,,
13055101,away,Liverpool,Konstantinos Tsimikas,,,konstantinos-tsimikas,K. Tsimikas,D,12,178,16094,M,786259,EUR,831859200,D,21,21,True,,49.0,43.0,2.0,,0.0,26.0,28.0,17.0,26.0,2.0,2.0,,,,45.0,64.0,6.8,13.0,0,5.0,,1.0,2.0,,,1.0,1.0,,,,,,1.0,TK21,1.0,,,,,,,,,,,,,,,
13055101,away,Liverpool,Federico Chiesa,,,federico-chiesa,F. Chiesa,F,14,175,40103,M,845386,EUR,877737600,F,14,14,True,,9.0,7.0,,,0.0,2.0,3.0,6.0,7.0,,2.0,,,,45.0,26.0,6.4,7.0,3,1.0,,4.0,2.0,2.0,,1.0,,,,1.0,,,,FedeChiesa,1.0,,2.0,1.0,1.0,,,1.0,1.0,2.0,1.0,,,,,1.0
13055101,away,Liverpool,James McConnell,James McConnell,,mcconnell-james,J. McConnell,M,16,180,2762,M,1138428,EUR,1095033600,M,53,53,True,,24.0,20.0,1.0,,0.0,12.0,14.0,8.0,10.0,2.0,1.0,,,,27.0,29.0,6.8,4.0,1,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,
13055101,away,Liverpool,Diogo Jota,,,diogo-jota,D. Jota,F,,178,30963,M,606164,EUR,849657600,F,20,20,True,,13.0,12.0,,,0.0,3.0,3.0,9.0,10.0,1.0,3.0,,,,27.0,20.0,7.0,5.0,0,,1.0,6.0,2.0,2.0,,1.0,1.0,2.0,,,,,,DiogoJ18,1.0,,1.0,,,,1.0,,3.0,1.0,,,,,,
13055101,away,Liverpool,Jayden Danns,Jayden Danns,,jayden-danns,J. Danns,F,76,183,3507,M,1403108,EUR,1137369600,F,76,76,True,,5.0,4.0,,,0.0,1.0,1.0,3.0,4.0,,1.0,,,,11.0,6.0,6.7,1.0,0,,,2.0,1.0,1.0,,,,,,1.0,,,,,,,,,,2.0,,,1.0,,,,,,,
13055101,away,Liverpool,Vítězslav Jaroš,,,vitezslav-jaros,V. Jaroš,G,1,190,4413,M,927359,EUR,995846400,G,56,56,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13055101,away,Liverpool,Amara Nallo,,,amara-nallo,A. Nallo,D,4,186,3266,M,1550811,EUR,1163808000,D,65,65,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13055101,away,Liverpool,James Norris,,,norris-james,J. Norris,D,18,172,791,M,999133,EUR,1049414400,D,77,77,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13055101,away,Liverpool,Rio Ngumoha,Rio Ngumoha,,rio-ngumoha,R. Ngumoha,F,73,174,27166,M,1881902,EUR,1219881600,F,73,73,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
