match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_fouls,player_firstName,player_lastName,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_wasFouled,stat_totalCross,stat_penaltyConceded,captain,stat_wonTackle,stat_onTargetScoringAttempt,stat_keyPass,stat_accurateCross,stat_shotOffTarget,stat_totalOffside,stat_goalAssist,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed,stat_blockedScoringAttempt,player_sofascoreId
10407291,home,KV Mechelen,Julien Ngoy,julien-ngoy,J. Ngoy,F,7,185,145,M,848680,EUR,878428800,F,9,9,False,11.0,8.0,,,2.0,2.0,6.0,9.0,,1.0,,1.0,,,,,,,,90.0,13.0,6.5,3.0,0,2.0,3.0,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,1.0,,,,,,
10407291,home,KV Mechelen,Rob Schoofs,rob-schoofs,R. Schoofs,M,17,179,194,M,133164,EUR,764380800,M,16,16,True,22.0,20.0,,,7.0,7.0,13.0,15.0,1.0,1.0,1.0,2.0,,,,,,,,30.0,29.0,6.2,5.0,1,,3.0,,,,,,,,,3.0,,,,,,,,,,,1.0,,,,,,,
10407291,home,KV Mechelen,Enock Agyei,agyei-enock,E. Agyei,F,48,172,304,M,1195757,EUR,1105574400,F,23,23,True,7.0,6.0,,,1.0,1.0,5.0,6.0,,1.0,1.0,1.0,,,,,,,,30.0,13.0,6.3,4.0,0,,4.0,1.0,1.0,,,,,Enock Agyei,,2.0,,,1.0,,,,,,,,,,,,,,,
10407291,home,KV Mechelen,Gaëtan Coucke,gaetan-coucke,G. Coucke,G,98,187,160,M,794989,EUR,910051200,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407291,home,KV Mechelen,Iebe Swers,iebe-swers,I. Swers,D,,175,9,M,797739,EUR,851644800,D,2,2,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407291,home,KV Mechelen,Jordi Vanlerberghe,jordi-vanlerberghe,J. Vanlerberghe,D,30,189,145,M,284727,EUR,835833600,D,30,30,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407291,home,KV Mechelen,Ngal'ayel Mukau,ngalayel-mukau,N. Mukau,M,17,188,7494,M,1391541,EUR,1099440000,M,34,34,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Ngal'ayel Mukau,,,,,,,,,,,,,,,,,,,,
10407291,home,KV Mechelen,Bilal Bafdili,bafdili-bilal,B. Bafdili,M,11,180,191,M,1445119,EUR,1091491200,M,35,35,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407291,away,Club Brugge KV,Simon Mignolet,simon-mignolet,S. Mignolet,G,22,193,1240,M,10406,EUR,573609600,G,22,22,False,38.0,25.0,26.0,14.0,20.0,25.0,5.0,13.0,,,,4.0,,1.0,,1.0,,,,90.0,39.0,7.1,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407291,away,Club Brugge KV,Clinton Mata,clinton-mata,C. Mata,D,22,180,1323,M,152813,EUR,721094400,D,77,77,False,30.0,20.0,3.0,,7.0,9.0,16.0,25.0,,1.0,,6.0,,,,,,,,90.0,47.0,7.3,16.0,0,,4.0,2.0,1.0,,2.0,,1.0,,,,,1.0,1.0,4.0,,,,,4.0,3.0,,,1.0,1.0,,,,
10407291,away,Club Brugge KV,Brandon Mechele,brandon-mechele,B. Mechele,D,44,188,823,M,248331,EUR,728179200,D,44,44,False,36.0,29.0,5.0,3.0,21.0,23.0,8.0,14.0,2.0,4.0,4.0,2.0,,,,,,,,90.0,48.0,7.7,8.0,1,1.0,2.0,,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,1.0,,,
10407291,away,Club Brugge KV,Jorne Spileers,jorne-spileers,J. Spileers,D,58,188,885,M,1104897,EUR,1106265600,D,58,58,False,64.0,57.0,9.0,5.0,51.0,53.0,6.0,11.0,1.0,2.0,5.0,8.0,,,,,,,,90.0,78.0,7.1,12.0,0,,,,,,1.0,1.0,,Jorne,Spileers,,,4.0,,,,,1.0,,,,,,,,,,,
10407291,away,Club Brugge KV,Tajon Buchanan,tajon-buchanan,T. Buchanan,M,17,183,7500,M,973290,EUR,918432000,D,17,17,False,37.0,34.0,2.0,1.0,19.0,20.0,15.0,17.0,,6.0,,4.0,,,,,,,,89.0,64.0,7.3,9.0,1,,1.0,,1.0,,2.0,3.0,,,,3.0,3.0,3.0,,,,,2.0,,2.0,,,,,,,1.0,1.0,
10407291,away,Club Brugge KV,Casper Nielsen,casper-nielsen,C. Nielsen,M,94,182,403,M,247471,EUR,767577600,M,27,27,False,29.0,22.0,3.0,1.0,7.0,8.0,15.0,24.0,,2.0,,1.0,,,,,,,,74.0,42.0,6.8,11.0,3,1.0,2.0,,,,1.0,2.0,1.0,,,,,,,3.0,,,2.0,,,,1.0,,,,,,2.0,
10407291,away,Club Brugge KV,Raphael Onyedika,raphael-onyedika,R. Onyedika,M,15,184,6213,M,1129862,EUR,987638400,M,15,15,False,47.0,41.0,7.0,5.0,22.0,23.0,19.0,24.0,1.0,4.0,,8.0,,,,,,,,90.0,56.0,6.9,6.0,1,,2.0,,,,3.0,2.0,2.0,,,,,,1.0,,,,1.0,,1.0,,,,,,,,1.0,
10407291,away,Club Brugge KV,Mats Rits,mats-rits,M. Rits,M,23,180,216,M,70961,EUR,742953600,M,26,26,False,28.0,21.0,2.0,1.0,4.0,6.0,17.0,22.0,1.0,3.0,,4.0,,,,,,,,80.0,36.0,7.5,10.0,1,,3.0,,2.0,,,2.0,1.0,,,,,1.0,,,,,1.0,,3.0,,1.0,,1.0,1.0,,,,
10407291,away,Club Brugge KV,Hans Vanaken,hans-vanaken,H. Vanaken,M,20,194,2941,M,118085,EUR,714614400,M,20,20,False,58.0,52.0,4.0,4.0,18.0,18.0,34.0,40.0,2.0,3.0,,7.0,,,,,,,,90.0,64.0,7.3,9.0,1,3.0,4.0,,1.0,,,,,,,1.0,1.0,2.0,,,,True,,1.0,1.0,,,,,,,,,
10407291,away,Club Brugge KV,Noa Lang,noa-lang,N. Lang,F,77,173,15023,M,875136,EUR,929577600,M,10,10,False,32.0,25.0,1.0,,5.0,8.0,21.0,28.0,1.0,11.0,,5.0,,,,,,,,80.0,54.0,8.9,13.0,3,,2.0,1.0,,,,2.0,,,,5.0,4.0,1.0,4.0,4.0,,,1.0,2.0,1.0,1.0,,,,,2.0,,1.0,noano
10407291,away,Club Brugge KV,Ferran Jutglà,ferran-jutgla,F. Jutglà,F,9,175,3732,M,949962,EUR,917827200,F,9,9,False,15.0,10.0,,,3.0,6.0,7.0,9.0,4.0,5.0,,1.0,,,,,,,,80.0,25.0,6.7,7.0,6,3.0,6.0,2.0,,,1.0,,,,,1.0,,1.0,1.0,,,,,1.0,,,4.0,,,,,1.0,1.0,
10407291,away,Club Brugge KV,Cisse Sandra,cisse-sandra,C. Sandra,M,11,183,563,M,1004449,EUR,1071532800,M,98,98,True,10.0,10.0,,,1.0,1.0,9.0,11.0,,1.0,,1.0,,,,,,,,16.0,17.0,6.5,4.0,0,,1.0,,,,,1.0,,,,1.0,,1.0,,2.0,,,,,,,,,,,,,,
10407291,away,Club Brugge KV,Antonio Nusa,nusa-antonio,A. Nusa,M,7,180,11508,M,1121923,EUR,1113696000,F,32,32,True,9.0,4.0,,,2.0,2.0,2.0,7.0,,,,1.0,,,,,,,,10.0,10.0,6.3,6.0,0,,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,nusaantonio
10407291,away,Club Brugge KV,Roman Yaremchuk,roman-yaremchuk,R. Yaremchuk,F,77,191,4230,M,829296,EUR,817430400,F,70,70,True,5.0,5.0,,,2.0,2.0,3.0,3.0,,,1.0,,,,,,,,,10.0,9.0,6.4,2.0,1,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,r.yaremchuk
10407291,away,Club Brugge KV,Romeo Vermant,romeo-vermant,R. Vermant,F,17,184,1524,M,1069336,EUR,1074902400,F,76,76,True,,,,,,,,,,,,,,,,,,,,10.0,1.0,6.5,1.0,0,,,,,,,,,Romeo,Vermant,,,1.0,,,,,,,,,,,,,,,,
10407291,away,Club Brugge KV,Kyriani Sabbe,kyriani-sabbe,K. Sabbe,D,64,176,1049,M,1101258,EUR,1106697600,D,64,64,True,2.0,2.0,,,,,2.0,2.0,,,,,,,,,,,,1.0,6.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407291,away,Club Brugge KV,Josef Bursik,josef-bursik,J. Bursik,G,26,187,179,M,877996,EUR,963360000,G,21,21,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Josef,Bursik,,,,,,,,,,,,,,,,,,,
10407291,away,Club Brugge KV,Denis Odoi,denis-odoi,D. Odoi,M,3,177,876,M,58994,EUR,580694400,D,6,6,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,Denis,Odoi,,,,,,,,,,,,,,,,,,,
