match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,captain,stat_outfielderBlock,stat_wonTackle,stat_keyPass,stat_challengeLost,stat_fouls,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_blockedScoringAttempt,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_hitWoodwork,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed
14035874,away,Oud-Heverlee Leuven,Takuma Ominami,,,takuma-ominami,T. Ominami,D,5,184.0,257,M,832976,EUR,881971200,D,5,5,False,67.0,61.0,13.0,10.0,0.0,39.0,41.0,22.0,26.0,2.0,7.0,,,,,90.0,74.0,6.2,7.0,0.0514478,,2,,0.26,0.08,-0.35,,,4.0,1.0,,,1.0,1.0,1.0,,,,1.0,1.0,,1.0,,1.0,,,0.3454,,-0.52,1.0,,,3.0,,,,1.0
14035874,away,Oud-Heverlee Leuven,Óscar Gil,,,oscar-gil,Ó. Gil,D,27,175.0,90,M,959820,EUR,893548800,M,27,27,False,11.0,10.0,,,0.0,2.0,2.0,8.0,9.0,,,,,,,45.0,21.0,6.4,6.0,0.21871,,0,,0.17,-0.57,-0.11,,,4.0,2.0,1.0,4.0,,1.0,1.0,,,,1.0,2.0,,,1.0,,,,,,,,1.0,1.0,,,,,
14035874,away,Oud-Heverlee Leuven,Łukasz Łakomy,,,lukasz-lakomy,Ł. Łakomy,M,24,181.0,794,M,1001201,EUR,979776000,M,24,24,False,29.0,24.0,3.0,1.0,0.0,8.0,8.0,16.0,21.0,4.0,2.0,,,,,72.0,42.0,6.4,8.0,0.0265837,,3,,0.15,0.09,-0.02,,,4.0,1.0,,,1.0,1.0,,,,,,5.0,,3.0,,,3.0,,0.1145,0.2841,0.0,,3.0,,2.0,,,,
14035874,away,Oud-Heverlee Leuven,Siebe Schrijvers,,,siebe-schrijvers,S. Schrijvers,M,8,178.0,212,M,190413,EUR,837648000,M,8,8,False,42.0,37.0,4.0,4.0,0.0,10.0,12.0,27.0,30.0,,4.0,,,,,90.0,64.0,7.2,16.0,0.15792,,3,,0.44,0.28,-0.12,,,2.0,3.0,1.0,1.0,1.0,,1.0,2.0,True,,,1.0,,1.0,1.0,2.0,,,0.2795,,-0.52,1.0,11.0,3.0,,1.0,,,
14035874,away,Oud-Heverlee Leuven,Takahiro Akimoto,,,takahiro-akimoto,T. Akimoto,D,30,170.0,293,M,1028340,EUR,886204800,M,30,30,False,35.0,28.0,1.0,,0.0,17.0,18.0,11.0,17.0,2.0,5.0,,,,,90.0,62.0,6.7,13.0,0.0337292,,2,,-0.32,0.25,-0.03,,1.0,2.0,7.0,1.0,,2.0,4.0,,2.0,,,3.0,1.0,,,,,1.0,,0.0838,0.2582,-0.26,1.0,4.0,1.0,1.0,,,,
14035874,away,Oud-Heverlee Leuven,Youssef Maziz,,,youssef-maziz,Y. Maziz,M,10,175.0,445,M,862821,EUR,898646400,F,10,10,False,35.0,29.0,3.0,2.0,0.0,12.0,12.0,17.0,23.0,,7.0,,,,,78.0,51.0,7.1,11.0,0.355994,,6,,0.47,0.26,-0.09,,,4.0,3.0,,1.0,,,1.0,2.0,,,,1.0,,3.0,1.0,5.0,,,0.2008,,-0.51,1.0,5.0,1.0,1.0,,1.0,,
14035874,away,Oud-Heverlee Leuven,Jovan Mijatović,Jovan Mijatovic,,jovan-mijatovic,J. Mijatović,F,11,179.0,1132,M,1146136,EUR,1121040000,F,22,22,False,19.0,13.0,2.0,1.0,0.0,6.0,7.0,7.0,12.0,1.0,2.0,,,,,72.0,26.0,5.9,8.0,0.0115654,,2,,-0.68,0.12,-0.14,,1.0,4.0,3.0,,,,,,2.0,,,,,1.0,2.0,,2.0,,,0.0717,,-0.45,,1.0,,1.0,,,,
14035874,away,Oud-Heverlee Leuven,Abdoul Karim Traoré,,,abdoul-karim-traore,A. K. Traoré,F,9,178.0,1010,M,2033824,EUR,1168560000,F,9,9,False,10.0,6.0,,,0.0,1.0,2.0,5.0,8.0,,2.0,,,,,45.0,25.0,6.5,8.0,0.00756941,,1,,-0.14,0.11,0.14,,,6.0,4.0,2.0,1.0,,2.0,2.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,,,0.0645,,-0.23,,,,2.0,,,1.0,
14035874,away,Oud-Heverlee Leuven,Davis Opoku,Davis Opoku,,davis-opoku,D. Opoku,D,99,,100,M,1860321,EUR,1193616000,D,99,99,True,7.0,5.0,,,0.0,2.0,2.0,3.0,5.0,1.0,2.0,,,,,45.0,20.0,6.6,8.0,0.00373568,,2,,-0.24,0.32,0.15,,,5.0,3.0,,3.0,,2.0,,,,,2.0,,,2.0,1.0,,,,0.1045,,-0.32,2.0,4.0,,1.0,,,,
14035874,away,Oud-Heverlee Leuven,Chukwubuikem Ikwuemesi,,,ikwuemesi-chukwubuikem,C. Ikwuemesi,F,19,195.0,417,M,1143547,EUR,996969600,F,19,19,True,6.0,5.0,,,0.0,1.0,1.0,4.0,5.0,,,,,,,45.0,9.0,6.2,3.0,0.0187588,,1,,0.08,0.11,0.0,,,5.0,,,2.0,,,,,,,,1.0,,2.0,,1.0,,,0.0167,,-0.14,,,,1.0,,,1.0,
14035874,away,Oud-Heverlee Leuven,Henok Teklab,,,henok-teklab,H. Teklab,M,14,174.0,150,M,940558,EUR,911174400,M,14,14,True,18.0,17.0,1.0,1.0,0.0,6.0,6.0,11.0,12.0,,2.0,,,,,18.0,22.0,6.8,4.0,0.143779,,0,,0.17,0.19,0.13,,,1.0,,,,,,1.0,,,,,2.0,,,,,,,,,,,3.0,1.0,1.0,,1.0,,
14035874,away,Oud-Heverlee Leuven,Mathieu Maertens,,,mathieu-maertens,M. Maertens,F,33,182.0,86,M,360652,EUR,796262400,M,33,33,True,9.0,7.0,,,0.0,3.0,3.0,4.0,6.0,,3.0,,,,,18.0,15.0,6.7,5.0,0.0193055,,0,,0.03,0.08,0.0,,,1.0,2.0,,,,,1.0,2.0,,,,1.0,,,,,,,,,,,2.0,,1.0,,,1.0,
14035874,away,Oud-Heverlee Leuven,Nachon Nsingi,Nachon Nsingi,,nachon-nsingi,N. Nsingi,F,27,169.0,104,M,1388434,EUR,988070400,F,20,20,True,,,,,0.0,,,,,,,,,,,12.0,1.0,6.3,1.0,,,0,,,,0.0,,,3.0,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
14035874,away,Oud-Heverlee Leuven,Maxence Prévot,,,maxence-prevot,M. Prévot,G,16,184.0,55,M,785520,EUR,860544000,G,16,16,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035874,away,Oud-Heverlee Leuven,Roggerio Nyakossi,,,roggerio-nyakossi,R. Nyakossi,D,34,194.0,192,M,1129502,EUR,1073952000,D,34,34,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035874,away,Oud-Heverlee Leuven,Wouter George,,,wouter-george,W. George,M,6,172.0,63,M,983027,EUR,1015027200,M,6,6,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035874,away,Oud-Heverlee Leuven,Casper Terho,,,terho-casper,C. Terho,F,17,184.0,347,M,1050672,EUR,1056412800,F,11,11,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
