match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_totalOffside,stat_expectedGoals,stat_aerialWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_wasFouled,stat_fouls,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_challengeLost,stat_outfielderBlock,stat_keyPass,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,captain,stat_goals,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_clearanceOffLine
11540861,home,Başakşehir FK,João Figueiredo,joao-figueiredo,J. Figueiredo,F,25,179,1278,M,841012,EUR,833155200,F,25,25,False,18.0,12.0,,,6.0,6.0,6.0,12.0,4.0,81.0,29.0,7.5,11.0,0.369661,3,,,3.0,4.0,5.0,,,,1.0,1.0,1.0,0.7633,2.0,,3.0,2.0,2.0,,,1.0,,,,,2.0,1.0,,1.0,1.0,,,1.0,,,,
11540861,home,Başakşehir FK,Danijel Aleksić,danijel-aleksic,D. Aleksić,M,9,182,137,M,45377,EUR,672969600,M,8,8,True,19.0,14.0,4.0,1.0,8.0,8.0,7.0,12.0,2.0,65.0,35.0,6.8,8.0,0.0126183,1,,1.0,2.0,6.0,5.0,,2.0,1.0,2.0,1.0,,0.0345,,1.0,1.0,1.0,,2.0,2.0,1.0,,,1.0,,,,1.0,,1.0,,,,,,,
11540861,home,Başakşehir FK,Hamza Güreler,hamza-gureler,H. Güreler,D,15,192,199,M,1562294,EUR,1144627200,D,65,65,True,11.0,8.0,2.0,,8.0,9.0,,2.0,,39.0,13.0,6.6,3.0,0.00013872,0,,,1.0,1.0,2.0,,,1.0,1.0,1.0,,,1.0,,,,,,,,Hamza Güreler,,,,,,,,,,,,,,,
11540861,home,Başakşehir FK,Lucas Lima,lucas-lima,L. Lima,D,3,178,140,M,248529,EUR,687052800,D,6,6,True,6.0,5.0,,,4.0,4.0,2.0,3.0,,9.0,10.0,7.4,1.0,0.0534981,0,,1.0,,,2.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,
11540861,home,Başakşehir FK,Olivier Kemen,olivier-kemen,O. Kemen,M,8,177,827,M,280447,EUR,837820800,M,20,20,True,5.0,3.0,1.0,,3.0,3.0,,2.0,,9.0,8.0,7.4,2.0,7.68e-06,1,,,,1.0,1.0,,1.0,,,,,0.1713,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,,,,,
11540861,home,Başakşehir FK,Philippe Keny,philippe-keny,P. P. Keny,F,19,186,355,M,988909,EUR,926985600,F,17,17,True,3.0,1.0,,,,,2.0,4.0,,8.0,9.0,6.7,5.0,0.0548256,0,,1.0,,3.0,2.0,,,,1.0,,,,,1.0,1.0,1.0,,,2.0,2.0,,,,,1.0,,1.0,,,,,,,,,
11540861,home,Başakşehir FK,Deniz Dilmen,deniz-dilmen,D. Dilmen,G,1,198,150,M,1065508,EUR,1117929600,G,98,98,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,Deniz Dilmen,,,,,,,,,,,,,,,
11540861,home,Başakşehir FK,Mahmut Tekdemir,mahmut-tekdemir,M. Tekdemir,D,,178,50,M,43666,EUR,569721600,M,21,21,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11540861,home,Başakşehir FK,Serdar Gürler,serdar-gurler,S. Gürler,M,7,176,112,M,96520,EUR,684806400,M,7,7,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11540861,home,Başakşehir FK,Berkay Özcan,berkay-ozcan,B. Özcan,M,8,178,161,M,806964,EUR,887500800,M,10,10,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11540861,home,Başakşehir FK,Souza,souza,Souza,M,5,188,541,M,119035,EUR,603158400,M,89,89,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11540861,away,Kasımpaşa,Andreas Gianniotis,andreas-gianniotis,A. Gianniotis,G,1,190,177,M,236746,EUR,724636800,G,1,1,False,38.0,22.0,20.0,4.0,19.0,22.0,3.0,16.0,6.0,90.0,45.0,5.9,16.0,0.00041822,0,-1.7035,,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,2.0,1.0,
11540861,away,Kasımpaşa,Taylan Utku Aydın,aydin-taylan-utku,T. U. Aydın,D,29,180,50,M,1498789,EUR,1139529600,D,29,29,False,30.0,24.0,2.0,1.0,14.0,15.0,10.0,15.0,4.0,89.0,43.0,5.6,12.0,0.00351539,0,,,2.0,5.0,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,
11540861,away,Kasımpaşa,Jackson Porozo,jackson-porozo,J. Porozo,D,12,192,722,M,978518,EUR,965347200,D,23,23,False,60.0,50.0,9.0,4.0,38.0,42.0,12.0,18.0,6.0,90.0,74.0,6.3,12.0,0.00325459,1,,,,2.0,6.0,,,2.0,3.0,2.0,,0.0726,2.0,,1.0,,1.0,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,
11540861,away,Kasımpaşa,Yasin Özcan,yasin-ozcan,Y. Özcan,D,58,185,1802,M,1392102,EUR,1145491200,D,58,58,False,72.0,54.0,14.0,5.0,35.0,39.0,19.0,33.0,5.0,90.0,86.0,6.8,19.0,0.01497,0,,,1.0,2.0,3.0,,,,1.0,1.0,,,1.0,,1.0,1.0,,,,1.0,,,1.0,2.0,,,,,,,,,,,,1.0
11540861,away,Kasımpaşa,Mortadha Ben Ouanes,mortadha-ben-ouanes,M. B. Ouanes,M,12,182,1246,M,919225,EUR,773107200,D,12,12,False,38.0,33.0,3.0,,16.0,18.0,18.0,22.0,3.0,90.0,57.0,6.7,13.0,0.201062,1,,2.0,2.0,5.0,1.0,,2.0,1.0,,,,0.1499,1.0,1.0,1.0,,,,1.0,1.0,,,,,2.0,,1.0,,1.0,,1.0,,,,,
11540861,away,Kasımpaşa,Gökhan Gül,gokhan-gul,G. Gül,M,17,180,107,M,797820,EUR,900633600,M,6,6,False,14.0,12.0,2.0,2.0,9.0,10.0,3.0,4.0,1.0,45.0,16.0,6.5,2.0,0.00147719,0,,,1.0,2.0,1.0,,1.0,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,
11540861,away,Kasımpaşa,Oğulcan Çağlayan,ogulcan-caglayan,O. Çağlayan,F,17,188,194,M,387050,EUR,827452800,M,14,14,False,8.0,5.0,,,2.0,3.0,4.0,7.0,3.0,45.0,17.0,6.1,9.0,0.0826229,0,,2.0,,6.0,1.0,,,2.0,,,,,1.0,,3.0,,,,1.0,1.0,,,2.0,,1.0,,1.0,,,,,,,,,
11540861,away,Kasımpaşa,Haris Hajradinović,haris-hajradinovic,H. Hajradinović,M,10,179,1215,M,254979,EUR,761529600,M,10,10,False,23.0,13.0,4.0,2.0,5.0,7.0,9.0,20.0,2.0,90.0,41.0,6.5,17.0,0.214308,1,,4.0,2.0,7.0,5.0,,,1.0,1.0,,,0.064,,1.0,2.0,1.0,1.0,3.0,3.0,2.0,,,,,1.0,,1.0,,,,,,,,,
11540861,away,Kasımpaşa,Aytaç Kara,aytac-kara,A. Kara,M,35,188,161,M,128196,EUR,732844800,M,35,35,False,33.0,30.0,4.0,2.0,9.0,9.0,21.0,27.0,6.0,90.0,56.0,7.1,7.0,0.0151531,3,,3.0,,3.0,8.0,1.0,1.0,4.0,2.0,,,0.1992,2.0,,1.0,,2.0,4.0,1.0,,,,1.0,1.0,,,,,,True,,,,,,
11540861,away,Kasımpaşa,Julien Ngoy,julien-ngoy,J. Ngoy,F,7,185,145,M,848680,EUR,878428800,M,9,9,False,14.0,12.0,,,7.0,7.0,7.0,10.0,2.0,74.0,21.0,6.6,6.0,0.0976869,0,,3.0,,2.0,2.0,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,1.0,,,,,1.0,1.0,2.0,,,,,,,,,
11540861,away,Kasımpaşa,Nuno Da Costa,nuno-da-costa,N. Da Costa,F,10,184,1004,M,209374,EUR,666144000,F,18,18,False,17.0,13.0,1.0,,8.0,8.0,5.0,9.0,1.0,90.0,34.0,6.8,11.0,0.0646452,0,,,4.0,9.0,11.0,,1.0,,1.0,1.0,1.0,,5.0,1.0,4.0,2.0,,4.0,1.0,4.0,,,1.0,,1.0,,,,,,,,,,,
11540861,away,Kasımpaşa,Sadık Çiftpınar,sadik-ciftpinar,S. Çiftpınar,D,5,181,71,M,111811,EUR,725846400,D,5,5,True,26.0,21.0,3.0,,16.0,19.0,5.0,7.0,6.0,45.0,38.0,6.7,6.0,0.0016742,0,,,1.0,1.0,3.0,,3.0,5.0,,,,,1.0,,,,,2.0,,1.0,,,,,,,,,,,,,,,,
11540861,away,Kasımpaşa,Loret Sadiku,loret-sadiku,L. Sadiku,M,,180,55,M,143356,EUR,680659200,M,26,26,True,19.0,15.0,2.0,1.0,9.0,12.0,6.0,7.0,2.0,45.0,20.0,6.4,4.0,0.00469164,0,,,,,2.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
11540861,away,Kasımpaşa,Trazie Thomas Zai,trazie-thomas-zai,T. T. Zai,M,,172,48,M,1083235,EUR,930787200,M,8,8,True,5.0,4.0,1.0,,,,6.0,7.0,,16.0,9.0,6.5,1.0,0.0766121,0,,2.0,,1.0,,,,1.0,,,,,,,,,,,,,Trazie Thomas Zai,,1.0,,,,2.0,,,,,,,,,
11540861,away,Kasımpaşa,Sarp Yavrucu,yavrucu-sarp,S. Yavrucu,F,19,180,26,M,1173148,EUR,1111017600,F,19,19,True,4.0,4.0,,,3.0,3.0,1.0,1.0,,1.0,6.0,,1.0,0.00024429,0,,,,1.0,1.0,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
11540861,away,Kasımpaşa,Ali Emre Yanar,ali-emre-yanar,A. E. Yanar,G,25,190,31,M,840297,EUR,895190400,G,25,25,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11540861,away,Kasımpaşa,Kenneth Omeruo,kenneth-omeruo,K. Omeruo,D,,185,571,M,158293,EUR,750816000,D,4,4,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11540861,away,Kasımpaşa,Selim Dilli,selim-dilli,S. Dilli,M,20,177,4,M,999296,EUR,896140800,M,20,20,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11540861,away,Kasımpaşa,Emirhan Yiğit,emirhan-yigit,E. Yiğit,F,42,179,33,M,1521036,EUR,1146355200,F,42,42,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,Emirhan Yigit,,,,,,,,,,,,,,,
