match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_totalContest,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_unsuccessfulTouch,stat_aerialLost,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_aerialWon,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_wasFouled,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_keyPass,player_firstName,player_lastName,stat_wonContest,stat_errorLeadToAShot,captain,stat_bigChanceMissed,stat_blockedScoringAttempt,player_sofascoreId,stat_totalOffside,stat_goodHighClaim,stat_punches,stat_clearanceOffLine,stat_hitWoodwork
10437692,home,Sporting Braga,Vitinha,vitinha,Vitinha,F,9,183,2248,M,1093695,EUR,953078400,F,99,99,False,14.0,8.0,2.0,1.0,1.0,1.0,7.0,14.0,10.0,5.0,,3.0,,,,,90.0,43.0,6.7,14.0,2,1.0,2.0,3.0,,,5.0,,10.0,,1.0,2.0,,4.0,,,,,2.0,1.0,,,,4.0,,,2.0,,,1.0,,,,
10437692,home,Sporting Braga,Fabiano Souza,fabiano-silva,F. Souza,D,70,175,371,M,1130513,EUR,952992000,D,70,70,True,17.0,10.0,7.0,3.0,5.0,8.0,5.0,9.0,1.0,1.0,3.0,5.0,,,,,46.0,36.0,7.2,12.0,0,,,,,2.0,1.0,,4.0,,,,,,,,,,3.0,3.0,1.0,,,1.0,,,,,,,,,,
10437692,home,Sporting Braga,Rodrigo Gomes,gomes-rodrigo,R. Gomes,M,21,171,1190,M,1006073,EUR,1057536000,F,7,7,True,7.0,5.0,,,2.0,3.0,3.0,4.0,2.0,,,1.0,,,,,45.0,17.0,6.7,4.0,2,,1.0,,,1.0,,,2.0,1.0,1.0,,,1.0,,,,2.0,1.0,1.0,,,,,,,1.0,,,,,,,
10437692,home,Sporting Braga,André Castro,andre-castro,A. Castro,M,,179,107,M,41652,EUR,575942400,M,88,88,True,9.0,7.0,,,2.0,2.0,5.0,7.0,2.0,,,1.0,,,,,23.0,16.0,6.9,2.0,2,,,2.0,,1.0,,1.0,3.0,,,,,,,,,2.0,2.0,1.0,,,,,,,,,,,,,,
10437692,home,Sporting Braga,Álvaro Djaló,alvaro-djalo,Á. Djaló,F,14,176,1150,M,1160960,EUR,934761600,F,14,14,True,6.0,3.0,1.0,,1.0,2.0,2.0,4.0,,,,1.0,,,,,12.0,9.0,7.1,5.0,0,,2.0,,,,,,,,,,,,1.0,,1.0,,,,1.0,Álvaro Djaló,,,,,,,,,,,,
10437692,home,Sporting Braga,Abel Ruíz,abel-ruiz,A. Ruíz,F,9,182,1448,M,826013,EUR,949017600,F,9,9,True,1.0,1.0,,,1.0,1.0,,,2.0,,,,,,,,11.0,3.0,7.2,,1,,,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10437692,home,Sporting Braga,Tiago Sá,tiago-sa,T. Sá,G,12,188,145,M,344159,EUR,789782400,G,12,12,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437692,home,Sporting Braga,Paulo Oliveira,paulo-oliveira,P. Oliveira,D,15,187,180,M,106751,EUR,694828800,D,15,15,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437692,home,Sporting Braga,Diego Lainez,diego-lainez,D. Lainez,M,16,168,2266,M,874535,EUR,960508800,F,18,18,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437692,home,Sporting Braga,Jean-Baptiste Gorby,jean-baptiste-gorby,J. Gorby,M,29,181,4294,M,1120039,EUR,1027555200,M,29,29,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437692,away,Sporting CP,Antonio Adán,antonio-adan,A. Adán,G,1,192,816,M,59623,EUR,547862400,G,1,1,False,34.0,24.0,13.0,3.0,22.0,25.0,2.0,9.0,,,1.0,8.0,2.0,3.0,,,90.0,46.0,6.3,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
10437692,away,Sporting CP,Gonçalo Inácio,goncalo-inacio,G. Inácio,D,25,186,6686,M,1001196,EUR,998697600,D,25,25,False,55.0,45.0,3.0,2.0,24.0,31.0,21.0,24.0,3.0,,5.0,6.0,,,,,90.0,67.0,6.0,11.0,0,,1.0,1.0,,4.0,1.0,4.0,4.0,1.0,,,,,,,,,,,,Gonçalo,Inácio,,2.0,,,,goncaloinacio_25,,,,,
10437692,away,Sporting CP,Sebastián Coates,sebastian-coates,S. Coates,D,4,196,2042,M,47443,EUR,655257600,D,4,4,False,50.0,43.0,11.0,6.0,21.0,22.0,22.0,28.0,3.0,,8.0,7.0,,,,,90.0,68.0,7.6,8.0,0,,1.0,2.0,2.0,3.0,1.0,1.0,4.0,,,,,1.0,,,,,2.0,,,Sebastián,Coates,,,True,,,,,,,1.0,
10437692,away,Sporting CP,Matheus Reis,reis-matheus,M. Reis,D,2,183,1301,M,797648,EUR,793065600,D,2,2,False,45.0,38.0,5.0,1.0,22.0,24.0,16.0,21.0,3.0,,,4.0,,,,,90.0,58.0,6.1,10.0,0,,,1.0,,,,,5.0,,2.0,,,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,
10437692,away,Sporting CP,Pedro Porro,pedro-porro,P. Porro,D,23,173,10890,M,913654,EUR,937180800,M,24,24,False,32.0,17.0,5.0,1.0,8.0,16.0,9.0,22.0,5.0,1.0,1.0,5.0,,,,,78.0,59.0,6.9,23.0,2,6.0,1.0,1.0,,1.0,1.0,,2.0,2.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,pedroporro29,,,,,1.0
10437692,away,Sporting CP,Hidemasa Morita,hidemasa-morita,H. Morita,M,5,177,3106,M,926560,EUR,800064000,M,5,5,False,34.0,29.0,6.0,4.0,13.0,14.0,16.0,20.0,6.0,2.0,1.0,3.0,,,,,60.0,44.0,6.5,7.0,0,,,1.0,,1.0,3.0,,3.0,,1.0,,,1.0,,,,,1.0,1.0,,Hidemasa,Morita,1.0,,,,,,,,,,
10437692,away,Sporting CP,Matheus Nunes,matheus-nunes,M. Nunes,D,27,183,19609,M,945122,EUR,904176000,M,8,8,False,44.0,40.0,3.0,3.0,16.0,16.0,24.0,28.0,4.0,5.0,,3.0,,,,,90.0,56.0,7.6,6.0,1,,1.0,1.0,,2.0,2.0,2.0,8.0,,,,,2.0,1.0,,,1.0,,,3.0,,,4.0,,,,,matheusnunes,,,,,
10437692,away,Sporting CP,Nuno Santos,nuno-santos,N. Santos,M,11,179,1386,M,352882,EUR,792547200,M,11,11,False,24.0,22.0,3.0,1.0,9.0,10.0,13.0,16.0,1.0,,,2.0,,,,,60.0,33.0,7.1,6.0,1,2.0,,,,1.0,1.0,,1.0,,,1.0,1.0,,,,,,1.0,,,Nuno,Santos,,,,,,,,,,,
10437692,away,Sporting CP,Francisco Trincão,francisco-trincao,F. Trincão,F,17,184,11949,M,830431,EUR,946425600,F,17,17,False,25.0,21.0,,,7.0,9.0,14.0,18.0,6.0,7.0,,4.0,,,,,85.0,44.0,6.7,11.0,2,2.0,3.0,1.0,,1.0,2.0,,8.0,1.0,,,,2.0,,,,1.0,1.0,1.0,1.0,Francisco,Trincão,5.0,,,1.0,1.0,trincao,,,,,
10437692,away,Sporting CP,Pedro Gonçalves,pedro-goncalves,P. Gonçalves,F,8,173,8267,M,895764,EUR,898992000,F,28,28,False,22.0,19.0,,,7.0,8.0,12.0,16.0,3.0,3.0,,4.0,,,,,90.0,35.0,8.0,9.0,2,2.0,2.0,,,,1.0,,4.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,,,2.0,,,,,pedroogoncalves28,,,,,
10437692,away,Sporting CP,Paulinho,paulinho,Paulinho,F,26,187,4934,M,205790,EUR,721267200,F,20,20,False,13.0,7.0,,,4.0,6.0,3.0,7.0,4.0,1.0,,1.0,,,,,60.0,25.0,6.7,10.0,1,,3.0,1.0,,,2.0,1.0,4.0,,1.0,,,1.0,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,
10437692,away,Sporting CP,Jeremiah St. Juste,jeremiah-st-juste,J. St. Juste,D,8,185,1155,M,787640,EUR,845683200,D,3,3,True,21.0,18.0,1.0,1.0,11.0,12.0,7.0,10.0,3.0,,1.0,1.0,,,,,30.0,25.0,6.3,4.0,1,1.0,,,,,2.0,,1.0,1.0,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,
10437692,away,Sporting CP,Manuel Ugarte,manuel-ugarte,M. Ugarte,M,25,182,19122,M,846425,EUR,986947200,M,15,15,True,21.0,18.0,1.0,1.0,6.0,7.0,12.0,14.0,2.0,2.0,2.0,2.0,,,,,30.0,29.0,6.7,4.0,0,,,,,,1.0,,3.0,,,,,,,,,,2.0,,,,,1.0,,,,,ugartemanu,,,,,
10437692,away,Sporting CP,Marcus Edwards,edwards-marcus,M. Edwards,M,10,167,2823,M,795066,EUR,912643200,F,10,10,True,9.0,4.0,,,2.0,2.0,2.0,7.0,3.0,1.0,,1.0,,,,,30.0,17.0,7.1,8.0,1,,1.0,,,1.0,,,2.0,1.0,1.0,1.0,1.0,,,,,,2.0,2.0,,,,,,,,,,,,,,
10437692,away,Sporting CP,Rochinha,rochinha,Rochinha,M,10,169,158,M,352874,EUR,799459200,F,16,16,True,4.0,2.0,,,,,2.0,4.0,,1.0,,,,,,,12.0,6.0,7.3,2.0,0,,,,,,,,2.0,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,,,,,,,,,,
10437692,away,Sporting CP,Ricardo Esgaio,ricardo-esgaio,R. Esgaio,D,47,171,673,M,97000,EUR,737510400,D,47,47,True,5.0,3.0,1.0,,,1.0,3.0,4.0,,,,1.0,,,,,11.0,9.0,6.3,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437692,away,Sporting CP,Franco Israel,franco-israel,F. Israel,G,81,189,2282,M,1084846,EUR,956361600,G,12,12,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437692,away,Sporting CP,José Marsà,jose-marsa,J. Martinez,D,3,181,222,M,962625,EUR,1015200000,D,63,63,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437692,away,Sporting CP,Flávio Nazinho,nazinho-flavio,F. Nazinho,D,20,180,612,M,1006113,EUR,1058659200,D,71,71,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437692,away,Sporting CP,Abdul Fatawu Issahaku,abdul-fatawu-issahaku,A. F. Issahaku,M,7,180,10423,M,1103589,EUR,1078704000,M,18,18,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,issahaku10,,,,,
