match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_blockedScoringAttempt,stat_wasFouled,stat_totalCross,stat_challengeLost,stat_totalContest,stat_onTargetScoringAttempt,stat_goals,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_wonContest,stat_outfielderBlock,stat_penaltyWon,stat_penaltyConceded,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_goalsPrevented
10385753,home,Tottenham Hotspur,Harry Kane,harry-kane,H. Kane,F,9,188.0,297679,M,HurriKane,108579,EUR,743817600,F,10,10,False,,17.0,14.0,,,2.0,2.0,17.0,5.0,89.0,38.0,8.0,9.0,1.2187,1.4408,0.119302,7,,,13.0,,,4.0,4.0,1.0,1.0,1.0,,1.0,1.0,1.0,3.0,2.0,1.0,2.0,,4.0,4.0,1.0,,1.0,,1.0,1.0,1.0,2.0,,1.0,,,,,,
10385753,home,Tottenham Hotspur,Yves Bissouma,yves-bissouma,Y. Bissouma,M,8,181.0,19170,M,YB8,844842,EUR,841363200,M,38,38,True,,28.0,28.0,,,14.0,14.0,14.0,3.0,38.0,32.0,6.8,1.0,0.0,0.0,0.00696224,0,,,14.0,,,2.0,2.0,,,,,1.0,1.0,1.0,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,
10385753,home,Tottenham Hotspur,Davinson Sánchez,davinson-sanchez,D. Sánchez,D,6,187.0,12158,M,DAVINSON,566102,EUR,834537600,D,6,6,True,,3.0,3.0,,,3.0,3.0,,1.0,9.0,5.0,6.7,,0.0,0.0,3.126e-05,0,,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10385753,home,Tottenham Hotspur,Djed Spence,djed-spence,D. Spence,D,24,184.0,4534,M,,945798,EUR,965779200,D,24,24,True,,,,,,,,,,1.0,,,,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385753,home,Tottenham Hotspur,Oliver Skipp,skipp-oliver,O. Skipp,M,22,175.0,1315,M,,859901,EUR,969062400,M,4,4,True,,,,,,,,,,1.0,,,,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385753,home,Tottenham Hotspur,Lucas Moura,lucas-moura,L. Moura,M,7,172.0,12483,M,lucasmoura7,149710,EUR,713664000,F,27,27,True,,,,,,,,,,1.0,,,,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385753,home,Tottenham Hotspur,Fraser Forster,fraser-forster,F. Forster,G,17,201.0,1229,M,,19314,EUR,574560000,G,20,20,True,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385753,home,Tottenham Hotspur,Clément Lenglet,clement-lenglet,C. Lenglet,D,15,186.0,7982,M,clement_lenglet,580550,EUR,803347200,D,34,34,True,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385753,home,Tottenham Hotspur,Ryan Sessegnon,ryan-sessegnon,R. Sessegnon,D,30,178.0,1731,M,,836698,EUR,958608000,M,19,19,True,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385753,home,Tottenham Hotspur,Bryan Gil,bryan-gil,B. Gil,M,21,176.0,3585,M,bryan11gil,910026,EUR,981849600,F,11,11,True,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385753,away,Everton,Jordan Pickford,jordan-pickford,J. Pickford,G,1,185.0,7610,M,jpickford1,138530,EUR,762998400,G,1,1,False,,28.0,10.0,23.0,5.0,6.0,10.0,18.0,8.0,90.0,41.0,6.9,18.0,0.0,0.0,0.00163715,0,,,4.0,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,5.0,1.0,5.0,1.0,0.1231
10385753,away,Everton,Séamus Coleman,seamus-coleman,S. Coleman,D,23,177.0,893,M,,76632,EUR,592531200,D,23,23,False,True,15.0,10.0,,,6.0,8.0,7.0,3.0,67.0,25.0,6.5,6.0,0.0288,0.0,0.00329901,1,,,4.0,1.0,1.0,1.0,1.0,,,3.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
10385753,away,Everton,James Tarkowski,james-tarkowski,J. Tarkowski,D,6,185.0,2558,M,,145188,EUR,722131200,D,2,2,False,,56.0,46.0,10.0,5.0,36.0,39.0,17.0,8.0,90.0,76.0,7.7,11.0,0.0674,0.0,0.00436272,1,,,10.0,,1.0,1.0,5.0,,1.0,7.0,,3.0,1.0,1.0,,,1.0,,,,,,,1.0,,,,,,5.0,,,,,,,
10385753,away,Everton,Conor Coady,conor-coady,C. Coady,D,15,184.0,629,M,,98449,EUR,730598400,D,30,30,False,,60.0,54.0,12.0,7.0,43.0,47.0,13.0,8.0,90.0,68.0,7.1,6.0,0.0,0.0,0.00416009,0,,,11.0,1.0,,1.0,2.0,,,3.0,,2.0,2.0,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,
10385753,away,Everton,Vitaliy Mykolenko,vitaliy-mykolenko,V. Mykolenko,D,16,180.0,4082,M,mikola_16,876643,EUR,927936000,D,19,19,False,,48.0,44.0,2.0,1.0,28.0,30.0,18.0,1.0,90.0,57.0,6.4,4.0,0.0,0.0,0.00282356,0,,,16.0,2.0,1.0,5.0,2.0,,,2.0,2.0,,,2.0,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,
10385753,away,Everton,Dwight McNeil,dwight-mcneil,D. McNeil,M,7,183.0,1973,M,,935543,EUR,943228800,D,7,7,False,,27.0,20.0,2.0,,10.0,13.0,18.0,4.0,90.0,56.0,6.8,17.0,0.0,0.0,0.0476364,0,Dwight,McNeil,11.0,1.0,1.0,4.0,7.0,,,4.0,,5.0,3.0,1.0,1.0,,,4.0,,3.0,,,,4.0,,1.0,,,1.0,,,,,,,,
10385753,away,Everton,Alex Iwobi,alex-iwobi,A. Iwobi,M,17,183.0,8263,M,alexanderiwobi,352770,EUR,831081600,M,17,17,False,,26.0,23.0,,,12.0,14.0,13.0,8.0,90.0,32.0,6.5,5.0,0.0,0.0,0.00727616,0,,,11.0,1.0,,3.0,3.0,,,,,1.0,,1.0,,,1.0,1.0,,2.0,,,,,,,,,1.0,,,,,,,,
10385753,away,Everton,Idrissa Gueye,idrissa-gueye,I. Gueye,M,27,174.0,21481,M,iganagueye,106337,EUR,622771200,M,27,27,False,,37.0,35.0,1.0,,20.0,21.0,16.0,8.0,81.0,46.0,6.4,3.0,0.0,0.0,0.00277151,0,,,15.0,,,4.0,1.0,,,2.0,2.0,,,2.0,,,1.0,,2.0,,,,,1.0,,,,,,,,,,,,,
10385753,away,Everton,Amadou Onana,amadou-onana,A. Onana,M,24,195.0,7180,M,its_onana,923973,EUR,997920000,M,8,8,False,,26.0,19.0,1.0,,8.0,8.0,18.0,3.0,90.0,43.0,6.6,10.0,0.231,0.0,0.00359015,1,,,11.0,4.0,2.0,7.0,9.0,,1.0,2.0,,3.0,3.0,1.0,1.0,,2.0,,,4.0,,,,1.0,,,,1.0,2.0,,,,,,,,
10385753,away,Everton,Demarai Gray,demarai-gray,D. Gray,M,10,184.0,1780,M,,355152,EUR,835920000,F,11,11,False,,20.0,19.0,1.0,1.0,10.0,11.0,12.0,1.0,90.0,37.0,6.8,7.0,0.0998,0.0,0.0186811,1,,,10.0,1.0,1.0,4.0,6.0,2.0,1.0,1.0,,,,1.0,,,5.0,3.0,,,,,,2.0,,1.0,,,,,,,,,,,
10385753,away,Everton,Neal Maupay,neal-maupay,N. Maupay,F,17,171.0,2370,M,,268903,EUR,839980800,F,20,20,False,,11.0,9.0,,,3.0,4.0,7.0,3.0,66.0,15.0,6.3,5.0,0.0,0.0,0.00160203,0,,,6.0,,,2.0,1.0,1.0,,,,,,1.0,,,1.0,,,,,,,2.0,,,,,,,,,,,,,
10385753,away,Everton,Dominic Calvert-Lewin,dominic-calvert-lewin,D. Calvert-Lewin,F,9,187.0,5857,M,CalvertLewin14,372344,EUR,858470400,F,9,9,True,,4.0,2.0,,,2.0,3.0,1.0,,24.0,6.0,6.5,2.0,0.0,0.0,2.244e-05,0,,,,2.0,3.0,3.0,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
10385753,away,Everton,James Garner,james-garner,J. Garner,M,37,182.0,3008,M,,927361,EUR,984441600,M,37,37,True,,9.0,9.0,,,4.0,4.0,6.0,,23.0,14.0,6.8,1.0,0.0,0.0,0.00443887,0,,,5.0,,,,1.0,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
10385753,away,Everton,Salomón Rondón,salomon-rondon,S. Rondón,F,23,189.0,12917,M,salorondon23,35532,EUR,621907200,F,33,33,True,,,,,,,,,,9.0,2.0,6.4,1.0,0.0,0.0,0.00011935,0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,
10385753,away,Everton,Asmir Begović,asmir-begovic,A. Begović,G,31,198.0,823,M,,13918,EUR,551145600,G,15,15,True,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385753,away,Everton,Rúben Vinagre,ruben-vinagre,R. Vinagre,D,19,174.0,703,M,,846441,EUR,923616000,D,29,29,True,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385753,away,Everton,Reece Welch,reece-welch,R. Welch,D,4,,101,M,,1101370,EUR,1063929600,D,64,64,True,,,,,,,,,,,,,,,0.0,,0,Reece,Welch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385753,away,Everton,Michael Keane,michael-keane,M. Keane,D,5,188.0,1573,M,,110846,EUR,726710400,D,5,5,True,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385753,away,Everton,Tom Davies,tom-davies,T. Davies,M,22,179.0,349,M,,795058,EUR,899164800,M,26,26,True,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385753,away,Everton,Abdoulaye Doucouré,abdoulaye-doucoure,A. Doucouré,M,8,182.0,1269,M,,96535,EUR,725846400,M,16,16,True,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
