match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_fouls,stat_aerialLost,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,player_firstName,player_lastName,captain,stat_accurateCross,stat_challengeLost,stat_bigChanceCreated,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_wasFouled,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_hitWoodwork,stat_bigChanceMissed,stat_totalOffside,stat_errorLeadToAShot,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_punches,stat_penaltyConceded
12530702,home,Çaykur Rizespor,Václav Jurečka,vaclav-jurecka,V. Jurečka,F,15,182,207,M,225850,EUR,772588800,F,15,15,False,8.0,7.0,,,0.0,1.0,1.0,6.0,8.0,,,65.0,17.0,6.7,4.0,0.00309443,0,,1.0,,1.0,2.0,,,,2.0,,1.0,,,,1.0,1.0,2.0,,,,,,,,,,,1.0,,,,,,,,,,,
12530702,home,Çaykur Rizespor,Babajide David Akintola,babajide-david-akintola,D. Babajide,M,11,178,297,M,798676,EUR,821491200,F,28,28,True,6.0,2.0,,,0.0,1.0,3.0,1.0,4.0,,,25.0,10.0,6.5,6.0,0.00406739,0,,1.0,1.0,2.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
12530702,home,Çaykur Rizespor,Emrecan Bulut,emrecan-bulut,E. Bulut,F,99,185,166,M,1480663,EUR,1038268800,F,17,17,True,5.0,3.0,,,0.0,1.0,1.0,2.0,4.0,2.0,,25.0,8.0,6.4,4.0,0.00216858,0,,,,3.0,,1.0,1.0,,,,1.0,,,,,,,,Emrecan Bulut,,,,,,1.0,,,,,,,,1.0,,,,,,
12530702,home,Çaykur Rizespor,Muhamed Buljubašić,muhamed-buljubasic,M. Buljubašić,M,18,180,202,M,1134586,EUR,1088899200,M,18,18,True,6.0,5.0,1.0,,0.0,5.0,5.0,,1.0,,,13.0,7.0,6.4,2.0,0.00014738,0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
12530702,home,Çaykur Rizespor,Efe Doğan,efe-dogan,E. Doğan,G,35,195,18,M,1618840,EUR,1092960000,G,35,35,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,Efe Dogan,,,,,,,,,,,,,,,,,,,,
12530702,home,Çaykur Rizespor,Ivo Grbić,ivo-grbic,I. Grbić,G,13,195,1121,M,283847,EUR,821923200,G,30,30,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530702,home,Çaykur Rizespor,Eray Korkmaz,korkmaz-eray,E. Korkmaz,D,17,182,35,M,1145620,EUR,1055030400,D,27,27,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530702,home,Çaykur Rizespor,Habil Özbakir,habil-ozbakir,H. Özbakir,D,21,178,10,,1865901,EUR,1107648000,D,95,95,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,Habil,Özbakir,,,,,,,,,,,,,,,,,,,
12530702,home,Çaykur Rizespor,Ayberk Karapo,ayberk-karapo,A. Karapo,D,45,186,180,M,1395701,EUR,1090368000,D,45,45,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,Ayberk Karapo,,,,,,,,,,,,,,,,,,,,
12530702,home,Çaykur Rizespor,Doğanay Avcı,doganay-avci,D. Avcı,F,97,187,36,M,1928574,EUR,1139270400,F,97,97,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,Doğanay Avcı,,,,,,,,,,,,,,,,,,,,
12530702,away,Sivasspor,Ali Şaşal Vural,ali-sasal-vural,A. Ş. Vural,G,,187,62,M,94540,EUR,647568000,G,35,35,False,30.0,21.0,23.0,14.0,0.0,9.0,11.0,12.0,19.0,8.0,3.0,90.0,41.0,7.4,9.0,0.0055324,0,0.4856,,2.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,3.0,1.0,1.0,
12530702,away,Sivasspor,Murat Paluli,murat-paluli,M. Paluli,D,7,175,36,M,893014,EUR,776390400,D,7,7,False,53.0,44.0,3.0,,1.0,21.0,24.0,23.0,30.0,3.0,,90.0,81.0,7.3,13.0,0.11134,2,,1.0,,5.0,5.0,,4.0,2.0,1.0,,1.0,,,1.0,1.0,,,0.0478,,,,,2.0,1.0,2.0,,,2.0,,2.0,,,,,,,,,
12530702,away,Sivasspor,Uroš Radaković,uros-radakovic,U. Radaković,D,26,194,313,M,151900,EUR,765072000,D,26,26,False,43.0,39.0,7.0,5.0,0.0,28.0,30.0,11.0,13.0,,,90.0,58.0,7.2,4.0,0.00732676,1,,,5.0,1.0,7.0,,,,8.0,,1.0,,,1.0,1.0,1.0,,0.0261,,,,,,,,1.0,,1.0,0.1765,,,,,,,,,,
12530702,away,Sivasspor,Tolga Ciğerci,tolga-cigerci,T. Ciğerci,M,38,185,114,M,120298,EUR,701308800,D,30,30,False,43.0,38.0,7.0,4.0,0.0,26.0,27.0,12.0,16.0,5.0,,90.0,60.0,7.0,7.0,0.00588836,0,,,1.0,1.0,7.0,,2.0,1.0,5.0,,,,1.0,1.0,4.0,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,
12530702,away,Sivasspor,Uğur Çiftçi,ugur-ciftci,U. Çiftçi,D,58,180,65,M,142850,EUR,704937600,D,3,3,False,41.0,34.0,5.0,2.0,0.0,13.0,14.0,22.0,32.0,1.0,,90.0,60.0,7.0,13.0,0.155617,1,,5.0,1.0,,1.0,,,,3.0,,,1.0,1.0,,,,1.0,0.0205,,,True,1.0,,,1.0,,,,,,,,,,,,,,
12530702,away,Sivasspor,Samuel Moutoussamy,moutoussamy-samuel,S. Moutoussamy,M,92,178,6621,M,892624,EUR,839808000,M,12,12,False,40.0,34.0,7.0,5.0,0.0,14.0,16.0,20.0,24.0,8.0,,81.0,52.0,6.9,8.0,0.0728382,0,,,,4.0,5.0,,3.0,3.0,1.0,2.0,1.0,,,,2.0,1.0,2.0,,Samuel,Moutoussamy,,,2.0,,2.0,,,,,,,,,,,,,,1.0
12530702,away,Sivasspor,Bekir Turaç Böke,turac-boke,B. T. Böke,F,14,190,68,M,997681,EUR,929923200,M,46,46,False,27.0,20.0,,,0.0,3.0,4.0,17.0,23.0,2.0,,86.0,43.0,7.0,12.0,0.0836418,2,,,3.0,5.0,8.0,1.0,4.0,1.0,2.0,1.0,,1.0,,,2.0,2.0,1.0,0.0385,,,,,,,1.0,1.0,,2.0,0.03,,,,,,,,,,
12530702,away,Sivasspor,Charis Charisis,charis-charisis,C. Charisis,M,8,177,130,M,317297,EUR,789868800,M,8,8,False,29.0,22.0,5.0,3.0,0.0,6.0,6.0,16.0,26.0,2.0,,90.0,46.0,7.3,12.0,0.0340872,0,,3.0,1.0,4.0,7.0,,1.0,,4.0,2.0,1.0,,,1.0,4.0,4.0,,,,,,,,,1.0,,,2.0,,,,,,,,,,,
12530702,away,Sivasspor,Efkan Bekiroğlu,efkan-bekiroglu,E. Bekiroğlu,M,11,185,168,M,800458,EUR,811036800,M,80,80,False,55.0,51.0,12.0,11.0,0.0,24.0,24.0,27.0,34.0,2.0,,90.0,67.0,7.2,10.0,0.180393,2,,3.0,,6.0,3.0,1.0,,,,1.0,1.0,2.0,,,3.0,3.0,2.0,0.0658,,,,,3.0,,1.0,,,,,,,,,,,,,,
12530702,away,Sivasspor,Garry Rodrigues,garry-rodrigues,G. Rodrigues,M,10,173,946,M,787429,EUR,659664000,M,24,24,False,11.0,11.0,,,0.0,5.0,5.0,6.0,6.0,1.0,,58.0,18.0,6.6,1.0,0.0053833,1,,,,3.0,4.0,,,,,,1.0,,,,2.0,1.0,1.0,0.0545,,,,,2.0,,,,,2.0,,1.0,,,,,,,,,
12530702,away,Sivasspor,Rey Manaj,rey-manaj,R. Manaj,F,9,182,2059,M,587882,EUR,856742400,F,9,9,False,29.0,24.0,3.0,3.0,0.0,7.0,8.0,17.0,21.0,6.0,,90.0,43.0,6.9,12.0,0.0692726,2,,,4.0,7.0,6.0,4.0,1.0,,,,2.0,2.0,,,1.0,1.0,2.0,0.1916,,,,,,,,,,1.0,,,,,,,,,,,
12530702,away,Sivasspor,Veljko Simić,veljko-simic,V. Simić,M,21,180,292,M,188117,EUR,792979200,F,22,22,True,14.0,11.0,1.0,,0.0,5.0,7.0,6.0,7.0,2.0,,32.0,20.0,7.5,3.0,0.0167787,2,,,,,3.0,,3.0,3.0,,,,,,,,,,0.1614,,,,,,,1.0,1.0,1.0,,0.7797,1.0,,,,,,,,,
12530702,away,Sivasspor,Queensy Menig,queensy-menig,Q. Menig,F,,174,209,M,232318,EUR,808790400,F,11,11,True,1.0,,,,0.0,,,,1.0,,,9.0,4.0,6.5,2.0,6.33e-05,0,,,,1.0,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12530702,away,Sivasspor,Samba Camara,samba-camara,S. Camara,D,14,190,68,M,837301,EUR,721699200,D,14,14,True,3.0,2.0,,,0.0,2.0,2.0,,1.0,,,10.0,4.0,6.6,1.0,2.15e-06,0,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530702,away,Sivasspor,Arda Erdursun,arda-erdusun,A. Erdusun,G,16,193,6,M,2027618,EUR,1173312000,G,74,74,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530702,away,Sivasspor,Achilleas Poungouras,achilleas-poungouras,A. Poungouras,D,15,187,79,M,783466,EUR,818812800,D,44,44,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,Achilleas,Poungouras,,,,,,,,,,,,,,,,,,,
12530702,away,Sivasspor,Noah Sonko Sundberg,noah-sonko-sundberg,N. S. Sundberg,D,20,186,238,M,279541,EUR,834019200,D,27,27,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530702,away,Sivasspor,Ziya Erdal,ziya-erdal,Z. Erdal,D,,182,28,M,138312,EUR,568339200,D,58,58,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530702,away,Sivasspor,Alaaddin Okumuş,alaaddin-okumus,A. Okumuş,D,22,175,23,M,844640,EUR,809136000,D,23,23,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530702,away,Sivasspor,Alex Pritchard,alex-pritchard,A. Pritchard,M,,171,97,M,180009,EUR,736387200,M,10,10,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530702,away,Sivasspor,Azizbek Turgunboev,azizbek-turgunboev,A. Turgunboev,M,10,173,1143,M,971572,EUR,780969600,M,90,90,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
