match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_unsuccessfulTouch,stat_wasFouled,stat_penaltyFaced,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_onTargetScoringAttempt,stat_goals,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_challengeLost,stat_interceptionWon,stat_shotOffTarget,stat_goalAssist,player_sofascoreId,stat_bigChanceCreated,stat_blockedScoringAttempt,captain,stat_totalOffside,stat_penaltyConceded,stat_crossNotClaimed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_outfielderBlock,stat_penaltyWon
11401894,home,PSV Eindhoven,Luuk de Jong,,,luuk-de-jong,L. de Jong,F,26,188,8572,M,40878,EUR,651715200,F,9,9,False,15.0,10.0,1.0,1.0,2.0,2.0,8.0,13.0,5.0,2.0,4.0,3.0,,79.0,27.0,6.8,11.0,0.031295,2,,,,5.0,1.0,1.0,,,,,,3.0,2.0,,,1.0,0.1264,,,,2.0,,luukdejong9,,,True,1.0,,,,,,,,
11401894,home,PSV Eindhoven,Yorbe Vertessen,,,yorbe-vertessen,Y. Vertessen,F,11,176,940,M,909958,EUR,978912000,F,32,32,True,8.0,6.0,,,1.0,1.0,5.0,7.0,1.0,,2.0,,,22.0,13.0,6.4,6.0,0.00709326,1,,,,2.0,1.0,1.0,,,,,,,1.0,,,,0.0815,,,,,,,,1.0,,,,,,,,,,
11401894,home,PSV Eindhoven,Malik Tillman,,,malik-tillman,M. Tillman,M,10,186,5864,M,975798,EUR,1022544000,M,10,10,True,6.0,5.0,,,,,5.0,6.0,,,,,,11.0,10.0,5.0,3.0,0.0035804,0,,,,2.0,1.0,,,,,,,,,,,1.0,,,,,,,MalikTillman8,,,,,1.0,,,,,,,
11401894,home,PSV Eindhoven,Isaac Babadi,,,isaac-babadi,I. Babadi,M,10,179,1021,M,1120701,EUR,1112745600,F,26,26,True,13.0,12.0,1.0,1.0,3.0,4.0,9.0,10.0,,3.0,,,,11.0,15.0,6.7,2.0,0.0149288,0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401894,home,PSV Eindhoven,Ricardo Pepi,,,ricardo-pepi,R. Pepi,F,9,185,3729,M,986395,EUR,1042070400,F,14,14,True,7.0,4.0,,,,1.0,4.0,6.0,,1.0,1.0,,,11.0,8.0,6.6,4.0,0.0961193,0,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11401894,home,PSV Eindhoven,Shurandy Sambo,,,shurandy-sambo,S. Sambo,D,12,174,235,M,916926,EUR,998179200,D,2,2,True,9.0,9.0,,,2.0,2.0,7.0,7.0,,1.0,1.0,,,10.0,10.0,6.3,1.0,0.00483652,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401894,home,PSV Eindhoven,Boy Waterman,,,boy-waterman,B. Waterman,G,,188,86,M,2594,EUR,443750400,G,24,24,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401894,home,PSV Eindhoven,Joël Drommel,,,joel-drommel,J. Drommel,G,1,189,376,M,610396,EUR,848102400,G,16,16,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401894,home,PSV Eindhoven,Sergiño Dest,,,sergino-dest,S. Dest,D,8,173,6120,M,906021,EUR,973209600,D,8,8,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,sergino,,,,,,,,,,,,
11401894,home,PSV Eindhoven,Ismael Saibari,,,ismael-saibari,I. Saibari,M,34,185,23357,M,1063767,EUR,980640000,F,34,34,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,ismaelsaibari,,,,,,,,,,,,
11401894,away,Fortuna Sittard,Ivor Pandur,,,ivor-pandur,I. Pandur,G,1,187,669,M,943212,EUR,953942400,G,31,31,False,37.0,11.0,36.0,10.0,1.0,2.0,10.0,35.0,1.0,11.0,,,,90.0,44.0,6.3,26.0,0.00469019,0,-1.3371,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,2.0,1.0,3.0,1.0,,
11401894,away,Fortuna Sittard,Ivo Pinto,,,ivo-pinto,I. Pinto,D,12,184,113,M,78730,EUR,631670400,D,12,12,False,19.0,12.0,3.0,1.0,7.0,11.0,5.0,11.0,3.0,3.0,,,,90.0,36.0,6.3,13.0,0.00540307,0,,3.0,,2.0,,1.0,1.0,3.0,2.0,1.0,,1.0,,,,1.0,,,,1.0,,,,,,True,,,,,,,,,
11401894,away,Fortuna Sittard,Rodrigo Guth,Rodrigo,Guth,rodrigo-guth,R. Guth,D,14,191,291,M,905458,EUR,973814400,D,14,14,False,24.0,16.0,2.0,,14.0,19.0,2.0,5.0,5.0,6.0,,,,81.0,38.0,6.3,9.0,0.00160913,0,,,,2.0,,2.0,1.0,6.0,3.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,
11401894,away,Fortuna Sittard,Dimitrios Siovas,Dimitrios,Siovas,dimitrios-siovas,D. Siovas,D,,191,184,M,41165,EUR,590284800,D,33,33,False,23.0,15.0,9.0,4.0,10.0,14.0,5.0,9.0,3.0,6.0,,,,90.0,33.0,6.5,8.0,0.00578651,0,,,,2.0,,,,4.0,2.0,1.0,,1.0,1.0,,,1.0,,,,2.0,,,,,,,,,,,,,,1.0,
11401894,away,Fortuna Sittard,Rémy Vita,,,remy-vita,R. Vita,D,21,170,144,M,1035696,EUR,986083200,D,61,61,False,23.0,18.0,7.0,4.0,8.0,9.0,10.0,15.0,1.0,11.0,3.0,,,90.0,43.0,6.5,9.0,0.0387885,0,,1.0,,4.0,,,,4.0,1.0,,,,,,,1.0,,,3.0,1.0,,,,,,,,,,,,,,2.0,
11401894,away,Fortuna Sittard,Rosier Loreintz,,,loreintz-rosier,R. Loreintz,M,32,190,104,M,954812,EUR,903052800,M,32,32,False,27.0,19.0,1.0,,13.0,14.0,6.0,15.0,7.0,4.0,1.0,1.0,,90.0,45.0,6.7,11.0,0.00234371,0,,2.0,,4.0,,,,4.0,3.0,1.0,,,3.0,,,1.0,,,3.0,2.0,,,,,,,,,,,,,,,
11401894,away,Fortuna Sittard,Deroy Duarte,,,deroy-duarte,D. Duarte,M,23,177,217,M,921089,EUR,931046400,M,6,6,False,21.0,12.0,4.0,,9.0,12.0,3.0,9.0,4.0,3.0,,,,90.0,33.0,6.8,9.0,0.0305439,1,,,,2.0,,,,,3.0,3.0,,2.0,1.0,,,,0.0208,,,2.0,1.0,,,,,,,,,,,,,1.0,
11401894,away,Fortuna Sittard,Tijjani Noslin,,,tijjani-noslin,T. Noslin,F,14,177,1224,M,1069244,EUR,931305600,M,77,77,False,10.0,6.0,,,3.0,3.0,3.0,7.0,4.0,3.0,5.0,,,55.0,21.0,6.4,10.0,0.0137252,0,,,,7.0,1.0,1.0,1.0,,1.0,1.0,,4.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,1.0,
11401894,away,Fortuna Sittard,Alen Halilović,,,alen-halilovic,A. Halilović,M,10,169,1721,M,277331,EUR,835056000,M,10,10,False,26.0,23.0,5.0,5.0,12.0,13.0,11.0,13.0,,3.0,4.0,,,81.0,33.0,6.4,7.0,0.0319912,0,,,,2.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,
11401894,away,Fortuna Sittard,Íñigo Cordoba,,,inigo-cordoba,I. Cordoba,M,21,178,215,M,605650,EUR,858211200,M,7,7,False,15.0,7.0,1.0,,3.0,11.0,4.0,6.0,3.0,3.0,3.0,2.0,,89.0,34.0,6.1,17.0,0.00270596,0,,2.0,,6.0,2.0,3.0,1.0,2.0,,,,2.0,,,,,,,,2.0,,,,,,,1.0,,,,,,,,
11401894,away,Fortuna Sittard,Marko Lazetić,,,marko-lazetic,M. Lazetić,F,27,192,1043,M,997215,EUR,1074729600,F,11,11,False,6.0,1.0,1.0,,,,1.0,6.0,1.0,1.0,,,,45.0,8.0,6.2,6.0,0.00290861,0,,,,8.0,1.0,,,,,,,5.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,
11401894,away,Fortuna Sittard,Oğuzhan Özyakup,,,oguzhan-ozyakup,O. Özyakup,M,,180,252,M,137642,EUR,717206400,M,15,15,True,10.0,5.0,3.0,1.0,1.0,3.0,5.0,10.0,,3.0,,,,45.0,16.0,6.4,7.0,0.0181616,0,,3.0,1.0,1.0,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,
11401894,away,Fortuna Sittard,Kaj Sierhuis,,,kaj-sierhuis,K. Sierhuis,F,9,180,498,M,855847,EUR,893635200,F,9,9,True,8.0,4.0,,,,1.0,4.0,7.0,3.0,1.0,1.0,1.0,,35.0,16.0,6.9,8.0,0.00221412,1,,,,6.0,1.0,1.0,,,,,,4.0,2.0,1.0,1.0,,0.7884,0.9961,,,,,,,,,,,,,,,,,
11401894,away,Fortuna Sittard,Sadik Fofana,,,sadik-fofana,S. Fofana,M,8,192,530,M,1130662,EUR,1053043200,M,3,3,True,3.0,2.0,,,,1.0,2.0,2.0,3.0,1.0,1.0,,,9.0,6.0,6.7,2.0,0.00074752,0,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
11401894,away,Fortuna Sittard,Milan Robberechts,,,milan-robberechts,M. Robberechts,F,39,172,94,M,1128428,EUR,1078358400,F,39,39,True,1.0,,,,,,,1.0,,,1.0,,,9.0,2.0,6.5,2.0,,0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
11401894,away,Fortuna Sittard,Iman Griffith,,,griffith-iman,I. Griffith,F,11,170,61,M,1002670,EUR,1007251200,F,17,17,True,2.0,2.0,,,,,2.0,2.0,1.0,,,1.0,,1.0,3.0,,,0.00201835,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
11401894,away,Fortuna Sittard,Tom Hendriks,,,tom-hendriks,T. Hendriks,G,22,186,30,M,967463,EUR,1021334400,G,22,22,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401894,away,Fortuna Sittard,Luuk Koopmans,,,luuk-koopmans,L. Koopmans,G,1,191,51,M,128992,EUR,753580800,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401894,away,Fortuna Sittard,Siemen Voet,Siemen,Voet,siemen-voet,S. Voet,D,3,190,123,M,997344,EUR,952300800,D,2,2,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401894,away,Fortuna Sittard,Nathan Markelo,,,nathan-markelo,N. Markelo,M,24,182,73,M,920489,EUR,915667200,D,24,24,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401894,away,Fortuna Sittard,Ragnar Oratmangoen,,,ragnar-oratmangoen,R. Oratmangoen,M,11,181,5722,M,899651,EUR,885340800,F,34,34,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0ratmangoen,,,,,,,,,,,,
