match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialLost,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,captain,stat_totalCross,stat_accurateCross,stat_goalAssist,stat_bigChanceCreated,stat_shotOffTarget,stat_totalOffside,player_sofascoreId,stat_punches
11401919,home,Fortuna Sittard,Milan Robberechts,milan-robberechts,M. Robberechts,F,39,172,94,M,1128428,EUR,1078358400,F,39,39,False,12.0,8.0,1.0,,3.0,3.0,6.0,10.0,3.0,4.0,,,,69.0,26.0,7.2,10.0,0.0372629,3,,,,1.0,7.0,1.0,1.0,2.0,1.0,,,,1.0,2.0,,0.2988,0.4565,2.0,,1.0,1.0,3.0,,1.0,,1.0,1.0,,,,,,
11401919,home,Fortuna Sittard,Rémy Vita,remy-vita,R. Vita,D,21,170,144,M,1035696,EUR,986083200,D,61,61,True,6.0,6.0,,,1.0,1.0,5.0,5.0,4.0,2.0,,,,21.0,13.0,6.8,1.0,0.00230239,0,,,,1.0,,,,,,,,,,1.0,,,,,,2.0,,1.0,1.0,,,,,,,,,,
11401919,home,Fortuna Sittard,Arianit Ferati,arianit-ferati,A. Ferati,M,10,168,71,M,548088,EUR,873590400,M,19,19,True,10.0,9.0,2.0,2.0,2.0,2.0,7.0,8.0,,1.0,,,,21.0,13.0,6.6,1.0,0.00494973,1,,,,,1.0,1.0,,,,,,2.0,,,,0.0332,,,,,,,,1.0,,,,,,,,,
11401919,home,Fortuna Sittard,Oğuzhan Özyakup,oguzhan-ozyakup,O. Özyakup,M,,180,252,M,137642,EUR,717206400,M,15,15,True,3.0,,,,,,,5.0,2.0,,,,,13.0,8.0,6.5,5.0,,0,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,1.0,1.0,,,2.0,,,,,,,
11401919,home,Fortuna Sittard,Mouhamed Belkheir,mouhamed-belkheir,M. Belkheir,F,14,185,410,M,928920,EUR,915235200,F,20,20,True,1.0,1.0,,,1.0,1.0,,,,,,,,13.0,4.0,6.2,2.0,1.486e-05,0,,,,,4.0,1.0,1.0,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,
11401919,home,Fortuna Sittard,Sadik Fofana,sadik-fofana,S. Fofana,M,8,192,530,M,1130662,EUR,1053043200,M,3,3,True,1.0,,,,,,,1.0,,,,,,9.0,2.0,6.3,2.0,,0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
11401919,home,Fortuna Sittard,Tom Hendriks,tom-hendriks,T. Hendriks,G,22,186,30,M,967463,EUR,1021334400,G,22,22,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401919,home,Fortuna Sittard,Luuk Koopmans,luuk-koopmans,L. Koopmans,G,1,191,51,M,128992,EUR,753580800,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401919,home,Fortuna Sittard,Siemen Voet,siemen-voet,S. Voet,D,3,190,123,M,997344,EUR,952300800,D,2,2,True,,,,,,,,,,,,,,,,,,,0,,Siemen,Voet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401919,home,Fortuna Sittard,Ragnar Oratmangoen,ragnar-oratmangoen,R. Oratmangoen,M,11,181,5722,M,899651,EUR,885340800,F,34,34,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0ratmangoen,
11401919,home,Fortuna Sittard,Nathan Markelo,nathan-markelo,N. Markelo,M,24,182,73,M,920489,EUR,915667200,D,24,24,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401919,home,Fortuna Sittard,Iman Griffith,griffith-iman,I. Griffith,F,11,170,61,M,1002670,EUR,1007251200,F,17,17,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401919,home,Fortuna Sittard,Marko Lazetić,marko-lazetic,M. Lazetić,F,27,192,1043,M,997215,EUR,1074729600,F,11,11,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401919,away,Heracles Almelo,Michael Brouwer,michael-brouwer,M. Brouwer,G,25,187,75,M,252027,EUR,727574400,G,1,1,False,24.0,10.0,15.0,1.0,9.0,11.0,1.0,13.0,1.0,4.0,,2.0,4.0,90.0,36.0,6.4,15.0,8.689e-05,0,-1.74,,,,,,,,,2.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,2.0
11401919,away,Heracles Almelo,Jannes Wieckhoff,jannes-wieckhoff,J. Wieckhoff,D,3,188,36,M,984880,EUR,965174400,D,3,3,False,34.0,27.0,3.0,3.0,16.0,18.0,11.0,16.0,5.0,4.0,,,,90.0,57.0,6.3,12.0,0.0118823,0,,,,1.0,9.0,3.0,,,,2.0,2.0,,1.0,1.0,2.0,,,2.0,,,,5.0,3.0,,,,,,,,,,
11401919,away,Heracles Almelo,Sava Arangel Čestić,sava-arangel-cestic,S. A. Čestić,D,6,192,85,M,1014566,EUR,982540800,D,6,6,False,35.0,29.0,9.0,5.0,22.0,24.0,7.0,11.0,4.0,4.0,,,,45.0,41.0,6.5,6.0,0.00712149,1,,,,3.0,3.0,,,1.0,,3.0,1.0,,1.0,,1.0,0.0445,0.0247,2.0,1.0,,,,,,,,,,,,,,
11401919,away,Heracles Almelo,Stijn Bultman,bultman-stijn,S. Bultman,D,18,185,61,M,1486433,EUR,1106956800,D,35,35,False,68.0,57.0,9.0,2.0,46.0,50.0,11.0,18.0,6.0,7.0,,,,90.0,79.0,6.5,12.0,0.00807155,0,,Stijn Bultman,,1.0,1.0,,,,,2.0,,1.0,4.0,1.0,,,,1.0,3.0,,,1.0,1.0,,,,,,,,,,
11401919,away,Heracles Almelo,Ruben Roosken,ruben-roosken,R. Roosken,D,12,183,99,M,988990,EUR,951955200,D,12,12,False,42.0,34.0,8.0,3.0,14.0,16.0,20.0,29.0,7.0,4.0,,,,90.0,78.0,6.9,21.0,0.692445,0,,,,,6.0,,1.0,,,3.0,1.0,1.0,4.0,2.0,,,,,2.0,1.0,3.0,7.0,2.0,,,3.0,,1.0,1.0,,,,
11401919,away,Heracles Almelo,Brian De Keersmaecker,brian-de-keersmaecker,B. D. Keersmaeker,M,14,182,235,M,981222,EUR,957571200,M,14,14,False,54.0,49.0,4.0,4.0,29.0,29.0,20.0,25.0,2.0,5.0,,,,90.0,66.0,6.8,6.0,0.015178,2,,,,1.0,3.0,1.0,,1.0,,2.0,,1.0,1.0,1.0,,0.0306,0.0305,2.0,,,,,,,,,,,,1.0,,,
11401919,away,Heracles Almelo,Sem Scheperman,scheperman-sem,S. Scheperman,M,32,188,82,M,1189738,EUR,1024790400,M,32,32,False,16.0,14.0,1.0,,7.0,9.0,7.0,7.0,1.0,1.0,,,,45.0,17.0,6.1,2.0,0.00597068,0,,,,,3.0,,,,,,,,1.0,,1.0,,,2.0,1.0,,,,,,,,,,,,,,
11401919,away,Heracles Almelo,Anas Ouahim,anas-ouahim,A. Ouahim,M,10,175,200,M,845102,EUR,874972800,M,10,10,False,7.0,6.0,,,1.0,2.0,5.0,5.0,4.0,4.0,,,,45.0,18.0,6.3,5.0,0.00303687,0,,,,,4.0,1.0,1.0,,,,,,2.0,2.0,1.0,,,,1.0,2.0,,1.0,,,,,,,,,,,
11401919,away,Heracles Almelo,Thomas Bruns,thomas-bruns,T. Bruns,M,10,177,36,M,146401,EUR,694742400,M,17,17,False,46.0,36.0,10.0,5.0,15.0,19.0,22.0,35.0,9.0,4.0,,,,90.0,71.0,6.8,18.0,0.111772,1,,,,1.0,8.0,2.0,,,,1.0,,1.0,3.0,,1.0,0.1001,,4.0,1.0,5.0,2.0,1.0,,,True,8.0,1.0,,,1.0,,,
11401919,away,Heracles Almelo,Emil Hansson,emil-hansson,E. Hansson,M,7,172,243,M,794362,EUR,897868800,M,29,29,False,35.0,31.0,,,11.0,11.0,21.0,27.0,,2.0,,,,90.0,48.0,6.2,10.0,0.104816,0,,,,,5.0,2.0,1.0,,,1.0,,,,2.0,1.0,,,1.0,,,1.0,,,,,3.0,1.0,,,,,,
11401919,away,Heracles Almelo,Mario Engels,mario-engels,M. Engels,M,8,183,72,M,132674,EUR,751248000,F,8,8,False,10.0,9.0,1.0,1.0,6.0,6.0,3.0,5.0,1.0,2.0,,,,90.0,20.0,6.8,8.0,0.00383011,1,,,,,5.0,,2.0,1.0,1.0,1.0,,,,2.0,,0.8269,0.9365,1.0,,1.0,,2.0,,,,1.0,,,,,2.0,,
11401919,away,Heracles Almelo,Sven Sonnenberg,sven-sonnenberg,S. Sonnenberg,D,4,194,16,M,836713,EUR,916704000,D,4,4,True,32.0,27.0,4.0,4.0,20.0,23.0,7.0,9.0,4.0,6.0,,,,45.0,35.0,6.8,5.0,0.00351888,0,,,,2.0,1.0,1.0,,,,1.0,,,2.0,,,,,,1.0,,,,,,,,,,,,,,
11401919,away,Heracles Almelo,Jetro Willems,jetro-willems,J. Willems,D,15,177,182,M,138828,EUR,764985600,D,15,15,True,35.0,29.0,4.0,2.0,17.0,19.0,12.0,16.0,2.0,4.0,,,,45.0,43.0,6.7,8.0,0.0175337,2,,,,,2.0,,1.0,,,,1.0,,,,,0.0338,,,,1.0,,2.0,1.0,1.0,,,,,,1.0,,,
11401919,away,Heracles Almelo,Bryan Limbombe,bryan-limbombe,B. Limbombe,M,7,172,160,M,996988,EUR,989798400,F,7,7,True,7.0,6.0,,,3.0,4.0,3.0,3.0,,1.0,,,,45.0,10.0,6.3,3.0,0.00292679,0,,,,,7.0,1.0,1.0,,,,,,,,3.0,,,1.0,,,,1.0,,,,,,,,,,,
11401919,away,Heracles Almelo,Robin Jalving,robin-jalving,R. Jalving,G,,193,14,M,856545,EUR,955411200,G,28,28,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401919,away,Heracles Almelo,Fabian de Keijzer,fabian-de-keijzer,F. d. Keijzer,G,1,193,109,M,856743,EUR,957916800,G,16,16,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401919,away,Heracles Almelo,Sylian Mokono,sylian-mokono,S. Mokono,D,2,178,31,M,945970,EUR,922060800,D,2,2,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401919,away,Heracles Almelo,Marko Vejinović,marko-vejinovic,M. Vejinović,M,18,186,29,M,40947,EUR,634003200,M,18,18,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401919,away,Heracles Almelo,Mohamed Sankoh,mohamed-sankoh,M. Sankoh,F,44,180,334,M,982779,EUR,1066262400,F,44,44,True,,,,,,,,,,,,,,,,,,,0,,Mohamed,Sankoh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401919,away,Heracles Almelo,Lasse Wehmeyer,lasse-wehmeyer,L. Wehmeyer,F,7,177,19,M,1413134,EUR,1032307200,F,39,39,True,,,,,,,,,,,,,,,,,,,0,,Lasse Wehmeyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401919,away,Heracles Almelo,Antonio Satriano,satriano-antonio,A. Satriano,F,45,185,74,M,996813,EUR,1067472000,F,9,9,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
