match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_aerialWon,stat_blockedScoringAttempt,stat_interceptionWon,stat_fouls,stat_expectedGoals,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_keyPass,player_sofascoreId,stat_accurateCross,stat_bigChanceCreated,captain,stat_dispossessed,stat_outfielderBlock,stat_goals,stat_totalOffside
12774386,home,Feyenoord,Ayase Ueda,,,ueda-ayase,A. Ueda,F,9,182,7469,M,985823,EUR,904262400,F,9,9,False,6.0,5.0,,,0.0,3.0,3.0,2.0,3.0,3.0,1.0,,,,,,,40.0,11.0,6.6,3.0,0.0045535,0,,,2.0,1.0,,,1.0,,,,1.0,,,,,,,,2.0,,1.0,bee18,,,,,1.0,,
12774386,home,Feyenoord,Julián Carranza,,,julian-carranza,J. Carranza,F,21,176,1418,M,895591,EUR,958953600,F,19,19,True,6.0,2.0,,,0.0,1.0,2.0,1.0,4.0,3.0,,1.0,,,,,,50.0,15.0,6.5,6.0,0.00114488,3,,,2.0,3.0,,,,2.0,,,1.0,,,1.0,0.7973,2.0,3.0,,2.0,,,,,,,,,,
12774386,home,Feyenoord,Gijs Smal,,,gijs-smal,G. Smal,D,5,183,339,M,860160,EUR,872985600,D,5,5,True,14.0,13.0,1.0,1.0,0.0,6.0,7.0,8.0,8.0,1.0,,1.0,,,,,,22.0,19.0,7.1,1.0,0.0549041,0,,1.0,1.0,3.0,,,,2.0,1.0,,1.0,,,,,,,,,,1.0,,1.0,1.0,,,,,
12774386,home,Feyenoord,Bart Nieuwkoop,,,bart-nieuwkoop,B. Nieuwkoop,D,2,180,338,M,797279,EUR,826156800,D,2,2,True,7.0,6.0,,,0.0,2.0,2.0,5.0,7.0,5.0,,2.0,,,,,,22.0,19.0,6.5,4.0,0.0181509,0,,2.0,1.0,1.0,,,,1.0,1.0,,,,,3.0,,,,,,,,,1.0,,,1.0,,,
12774386,home,Feyenoord,Chris-Kévin Nadje,Chris-Kévin,Nadje,chris-kevin-nadje,C. Nadje,M,18,190,337,M,1528458,EUR,997747200,M,34,34,True,2.0,1.0,,,0.0,,,1.0,2.0,,,,,,,,,10.0,2.0,6.5,1.0,0.00043106,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12774386,home,Feyenoord,Anis Hadj Moussa,,,anis-hadj-moussa,A. H. Moussa,F,23,176,22233,M,1218066,EUR,1013385600,F,23,23,True,5.0,4.0,,,0.0,,1.0,4.0,6.0,,,2.0,,,,,,10.0,9.0,6.7,4.0,0.00157139,0,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,hadj.a20,,,,,,,
12774386,home,Feyenoord,Plamen Andreev,,,plamen-andreev,P. Andreev,G,1,191,932,M,1122621,EUR,1103068800,G,21,21,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12774386,home,Feyenoord,Justin Bijlow,,,bijlow-justin,J. Bijlow,G,16,190,1386,M,556696,EUR,885427200,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12774386,home,Feyenoord,Thomas Beelen,,,thomas-beelen,T. Beelen,D,3,190,421,M,1127916,EUR,992217600,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12774386,home,Feyenoord,Facundo González,,,facundo-gonzalez,F. González,D,16,193,1259,M,1085103,EUR,1054857600,D,15,15,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12774386,home,Feyenoord,Ramiz Zerrouki,,,ramiz-zerrouki,R. Zerrouki,M,6,183,8083,M,989882,EUR,896140800,M,6,6,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,rramizz_,,,,,,,
12774386,home,Feyenoord,Gjivai Zechiël,,,gjivai-zechiel,G. Zechiël,M,21,179,686,M,1433802,EUR,1086048000,M,24,24,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12774386,home,Feyenoord,Luka Ivanušec,,,luka-ivanusec,L. Ivanušec,F,18,175,3285,M,822462,EUR,912038400,F,17,17,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,LukaIvanusec,,,,,,,
12774386,away,AFC Ajax,Remko Pasveer,,,remko-pasveer,R. Pasveer,G,22,186,801,M,2622,EUR,437097600,G,22,22,False,51.0,35.0,25.0,9.0,1.0,30.0,35.0,5.0,16.0,,,16.0,,2.0,1.0,2.0,,90.0,62.0,7.9,16.0,0.00446081,0,0.4898,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,
12774386,away,AFC Ajax,Devyne Rensch,,,devyne-rensch,D. Rensch,D,2,182,2450,M,982778,EUR,1042848000,D,2,2,False,32.0,27.0,5.0,2.0,0.0,20.0,22.0,7.0,10.0,2.0,1.0,,,,,,,90.0,39.0,7.0,6.0,0.00828506,0,,,,3.0,,,,2.0,1.0,,1.0,,1.0,1.0,,,,,,,1.0,,,,,,1.0,,
12774386,away,AFC Ajax,Josip Šutalo,,,josip-sutalo,J. Šutalo,D,37,190,4308,M,954836,EUR,951696000,D,37,37,False,45.0,39.0,5.0,1.0,0.0,34.0,37.0,5.0,8.0,2.0,,2.0,,,,,,90.0,59.0,7.1,7.0,0.00278921,0,,,,2.0,2.0,1.0,5.0,,,,1.0,,3.0,1.0,,,,,,,,josip.sutalo,,,,,1.0,,
12774386,away,AFC Ajax,Youri Baas,,,youri-baas,Y. Baas,D,15,182,1216,M,1000228,EUR,1047859200,D,15,15,False,72.0,60.0,11.0,4.0,0.0,50.0,56.0,10.0,17.0,6.0,2.0,5.0,,,,,,90.0,87.0,7.1,14.0,0.00202212,0,,1.0,2.0,6.0,1.0,1.0,5.0,,,2.0,3.0,,2.0,2.0,,,,,,,1.0,,,,,,1.0,,
12774386,away,AFC Ajax,Jorrel Hato,,,jorrel-hato,J. Hato,D,21,182,15501,M,1153079,EUR,1141689600,D,4,4,False,31.0,28.0,2.0,1.0,0.0,25.0,27.0,3.0,5.0,6.0,2.0,3.0,,,,,,90.0,53.0,7.5,7.0,0.00098929,1,,1.0,2.0,6.0,,,2.0,6.0,3.0,,,,1.0,2.0,0.3087,,,1.0,1.0,0.7906,,,,,,1.0,,1.0,
12774386,away,AFC Ajax,Davy Klaassen,,,davy-klaassen,D. Klaassen,M,18,179,1575,M,97410,EUR,730252800,M,18,18,False,21.0,17.0,,,0.0,12.0,15.0,5.0,6.0,2.0,,5.0,,,,,,90.0,26.0,6.5,5.0,0.00632687,0,,,,2.0,1.0,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,
12774386,away,AFC Ajax,Jordan Henderson,,,jordan-henderson,J. Henderson,M,6,183,6342,M,42694,EUR,645580800,M,6,6,False,45.0,38.0,4.0,1.0,0.0,22.0,26.0,17.0,23.0,3.0,1.0,4.0,,,,,,90.0,60.0,7.2,12.0,0.116194,0,,4.0,1.0,2.0,1.0,,2.0,,,1.0,1.0,,3.0,,,,,,1.0,,1.0,jordanhenderson,1.0,1.0,True,,,,
12774386,away,AFC Ajax,Kenneth Taylor,,,kenneth-taylor,K. Taylor,M,24,182,3631,M,959806,EUR,1021507200,M,8,8,False,12.0,9.0,1.0,,0.0,5.0,6.0,6.0,10.0,4.0,,3.0,,,,,,61.0,26.0,8.0,6.0,0.0369475,1,,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,,,2.0,3.0,0.0781,,,1.0,1.0,0.765,1.0,,2.0,,,,,1.0,
12774386,away,AFC Ajax,Chuba Akpom,,,chuba-akpom,C. Akpom,F,29,186,1664,M,190867,EUR,813196800,F,10,10,False,13.0,10.0,1.0,,0.0,1.0,2.0,9.0,11.0,4.0,,2.0,,,,,,85.0,28.0,6.9,9.0,0.00786057,1,,,1.0,7.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,,1.0,0.023,,,,3.0,,,,,,,,,,
12774386,away,AFC Ajax,Wout Weghorst,,,wout-weghorst,W. Weghorst,F,25,197,6772,M,252215,EUR,713145600,F,25,25,False,13.0,10.0,,,0.0,4.0,5.0,6.0,9.0,7.0,,,,,,,,84.0,23.0,6.5,7.0,0.0106647,2,,1.0,4.0,5.0,1.0,,2.0,,,2.0,4.0,1.0,,2.0,0.1836,1.0,,1.0,2.0,0.0484,1.0,wout.weghorst,,,,,,,
12774386,away,AFC Ajax,Mika Godts,Mika Godts,,mika-godts,M. Godts,F,11,176,3962,M,1149146,EUR,1118102400,F,11,11,False,13.0,10.0,1.0,1.0,0.0,6.0,7.0,4.0,6.0,5.0,1.0,,,,,,,69.0,27.0,6.9,8.0,0.012198,3,,,,7.0,6.0,3.0,,1.0,1.0,2.0,1.0,,,,0.2141,,2.0,1.0,,0.2336,,,,,,1.0,,,1.0
12774386,away,AFC Ajax,Kian Fitz-Jim,,,kian-fitz-jim,K. Fitz-Jim,M,28,173,1158,M,1001945,EUR,1057363200,M,28,28,True,16.0,15.0,1.0,,0.0,9.0,10.0,6.0,6.0,1.0,1.0,5.0,,,,,,29.0,25.0,6.8,5.0,0.0128339,0,,,,2.0,,,2.0,2.0,2.0,,,,,,,,,,4.0,,,,,,,,1.0,,
12774386,away,AFC Ajax,Bertrand Traoré,,,bertrand-traore,B. Traoré,F,25,180,34487,M,218160,EUR,810345600,F,20,20,True,10.0,9.0,,,0.0,7.0,7.0,2.0,4.0,5.0,,2.0,,,,,,21.0,17.0,6.4,6.0,0.0014523,0,,1.0,2.0,3.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,bertrandtraore10,,,,2.0,,,
12774386,away,AFC Ajax,Brian Brobbey,,,brobbey-brian,B. Brobbey,F,9,180,7090,M,910048,EUR,1012521600,F,9,9,True,3.0,3.0,,,0.0,1.0,1.0,2.0,2.0,3.0,,1.0,,,,,,12.0,6.0,6.4,2.0,0.00089153,0,,,2.0,1.0,,,,,,1.0,,,,,,,,,1.0,,,brianbrobbeyy,,,,1.0,,,1.0
12774386,away,AFC Ajax,Anton Gaaei,,,anton-gaaei,A. Gaaei,D,3,183,906,M,1120315,EUR,1037664000,D,3,3,True,,,,,0.0,,,,,1.0,,1.0,,,,,,11.0,4.0,6.5,2.0,,0,,,,2.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12774386,away,AFC Ajax,Diant Ramaj,,,ramaj-diant,D. Ramaj,G,41,189,935,M,981562,EUR,1000857600,G,40,40,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12774386,away,AFC Ajax,Jay Gorter,,,jay-gorter,J. Gorter,G,1,190,472,M,981603,EUR,959644800,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12774386,away,AFC Ajax,Daniele Rugani,,,daniele-rugani,D. Rugani,D,24,188,2109,M,139273,EUR,775440000,D,24,24,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12774386,away,AFC Ajax,Owen Wijndal,,,owen-wijndal,O. Wijndal,D,5,174,794,M,836673,EUR,943747200,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12774386,away,AFC Ajax,Ahmetcan Kaplan,,,ahmetcan-kaplan,A. Kaplan,D,4,189,1602,M,1064177,EUR,1042675200,D,13,13,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12774386,away,AFC Ajax,Branco van den Boomen,,,branco-van-den-boomen,B. van den Boomen,M,8,190,1194,M,190883,EUR,806284800,M,21,21,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12774386,away,AFC Ajax,Christian Rasmussen,,,kjelder-rasmussen-christian,C. Rasmussen,F,10,184,576,M,996989,EUR,1042934400,F,29,29,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12774386,away,AFC Ajax,Steven Berghuis,,,steven-berghuis,S. Berghuis,F,23,182,1909,M,100386,EUR,693100800,F,23,23,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
