match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_errorLeadToAShot,stat_wasFouled,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_outfielderBlock,stat_lastManTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,player_firstName,stat_keyPass,captain,stat_totalCross,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_expectedGoals,player_lastName,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_accurateCross,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
12436543,home,Arsenal,Gabriel Martinelli,gabriel-martinelli,G. Martinelli,F,11,180,68888,M,GabiMartinelli,922573,EUR,992822400,F,11,11,False,20.0,16.0,1.0,,0.0,6.0,6.0,11.0,17.0,5.0,2.0,,1.0,86.0,32.0,7.8,9.0,0.369812,2,,1.0,1.0,2.0,,3.0,,,1.0,1.0,,,1.0,,,,3.0,,3.0,2.0,1.0,,0.0781,,,1.0,1.0,,0.2119,,1.0,,,,
12436543,home,Arsenal,Mikel Merino,mikel-merino,M. Merino,M,23,188,29240,M,mikelmerino,592010,EUR,835401600,M,23,23,True,12.0,10.0,,,0.0,2.0,2.0,8.0,10.0,1.0,2.0,,,16.0,17.0,6.6,4.0,0.00704331,0,,,,2.0,,2.0,,1.0,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,
12436543,home,Arsenal,Oleksandr Zinchenko,oleksandr-zinchenko,O. Zinchenko,D,47,175,18055,M,OZinchenko,287643,EUR,850608000,D,17,17,True,11.0,9.0,1.0,,0.0,2.0,3.0,7.0,8.0,1.0,,,,11.0,14.0,6.7,2.0,0.0116409,0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
12436543,home,Arsenal,Ethan Nwaneri,ethan-nwaneri,E. Nwaneri,M,22,176,28926,M,ethan_nwaneri,1401702,EUR,1174435200,M,53,53,True,4.0,3.0,,,0.0,,,3.0,4.0,1.0,,,,11.0,5.0,6.5,2.0,0.00707128,0,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12436543,home,Arsenal,Raheem Sterling,raheem-sterling,R. Sterling,F,,170,36469,M,Sterling7,138534,EUR,786844800,F,30,30,True,4.0,3.0,,,0.0,,,3.0,4.0,1.0,1.0,,1.0,11.0,6.0,6.5,2.0,0.00506928,0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436543,home,Arsenal,Tommy Setford,tommy-setford,T. Setford,G,1,185,2530,M,,1150958,EUR,1142208000,G,36,36,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Tommy Setford,,,,,,,,,,,,,,,,,,,
12436543,home,Arsenal,Kieran Tierney,kieran-tierney,K. Tierney,D,63,178,4739,M,kierantierney1,366592,EUR,865468800,D,3,3,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436543,home,Arsenal,Brayden Clarke,brayden-clarke,B. Clarke,D,5,181,259,M,,1424625,EUR,1183420800,D,74,74,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436543,home,Arsenal,Jimi Gower,jimi-gower,J. Gower,M,30,181,749,M,,1411034,EUR,1096588800,M,44,44,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Jimi Gower,,,,,,,,,,,,,,,,,,,
12436543,home,Arsenal,Nathan Butler-Oyedeji,butler-oyedeji-nathan,N. Butler-Oyedeji,F,11,177,1635,M,,998835,EUR,1041638400,F,37,37,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436543,away,Bournemouth,Kepa Arrizabalaga,kepa-arrizabalaga,K. Arrizabalaga,G,13,188,26145,M,KepaA,232422,EUR,781142400,G,13,13,False,42.0,33.0,18.0,9.0,0.0,30.0,30.0,3.0,12.0,,7.0,,,90.0,48.0,7.1,9.0,0.00195409,0,0.6638,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,2.0,2.0
12436543,away,Bournemouth,Julián Araujo,julian-araujo,J. Araujo,D,22,175,4723,M,julian_araujo,978150,EUR,997660800,D,22,22,False,18.0,14.0,1.0,,0.0,8.0,9.0,6.0,10.0,1.0,2.0,,,65.0,28.0,6.4,6.0,0.00187847,0,,1.0,,3.0,1.0,,2.0,2.0,1.0,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,
12436543,away,Bournemouth,Ilya Zabarnyi,illia-zabarnyi,I. Zabarnyi,D,6,189,17027,M,IlliaZabarnyi,1023567,EUR,1030838400,D,27,27,False,51.0,46.0,6.0,2.0,0.0,28.0,29.0,18.0,22.0,2.0,3.0,,,90.0,60.0,6.9,5.0,0.0104158,0,,,2.0,2.0,1.0,,6.0,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
12436543,away,Bournemouth,Dean Huijsen,dean-huijsen,D. Huijsen,D,24,195,160912,M,deanhuijsen,1176744,EUR,1113436800,D,2,2,False,72.0,57.0,13.0,3.0,0.0,31.0,31.0,26.0,41.0,2.0,3.0,,1.0,90.0,81.0,7.3,17.0,0.0163493,1,,,1.0,1.0,,,3.0,,,,1.0,,2.0,1.0,,,,,,,,,0.1494,,,,1.0,1.0,0.8058,,,,,,
12436543,away,Bournemouth,Miloš Kerkez,milos-kerkez,M. Kerkez,D,6,180,25853,M,miloskerkez,1097425,EUR,1068163200,D,3,3,False,39.0,31.0,3.0,,0.0,19.0,21.0,14.0,23.0,2.0,3.0,1.0,1.0,90.0,62.0,6.5,15.0,0.132258,0,,1.0,,3.0,,,,2.0,1.0,,,,2.0,1.0,,Milos,1.0,,5.0,,1.0,,,Kerkez,1.0,,,,,,2.0,,,,
12436543,away,Bournemouth,Tyler Adams,tyler-adams,T. Adams,M,12,175,2918,M,,800419,EUR,918950400,M,12,12,False,58.0,55.0,2.0,1.0,0.0,30.0,31.0,25.0,27.0,,4.0,,,90.0,61.0,6.6,3.0,0.0208599,0,,,,3.0,3.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
12436543,away,Bournemouth,Lewis Cook,lewis-cook,L. Cook,M,4,175,895,M,,548188,EUR,854928000,M,4,4,False,25.0,22.0,3.0,1.0,0.0,16.0,16.0,7.0,10.0,4.0,4.0,,,90.0,40.0,6.9,4.0,0.0450168,0,,,,1.0,,1.0,2.0,,3.0,1.0,1.0,,,,,,1.0,True,1.0,1.0,,,,,1.0,,,,,,1.0,,,,
12436543,away,Bournemouth,Marcus Tavernier,marcus-tavernier,M. Tavernier,M,16,178,1762,M,,895576,EUR,922060800,M,16,16,False,29.0,22.0,3.0,2.0,0.0,6.0,10.0,17.0,21.0,8.0,5.0,,3.0,90.0,47.0,7.2,12.0,0.265934,2,,,1.0,4.0,,3.0,,1.0,2.0,1.0,,,3.0,3.0,,,,,2.0,2.0,,1.0,0.0963,,,1.0,,,,,1.0,,,,
12436543,away,Bournemouth,Justin Kluivert,justin-kluivert,J. Kluivert,M,19,171,6976,M,justinkluivert,851596,EUR,925862400,M,19,19,False,20.0,17.0,,,0.0,6.0,7.0,11.0,15.0,,2.0,,,65.0,28.0,6.2,8.0,0.00394803,2,,,,5.0,1.0,,,,,,,,1.0,2.0,,,,,2.0,,,1.0,0.1303,,2.0,1.0,,,,,,,,,
12436543,away,Bournemouth,Dango Ouattara,dango-ouattara,D. Ouattara,F,19,177,33926,M,d.ouattara15,1106451,EUR,1013385600,M,11,11,False,17.0,12.0,2.0,,0.0,5.0,8.0,8.0,12.0,6.0,4.0,,,74.0,33.0,6.8,12.0,0.0340852,0,,4.0,2.0,8.0,1.0,5.0,1.0,,1.0,1.0,1.0,,3.0,1.0,,Dango Ouattara,3.0,,3.0,3.0,,,,,,,,,,,1.0,,,,
12436543,away,Bournemouth,Evanilson,evanilson,Evanilson,F,9,181,7635,M,evanilsonlima99,998490,EUR,939168000,F,9,9,False,16.0,14.0,,,0.0,1.0,1.0,13.0,15.0,5.0,3.0,,2.0,87.0,27.0,7.3,2.0,0.014229,4,,2.0,1.0,4.0,,,1.0,,2.0,1.0,,,,2.0,,,,,,,,,0.5901,,,3.0,1.0,1.0,0.7155,1.0,,,,,
12436543,away,Bournemouth,Antoine Semenyo,antoine-semenyo,A. Semenyo,M,42,185,84914,M,antoinesemenyo42,934354,EUR,947203200,F,24,24,True,13.0,8.0,,,1.0,1.0,4.0,7.0,9.0,1.0,3.0,,,25.0,19.0,6.8,9.0,0.0614133,0,,,1.0,4.0,,2.0,,,,,,,1.0,1.0,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,
12436543,away,Bournemouth,Alex Scott,alex-scott,A. Scott,M,8,178,2382,M,,1104986,EUR,1061424000,M,8,8,True,14.0,12.0,,,0.0,7.0,7.0,6.0,8.0,3.0,1.0,,,25.0,21.0,6.9,3.0,0.11669,0,,,1.0,4.0,1.0,1.0,,,1.0,1.0,1.0,,,3.0,,Alex Scott,1.0,,1.0,1.0,,,,,,,,,,,1.0,,,,
12436543,away,Bournemouth,David Brooks,david-brooks,D. Brooks,M,7,173,1281,M,,855731,EUR,868320000,M,7,7,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,,,,16.0,6.0,6.1,2.0,0.00056227,0,,1.0,,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
12436543,away,Bournemouth,Daniel Jebbison,daniel-jebbison,D. Jebbison,F,9,190,527,M,,1096136,EUR,1057881600,F,21,21,True,1.0,,,,0.0,,,,1.0,1.0,,,,10.0,3.0,6.7,1.0,,0,,,,,,,,,1.0,1.0,,,,,,Daniel Jebbison,,,,,,,,,,,,,,,,,,,
12436543,away,Bournemouth,Will Dennis,will-dennis,W. Dennis,G,40,188,242,M,,991001,EUR,963187200,G,40,40,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436543,away,Bournemouth,Adam Smith,adam-smith,A. Smith,D,15,180,494,M,,44566,EUR,672883200,D,15,15,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436543,away,Bournemouth,Marcos Senesi,marcos-senesi,M. Senesi,D,5,184,5596,M,,830659,EUR,863222400,D,5,5,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436543,away,Bournemouth,Julio Soler,julio-soler,J. Soler,D,20,175,3920,M,,1201520,EUR,1108512000,D,20,20,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Julio Soler,,,,,,,,,,,,,,,,,,,
12436543,away,Bournemouth,James Hill,james-hill,J. Hill,D,23,184,554,M,,1156586,EUR,1010620800,D,23,23,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
