match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_penaltyWon,captain,stat_shotOffTarget,stat_totalOffside,stat_totalCross,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_accurateCross,stat_goalAssist,stat_blockedScoringAttempt,stat_hitWoodwork,stat_bigChanceCreated,stat_bigChanceMissed,stat_penaltyConceded
11252721,home,Loudoun United FC,Thomas Williamson,Thomas Williamson,,thomas-williamson,T. Williamson,F,,185.0,6,M,1118587,EUR,925862400,F,9,9,False,15.0,11.0,1.0,,6.0,7.0,5.0,8.0,2.0,,,74.0,34.0,6.8,12.0,1,2.0,4.0,8.0,,,,,2.0,2.0,6.0,3.0,,1.0,1.0,2.0,2.0,2.0,,,,,1.0,2.0,,,,,,,,,,,
11252721,home,Loudoun United FC,Aidan Rocha,Aidan Rocha,,aidan-rocha,A. Rocha,D,18,173.0,1,M,1476913,EUR,977702400,M,4,4,True,27.0,21.0,3.0,2.0,18.0,23.0,3.0,5.0,6.0,,,71.0,36.0,6.7,7.0,0,1.0,1.0,3.0,,2.0,,2.0,1.0,1.0,,1.0,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,
11252721,home,Loudoun United FC,Abdoul Zanne,Abdoul Zanne,,abdoul-zanne,A. Zanne,D,,165.0,16,M,1190708,EUR,1045526400,M,7,7,True,6.0,4.0,,,2.0,3.0,2.0,3.0,1.0,,,45.0,18.0,7.2,3.0,1,,1.0,5.0,,,,1.0,5.0,5.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,
11252721,home,Loudoun United FC,Abdoul Koanda,Abdoul Koanda,,abdoul-koanda,A. Koanda,M,19,160.0,14,M,1476334,EUR,1087948800,M,8,8,True,5.0,4.0,,,2.0,3.0,2.0,2.0,3.0,,,31.0,7.0,6.8,1.0,0,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11252721,home,Loudoun United FC,Juan Ramírez,Juan Ramírez,,juan-ramirez,J. Ramírez,M,,188.0,1,M,1476333,EUR,885600000,M,17,17,True,4.0,3.0,1.0,,3.0,3.0,,1.0,2.0,,,16.0,6.0,6.6,1.0,0,,2.0,2.0,1.0,,,,1.0,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,
11252721,home,Loudoun United FC,Wesley Leggett,Wesley Leggett,,wesley-leggett,W. Leggett,F,7,178.0,12,M,1476336,EUR,984700800,F,14,14,True,1.0,,,,,,,1.0,,,,16.0,4.0,6.6,2.0,0,,1.0,2.0,,,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
11252721,home,Loudoun United FC,Dane Jacomen,Dane Jacomen,,dane-jacomen,D. Jacomen,G,1,,3,M,1190453,EUR,983059200,G,1,1,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11252721,home,Loudoun United FC,Brian Chavez,Brian Chavez,,brian-chavez,B. Chavez,D,34,,6,M,1394483,EUR,1116288000,D,34,34,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11252721,away,Columbus Crew,Evan Bush,,,evan-bush,E. Bush,G,,188.0,29,M,223944,EUR,510451200,G,24,24,False,36.0,35.0,3.0,2.0,34.0,34.0,1.0,2.0,9.0,2.0,2.0,90.0,42.0,6.7,1.0,0,,,,,1.0,,,,,,,,,,,,,,,,True,,,,1.0,1.0,1.0,,,,,,,
11252721,away,Columbus Crew,Gustavo Vallecilla,,,exon-gustavo-vallecilla,G. Vallecilla,D,4,190.0,162,M,877584,EUR,927849600,D,12,12,False,39.0,34.0,6.0,5.0,24.0,25.0,11.0,15.0,7.0,,,45.0,45.0,6.7,6.0,0,,3.0,,1.0,2.0,,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,
11252721,away,Columbus Crew,Philip Quinton,Philip Quinton,,quinton-philip,P. Quinton,D,26,196.0,18,M,1172487,EUR,942710400,D,2,2,False,74.0,71.0,9.0,8.0,43.0,46.0,28.0,28.0,10.0,,,90.0,84.0,7.0,5.0,0,3.0,4.0,3.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,
11252721,away,Columbus Crew,Malte Amundsen,,,malte-amundsen,M. Amundsen,D,18,179.0,94,M,806978,EUR,887155200,D,18,18,False,49.0,41.0,4.0,2.0,21.0,24.0,22.0,28.0,6.0,,,64.0,61.0,7.2,9.0,2,,2.0,3.0,1.0,1.0,,2.0,,,,,1.0,1.0,2.0,,1.0,1.0,,,,,2.0,,3.0,,,,2.0,,,,,,
11252721,away,Columbus Crew,Mohamed Farsi,,,mohamed-farsi,M. Farsi,M,23,180.0,3741,M,984593,EUR,945302400,M,23,23,False,26.0,25.0,,,11.0,12.0,14.0,14.0,5.0,,,45.0,34.0,6.9,3.0,0,,1.0,1.0,,,,1.0,,,,1.0,,3.0,,,1.0,,,,,,,,,,,,,,,,,,
11252721,away,Columbus Crew,Thomas Roberts,,,thomas-roberts,T. Roberts,M,6,180.0,20,M,943033,EUR,989539200,M,39,39,False,48.0,44.0,5.0,5.0,15.0,15.0,29.0,34.0,5.0,,,90.0,57.0,7.0,8.0,1,,1.0,2.0,,1.0,,,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,,,,,1.0,,,,,,,,,,
11252721,away,Columbus Crew,Sean Zawadzki,Sean Zawadzki,,sean-zawadzki,S. Zawadzki,D,25,175.0,128,M,1176604,EUR,956275200,M,25,25,False,63.0,56.0,6.0,4.0,26.0,27.0,30.0,36.0,5.0,,,90.0,70.0,7.6,9.0,1,1.0,2.0,4.0,,,,,3.0,1.0,2.0,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,
11252721,away,Columbus Crew,Isaiah Parente,Isaiah Parente,,isaiah-parente,I. Parente,M,16,179.0,42,M,1108925,EUR,953164800,M,16,16,False,56.0,52.0,,,11.0,12.0,43.0,48.0,3.0,,,90.0,72.0,8.9,9.0,3,,5.0,2.0,1.0,,,2.0,,,1.0,1.0,2.0,2.0,,1.0,2.0,1.0,2.0,2.0,,,,,4.0,,,,2.0,1.0,1.0,,,,
11252721,away,Columbus Crew,Yaw Yeboah,,,yaw-yeboah,Y. Yeboah,M,,175.0,533,M,796323,EUR,859507200,M,14,14,False,18.0,16.0,3.0,3.0,2.0,2.0,14.0,20.0,2.0,,,45.0,38.0,7.6,11.0,3,1.0,5.0,4.0,,,,,,,2.0,2.0,1.0,1.0,,3.0,2.0,2.0,1.0,1.0,,,2.0,,4.0,,,,,,,1.0,,,
11252721,away,Columbus Crew,Maximilian Arfsten,Maximilian Arfsten,,arfsten-maximilian,M. Arfsten,M,27,185.0,401,M,1471659,EUR,987638400,F,27,27,False,41.0,37.0,,,5.0,5.0,34.0,39.0,3.0,,,90.0,60.0,7.1,13.0,2,,6.0,1.0,,,,,1.0,,1.0,,,3.0,,3.0,3.0,,1.0,,,,1.0,,3.0,,,,2.0,,,,1.0,,
11252721,away,Columbus Crew,Christian Ramirez,,,christian-ramirez,C. Ramirez,F,17,188.0,300,M,794457,EUR,639187200,F,17,17,False,17.0,15.0,2.0,1.0,4.0,4.0,11.0,13.0,,,,72.0,27.0,8.3,5.0,3,,3.0,1.0,1.0,,,,,,1.0,1.0,,3.0,,2.0,,,1.0,1.0,,,1.0,2.0,,,,,,2.0,1.0,,1.0,1.0,
11252721,away,Columbus Crew,Jimmy Medranda,,,jimmy-medranda,J. Medranda,D,94,165.0,46,M,350174,EUR,760579200,D,94,94,True,41.0,38.0,1.0,1.0,12.0,13.0,27.0,30.0,3.0,,,45.0,50.0,6.7,5.0,1,,3.0,2.0,1.0,,,,2.0,1.0,1.0,,2.0,1.0,,,,,,,,,1.0,,2.0,,,,1.0,,,,,,
11252721,away,Columbus Crew,Keegan Hughes,Keegan Hughes,,hughes-keegan,K. Hughes,D,,191.0,11,M,1462845,EUR,964224000,D,22,22,True,46.0,39.0,5.0,4.0,13.0,16.0,26.0,30.0,2.0,,,45.0,57.0,6.3,9.0,1,,4.0,1.0,2.0,1.0,,,1.0,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,
11252721,away,Columbus Crew,Jacen Russell-Rowe,,,jacen-russell-rowe,J. Russell-Rowe,F,13,184.0,400,M,1002267,EUR,1031875200,F,19,19,True,14.0,14.0,2.0,2.0,3.0,3.0,11.0,12.0,1.0,,,45.0,27.0,6.5,8.0,2,,5.0,1.0,,,,,,,1.0,,,1.0,,3.0,3.0,1.0,,,,,1.0,,1.0,,,,,,1.0,,,,
11252721,away,Columbus Crew,Jake Morris,Jake Morris,,jake-morris,J. Morris,D,3,187.0,10,M,1172779,EUR,920419200,M,33,33,True,27.0,25.0,2.0,,13.0,13.0,12.0,14.0,,,,26.0,29.0,5.9,3.0,0,,3.0,2.0,,,,,1.0,1.0,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0
11252721,away,Columbus Crew,Noah Fuson,Noah Fuson,,noah-fuson,N. Fuson,F,11,185.0,16,,1049237,EUR,946598400,F,38,38,True,6.0,6.0,,,1.0,1.0,5.0,5.0,,,,18.0,7.0,6.6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
11252721,away,Columbus Crew,Patrick Schulte,,,schulte-patrick,P. Schulte,G,28,191.0,196,M,942252,EUR,984441600,G,28,28,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11252721,away,Columbus Crew,Aidan Morris,,,aidan-morris,A. Morris,M,18,173.0,554,M,1014841,EUR,1005868800,M,8,8,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
