match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_accurateLongBalls,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,captain,stat_bigChanceMissed,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,player_firstName,stat_totalCross,stat_totalContest,stat_hitWoodwork,stat_wasFouled,stat_dispossessed,stat_wonContest,stat_bigChanceCreated,stat_accurateCross,stat_goals,stat_totalOffside,player_lastName,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_goalsPrevented,stat_errorLeadToAShot,stat_lastManTackle
12437529,away,Mallorca,Samú Costa,samuel-costa,S. Costa,M,12,183,1427,M,,988351,EUR,975283200,M,12,12,False,15.0,13.0,,0.0,10.0,11.0,3.0,4.0,2.0,2.0,,,66.0,29.0,6.4,3.0,0.00504908,0,,1.0,1.0,6.0,7.0,3.0,,,3.0,1.0,1.0,,,,,,,1.0,,,,,2.0,,2.0,,1.0,,,,,,,,,,,1.0,
12437529,away,Mallorca,Sergi Darder,sergi-darder,S. Darder,M,10,180,979,M,,110783,EUR,756518400,M,10,10,False,15.0,9.0,2.0,0.0,6.0,7.0,5.0,13.0,,5.0,,,90.0,33.0,7.3,13.0,0.168951,0,,,,4.0,7.0,1.0,,,2.0,1.0,1.0,,,2.0,,,,,,,,5.0,4.0,,1.0,2.0,4.0,,2.0,,1.0,,,,,,,,1.0
12437529,away,Mallorca,Cyle Larin,cyle-larin,C. Larin,F,9,187,1609,M,,790179,EUR,798076800,F,17,17,False,14.0,6.0,3.0,0.0,5.0,7.0,1.0,8.0,1.0,2.0,,,86.0,38.0,6.8,20.0,0.00146762,2,2.0,7.0,5.0,11.0,10.0,,,1.0,1.0,,,0.0471,,,,,1.0,,,6.0,,1.0,2.0,,2.0,4.0,2.0,,,,1.0,,,,,,,,
12437529,away,Mallorca,Marc Domenech,marc-domenech,M. Domenech,M,30,182,265,M,,1914318,EUR,1136073600,F,30,30,True,2.0,1.0,,0.0,1.0,1.0,1.0,3.0,,,,,24.0,5.0,6.7,2.0,0.0551456,0,,,,,1.0,,,,1.0,1.0,,,,1.0,,,,,,,Marc Domenech,2.0,,,,,,,1.0,,,,,,,,,,
12437529,away,Mallorca,Toni Lato,toni-lato,T. Lato,D,3,173,265,M,,828239,EUR,880070400,D,3,3,True,3.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,,,9.0,10.0,7.1,1.0,0.00046391,0,1.0,,,,2.0,,,,2.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12437529,away,Mallorca,Valery Fernández,valery-fernandez,V. Fernández,D,21,179,309,M,,962378,EUR,943315200,D,16,16,True,2.0,2.0,,0.0,,,2.0,2.0,,1.0,,,9.0,4.0,6.7,,0.00566951,0,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,
12437529,away,Mallorca,Jan Salas,jan-salas,J. Salas,M,28,182,92,M,,1905699,EUR,1123632000,M,28,28,True,1.0,1.0,,0.0,,,1.0,1.0,,,,,9.0,2.0,6.6,,0.00079532,0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437529,away,Mallorca,Abdón Prats,abdon-prats,A. Prats,F,9,181,325,M,,146852,EUR,724550400,F,9,9,True,4.0,2.0,,0.0,1.0,1.0,1.0,3.0,,,,,3.0,6.0,,3.0,0.00043475,0,,1.0,1.0,1.0,2.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
12437529,away,Mallorca,Dominik Greif,dominik-greif,D. Greif,G,1,197,925,M,,791046,EUR,860284800,G,1,1,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437529,away,Mallorca,Iván Cuéllar,ivan-cuellar,I. Cuéllar,G,25,187,119,M,,19013,EUR,454464000,G,25,25,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437529,away,Mallorca,David López,david-lopez,D. López,D,27,195,103,M,,1513896,EUR,1044230400,D,32,32,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437529,away,Mallorca,Chiquinho,chiquinho,Chiquinho,M,10,179,454,M,,1015826,EUR,949708800,F,20,20,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
