match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_fouls,stat_totalOffside,stat_interceptionWon,stat_goalAssist,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_goals,player_firstName,player_lastName,stat_bigChanceMissed,stat_outfielderBlock,stat_blockedScoringAttempt
10388353,home,Bayer 04 Leverkusen,Amine Adli,amine-adli,A. Adli,F,21,174,17615,M,991478,EUR,957916800,F,21,21,False,,21.0,19.0,,,3.0,3.0,16.0,18.0,2.0,,,,,,,67.0,30.0,7.5,3.0,0.5146,0.5186,0.0370106,3,,amine_ad10,,2.0,3.0,4.0,1.0,,,1.0,,2.0,,,,,2.0,,,2.0,,,,,1.0,,,,,
10388353,home,Bayer 04 Leverkusen,Sardar Azmoun,sardar-azmoun,S. Azmoun,F,20,186,7715,M,150998,EUR,788918400,F,9,9,True,,10.0,6.0,,,1.0,2.0,5.0,8.0,,,,1.0,,,,23.0,16.0,6.7,5.0,0.0252,0.0,0.019562,1,,sardarazmoun,,2.0,1.0,2.0,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
10388353,home,Bayer 04 Leverkusen,Nadiem Amiri,nadiem-amiri,N. Amiri,M,10,180,2793,M,327755,EUR,846374400,M,11,11,True,,8.0,4.0,3.0,1.0,4.0,7.0,,1.0,2.0,1.0,,,,,,18.0,9.0,5.0,4.0,0.0,0.0,8.195e-05,0,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,
10388353,home,Bayer 04 Leverkusen,Adam Hložek,adam-hlozek,A. Hložek,F,23,186,3087,M,963801,EUR,1027555200,F,23,23,True,,2.0,,,,,,,2.0,,,,,,,,13.0,4.0,6.4,2.0,0.0,0.0,0.0,0,,ahlozek,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388353,home,Bayer 04 Leverkusen,Patrick Pentz,patrick-pentz,P. Pentz,G,1,182,523,M,788319,EUR,852163200,G,28,28,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388353,home,Bayer 04 Leverkusen,Daley Sinkgraven,daley-sinkgraven,D. Sinkgraven,D,24,179,225,M,377206,EUR,804816000,D,22,22,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388353,home,Bayer 04 Leverkusen,Timothy Fosu-Mensah,timothy-fosu-mensah,T. Fosu-Mensah,D,,186,928,M,795260,EUR,883699200,D,24,24,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388353,home,Bayer 04 Leverkusen,Noah Mbamba,noah-mbamba,N. Mbamba,M,17,187,1002,M,1100321,EUR,1104883200,M,18,18,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388353,home,Bayer 04 Leverkusen,Callum Hudson-Odoi,callum-hudson-odoi,C. Hudson-Odoi,M,7,177,9217,M,867442,EUR,973555200,F,17,17,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,Calteck10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388353,home,Bayer 04 Leverkusen,Ayman Azhil,ayman-azhil,A. Azhil,M,46,170,975,M,990210,EUR,986860800,M,32,32,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388353,away,Borussia M'gladbach,Jan Olschowsky,jan-olschowsky,J. Olschowsky,G,23,182,143,M,972510,EUR,1006041600,G,41,41,False,,26.0,23.0,5.0,2.0,23.0,23.0,,3.0,7.0,,,,2.0,3.0,3.0,90.0,37.0,6.5,3.0,0.0,0.0,0.00010689,0,-0.4495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388353,away,Borussia M'gladbach,Ko Itakura,ko-itakura,K. Itakura,D,4,189,3073,M,790989,EUR,854323200,D,3,3,False,,101.0,91.0,9.0,6.0,60.0,66.0,31.0,35.0,9.0,,,,,,,90.0,110.0,6.9,10.0,0.0,0.0,0.187024,0,,,1.0,,1.0,2.0,,,,,3.0,,,1.0,,,,1.0,,1.0,1.0,,,,,,,,,
10388353,away,Borussia M'gladbach,Marvin Friedrich,marvin-friedrich,M. Friedrich,D,5,193,161,M,254449,EUR,818812800,D,5,5,False,,105.0,104.0,3.0,2.0,78.0,78.0,26.0,27.0,6.0,,,1.0,,,,90.0,112.0,6.6,2.0,0.0,0.0,0.00856882,0,,,3.0,,4.0,2.0,,,,,3.0,1.0,,,,,,2.0,,,,,,,,,,,,
10388353,away,Borussia M'gladbach,Nico Elvedi,nico-elvedi,N. Elvedi,D,30,188,1059,M,282229,EUR,844041600,D,30,30,False,,83.0,77.0,3.0,,59.0,60.0,18.0,23.0,6.0,,,,,,,90.0,90.0,6.2,6.0,0.0,0.0,0.00529133,0,,,1.0,1.0,7.0,1.0,,,,,2.0,5.0,,1.0,,,,,,,,,,1.0,,,,,,
10388353,away,Borussia M'gladbach,Stefan Lainer,stefan-lainer,S. Lainer,D,22,176,447,M,113920,EUR,714873600,M,18,18,False,,29.0,24.0,3.0,2.0,14.0,16.0,11.0,14.0,2.0,,,,,,,86.0,42.0,6.5,8.0,0.6013,0.8038,0.229957,1,,,,,2.0,1.0,,1.0,,,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,,1.0,,
10388353,away,Borussia M'gladbach,Julian Weigl,julian-weigl,J. Weigl,M,5,186,1190,M,237068,EUR,810518400,M,8,8,False,,57.0,50.0,3.0,1.0,30.0,35.0,20.0,22.0,4.0,,,,,,,90.0,70.0,7.1,7.0,0.0,0.0,0.0189261,0,,,,,2.0,7.0,,1.0,1.0,,1.0,1.0,,1.0,,,,3.0,1.0,3.0,1.0,,,1.0,,,,,,
10388353,away,Borussia M'gladbach,Manu Koné,manu-kone,M. Koné,M,17,186,6974,M,974087,EUR,990057600,M,17,17,False,,47.0,43.0,2.0,,17.0,18.0,26.0,29.0,4.0,,,5.0,,,,76.0,69.0,6.5,10.0,0.0126,0.0818,0.0304734,1,,,,,7.0,5.0,,3.0,2.0,,,3.0,,2.0,,,1.0,2.0,1.0,1.0,,,,3.0,,,,,,
10388353,away,Borussia M'gladbach,Luca Netz,netz-luca,L. Netz,D,25,180,641,M,979144,EUR,1052956800,M,20,20,False,,26.0,22.0,2.0,,5.0,7.0,17.0,19.0,2.0,,,1.0,,,,86.0,42.0,6.6,6.0,0.0423,0.0,0.018489,1,,,,,3.0,4.0,1.0,,,1.0,1.0,,,2.0,,,,3.0,1.0,1.0,,,,2.0,,,,,,
10388353,away,Borussia M'gladbach,Christoph Kramer,christoph-kramer,C. Kramer,M,,191,168,M,110967,EUR,666921600,F,6,6,False,True,27.0,23.0,,,14.0,16.0,9.0,11.0,2.0,,,,,,,64.0,38.0,6.5,6.0,0.0,0.0,0.00466689,0,,,,,4.0,3.0,,1.0,,,,1.0,,,,,,3.0,3.0,,,,,2.0,,,,,,
10388353,away,Borussia M'gladbach,Jonas Hofmann,jonas-hofmann,J. Hofmann,F,7,176,2115,M,142390,EUR,711072000,F,23,23,False,,47.0,43.0,2.0,1.0,20.0,20.0,27.0,33.0,4.0,,,1.0,,,,90.0,63.0,7.8,10.0,0.1131,0.5601,0.147193,2,,,1.0,,6.0,2.0,2.0,,,,,1.0,,,,,2.0,1.0,,1.0,3.0,6.0,4.0,2.0,1.0,,,,,
10388353,away,Borussia M'gladbach,Marcus Thuram,marcus-thuram,M. Thuram,F,9,192,25626,M,791702,EUR,870825600,F,10,10,False,,33.0,24.0,,,7.0,9.0,17.0,25.0,2.0,,,6.0,,,,90.0,51.0,7.4,18.0,0.2794,0.0852,0.487304,4,,m_thuram,2.0,4.0,6.0,8.0,1.0,1.0,,2.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,,1.0,,,,,,1.0
10388353,away,Borussia M'gladbach,Lars Stindl,lars-stindl,L. Stindl,M,,180,394,M,23996,EUR,588556800,M,13,13,True,,14.0,12.0,1.0,1.0,3.0,3.0,9.0,11.0,,,,,,,,26.0,20.0,6.9,4.0,0.626,0.858,0.0464634,2,,,,,4.0,2.0,,3.0,1.0,1.0,,2.0,,,,,1.0,,,1.0,1.0,,,,1.0,,,1.0,,
10388353,away,Borussia M'gladbach,Alassane Pléa,alassane-plea,A. Pléa,M,14,180,1816,M,192308,EUR,731721600,F,14,14,True,,16.0,11.0,3.0,1.0,3.0,3.0,8.0,14.0,1.0,,,,,,,14.0,20.0,6.7,6.0,0.0,0.0,0.00481318,0,,,,,,1.0,,,,,,,,2.0,,,,,,1.0,,1.0,,,,,,,,
10388353,away,Borussia M'gladbach,Nathan N'Goumou,nathan-ngoumou,N. Ngoumou,M,19,182,657,M,962409,EUR,952992000,M,19,19,True,,3.0,2.0,,,1.0,1.0,1.0,2.0,1.0,,,,,,,11.0,3.0,6.5,1.0,0.0,0.0,0.0003812,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388353,away,Borussia M'gladbach,Patrick Herrmann,patrick-herrmann,P. Herrmann,F,,179,113,M,103289,EUR,666316800,F,7,7,True,,5.0,4.0,1.0,,3.0,3.0,1.0,3.0,2.0,,,,,,,11.0,6.0,6.5,2.0,0.0,0.0,0.00014269,0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
10388353,away,Borussia M'gladbach,Tobias Sippel,tobias-sippel,T. Sippel,G,21,180,101,M,8772,EUR,574992000,G,21,21,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388353,away,Borussia M'gladbach,Tony Jantschke,tony-jantschke,T. Jantschke,D,,177,28,M,33901,EUR,639446400,D,24,24,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388353,away,Borussia M'gladbach,Joseph Scally,scally-joseph,J. Scally,D,29,184,1087,M,1002920,EUR,1041292800,D,29,29,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388353,away,Borussia M'gladbach,Florian Neuhaus,florian-neuhaus,F. Neuhaus,M,10,185,880,M,837205,EUR,858470400,M,32,32,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388353,away,Borussia M'gladbach,Hannes Wolf,hannes-wolf,H. Wolf,M,17,179,588,M,832411,EUR,924220800,M,11,11,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
