match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_outfielderBlock,stat_aerialLost,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_goals,stat_keyPass,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_totalOffside,player_sofascoreId,stat_bigChanceCreated,stat_goalAssist
10406969,away,Royal Antwerp FC,Jelle Bataille,,,jelle-bataille,J. Bataille,D,25,175,224,M,889387,EUR,927158400,M,34,34,False,,31.0,25.0,,,5.0,6.0,20.0,29.0,2.0,1.0,1.0,7.0,,,70.0,43.0,7.1,10.0,1,4.0,,,5.0,,,,1.0,,,3.0,2.0,2.0,,,1.0,,,,4.0,,,,,,
10406969,away,Royal Antwerp FC,Calvin Stengs,,,calvin-stengs,C. Stengs,M,23,187,1733,M,857480,EUR,913939200,M,14,14,False,,57.0,53.0,6.0,5.0,14.0,14.0,39.0,47.0,7.0,1.0,,6.0,,,90.0,79.0,8.0,17.0,2,4.0,,,5.0,2.0,5.0,3.0,,,,2.0,1.0,,1.0,,1.0,4.0,2.0,1.0,2.0,,,,,,1.0
10406969,away,Royal Antwerp FC,Arthur Vermeeren,Arthur Vermeeren,,arthur-vermeeren,A. Vermeeren,M,18,180,4699,M,1149127,EUR,1107734400,M,48,48,False,,54.0,45.0,2.0,1.0,19.0,24.0,26.0,30.0,1.0,,1.0,12.0,,,86.0,67.0,7.0,10.0,0,,,,4.0,,,,,3.0,,3.0,3.0,1.0,,,1.0,1.0,,,,,,,arthurvermeeren,,
10406969,away,Royal Antwerp FC,Arbnor Muja,Arbnor,Muja,arbnor-muja,A. Muja,M,7,179,523,M,890695,EUR,912297600,M,11,11,False,,34.0,28.0,1.0,,8.0,10.0,21.0,27.0,1.0,1.0,,7.0,,,90.0,46.0,7.2,15.0,1,3.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,5.0,,,3.0,,,1.0,,1.0,1.0
10406969,away,Royal Antwerp FC,Michael Frey,,,michael-frey,M. Frey,F,99,189,394,M,134248,EUR,774576000,F,99,99,False,,42.0,29.0,,,7.0,10.0,22.0,33.0,5.0,1.0,1.0,3.0,,,90.0,55.0,7.4,19.0,3,1.0,,2.0,3.0,1.0,1.0,1.0,,,,,,,1.0,,2.0,4.0,2.0,1.0,1.0,,1.0,,,,
10406969,away,Royal Antwerp FC,Vincent Janssen,,,vincent-janssen,V. Janssen,F,18,184,1452,M,339901,EUR,771552000,F,18,18,False,,32.0,27.0,3.0,3.0,5.0,6.0,22.0,26.0,5.0,,,3.0,,,90.0,53.0,7.7,13.0,5,,,2.0,6.0,3.0,2.0,1.0,4.0,,,2.0,1.0,1.0,,,1.0,3.0,1.0,1.0,1.0,,,,,,
10406969,away,Royal Antwerp FC,Michel Ange Balikwisha,,,michel-ange-balikwisha,M. A. Balikwisha,M,10,177,4201,M,923969,EUR,989452800,F,10,10,True,,15.0,15.0,1.0,1.0,8.0,8.0,7.0,9.0,,,1.0,2.0,,,20.0,23.0,7.0,2.0,1,2.0,,,2.0,,,,,,,2.0,1.0,,,,,,1.0,,,,,,,,
10406969,away,Royal Antwerp FC,Bruny Nsimba,,,nsimba-bruny,B. Nsimba,F,77,181,280,M,1047536,EUR,954892800,F,17,17,True,,5.0,3.0,,,,1.0,3.0,4.0,1.0,,,,,,11.0,8.0,6.3,3.0,0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
10406969,away,Royal Antwerp FC,Dinis Almeida,,,dinis-almeida,D. Almeida,D,4,190,99,M,811562,EUR,804297600,D,61,61,True,,6.0,5.0,1.0,,1.0,1.0,4.0,5.0,,,1.0,,,,4.0,7.0,,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10406969,away,Royal Antwerp FC,Ortwin De Wolf,,,de-wolf-ortwin,O. D. Wolf,G,1,190,160,M,877292,EUR,830217600,G,26,26,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10406969,away,Royal Antwerp FC,Zeno Van Den Bosch,,,van-den-bosch-zeno,Z. V. D. Bosch,D,33,191,594,M,1103765,EUR,1057449600,D,33,33,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10406969,away,Royal Antwerp FC,Laurit Krasniqi,Laurit,Krasniqi,laurit-krasniqi,L. Krasniqi,D,50,176,57,M,1127285,EUR,995068800,D,50,50,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10406969,away,Royal Antwerp FC,Viktor Fischer,,,viktor-fischer,V. Fischer,F,,179,239,M,94287,EUR,771120000,F,7,7,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
