match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_keyPass,stat_totalContest,stat_wonContest,stat_dispossessed,stat_bigChanceCreated,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_penaltyWon,stat_totalOffside,stat_goalAssist,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_outfielderBlock,stat_penaltyConceded
10437925,away,Boavista,Bruno Onyemaechi,bruno-onyemaechi,B. Onyemaechi,D,70,182,5807,M,1134441,EUR,923097600,D,70,70,False,,27.0,17.0,8.0,1.0,15.0,19.0,2.0,9.0,8.0,90.0,51.0,6.3,17.0,1,,,2.0,5.0,8.0,1.0,1.0,,,5.0,,5.0,3.0,1.0,2.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,
10437925,away,Boavista,Pedro Malheiro,pedro-malheiro,P. Malheiro,D,79,179,415,M,1131249,EUR,980035200,M,79,79,False,,28.0,20.0,6.0,1.0,14.0,17.0,7.0,12.0,3.0,90.0,55.0,7.2,10.0,0,,,2.0,3.0,7.0,1.0,,,,1.0,1.0,5.0,3.0,1.0,1.0,,,1.0,1.0,1.0,1.0,,,1.0,,,,,1.0,,,,,,
10437925,away,Boavista,Sebastián Pérez,sebastian-perez,S. Pérez,M,42,176,396,M,158597,EUR,733363200,M,24,24,False,,40.0,30.0,4.0,1.0,19.0,23.0,11.0,17.0,5.0,76.0,53.0,6.8,12.0,0,,,,3.0,6.0,,,,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,,,,1.0,,,,,,,,,,,,,,
10437925,away,Boavista,Gaius Makouta,makouta-gaius,G. Makouta,M,42,180,299,M,847013,EUR,869788800,M,42,42,False,,32.0,19.0,3.0,2.0,14.0,21.0,5.0,11.0,6.0,90.0,42.0,6.9,13.0,1,,,2.0,,5.0,,1.0,,,1.0,4.0,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,
10437925,away,Boavista,Ricardo Mangas,mangas-ricardo,R. Mangas,D,91,179,1156,M,878496,EUR,890179200,M,19,19,False,,7.0,2.0,2.0,,,2.0,2.0,5.0,1.0,43.0,16.0,5.4,10.0,0,Ricardo,Mangas,2.0,2.0,3.0,,,,,,,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,
10437925,away,Boavista,Bruno Lourenço,bruno-lourenco,B. Lourenço,M,8,179,99,M,984810,EUR,886377600,F,8,8,False,,16.0,8.0,2.0,,6.0,7.0,2.0,9.0,4.0,87.0,35.0,6.2,15.0,0,,,1.0,11.0,6.0,1.0,,,,,2.0,2.0,2.0,2.0,3.0,3.0,2.0,,,,3.0,1.0,2.0,,,,,,,,,,,,
10437925,away,Boavista,Martim Tavares,tavares-martim,M. Tavares,F,79,183,92,M,1136423,EUR,1068422400,F,59,59,False,,7.0,3.0,,,2.0,2.0,1.0,6.0,1.0,65.0,18.0,6.5,6.0,0,,,2.0,4.0,5.0,,,,,1.0,1.0,,,,2.0,1.0,3.0,1.0,,,1.0,,,,,,,,,,,,,,
10437925,away,Boavista,Kenji Gorré,kenji-gorre,K. Gorré,M,11,177,223,M,796142,EUR,780796800,F,7,7,False,,7.0,4.0,1.0,1.0,2.0,2.0,2.0,5.0,2.0,65.0,19.0,6.6,7.0,0,,,,5.0,4.0,1.0,,,,,,,,2.0,2.0,1.0,2.0,,,,3.0,2.0,,,,,,1.0,,,,,,,
10437925,away,Boavista,Salvador Agra,salvador-agra,S. Agra,M,11,166,97,M,587416,EUR,689817600,F,21,21,True,,3.0,3.0,,,1.0,1.0,2.0,2.0,,25.0,6.0,7.3,,1,,,,2.0,1.0,,,1.0,1.0,,,,,,2.0,,,,,,1.0,1.0,,,,,,,,,,,,1.0,
10437925,away,Boavista,Yusupha Njie,yusupha-njie,Y. Njie,F,9,188,325,M,887517,EUR,757555200,F,11,11,True,,5.0,4.0,,,2.0,2.0,2.0,3.0,1.0,25.0,8.0,7.0,2.0,0,,,1.0,3.0,2.0,,,,,,,1.0,1.0,1.0,,3.0,,,,1.0,,,,1.0,,,,,1.0,,,,,,
10437925,away,Boavista,Ibrahima Camará,ibrahima-camara,I. Camará,M,2,190,520,M,976145,EUR,917222400,M,6,6,True,,3.0,2.0,,,2.0,3.0,,,1.0,14.0,5.0,6.3,1.0,0,,,2.0,1.0,3.0,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
10437925,away,Boavista,Filipe Ferreira,filipe-ferreira,F. Ferreira,D,20,178,34,M,143584,EUR,654393600,D,20,20,True,,4.0,2.0,2.0,,1.0,3.0,1.0,1.0,1.0,11.0,7.0,6.3,2.0,0,Filipe,Ferreira,,3.0,,,,,,1.0,,,,,,3.0,,,,,,,,,,,,,,,,,,1.0,
10437925,away,Boavista,César Dutra,cesar-dutra,C. Dutra,G,1,194,270,M,158269,EUR,696470400,G,12,12,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437925,away,Boavista,Robson,robson,Robson,D,3,196,63,M,1067643,EUR,958867200,D,4,4,True,,,,,,,,,,,,,,,0,Robson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437925,away,Boavista,Ilija Vukotić,ilija-vukotic,I. Vukotić,M,8,191,158,M,891881,EUR,915667200,M,18,18,True,,,,,,,,,,,,,,,0,Ilija,Vukotić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437925,away,Boavista,Masaki Watai,masaki-watai,M. Watai,M,11,168,73,M,926641,EUR,932256000,M,13,13,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437925,away,Boavista,Róbert Boženík,robert-bozenik,R. Boženík,F,11,188,1028,M,912033,EUR,942883200,F,9,9,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
