match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_unsuccessfulTouch,stat_wasFouled,stat_totalOffside,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalCross,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,player_firstName,player_lastName,stat_wonContest,stat_penaltyConceded,captain,stat_shotOffTarget,stat_expectedGoals,stat_keyPass,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_bigChanceCreated,stat_goals,player_sofascoreId,stat_blockedScoringAttempt,stat_hitWoodwork,stat_penaltyWon,stat_penaltyMiss
11368632,home,Las Palmas,Sandro Ramírez,sandro-ramirez,S. Ramírez,M,19,175.0,945,M,188407,EUR,805248000,F,9,9,False,24.0,16.0,,,0.0,6.0,6.0,10.0,20.0,,4.0,1.0,3.0,,,,,,,,,80.0,40.0,6.5,15.0,0.0146664,3,,,5.0,,3.0,2.0,1.0,,,,3.0,2.0,4.0,,,,,2.0,,,2.0,0.364,,,1.0,0.0778,1.0,,,,,,,
11368632,home,Las Palmas,Benito Ramírez,benito-ramirez,B. Ramírez,M,21,180.0,82,M,868223,EUR,805420800,M,11,11,True,12.0,10.0,,,1.0,5.0,5.0,6.0,9.0,,1.0,,2.0,,,,,,,,,32.0,24.0,7.1,7.0,0.128042,0,,,1.0,,1.0,1.0,,,,,,2.0,1.0,,1.0,,,,,,,,1.0,1.0,,,,1.0,,,,,,
11368632,home,Las Palmas,Marc Cardona,marc-cardona,M. Cardona,F,22,182.0,195,M,841854,EUR,805161600,F,19,19,True,4.0,3.0,,,0.0,1.0,2.0,2.0,2.0,,1.0,,,,,,,,,,,32.0,10.0,7.1,3.0,0.00454551,1,,1.0,3.0,,,,1.0,,,,,,3.0,,1.0,,,1.0,,,,0.4756,,,1.0,0.3624,,,1.0,,,,,
11368632,home,Las Palmas,Enzo Loiodice,loiodice-enzo,E. Loiodice,M,12,176.0,327,M,933426,EUR,975283200,M,12,12,True,18.0,17.0,1.0,1.0,0.0,8.0,8.0,9.0,10.0,,,1.0,2.0,,,,,,,,,25.0,27.0,6.3,6.0,0.0101428,1,,,7.0,,,,,4.0,,,2.0,,1.0,,,,,,,,1.0,0.0471,1.0,,,,,,,,,,,
11368632,home,Las Palmas,Eric Curbelo,eric-curbelo,E. Curbelo,D,23,181.0,52,M,868227,EUR,758505600,D,6,6,True,5.0,5.0,,,0.0,1.0,1.0,4.0,4.0,,2.0,,1.0,,,,,,,,,11.0,10.0,6.8,2.0,0.0010794,0,,,,,2.0,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
11368632,home,Las Palmas,Cristian Herrera,cristian-herrera,C. Herrera,F,17,189.0,85,M,362032,EUR,668822400,F,7,7,True,8.0,7.0,1.0,1.0,0.0,,,7.0,8.0,,1.0,,,,,,,,,,,10.0,11.0,6.7,3.0,0.0707828,0,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368632,home,Las Palmas,Alex González Gorrin,alex-gonzalez,A. González,G,31,191.0,9,M,1022977,EUR,1028764800,G,35,35,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368632,home,Las Palmas,Aarón Escandell,aaron-escandell,A. Escandell,G,13,188.0,1011,M,368922,EUR,812160000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368632,home,Las Palmas,Juanma Herzog,juanma-herzog,J. Herzog,D,15,186.0,242,M,1513451,EUR,1084406400,D,31,31,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368632,home,Las Palmas,Máximo Perrone,maximo-perrone,M. Perrone,M,23,178.0,8372,M,1086286,EUR,1041897600,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Maximo Perrone,,,,,,,,,,,,,,maxiperrone16,,,,
11368632,home,Las Palmas,José Campaña,jose-campana,J. Campaña,M,20,179.0,241,M,96373,EUR,738806400,M,21,21,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368632,home,Las Palmas,Pejiño,pejino,Pejiño,F,24,177.0,111,M,925220,EUR,838598400,M,24,24,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368632,home,Las Palmas,Sory Kaba,sory-kaba,S. Kaba,F,39,191.0,1042,M,869131,EUR,806889600,F,16,16,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368632,away,Deportivo Alavés,Jesús Owono,jesus-owono,J. Owono,G,13,183.0,434,M,990659,EUR,983404800,G,31,31,False,35.0,25.0,23.0,13.0,0.0,14.0,18.0,11.0,17.0,,,1.0,12.0,2.0,2.0,,,3.0,,3.0,3.0,90.0,45.0,7.4,10.0,0.00507267,0,-0.5014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368632,away,Deportivo Alavés,Álex Sola,alex-sola,Á. Sola,M,7,178.0,195,M,966836,EUR,928886400,D,7,7,False,19.0,14.0,4.0,3.0,0.0,7.0,9.0,7.0,13.0,,7.0,1.0,5.0,,,,,,,,,77.0,45.0,6.9,13.0,0.00924506,2,,,4.0,3.0,1.0,4.0,,,3.0,1.0,,3.0,1.0,,1.0,,,,,,,0.0955,,,1.0,0.0804,,,,,1.0,,,
11368632,away,Deportivo Alavés,Abdelkabir Abqar,abqar-abdelkabir,A. Abqar,D,3,188.0,4060,M,1101232,EUR,921024000,D,5,5,False,17.0,15.0,2.0,1.0,0.0,12.0,13.0,3.0,4.0,,3.0,1.0,1.0,,,,,,,,,45.0,23.0,6.7,2.0,0.00312752,0,,1.0,1.0,,,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,abdel.abqar,,,,
11368632,away,Deportivo Alavés,Rubén Duarte,ruben-duarte,R. Duarte,D,5,180.0,322,M,253415,EUR,813974400,D,3,3,False,33.0,20.0,14.0,6.0,0.0,12.0,16.0,9.0,19.0,2.0,5.0,6.0,4.0,,,,,,,,,90.0,51.0,7.1,15.0,0.0928277,1,,,2.0,1.0,,,,,3.0,,1.0,2.0,,,1.0,,,,,True,1.0,0.0354,1.0,1.0,,,,1.0,,,,,,
11368632,away,Deportivo Alavés,Javi López,lopez-javi,J. López,D,25,183.0,401,M,945404,EUR,1009843200,D,27,27,False,14.0,13.0,3.0,2.0,0.0,5.0,5.0,8.0,10.0,,4.0,1.0,5.0,,,,,,,,,77.0,29.0,6.8,6.0,0.00437468,0,,,2.0,1.0,1.0,4.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
11368632,away,Deportivo Alavés,Jon Guridi,jon-guridi,J. Guridi,M,18,179.0,324,M,788141,EUR,793929600,M,18,18,False,27.0,24.0,2.0,1.0,0.0,17.0,19.0,7.0,8.0,,7.0,1.0,6.0,,,,,,,,,90.0,41.0,7.2,4.0,0.0103389,0,,,3.0,1.0,,2.0,,1.0,4.0,2.0,1.0,,1.0,,3.0,,,1.0,,,,,1.0,,,,,,,,,,,
11368632,away,Deportivo Alavés,Ander Guevara,ander-guevara,A. Guevara,M,6,180.0,265,M,891931,EUR,868233600,M,6,6,False,32.0,20.0,5.0,3.0,0.0,9.0,13.0,11.0,19.0,5.0,8.0,1.0,5.0,,,,,,,,,90.0,41.0,7.2,14.0,0.0337706,0,,,1.0,1.0,2.0,,,,3.0,3.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,
11368632,away,Deportivo Alavés,Carlos Vicente,vicente-carlos,C. Vicente,M,23,179.0,1926,M,1084399,EUR,924825600,M,22,22,False,16.0,8.0,2.0,,0.0,2.0,5.0,7.0,17.0,1.0,3.0,,6.0,,,,,,,,,90.0,37.0,7.1,17.0,0.342678,2,,2.0,8.0,2.0,2.0,1.0,1.0,,2.0,1.0,2.0,6.0,2.0,,1.0,,,,,,,1.1213,2.0,1.0,2.0,1.1231,1.0,,1.0,,,1.0,,
11368632,away,Deportivo Alavés,Ianis Hagi,ianis-hagi,I. Hagi,M,14,180.0,7098,M,756344,EUR,909014400,M,10,10,False,20.0,14.0,1.0,,0.0,5.0,7.0,9.0,15.0,2.0,8.0,,6.0,,,,,,,,,90.0,35.0,7.0,11.0,0.012515,1,,,3.0,,2.0,1.0,,1.0,3.0,2.0,2.0,2.0,2.0,,1.0,,,2.0,,,1.0,0.0115,,,,,,,,ianishagi,,,,
11368632,away,Deportivo Alavés,Giuliano Simeone,giuliano-simeone,G. Simeone,M,20,178.0,16028,M,1099352,EUR,1040169600,M,20,20,False,19.0,12.0,1.0,,1.0,6.0,9.0,7.0,11.0,,3.0,,5.0,,,,,,,,,89.0,40.0,7.3,12.0,0.278902,3,,,4.0,,2.0,1.0,,,2.0,1.0,1.0,1.0,3.0,,1.0,,,,,,1.0,0.8893,2.0,1.0,1.0,0.9867,1.0,2.0,,giulisimeone,1.0,,1.0,1.0
11368632,away,Deportivo Alavés,Joaquin Panichelli,panichelli-joaquin,J. Panichelli,F,9,190.0,11517,M,1410925,EUR,1033948800,F,29,29,False,8.0,5.0,,,0.0,1.0,1.0,4.0,7.0,4.0,6.0,2.0,2.0,,,,,,,,,77.0,20.0,6.9,7.0,0.00356662,3,,1.0,6.0,,2.0,2.0,,2.0,,,3.0,,,,,Joaquín Panichelli,,,,,2.0,0.2163,1.0,,,,,,,,1.0,,,
11368632,away,Deportivo Alavés,Rafa Marín,rafa-marin,R. Marín,D,4,190.0,2354,M,984623,EUR,1021766400,D,16,16,True,14.0,11.0,3.0,2.0,0.0,7.0,8.0,4.0,6.0,1.0,2.0,2.0,,,,,,,,,,45.0,24.0,6.7,3.0,0.00074912,1,,,,,,,,,1.0,,,,,,3.0,,,,,,1.0,0.0761,,,,,1.0,,,,,1.0,,
11368632,away,Deportivo Alavés,Eneko Ortiz,eneko-ortiz,E. Ortiz,D,3,,13,M,1120373,EUR,1053907200,D,39,39,True,1.0,1.0,,,0.0,,,1.0,2.0,,,,,,,,,,,,,13.0,4.0,6.5,1.0,0.0154241,0,,,,,,,,,,,,1.0,,,,Eneko Ortiz,,,,,,,,,,,,,,,,,,
11368632,away,Deportivo Alavés,Abderrahman Rebbach,abderrahman-rebbach,A. Rebbach,M,21,176.0,1315,M,1082968,EUR,902793600,F,21,21,True,4.0,3.0,,,0.0,,,3.0,4.0,,1.0,,1.0,,,,,,,,,13.0,8.0,6.7,3.0,0.0097929,0,,,1.0,,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,
11368632,away,Deportivo Alavés,Samu Aghehowa,omorodion-samuel,S. Aghehowa,F,9,193.0,14784,M,1503836,EUR,1083715200,F,32,32,True,5.0,1.0,1.0,,0.0,,,1.0,5.0,1.0,2.0,,,,,,,,,,,13.0,10.0,6.6,7.0,0.00014536,1,,1.0,2.0,,2.0,,,,,,,,2.0,,,Samuel,Aghehowa,1.0,,,1.0,0.1432,,,,,,,,samuaghehowa9,,,,
11368632,away,Deportivo Alavés,Andoni Gorosabel,andoni-gorosabel,A. Gorosabel,D,2,174.0,530,M,866810,EUR,839116800,D,2,2,True,,,,,0.0,,,,,,,,,,,,,,,,,1.0,2.0,,1.0,2.091e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368632,away,Deportivo Alavés,Adrián Rodríguez,adrian-rodriguez,A. Rodríguez,G,13,195.0,228,M,965822,EUR,976579200,G,33,33,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368632,away,Deportivo Alavés,Antonio Sivera,antonio-sivera,A. Sivera,G,1,184.0,563,M,369004,EUR,839721600,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368632,away,Deportivo Alavés,Selu Diallo,selu-diallo,S. Diallo,M,23,187.0,166,M,1522234,EUR,1064966400,M,35,35,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Selu Diallo,,,,,,,,,,,,,,,,,,
11368632,away,Deportivo Alavés,Luis Rioja,luis-rioja,L. Rioja,M,11,173.0,860,M,900433,EUR,750729600,F,11,11,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368632,away,Deportivo Alavés,Xeber Alkain,xeber-alkain,X. Alkain,M,7,174.0,53,M,1010409,EUR,867283200,F,17,17,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368632,away,Deportivo Alavés,Kike García,kike-garcia,K. García,F,19,186.0,1005,M,84972,EUR,627955200,F,15,15,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
