match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_unsuccessfulTouch,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_bigChanceMissed,stat_keyPass,captain,stat_wasFouled,stat_totalContest,stat_blockedScoringAttempt,stat_wonContest,player_sofascoreId,stat_bigChanceCreated,stat_totalOffside,stat_goalAssist,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
11067622,home,Santos,Lucas Lima,lucas-lima,L. Lima,M,10,176,1742,M,244589,EUR,647481600,M,23,23,True,32.0,24.0,9.0,7.0,6.0,6.0,21.0,32.0,2.0,,,48.0,43.0,7.8,12.0,0.174196,0,,,,1.0,3.0,,,,,2.0,2.0,,,,,,,,,,6.0,3.0,,,3.0,,1.0,1.0,,,,1.0,,1.0,,,
11067622,home,Santos,Jair,jair-paula,Jair,D,23,198,2965,M,1170722,EUR,1110153600,D,32,32,True,16.0,13.0,3.0,1.0,8.0,9.0,5.0,7.0,2.0,,,29.0,18.0,6.5,3.0,0.0286152,0,,1.0,,2.0,,,,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,
11067622,home,Santos,Weslley Patati,weslley-patati,W. Patati,M,7,167,1129,M,1148468,EUR,1064966400,F,43,43,True,8.0,8.0,,,1.0,1.0,7.0,9.0,1.0,,,17.0,19.0,6.3,8.0,0.00599122,1,,,,5.0,,,1.0,,1.0,,,2.0,0.0239,,,,,,,3.0,2.0,,2.0,,,,,1.0,,,,,,,,,
11067622,home,Santos,Maximiliano Silvera,maximiliano-silvera,M. Silvera,F,11,176,573,M,1121489,EUR,873417600,F,17,17,True,6.0,6.0,,,1.0,1.0,5.0,5.0,1.0,,,17.0,11.0,6.6,1.0,0.00379883,1,,,,1.0,,,,,,,,,0.0345,,,1.0,,,0.1876,,,,1.0,,,,,,,,,,1.0,,,,
11067622,home,Santos,Diogenes,diogenes,Diogenes,G,1,190,497,M,1128754,EUR,978739200,G,52,52,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Diogenes,,,,,,,,,,,,,,,,,,,,,,,
11067622,home,Santos,João Lucas,joao-lucas,J. Lucas,D,2,181,682,M,981019,EUR,889401600,D,13,13,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067622,home,Santos,Stiven Mendoza,steven-mendoza,S. Mendoza,M,7,171,1016,M,354510,EUR,709603200,F,20,20,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067622,home,Santos,Miguelito,miguel-terceros,Miguelito,M,30,177,8050,M,1159656,EUR,1082851200,M,47,47,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Miguel,Terceros,,,,,,,,,,,,,,,,,,,,,,
11067622,home,Santos,Dodi,dodi,Dodi,M,17,169,1040,M,870804,EUR,829699200,M,19,19,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067622,home,Santos,Alfredo Morelos,alfredo-morelos,A. Morelos,F,9,177,2738,M,831085,EUR,835315200,F,22,22,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067622,home,Santos,Bruno Mezenga,bruno-mezenga,B. Mezenga,F,80,183,150,M,60472,EUR,587001600,F,88,88,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067622,away,Fortaleza,João Ricardo,joao-ricardo,J. Ricardo,G,1,188,675,M,839761,EUR,589507200,G,1,1,False,23.0,11.0,20.0,8.0,6.0,6.0,5.0,17.0,9.0,5.0,5.0,90.0,34.0,7.2,12.0,0.00124232,0,0.7532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0
11067622,away,Fortaleza,Tinga,tinga,Tinga,D,2,179,424,M,330057,EUR,746841600,D,2,2,False,22.0,14.0,6.0,3.0,3.0,4.0,11.0,21.0,4.0,,,90.0,55.0,6.6,17.0,0.0185498,1,,4.0,,8.0,5.0,4.0,,2.0,1.0,5.0,4.0,,0.0445,,,,,,,1.0,3.0,,,,,True,,,1.0,,,,,,,,
11067622,away,Fortaleza,Marcelo Benevenuto,marcelo-benevenuto,Marcelo,D,14,180,199,M,841808,EUR,820972800,D,5,5,False,20.0,12.0,7.0,2.0,7.0,11.0,5.0,9.0,2.0,,,90.0,37.0,7.6,8.0,0.0114059,0,,1.0,2.0,1.0,6.0,,,8.0,1.0,4.0,2.0,,,,,,,3.0,,,,,,,1.0,,,,,,,,,,,,
11067622,away,Fortaleza,Titi,titi,Titi,D,4,187,324,M,243435,EUR,574128000,D,4,4,False,19.0,13.0,6.0,2.0,9.0,11.0,4.0,8.0,2.0,,,90.0,36.0,7.1,6.0,0.0031469,0,,2.0,1.0,2.0,5.0,,,10.0,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11067622,away,Fortaleza,Bruno Pacheco,bruno-pacheco,B. Pacheco,D,91,174,374,M,870691,EUR,692150400,D,6,6,False,40.0,28.0,9.0,2.0,10.0,14.0,18.0,27.0,4.0,,,90.0,71.0,6.6,21.0,0.0435606,0,,1.0,2.0,3.0,7.0,,,2.0,1.0,2.0,1.0,,,,,,,,,,1.0,,2.0,,,,1.0,2.0,,2.0,,,,,,,
11067622,away,Fortaleza,Tomás Pochettino,tomas-pochettino,T. Pochettino,M,7,178,994,M,824626,EUR,823132800,M,7,7,False,28.0,22.0,6.0,3.0,10.0,12.0,12.0,18.0,4.0,,,68.0,43.0,7.5,8.0,0.291453,2,,,,2.0,3.0,1.0,,4.0,1.0,2.0,1.0,1.0,0.0587,,,1.0,,1.0,0.02,,2.0,,,,3.0,,1.0,,1.0,,,1.0,,1.0,,,
11067622,away,Fortaleza,Zé Welison,ze-welison,Zé Welison,M,28,177,354,M,551422,EUR,794880000,M,17,17,False,39.0,30.0,5.0,4.0,16.0,21.0,14.0,18.0,5.0,,,83.0,53.0,6.9,10.0,0.0310015,1,,,3.0,4.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0405,,,,,1.0,,,,,1.0,,1.0,,1.0,2.0,,2.0,,,,,,,
11067622,away,Fortaleza,Marinho,marinho,Marinho,M,7,169,2296,M,798127,EUR,643939200,M,12,12,False,20.0,15.0,3.0,2.0,3.0,4.0,13.0,18.0,4.0,,,68.0,37.0,7.6,10.0,0.154008,2,,,1.0,4.0,7.0,,1.0,,,2.0,,1.0,0.595,,,1.0,1.0,,0.76,1.0,2.0,1.0,,,3.0,,4.0,3.0,,,,,,,,,
11067622,away,Fortaleza,Calebe Gonçalves,calebe,Calebe,M,20,173,641,M,1046796,EUR,957052800,M,27,27,False,17.0,15.0,3.0,3.0,3.0,3.0,12.0,15.0,1.0,,,78.0,30.0,6.1,10.0,0.0160776,0,,2.0,,7.0,2.0,,,,,,,,,Calebe,,,,,,2.0,1.0,,4.0,,,,1.0,2.0,,1.0,,,,,,,
11067622,away,Fortaleza,Guilherme,guilherme,Guilherme,M,11,178,3515,M,844605,EUR,797731200,M,29,29,False,26.0,16.0,1.0,1.0,6.0,11.0,11.0,21.0,1.0,,,83.0,47.0,7.0,18.0,0.0235624,3,,3.0,2.0,5.0,5.0,,1.0,,2.0,1.0,1.0,,0.2352,,,1.0,,,0.0678,1.0,6.0,1.0,1.0,,,,1.0,2.0,1.0,1.0,,,,,,,
11067622,away,Fortaleza,Juan Martín Lucero,juan-martin-lucero,J. M. Lucero,F,9,179,1899,M,359024,EUR,691459200,F,9,9,False,18.0,13.0,,,2.0,3.0,11.0,15.0,1.0,,,90.0,31.0,8.0,6.0,0.021522,5,,7.0,2.0,9.0,7.0,,1.0,1.0,,1.0,1.0,2.0,0.2472,,,4.0,1.0,,0.316,1.0,,,,,1.0,,3.0,1.0,,1.0,,,2.0,,,,
11067622,away,Fortaleza,Lucas Sasha,lucas-sasha,L. Sasha,M,88,177,479,M,123225,EUR,636249600,M,88,88,True,9.0,9.0,2.0,2.0,1.0,1.0,8.0,8.0,2.0,,,22.0,13.0,7.1,,0.00423352,0,,,,2.0,2.0,,,2.0,,2.0,2.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,
11067622,away,Fortaleza,Pedro Augusto,pedro-augusto,P. Augusto,M,28,181,302,M,922556,EUR,857347200,M,21,21,True,7.0,5.0,,,3.0,4.0,2.0,3.0,1.0,,,22.0,12.0,6.6,3.0,0.00104088,0,,,1.0,1.0,2.0,,,2.0,,,,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,
11067622,away,Fortaleza,Yago Pikachu,yago-pikachu,Y. Pikachu,M,22,170,1544,M,363688,EUR,707702400,M,22,22,True,1.0,1.0,,,,,1.0,1.0,1.0,,,12.0,4.0,6.2,2.0,0.00271794,0,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
11067622,away,Fortaleza,Lucas Crispim,lucas-crispim,L. Crispim,M,10,178,449,M,795178,EUR,771984000,M,10,10,True,4.0,3.0,1.0,,1.0,1.0,2.0,3.0,,,,16.0,6.0,6.6,1.0,0.00798532,0,,1.0,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11067622,away,Fortaleza,Imanol Machuca,imanol-machuca,I. Machuca,F,7,169,1281,M,974698,EUR,947894400,F,39,39,True,2.0,2.0,,,1.0,1.0,1.0,1.0,1.0,,,16.0,5.0,6.5,1.0,0.00161948,0,,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,
11067622,away,Fortaleza,Mauricio Kozlinski,mauricio-kozlinski,Mauricio Kozlinski,G,30,190,95,M,879859,EUR,677203200,G,30,30,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067622,away,Fortaleza,Dudu,dudu,Dudu,D,53,175,147,M,859083,EUR,864950400,D,20,20,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067622,away,Fortaleza,Gonzalo Escobar,gonzalo-escobar,G. Escobar,D,31,171,1242,M,840500,EUR,858470400,D,33,33,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067622,away,Fortaleza,Emanuel Brítez,emanuel-britez,E. Brítez,D,33,178,532,M,789395,EUR,701568000,D,19,19,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067622,away,Fortaleza,Caio Alexandre,caio-alexandre,C. Alexandre,M,19,174,1777,M,1008832,EUR,919814400,M,8,8,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067622,away,Fortaleza,Silvio Romero,silvio-romero,S. Romero,F,,175,133,M,174937,EUR,585532800,F,18,18,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067622,away,Fortaleza,Pedro Rocha,pedro-rocha,Pedro Rocha,F,32,178,1163,M,794930,EUR,780969600,F,32,32,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,Pedro,Rocha,,,,,,,,,,,,,,,,,,,,,,
