match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,stat_aerialLost,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_blockedScoringAttempt,stat_fouls,stat_totalCross,stat_bigChanceCreated,stat_keyPass,stat_accurateCross,stat_shotOffTarget,captain,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_goals,stat_totalOffside
13269059,home,De Graafschap,Ties Wieggers,ties-wieggers,T. Wieggers,G,1,189.0,18,M,1144947,EUR,1039737600.0,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Ties Wieggers,,,,,,,,,,,,,,,,,,,,
13269059,home,De Graafschap,Kaya Symons,symons-kaya,K. Symons,D,21,178.0,96,M,1196919,EUR,1112227200.0,D,21,21,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Kaya,Symons,,,,,,,,,,,,,,,,,,,
13269059,home,De Graafschap,Tygo Grotenhuis,tygo-grotenhuis,T. Grotenhuis,D,29,185.0,13,M,1516203,EUR,1111622400.0,M,29,29,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Tygo,Grotenhuis,,,,,,,,,,,,,,,,,,,
13269059,home,De Graafschap,Lion Kaak,lion-kaak,L. Kaak,M,,180.0,9,M,103509,EUR,677894400.0,M,6,6,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13269059,home,De Graafschap,Anis Yadir,anis-yadir,A. Yadir,M,22,175.0,36,M,1387847,EUR,1099008000.0,M,34,34,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Anis Yadir,,,,,,,,,,,,,,,,,,,,
13269059,home,De Graafschap,Nathan Kaninda,nathan-kaninda,N. Kaninda,F,17,177.0,11,M,1893843,EUR,1087084800.0,F,39,39,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Nathan,Kaninda,,,,,,,,,,,,,,,,,,,
13269059,away,Heracles Almelo,Fabian de Keijzer,fabian-de-keijzer,F. d. Keijzer,G,1,193.0,109,M,856743,EUR,957916800.0,G,1,1,False,34.0,29.0,13.0,8.0,0.0,25.0,26.0,4.0,8.0,3.0,5.0,,,,90.0,39.0,7.3,6.0,0,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,2.0,,
13269059,away,Heracles Almelo,Jannes Wieckhoff,jannes-wieckhoff,J. Wieckhoff,D,3,188.0,36,M,984880,EUR,965174400.0,D,3,3,False,45.0,42.0,5.0,4.0,0.0,30.0,31.0,13.0,16.0,4.0,6.0,,,,90.0,85.0,7.4,14.0,0,1.0,8.0,10.0,1.0,6.0,4.0,2.0,1.0,4.0,3.0,,,1.0,2.0,,3.0,,2.0,2.0,,1.0,1.0,,,,,,,,,
13269059,away,Heracles Almelo,Ivan Mesík,ivan-mesik,I. Mesík,D,24,187.0,162,M,918484,EUR,991353600.0,D,24,24,False,64.0,59.0,6.0,2.0,0.0,42.0,44.0,17.0,20.0,14.0,4.0,,,,90.0,81.0,7.3,5.0,1,2.0,2.0,2.0,,,,,,,,,,,,,1.0,,2.0,,,,,1.0,,,,,,,,
13269059,away,Heracles Almelo,Justin Hoogma,justin-hoogma,J. Hoogma,D,4,190.0,87,M,833246,EUR,897523200.0,D,21,21,False,57.0,51.0,6.0,3.0,0.0,35.0,35.0,16.0,22.0,7.0,5.0,,,,90.0,69.0,7.4,6.0,1,3.0,5.0,5.0,,,,1.0,1.0,,1.0,,,4.0,,,1.0,1.0,1.0,,,,,,,,,,,,,
13269059,away,Heracles Almelo,Lorenzo Milani,lorenzo-milani,L. Milani,D,20,178.0,32,M,1084492,EUR,990489600.0,D,22,22,False,30.0,18.0,4.0,1.0,0.0,13.0,19.0,5.0,12.0,6.0,2.0,,,,90.0,72.0,6.8,25.0,3,1.0,7.0,3.0,,2.0,,2.0,1.0,3.0,,,,1.0,1.0,,2.0,2.0,4.0,1.0,,,,1.0,,,,,,,,
13269059,away,Heracles Almelo,Brian De Keersmaecker,brian-de-keersmaecker,B. D. Keersmaeker,M,14,182.0,236,M,981222,EUR,957571200.0,M,14,14,False,59.0,52.0,6.0,3.0,0.0,34.0,34.0,18.0,25.0,,9.0,,,,90.0,71.0,7.4,9.0,0,1.0,2.0,6.0,,,,4.0,2.0,2.0,1.0,,,,,2.0,1.0,,2.0,,,1.0,,,True,,,,,,,
13269059,away,Heracles Almelo,Jan Žambůrek,jan-zamburek,J. Žambůrek,M,13,182.0,82,M,930295,EUR,982022400.0,M,13,13,False,41.0,39.0,3.0,3.0,0.0,18.0,18.0,23.0,26.0,,5.0,,,,86.0,57.0,7.7,3.0,1,1.0,2.0,6.0,2.0,,,5.0,3.0,,,,,,,1.0,3.0,,,3.0,,1.0,2.0,1.0,,,,,,,,
13269059,away,Heracles Almelo,Juho Talvitie,juho-talvitie,J. Talvitie,M,32,183.0,251,M,1149147,EUR,1111708800.0,M,23,23,False,19.0,16.0,,,0.0,8.0,8.0,8.0,13.0,,9.0,,,,66.0,44.0,6.5,18.0,1,,5.0,5.0,,6.0,2.0,2.0,1.0,7.0,1.0,Juho Talvitie,,,1.0,,,1.0,,2.0,,,,,,,,,,,,
13269059,away,Heracles Almelo,Thomas Bruns,thomas-bruns,T. Bruns,M,10,177.0,36,M,146401,EUR,694742400.0,M,17,17,False,32.0,25.0,3.0,2.0,0.0,9.0,13.0,17.0,23.0,,5.0,,,,66.0,47.0,7.4,14.0,1,1.0,7.0,3.0,1.0,2.0,1.0,,,2.0,1.0,,,1.0,1.0,,,,3.0,4.0,,1.0,1.0,,,,1.0,,,,1.0,
13269059,away,Heracles Almelo,Mario Engels,mario-engels,M. Engels,M,8,183.0,72,M,132674,EUR,751248000.0,M,8,8,False,15.0,9.0,2.0,1.0,1.0,3.0,3.0,6.0,16.0,2.0,3.0,,,,86.0,32.0,7.3,15.0,2,,3.0,1.0,,4.0,1.0,,,,,,,,,,,,,4.0,1.0,1.0,,2.0,,,,,,,,
13269059,away,Heracles Almelo,Jizz Hornkamp,jizz-hornkamp,J. Hornkamp,F,19,180.0,682,M,914392,EUR,889228800.0,F,9,9,False,10.0,8.0,2.0,2.0,0.0,4.0,5.0,4.0,5.0,1.0,2.0,,,,71.0,16.0,6.8,3.0,0,,5.0,2.0,,,,1.0,1.0,1.0,1.0,,,3.0,,,,,2.0,,,1.0,,,,,,,,,,
13269059,away,Heracles Almelo,Jordy Bruijn,jordy-bruijn,J. Bruijn,M,8,170.0,76,M,825278,EUR,838080000.0,M,5,5,True,1.0,1.0,,,0.0,,,1.0,1.0,1.0,,,,,24.0,7.0,6.6,2.0,1,1.0,1.0,2.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,
13269059,away,Heracles Almelo,Suf Podgoreanu,suf-podgoreanu,S. Podgoreanu,M,17,193.0,150,M,1010062,EUR,1011484800.0,F,29,29,True,5.0,4.0,1.0,1.0,0.0,2.0,3.0,2.0,3.0,,3.0,,,,24.0,14.0,7.2,6.0,1,1.0,2.0,2.0,,1.0,,,,2.0,1.0,,,,1.0,,1.0,,,1.0,,,,,,,1.0,,,,1.0,1.0
13269059,away,Heracles Almelo,Bryan Limbombe,bryan-limbombe,B. Limbombe,M,7,172.0,160,M,996988,EUR,989798400.0,F,7,7,True,7.0,4.0,,,0.0,3.0,5.0,1.0,2.0,,3.0,,,,19.0,13.0,6.6,8.0,0,,1.0,1.0,,2.0,1.0,,,3.0,,,,,,,,,,,,1.0,,,,,,,,,,
13269059,away,Heracles Almelo,Daniel van Kaam,daniel-van-kaam,D. v. Kaam,M,8,175.0,86,M,876257,EUR,961718400.0,M,26,26,True,1.0,,,,0.0,,,,1.0,1.0,,,,,8.0,4.0,6.6,2.0,0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
13269059,away,Heracles Almelo,Diego van Oorschot,van-oorschot-diego,D. v. Oorschot,F,8,173.0,56,M,1482511,EUR,1128211200.0,F,20,20,True,,,,,0.0,,,,,,,,,,8.0,1.0,6.3,1.0,0,,1.0,,,1.0,,,,,,Diego van Oorschot,,,,,,,,,,,,,,,,,,,,
13269059,away,Heracles Almelo,Robin Mantel,robin-mantel,R. Mantel,G,30,195.0,29,M,943230,EUR,974246400.0,G,30,30,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13269059,away,Heracles Almelo,Timo Jansink,jansink-timo,T. Jansink,G,16,197.0,38,M,1189737,EUR,1047772800.0,G,16,16,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13269059,away,Heracles Almelo,Mimeirhel Benita,mimeirhel-benita,M. Benita,D,2,176.0,216,M,1130308,EUR,1069027200.0,D,2,2,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Mimeirhel Benita,,,,,,,,,,,,,,,,,,,,
13269059,away,Heracles Almelo,Kelvin Leerdam,kelvin-leerdam,K. Leerdam,D,,178.0,77,,44220,EUR,646185600.0,D,18,18,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13269059,away,Heracles Almelo,Jop Tijink,jop-tijink,J. Tijink,D,27,188.0,33,M,1862924,EUR,1107043200.0,D,27,27,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Jop Tijink,,,,,,,,,,,,,,,,,,,,
13269059,away,Heracles Almelo,Damon Mirani,damon-mirani,D. Mirani,D,4,182.0,56,M,318575,EUR,831945600.0,D,4,4,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13269059,away,Heracles Almelo,Shiloh 't Zand,shiloh-t-zand,S. '. Zand,M,25,177.0,312,M,1196520,EUR,1050278400.0,M,10,10,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
