match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_errorLeadToAGoal,stat_expectedGoals,stat_dispossessed,stat_clearanceOffLine,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,player_firstName,player_lastName,captain,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_penaltyWon,stat_blockedScoringAttempt,stat_goals,stat_penaltyFaced,stat_punches,stat_bigChanceCreated,stat_totalOffside,stat_penaltyConceded,stat_goalAssist,stat_bigChanceMissed
11450148,home,Sivasspor,Modou Barrow,modou-barrow,M. Barrow,M,176.0,244,M,209098,EUR,718934400,F,77,77,False,17.0,14.0,,,2.0,3.0,14.0,18.0,1.0,,,,90.0,36.0,7.0,9.0,0.079477,2,,,4.0,2.0,,,3.0,5.0,,4.0,1.0,1.0,1.0,,1.0,,,,0.1593,,,,3.0,2.0,3.0,,,,,,,1.0,,,,,,,,
11450148,home,Sivasspor,Abdulkadir Parmak,abdulkadir-parmak,A. Parmak,M,176.0,57,M,344225,EUR,788572800,M,5,5,True,25.0,21.0,1.0,,10.0,10.0,11.0,15.0,4.0,,,,74.0,31.0,6.3,6.0,0.00448646,1,,20,,,1.0,,8.0,1.0,3.0,1.0,,,1.0,2.0,,,,,0.0193,1.0,,,,,1.0,,,,1.0,0.1183,,,,,,,,,,
11450148,home,Sivasspor,Murat Paluli,murat-paluli,M. Paluli,D,175.0,36,M,893014,EUR,776390400,D,99,99,True,12.0,9.0,1.0,1.0,5.0,6.0,4.0,7.0,2.0,,,,23.0,20.0,7.0,4.0,0.00297397,2,,7,1.0,,1.0,,1.0,3.0,,,,,2.0,,,1.0,,,0.0227,,,,1.0,1.0,,,,,,,,2.0,,,,,,,,
11450148,home,Sivasspor,Kerem Atakan Kesgin,kerem-atakan-kesgin,K. A. Kesgin,M,174.0,132,M,857745,EUR,973382400,M,20,20,True,13.0,11.0,,,1.0,1.0,10.0,16.0,2.0,,,,23.0,22.0,7.2,7.0,0.0657656,2,,17,4.0,,,1.0,1.0,2.0,,,,,,,,,,,0.0315,1.0,,,1.0,,2.0,,,,1.0,0.0381,,1.0,,,,,,,,
11450148,home,Sivasspor,Eren Kaya,kaya-eren,E. Kaya,M,179.0,4,M,1464307,EUR,1080345600,F,76,76,True,3.0,2.0,,,,,2.0,5.0,1.0,,,,9.0,6.0,6.6,3.0,0.00721084,0,,11,2.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
11450148,home,Sivasspor,Emre Gökay,emre-gokay,E. Gökay,F,181.0,137,M,1393928,EUR,1140220800,M,21,21,True,1.0,1.0,,,,,1.0,2.0,,,,,9.0,3.0,6.5,1.0,0.00050652,0,,19,1.0,,,,,,,,,,,,,,,,,,,,,,,Emre Gökay,,,,,,,,,,,,,,
11450148,home,Sivasspor,Erhan Erentürk,erhan-erenturk,E. Erentürk,G,190.0,42,M,997705,EUR,801792000,G,15,15,True,,,,,,,,,,,,,,,,,,0,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450148,home,Sivasspor,Mehmet Albayrak,mehmet-albayrak,M. Albayrak,D,189.0,18,M,1141652,EUR,1073260800,D,69,69,True,,,,,,,,,,,,,,,,,,0,,4,,,,,,,,,,,,,,,,,,,,,,,,Mehmet Albayrak,,,,,,,,,,,,,,
11450148,home,Sivasspor,Yusuf Kefkir,yusuf-kefkir,Y. Kefkir,D,,3,M,1618854,EUR,1162771200,D,73,73,True,,,,,,,,,,,,,,,,,,0,,77,,,,,,,,,,,,,,,,,,,,,,,,Yusuf Kefkir,,,,,,,,,,,,,,
11450148,home,Sivasspor,Mehmet Talha Seker,seker-mehmet-talha,M. T. Şeker,M,180.0,20,M,1618816,EUR,1144627200,M,28,28,True,,,,,,,,,,,,,,,,,,0,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450148,home,Sivasspor,Mustafa Özbay,mustafa-ozbay,M. Özbay,F,172.0,5,M,1584893,EUR,1181001600,F,97,97,True,,,,,,,,,,,,,,,,,,0,,97,,,,,,,,,,,,,,,,,,,,,,,,Mustafa Özbay,,,,,,,,,,,,,,
11450148,away,Gaziantep FK,Florin Niță,florin-nita,F. Niță,G,185.0,1579,M,83551,EUR,552268800,G,33,33,False,18.0,16.0,9.0,7.0,13.0,13.0,3.0,5.0,10.0,1.0,2.0,4.0,90.0,31.0,7.4,3.0,0.00023545,0,0.4318,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,
11450148,away,Gaziantep FK,Mustafa Eskihellaç,mustafa-eskihellac,M. Eskihellaç,D,175.0,571,M,899069,EUR,862790400,D,11,11,False,45.0,40.0,1.0,,17.0,18.0,23.0,28.0,8.0,,,,90.0,73.0,8.0,12.0,0.119438,0,,19,1.0,,1.0,,3.0,9.0,,3.0,2.0,3.0,4.0,,,2.0,2.0,,,1.0,,3.0,3.0,1.0,2.0,,,,,,,,,,,1.0,1.0,,,
11450148,away,Gaziantep FK,Ertuğrul Ersoy,ertugrul-ersoy,E. Ersoy,D,185.0,88,M,355004,EUR,855792000,D,15,15,False,42.0,38.0,5.0,4.0,21.0,23.0,17.0,19.0,4.0,,,,90.0,50.0,6.7,5.0,0.0117448,1,,5,,,1.0,1.0,4.0,3.0,1.0,,,1.0,,2.0,,2.0,,,0.1103,,,,2.0,,2.0,,,,1.0,0.1044,,,,,,,,,,
11450148,away,Gaziantep FK,Nicolas N'Koulou,nicolas-nkoulou,N. N'Koulou,D,184.0,462,M,38533,EUR,638496000,D,63,63,False,35.0,31.0,1.0,,28.0,30.0,3.0,5.0,4.0,,,,90.0,45.0,6.8,5.0,0.00063173,1,,3,,,,2.0,2.0,4.0,,,,1.0,,2.0,1.0,3.0,1.0,,0.1531,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,
11450148,away,Gaziantep FK,Papy Djilobodji,papy-djilobodji,P. Djilobodji,D,193.0,175,M,106661,EUR,596937600,D,3,3,False,51.0,40.0,12.0,6.0,27.0,30.0,13.0,21.0,4.0,,,,90.0,71.0,7.9,13.0,0.0954426,3,,3,,,,1.0,2.0,6.0,1.0,2.0,2.0,1.0,,,1.0,5.0,1.0,,0.0787,1.0,,3.0,3.0,2.0,,,,True,1.0,0.499,,1.0,1.0,,,,,,,
11450148,away,Gaziantep FK,Salem M'Bakata,salem-mbakata,S. M'Bakata,D,177.0,65,M,940367,EUR,892944000,D,22,22,False,18.0,14.0,1.0,1.0,7.0,7.0,7.0,11.0,3.0,,,,90.0,35.0,5.9,7.0,0.00732166,1,,22,,,1.0,1.0,7.0,2.0,1.0,2.0,,,,3.0,1.0,1.0,,,0.0235,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,
11450148,away,Gaziantep FK,Deian Sorescu,deian-sorescu,D. Sorescu,M,175.0,703,M,797602,EUR,872812800,M,18,18,False,21.0,13.0,4.0,2.0,4.0,5.0,11.0,21.0,5.0,,,,90.0,35.0,6.5,14.0,0.117568,1,,18,5.0,2.0,,,4.0,,2.0,1.0,,1.0,,,1.0,,,,0.0208,1.0,,,,,2.0,,,,,,,,,,,,1.0,,,
11450148,away,Gaziantep FK,Marko Jevtović,marko-jevtovic,M. Jevtović,M,194.0,134,M,310068,EUR,743472000,M,8,8,False,15.0,11.0,3.0,2.0,4.0,5.0,7.0,10.0,2.0,,,,45.0,17.0,6.3,4.0,0.0018229,0,,16,,,1.0,1.0,2.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11450148,away,Gaziantep FK,Ogün Özçiçek,ogun-ozcicek,O. Özçiçek,M,172.0,50,M,859783,EUR,917136000,M,61,61,False,40.0,34.0,2.0,2.0,17.0,19.0,17.0,21.0,6.0,,,,90.0,53.0,6.4,7.0,0.00883482,5,,61,,,,,5.0,3.0,1.0,2.0,2.0,,1.0,3.0,1.0,,,,0.323,1.0,,,,,1.0,,,,1.0,0.6129,,3.0,,,,,,1.0,1.0,1.0
11450148,away,Gaziantep FK,Alexandru Maxim,alexandru-maxim,A. Maxim,M,177.0,793,M,180511,EUR,647395200,M,44,44,False,47.0,39.0,11.0,8.0,15.0,16.0,26.0,39.0,4.0,,,,81.0,77.0,7.8,21.0,0.700404,2,,44,8.0,2.0,,,6.0,8.0,,7.0,4.0,3.0,2.0,3.0,,,,,0.2658,,,1.0,2.0,1.0,5.0,,,,2.0,0.0889,,,,,,2.0,,,1.0,1.0
11450148,away,Gaziantep FK,Denis Drăguş,denis-dragus,D. Drăguş,F,184.0,2440,M,841199,EUR,931219200,F,70,70,False,28.0,21.0,3.0,1.0,6.0,7.0,15.0,21.0,6.0,,,,89.0,49.0,8.0,13.0,0.257127,3,,70,,,1.0,,2.0,5.0,,2.0,2.0,5.0,1.0,1.0,,2.0,,,1.0374,,,,2.0,2.0,2.0,,,,2.0,1.4807,,1.0,1.0,,,1.0,,,,1.0
11450148,away,Gaziantep FK,Bryan Acosta,bryan-acosta,B. Acosta,M,174.0,225,M,797162,EUR,754099200,M,6,6,True,24.0,23.0,3.0,2.0,13.0,13.0,10.0,11.0,2.0,,,,41.0,27.0,6.7,2.0,0.00769949,0,,6,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
11450148,away,Gaziantep FK,Furkan Soyalp,furkan-soyalp,F. Soyalp,M,175.0,70,M,226992,EUR,802915200,M,5,5,True,4.0,4.0,,,1.0,1.0,3.0,4.0,1.0,,,,12.0,11.0,6.7,2.0,0.00152843,0,,33,1.0,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
11450148,away,Gaziantep FK,İlker Karakaş,ilker-karakas,İ. Karakaş,F,187.0,26,M,921406,EUR,916012800,F,9,9,True,2.0,,,,,1.0,,1.0,,,,,1.0,2.0,,2.0,,0,,61,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450148,away,Gaziantep FK,Mustafa Burak Bozan,bozan-mustafa-burak,M. B. Bozan,G,196.0,107,M,934201,EUR,966988800,G,1,1,True,,,,,,,,,,,,,,,,,,0,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450148,away,Gaziantep FK,Batuhan Şen,batuhan-ahmet-sen,B. A. Şen,G,192.0,1076,M,867595,EUR,918000000,G,19,19,True,,,,,,,,,,,,,,,,,,0,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450148,away,Gaziantep FK,Arda Kızıldağ,arda-kizildag,A. Kızıldağ,D,187.0,127,M,904228,EUR,908409600,D,4,4,True,,,,,,,,,,,,,,,,,,0,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450148,away,Gaziantep FK,Júnior Morais,junior-morais,J. Morais,M,176.0,58,M,79056,EUR,522374400,D,13,13,True,,,,,,,,,,,,,,,,,,0,,12,,,,,,,,,,,,,,,,,,,,,,,,Júnior,Morais,,,,,,,,,,,,,
11450148,away,Gaziantep FK,Mirza Cihan,mirza-cihan,M. Cihan,M,175.0,29,M,909289,EUR,972518400,M,26,26,True,,,,,,,,,,,,,,,,,,0,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450148,away,Gaziantep FK,Bahadır Gölgeli,bahadir-golgeli,B. Gölgeli,M,185.0,12,M,1121262,EUR,1057017600,M,91,91,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,Bahadir Golgeli,,,,,,,,,,,,,,
11450148,away,Gaziantep FK,Mehmet Kuzucu,mehmet-kuzucu,M. Kuzucu,F,,13,M,1394336,EUR,1064016000,M,93,93,True,,,,,,,,,,,,,,,,,,0,,93,,,,,,,,,,,,,,,,,,,,,,,,Mehmet Kuzucu,,,,,,,,,,,,,,
