match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,captain,stat_aerialWon,stat_unsuccessfulTouch,stat_aerialLost,stat_dispossessed,stat_outfielderBlock,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_wonTackle,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_totalOffside,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox
14109601,home,Antalyaspor,Hasan Yakub İlçin,hasan-yakub-ilcin,H. Y. İlçin,M,20,,187,M,2031279,EUR,1237852800,M,20,20,True,4.0,1.0,,,0.0,,,1.0,4.0,,1.0,,17.0,4.0,6.8,3.0,0.00111439,,0,,0.03,0.1,0.14,,,,,2.0,,,,,,,,,,,,,,2.0,,,,,Hasan Yakub İlçin,,,,,,,,,,
14109601,home,Antalyaspor,Poyraz Efe Yıldırım,poyraz-efe-yildirim,P. E. Yıldırım,F,99,188.0,360,M,1195797,EUR,1105747200,F,99,99,True,5.0,1.0,,,0.0,1.0,1.0,,4.0,1.0,1.0,,17.0,7.0,6.5,4.0,2.297e-05,,0,,-0.11,0.17,0.17,,,,2.0,2.0,,1.0,1.0,,,,,,1.0,,,,,1.0,,1.0,,,Poyraz Efe Yildirim,,,,,,,,,,
14109601,home,Antalyaspor,Kağan Arıcan,kagan-arican,K. Arıcan,G,96,187.0,23,M,1418111,EUR,1141948800,G,96,96,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kagan Arican,,,,,,,,,,
14109601,home,Antalyaspor,Ege Izmirli,ege-izmirli,E. İzmirli,D,98,,13,M,1931456,EUR,1201046400,D,98,98,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ege İzmirli,,,,,,,,,,
14109601,home,Antalyaspor,Kerem Kayaarasi,kayaarasi-kerem,K. Kayaarasi,F,90,187.0,69,M,1839258,EUR,1142640000,F,90,90,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerem Kayaarasi,,,,,,,,,,
14109601,home,Antalyaspor,Ali Demirbilek,ali-demirbilek,A. Demirbilek,F,19,,39,M,2128089,EUR,1231113600,M,19,19,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ali Demirbilek,,,,,,,,,,
14109601,home,Antalyaspor,Berkay Topdemir,berkay-topdemir,B. Topdemir,F,33,179.0,19,M,1961825,EUR,1167609600,M,33,33,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Berkay Topdemir,,,,,,,,,,
14109601,away,Kasımpaşa,Andreas Gianniotis,andreas-gianniotis,A. Gianniotis,G,1,190.0,177,M,236746,EUR,724636800,G,1,1,False,34.0,30.0,7.0,3.0,0.0,29.0,30.0,1.0,4.0,1.0,7.0,4.0,90.0,43.0,7.4,4.0,0.00172953,0.5802,0,-0.2975,0.07,0.0,-0.11,0.34,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,4.0
14109601,away,Kasımpaşa,Cláudio Winck,claudio-winck,C. Winck,D,2,183.0,182,M,155998,EUR,766368000,D,2,2,False,32.0,22.0,7.0,4.0,0.0,8.0,10.0,14.0,22.0,6.0,5.0,,90.0,61.0,6.7,14.0,0.0290563,,0,,0.09,0.3,-0.27,,3.0,,,4.0,,1.0,1.0,,,1.0,,,1.0,,1.0,,,3.0,1.0,,,,,,,,,,,,1.0,,
14109601,away,Kasımpaşa,Nicholas Opoku,nicholas-opoku,N. Opoku,D,20,190.0,508,M,885683,EUR,871257600,D,20,20,False,64.0,58.0,6.0,1.0,0.0,46.0,47.0,12.0,17.0,5.0,3.0,,90.0,72.0,6.2,6.0,0.00276465,,1,,0.04,0.08,-0.22,,,,1.0,3.0,,,,,1.0,,1.0,,1.0,0.2046,,-0.42,,2.0,,,,,,,,,,1.0,,1.0,,,
14109601,away,Kasımpaşa,Attila Szalai,attila-szalai,A. Szalai,D,41,192.0,2460,M,823092,EUR,885254400,D,41,41,False,80.0,64.0,15.0,2.0,0.0,51.0,56.0,13.0,24.0,4.0,5.0,,90.0,91.0,6.2,17.0,0.0505117,,0,,0.26,0.18,-0.29,,,,5.0,4.0,,,,,,1.0,1.0,,3.0,,1.0,,,3.0,,2.0,,1.0,,,,,,,,,,,
14109601,away,Kasımpaşa,Jhon Espinoza,espinoza-jhon,J. Espinoza,D,14,177.0,132,M,929098,EUR,919814400,D,14,14,False,27.0,21.0,3.0,1.0,0.0,11.0,14.0,10.0,13.0,1.0,,,64.0,37.0,6.0,8.0,0.00396416,,0,,0.0,-0.08,-0.31,,,,3.0,1.0,,,,,,,,,2.0,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,
14109601,away,Kasımpaşa,Andri Baldursson,andri-baldursson,A. Baldursson,M,16,187.0,235,M,932856,EUR,1010620800,M,16,16,False,33.0,21.0,4.0,1.0,0.0,9.0,13.0,12.0,20.0,2.0,3.0,,85.0,41.0,6.6,14.0,0.0158245,,0,,0.06,0.07,-0.08,,,,2.0,3.0,1.0,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,,1.0,,,,,,,1.0,,,,,
14109601,away,Kasımpaşa,Cafú,cafu,Cafú,M,8,185.0,212,M,110956,EUR,730684800,M,8,8,False,38.0,33.0,7.0,6.0,0.0,21.0,22.0,12.0,16.0,,1.0,,85.0,45.0,6.7,8.0,0.191136,,0,,0.28,0.02,-0.11,,1.0,1.0,4.0,2.0,,2.0,,1.0,,,,2.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,
14109601,away,Kasımpaşa,Mamadou Fall,mamadou-fall,M. Fall,M,7,184.0,381,M,822228,EUR,694137600,M,7,7,False,7.0,5.0,,,0.0,,1.0,5.0,6.0,,2.0,,87.0,16.0,6.5,6.0,0.01556,,1,,-0.19,0.04,-0.11,,1.0,,2.0,5.0,,,,,,,2.0,1.0,2.0,0.0256,,-0.02,,2.0,3.0,1.0,,,,,1.0,,,1.0,,,,,
14109601,away,Kasımpaşa,Haris Hajradinović,haris-hajradinovic,H. Hajradinović,M,10,179.0,1214,M,254979,EUR,761529600,M,10,10,False,39.0,27.0,8.0,4.0,0.0,9.0,9.0,18.0,30.0,,4.0,,90.0,58.0,6.8,19.0,0.0600024,,4,,0.19,0.12,-0.13,,5.0,,2.0,4.0,1.0,1.0,1.0,,2.0,2.0,,3.0,1.0,0.1216,1.0,-0.15,True,,,,,,,,2.0,,,,,,,,
14109601,away,Kasımpaşa,Mortadha Ben Ouanes,mortadha-ben-ouanes,M. B. Ouanes,M,12,182.0,1246,M,919225,EUR,773107200,M,12,12,False,31.0,25.0,4.0,2.0,1.0,11.0,11.0,14.0,20.0,1.0,2.0,,90.0,44.0,6.6,12.0,0.146663,,0,,-0.05,0.18,-0.13,,5.0,1.0,7.0,4.0,1.0,2.0,1.0,1.0,,,,1.0,2.0,,2.0,,,2.0,,3.0,,,,,,,,,,,,,
14109601,away,Kasımpaşa,Pape Habib Gueye,pape-habib-gueye,P. H. Gueye,F,77,188.0,365,M,880778,EUR,937785600,F,77,77,False,14.0,13.0,1.0,1.0,0.0,2.0,2.0,11.0,12.0,,2.0,,90.0,28.0,7.8,6.0,0.0485152,,2,,0.06,0.34,0.16,,1.0,,8.0,6.0,,2.0,2.0,,1.0,,1.0,2.0,5.0,0.2433,1.0,0.5,,1.0,4.0,3.0,,,,,,1.0,1.0,1.0,0.4689,,1.0,,
14109601,away,Kasımpaşa,Yusuf Barası,yusuf-barasi,Y. Barası,F,9,182.0,286,M,1000187,EUR,1049068800,F,9,9,True,6.0,6.0,,,0.0,3.0,3.0,3.0,3.0,,,,26.0,10.0,6.4,1.0,0.0392023,,1,,-0.02,-0.08,0.0,,2.0,1.0,1.0,,,,,,,,,,1.0,0.0108,1.0,-0.01,,,,,,,,,,1.0,,,0.3427,,,,
14109601,away,Kasımpaşa,Cem Üstündag,cem-ustundag,C. Üstündag,M,6,,49,M,1387006,EUR,979948800,M,6,6,True,9.0,9.0,1.0,1.0,0.0,2.0,2.0,7.0,7.0,,,,16.0,12.0,6.8,,0.0275646,,0,,-0.04,0.03,0.17,,,,2.0,3.0,,,,,,,1.0,1.0,,,,,,1.0,,2.0,,,,,,,,,,,,,
14109601,away,Kasımpaşa,Kubilay Kanatsızkuş,kubilay-kanatsizkus,K. Kanatsızkuş,F,17,190.0,94,M,828953,EUR,859507200,F,17,17,True,,,,,0.0,,,,,,,,16.0,2.0,6.4,1.0,,,0,,,0.02,0.0,,,,2.0,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,
14109601,away,Kasımpaşa,Ali Yavuz Kol,ali-yavuz-kol,A. Y. Kol,M,11,175.0,109,M,910091,EUR,980726400,F,11,11,True,3.0,3.0,1.0,1.0,0.0,,,3.0,3.0,,1.0,,14.0,10.0,6.3,5.0,0.0187315,,1,,0.01,0.08,-0.05,,3.0,,3.0,,1.0,1.0,,,1.0,,,,1.0,0.0728,1.0,-0.33,,,1.0,,,,,,,,,,,,,,
14109601,away,Kasımpaşa,Ali Emre Yanar,ali-emre-yanar,A. E. Yanar,G,25,190.0,31,M,840297,EUR,895190400,G,25,25,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109601,away,Kasımpaşa,Taylan Utku Aydın,aydin-taylan-utku,T. U. Aydın,D,29,180.0,50,M,1498789,EUR,1139529600,D,29,29,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109601,away,Kasımpaşa,Berkay Muratoğlu,berkay-muratoglu,B. Muratoğlu,D,47,183.0,16,M,1931424,EUR,1199232000,D,47,47,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Berkay Muratoğlu,,,,,,,,,,
14109601,away,Kasımpaşa,Godfried Frimpong,godfried-frimpong,G. Frimpong,D,21,180.0,172,M,931743,EUR,924652800,D,21,21,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109601,away,Kasımpaşa,Oguzhan Yilmaz,oguzhan-yilmaz,O. Yilmaz,M,23,181.0,2,M,1480585,EUR,1055808000,M,23,23,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oguzhan Yilmaz,,,,,,,,,,
14109601,away,Kasımpaşa,Atakan Mujde,mujde-atakan,A. Mujde,M,4,182.0,17,M,1134704,EUR,1067040000,M,5,5,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
