match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,player_firstName,player_lastName,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,stat_expectedGoals,stat_shotValueNormalized,stat_unsuccessfulTouch,stat_wasFouled,captain,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_keyPass,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_goals,stat_hitWoodwork,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_blockedScoringAttempt,stat_errorLeadToAGoal
14025142,home,Manchester City,Erling Haaland,erling-haaland,E. Haaland,F,9,194,843810,M,EHaaland,839956,EUR,964137600,F,9,9,False,14.0,11.0,,,0.0,4.0,4.0,7.0,10.0,1.0,3.0,6.0,2.0,,,,87.0,31.0,9.4,6.0,0.148344,,5,,0.13,0.51,0.24,,,2.0,1.0,3.0,2.0,,,,,,,,2.0,,1.8767,0.88,2.0,,,,,1.0,1.0,1.0,3.0,,1.2694,2.0,1.0,,,,,
14025142,home,Manchester City,Nico González,nico-gonzalez,N. González,M,14,186,19859,M,nico14,954056,EUR,1010016000,M,14,14,True,6.0,5.0,,,0.0,4.0,5.0,1.0,1.0,2.0,2.0,3.0,1.0,,,,14.0,10.0,6.8,1.0,0.00047521,,0,,0.03,0.0,0.18,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
14025142,home,Manchester City,Savinho,savio,Savinho,M,26,176,52457,M,Savinho,1046795,EUR,1081555200,F,26,26,True,2.0,2.0,,,0.0,,,2.0,2.0,,,,,,,,13.0,10.0,6.6,5.0,0.00342658,,1,,0.03,-0.48,0.13,,,1.0,,,,2.0,,,,,,1.0,,,0.0224,0.13,4.0,,,,,,,,1.0,,0.1222,,,,,,,
14025142,home,Manchester City,Oscar Bobb,oscar-bobb,O. Bobb,M,14,174,21551,M,oscarbobb,1065216,EUR,1057968000,M,52,52,True,4.0,3.0,,,0.0,,,3.0,4.0,,1.0,,1.0,,,,8.0,7.0,6.9,2.0,0.0748692,,0,,0.27,0.05,0.0,,,,,1.0,1.0,,,,,Oscar Bobb,,,,,,,,,,,,,1.0,,,,,,,,,,,
14025142,home,Manchester City,Nathan Aké,nathan-ake,N. Aké,D,6,180,21292,M,nathanake,149663,EUR,793065600,D,6,6,True,,,,,0.0,,,,,,,,,,,,2.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025142,home,Manchester City,James Trafford,james-trafford,J. Trafford,G,1,197,21722,M,,980643,EUR,1034208000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025142,home,Manchester City,Matheus Nunes,matheus-nunes,M. Nunes,D,27,183,19609,M,matheusnunes,945122,EUR,904176000,M,27,27,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025142,home,Manchester City,Rico Lewis,rico-lewis,R. Lewis,D,82,170,17497,M,Rico_Lewis,1136731,EUR,1100995200,D,82,82,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Rico Lewis,,,,,,,,,,,,,,,,,,,,,,,,
14025142,home,Manchester City,Stephen Mfuni,stephen-mfuni,S. Mfuni,D,21,180,3019,M,,1402791,EUR,1202774400,D,91,91,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Stephen Mfuni,,,,,,,,,,,,,,,,,,,,,,,,
14025142,home,Manchester City,Divine Mukasa,divine-mukasa,D. Mukasa,M,29,178,12530,M,,1467990,EUR,1187740800,M,63,63,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025142,away,Manchester United,Altay Bayındır,altay-bayindir,A. Bayındır,G,1,198,15154,M,altaybayindir,815890,EUR,892512000,G,1,1,False,31.0,16.0,20.0,5.0,0.0,12.0,15.0,4.0,16.0,,1.0,1.0,4.0,3.0,3.0,,90.0,38.0,7.0,15.0,0.00305546,0.9054,0,-0.7035,0.06,0.01,-0.35,0.51,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,
14025142,away,Manchester United,Leny Yoro,leny-yoro,L. Yoro,D,15,190,20033,M,YL15,1153315,EUR,1131840000,D,15,15,False,27.0,26.0,5.0,4.0,0.0,18.0,19.0,8.0,8.0,,,1.0,5.0,,,,62.0,33.0,5.8,2.0,0.00287982,,0,,0.06,0.07,-0.51,,1.0,4.0,1.0,,,2.0,,,2.0,Leny Yoro,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,
14025142,away,Manchester United,Matthijs de Ligt,matthijs-de-ligt,M. de Ligt,D,4,188,32684,M,mdeligt,803031,EUR,934416000,D,4,4,False,45.0,37.0,3.0,2.0,0.0,27.0,30.0,10.0,15.0,,5.0,3.0,4.0,,,,90.0,59.0,6.2,10.0,0.00393499,,0,,0.01,0.02,-0.54,,1.0,1.0,,,,3.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
14025142,away,Manchester United,Luke Shaw,luke-shaw,L. Shaw,D,23,178,17970,M,lukeshaw23,190839,EUR,805507200,D,23,23,False,58.0,53.0,7.0,6.0,0.0,24.0,27.0,29.0,31.0,1.0,2.0,1.0,5.0,,,,90.0,66.0,6.2,8.0,0.0548108,,0,,0.18,0.05,-0.58,,1.0,2.0,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
14025142,away,Manchester United,Noussair Mazraoui,noussair-mazraoui,N. Mazraoui,D,3,183,53635,M,nousmaz97,847030,EUR,879465600,M,3,3,False,30.0,26.0,2.0,2.0,0.0,9.0,10.0,17.0,20.0,1.0,6.0,2.0,5.0,,,,62.0,56.0,7.0,11.0,0.0281816,,0,,0.12,0.23,0.13,,1.0,4.0,,1.0,1.0,2.0,3.0,3.0,2.0,,,1.0,,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,
14025142,away,Manchester United,Manuel Ugarte,manuel-ugarte,M. Ugarte,M,25,182,19122,M,ugartemanu,846425,EUR,986947200,M,25,25,False,48.0,43.0,3.0,3.0,0.0,19.0,20.0,24.0,28.0,1.0,5.0,1.0,6.0,,,,80.0,61.0,6.8,8.0,0.0138487,,1,,0.07,0.14,-0.14,,,3.0,1.0,,,2.0,3.0,1.0,2.0,,,,1.0,,0.0204,-0.08,2.0,1.0,,,,,,,,,,,,,,,,
14025142,away,Manchester United,Bruno Fernandes,bruno-fernandes,B. Fernandes,M,8,179,235526,M,BrunoFernandes,288205,EUR,778982400,M,8,8,False,70.0,59.0,10.0,8.0,0.0,17.0,19.0,42.0,51.0,1.0,6.0,,3.0,,,,90.0,88.0,7.4,21.0,0.321836,,1,,0.34,0.2,-0.24,,,1.0,1.0,1.0,1.0,,3.0,3.0,,,,,1.0,,0.0338,-0.01,3.0,1.0,True,6.0,1.0,1.0,2.0,,,,,,,,,,,
14025142,away,Manchester United,Patrick Dorgu,dorgu-patrick,P. Dorgu,M,13,185,26643,M,Odogwu,1397168,EUR,1098748800,M,13,13,False,30.0,22.0,1.0,,0.0,9.0,12.0,13.0,18.0,2.0,11.0,,3.0,,,,90.0,62.0,6.5,17.0,0.096325,,2,,-0.35,0.23,-0.16,,2.0,7.0,,5.0,1.0,2.0,4.0,3.0,1.0,,,,2.0,,0.2028,-0.51,2.0,4.0,,7.0,4.0,,3.0,,,1.0,,,,,,,,
14025142,away,Manchester United,Bryan Mbeumo,bryan-mbeumo,B. Mbeumo,M,19,173,110440,M,bryan_m19,927083,EUR,933984000,F,19,19,False,43.0,34.0,1.0,1.0,0.0,10.0,12.0,24.0,31.0,1.0,2.0,,2.0,,,,90.0,65.0,5.7,21.0,0.169716,,4,,-0.09,0.31,-0.07,,3.0,8.0,1.0,3.0,1.0,,,,,,,2.0,3.0,,0.672,-0.8,3.0,,,5.0,1.0,,,1.0,1.0,1.0,0.0818,,,,,,,
14025142,away,Manchester United,Amad Diallo,diallo-amad,A. Diallo,F,16,173,104228,M,AmadDiallo19,971037,EUR,1026345600,F,16,16,False,38.0,35.0,3.0,2.0,0.0,8.0,9.0,27.0,29.0,,2.0,,3.0,,,,90.0,52.0,6.9,9.0,0.566148,,1,,0.25,0.33,0.15,,2.0,5.0,,2.0,,1.0,2.0,1.0,,,,1.0,,,0.07,-0.09,1.0,,,1.0,,1.0,2.0,,,,,,,,,,1.0,
14025142,away,Manchester United,Benjamin Šeško,benjamin-sesko,B. Šeško,F,30,195,77788,M,benjamin_sesko,986397,EUR,1054339200,F,30,30,False,13.0,7.0,,,0.0,3.0,4.0,4.0,9.0,3.0,3.0,,1.0,,,,80.0,19.0,6.3,8.0,0.00144598,,1,,-0.14,0.13,-0.01,,5.0,6.0,,,,,,,1.0,,,1.0,,,0.0296,0.0,1.0,,,,,,,,1.0,,0.0616,,,,,,,
14025142,away,Manchester United,Harry Maguire,harry-maguire,H. Maguire,D,5,194,28057,M,harrymaguire93,149380,EUR,731289600,D,5,5,True,27.0,24.0,,,0.0,16.0,16.0,8.0,11.0,1.0,1.0,1.0,1.0,,,,28.0,28.0,5.9,3.0,0.00159369,,0,,-0.02,0.03,-0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
14025142,away,Manchester United,Kobbie Mainoo,kobbie-mainoo,K. Mainoo,M,37,180,53174,M,KobbieM,1142175,EUR,1113868800,M,37,37,True,18.0,18.0,,,0.0,9.0,9.0,9.0,9.0,,3.0,,2.0,,,,28.0,26.0,6.7,3.0,0.0180616,,0,,0.07,0.05,-0.04,,1.0,1.0,,1.0,1.0,,2.0,1.0,,Kobbie,Mainoo,,,,,,2.0,,,1.0,,,2.0,,,1.0,,,,,,,,
14025142,away,Manchester United,Casemiro,casemiro,Casemiro,M,18,185,86039,M,Casemiro,122951,EUR,698803200,M,18,18,True,20.0,18.0,3.0,3.0,0.0,7.0,8.0,11.0,12.0,,,,3.0,,,,10.0,22.0,6.7,2.0,0.0180151,,2,,0.1,0.04,-0.05,,,1.0,1.0,,,,,,,,,,1.0,,0.4881,-0.13,,,,,,,,1.0,,,,,,,,,1.0,
14025142,away,Manchester United,Joshua Zirkzee,joshua-zirkzee,J. Zirkzee,F,11,193,26112,M,JZirkzee,917007,EUR,990489600,F,11,11,True,3.0,2.0,,,0.0,1.0,1.0,1.0,2.0,,1.0,,,,,,10.0,4.0,6.4,1.0,0.00487571,,0,,-0.28,0.1,0.0,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
14025142,away,Manchester United,Tom Heaton,tom-heaton,T. Heaton,G,22,188,6117,M,tomheatongk,18122,EUR,513907200,G,22,22,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025142,away,Manchester United,Senne Lammens,senne-lammens,S. Lammens,G,31,193,27298,M,,964753,EUR,1026000000,G,31,31,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025142,away,Manchester United,Tyler Fredricson,tyler-fredricson,T. Fredricson,D,33,184,5383,M,,1142182,EUR,1109116800,D,33,33,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Tyler,Fredricson,,,,,,,,,,,,,,,,,,,,,,,
14025142,away,Manchester United,Ayden Heaven,heaven-ayden,A. Heaven,D,26,189,10471,M,,1445799,EUR,1158883200,D,26,26,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Ayden Heaven,,,,,,,,,,,,,,,,,,,,,,,,
14025142,away,Manchester United,Diego León,leon-diego,D. León,D,5,177,10087,M,,1900795,EUR,1175558400,D,35,35,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
