match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_outfielderBlock,player_firstName,player_lastName,stat_totalCross,stat_dispossessed,stat_keyPass,stat_accurateCross,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_wasFouled,stat_goalAssist,stat_bigChanceCreated,stat_goals,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed
11409068,home,Vitória SC,André Silva,andre-silva,A. Silva,F,17,181,2951,M,925072,EUR,865296000,F,7,7,False,,22.0,15.0,1.0,1.0,5.0,7.0,10.0,15.0,1.0,4.0,1.0,,,,89.0,36.0,7.8,10.0,0.00870933,5,,8.0,9.0,,1.0,1.0,,2.0,2.0,3.0,1.0,0.5194,0.5781,,,,,,1.0,,,,3.0,1.0,,,1.0,2.0,,,,
11409068,home,Vitória SC,Miguel Maga,miguel-maga,M. Maga,D,2,175,180,M,1131047,EUR,1037404800,D,2,2,True,,7.0,7.0,2.0,2.0,3.0,3.0,4.0,4.0,,,,1.0,,,23.0,11.0,6.7,,0.0032877,0,,,,,,,1.0,,,,,,,,Miguel Maga,,,,,,,,,,,,,,,,,
11409068,home,Vitória SC,Dani Silva,daniel-silva,D. Silva,M,80,180,228,M,974863,EUR,955411200,M,80,80,True,,14.0,12.0,1.0,1.0,4.0,4.0,9.0,11.0,,1.0,,1.0,,,23.0,18.0,6.9,4.0,0.2455,0,,,1.0,,,,,,,1.0,,,,,,,1.0,,1.0,1.0,2.0,1.0,,,,,,,,,,
11409068,home,Vitória SC,João Mendes,joao-mendes,J. Mendes,M,10,183,228,M,857376,EUR,782697600,M,17,17,True,,5.0,4.0,2.0,1.0,1.0,1.0,3.0,5.0,,1.0,,,,,8.0,8.0,6.6,2.0,0.0493371,1,,,,,,1.0,,,,,,0.0691,,,,,1.0,,,,1.0,1.0,,,,,,,,,,
11409068,home,Vitória SC,Zé Carlos,ze-carlos,Z. Carlos,M,6,172,109,M,1138915,EUR,1004400000,D,28,28,True,,3.0,3.0,,,1.0,1.0,2.0,2.0,,,,,,,1.0,3.0,,,0.00018468,0,,1.0,1.0,,,,,,,,,,,,Zé Carlos,,,,,,,,,,,,,,,,,
11409068,home,Vitória SC,Adrián Butzke,adrian-butzke,A. Butzke,F,3,191,100,M,991292,EUR,922752000,F,22,22,True,,2.0,1.0,,,,,1.0,2.0,,,,,,,1.0,4.0,,2.0,0.00026051,0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
11409068,home,Vitória SC,Charles,charles,Charles,G,27,186,127,M,155985,EUR,760320000,G,27,27,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409068,home,Vitória SC,Afonso Freitas,afonso-freitas,A. Freitas,D,25,180,35,M,928812,EUR,955065600,D,72,72,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409068,home,Vitória SC,Manuel Silva,manuel-silva,M. Silva,M,16,190,1034,M,1085740,EUR,992304000,M,6,6,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409068,home,Vitória SC,André André,andre-andre,A. André,M,11,174,123,M,59777,EUR,620092800,M,21,21,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409068,away,CF Estrela Amadora,Bruno Brígido,bruno-brigido,B. Brígido,G,1,187,51,M,329079,EUR,668476800,G,30,30,False,,21.0,17.0,8.0,4.0,13.0,15.0,4.0,6.0,,,1.0,4.0,1.0,1.0,90.0,26.0,6.3,4.0,0.00032867,0,-1.2994,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,
11409068,away,CF Estrela Amadora,Johnstone Omurwa,omurwa-johnstone,J. Omurwa,D,55,183,132,M,1006303,EUR,902534400,D,2,2,False,,61.0,53.0,5.0,4.0,42.0,49.0,11.0,12.0,1.0,1.0,2.0,4.0,,,90.0,70.0,6.3,9.0,0.00231301,0,,2.0,3.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,
11409068,away,CF Estrela Amadora,Pedro Mendes,pedro-mendes,P. Mendes,D,5,187,77,M,44563,EUR,654739200,D,5,5,False,,38.0,33.0,6.0,3.0,30.0,33.0,3.0,5.0,3.0,6.0,3.0,6.0,,,68.0,52.0,6.7,8.0,0.0027707,0,,,3.0,,,,,1.0,1.0,2.0,2.0,,,,,,,,,,3.0,2.0,,,,,,,,,,
11409068,away,CF Estrela Amadora,Mansur,mansur,Mansur,D,70,181,47,M,328871,EUR,735004800,D,70,70,False,,58.0,44.0,8.0,5.0,35.0,43.0,9.0,15.0,5.0,9.0,4.0,7.0,,,90.0,74.0,6.8,16.0,0.014047,0,,3.0,6.0,1.0,,,2.0,3.0,2.0,1.0,2.0,,,1.0,,,,,,,,,,1.0,,,,,,,,
11409068,away,CF Estrela Amadora,Hevertton Santos,hevertton-santos,H. Santos,D,20,182,177,M,1087355,EUR,980985600,M,27,27,False,,26.0,15.0,2.0,1.0,4.0,10.0,12.0,20.0,2.0,5.0,2.0,5.0,,,71.0,51.0,6.3,17.0,0.0176197,0,,,4.0,,,,1.0,,,1.0,3.0,,,,,,4.0,,,1.0,4.0,3.0,,,,,,1.0,,,,
11409068,away,CF Estrela Amadora,Léo Cordeiro,leo-cordeiro,L. Cordeiro,M,22,174,96,M,869461,EUR,812160000,M,22,22,False,,46.0,37.0,6.0,3.0,25.0,27.0,12.0,19.0,1.0,5.0,1.0,4.0,,,90.0,57.0,6.5,11.0,0.00542192,0,,2.0,5.0,2.0,,,,1.0,1.0,,,,,,,,,1.0,,,1.0,1.0,,2.0,,,,,,,,
11409068,away,CF Estrela Amadora,Pedro Sá,pedro-sa,P. Sá,M,21,175,37,M,803145,EUR,754704000,M,21,21,False,True,32.0,24.0,4.0,2.0,12.0,16.0,12.0,17.0,1.0,2.0,,4.0,,,68.0,38.0,6.9,11.0,0.129776,0,,1.0,3.0,,,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,1.0,1.0,2.0,,,,,,,,,,,,,
11409068,away,CF Estrela Amadora,João Reis,joao-reis,J. Reis,D,17,174,24,M,343487,EUR,709344000,M,17,17,False,,15.0,9.0,4.0,1.0,6.0,9.0,3.0,10.0,2.0,4.0,1.0,3.0,,,45.0,31.0,6.7,12.0,0.00357137,0,,,1.0,1.0,,,1.0,1.0,1.0,2.0,,,,1.0,,,4.0,,,,,,,1.0,,,,,,,,
11409068,away,CF Estrela Amadora,Regis Ndo,regis-ndo,R. Ndo,F,77,181,274,M,1084705,EUR,990489600,F,7,7,False,,29.0,21.0,,,13.0,14.0,9.0,18.0,,4.0,,7.0,,,90.0,51.0,7.0,17.0,0.32218,2,,3.0,5.0,,,,,,,4.0,,0.1437,,,,,3.0,,1.0,1.0,4.0,2.0,2.0,2.0,,1.0,,,,,,
11409068,away,CF Estrela Amadora,Léo Jabá,leo-jaba,L. Jabá,F,,178,256,M,852518,EUR,902016000,F,8,8,False,,20.0,14.0,,,7.0,8.0,9.0,14.0,,10.0,,2.0,,,83.0,41.0,7.2,12.0,0.0158406,1,,,3.0,,,,,1.0,1.0,3.0,,0.0162,,,,,2.0,2.0,1.0,2.0,4.0,3.0,1.0,6.0,,,,1.0,,,,
11409068,away,CF Estrela Amadora,Ronaldo Tavares,ronaldo-tavares,R. Tavares,F,9,192,337,M,828707,EUR,869529600,F,9,9,False,,13.0,6.0,,,2.0,2.0,4.0,14.0,1.0,3.0,,2.0,,,76.0,26.0,6.3,12.0,0.00214701,1,,2.0,3.0,,,1.0,,1.0,,1.0,,0.2145,,,,,3.0,,,,2.0,1.0,,,,,,,,,,1.0
11409068,away,CF Estrela Amadora,Nkanyiso Shinga,shinga,Shinga,D,33,175,472,M,1410342,EUR,954374400,D,25,25,True,,13.0,10.0,1.0,1.0,7.0,8.0,3.0,6.0,,1.0,,1.0,,,45.0,23.0,6.6,4.0,0.0128827,0,,,,,,,1.0,1.0,1.0,,,,,2.0,Shinga,,1.0,,,,,,,,,,,,,,,
11409068,away,CF Estrela Amadora,André Luiz,andre-luiz,André Luiz,M,17,185,1296,M,1133282,EUR,1014422400,F,10,10,True,,8.0,7.0,,,2.0,2.0,5.0,6.0,1.0,4.0,,,,,22.0,13.0,6.8,2.0,0.0160668,0,,,1.0,,,,,,,,,,,,André Luiz,,,,,,3.0,2.0,,1.0,,,,,,,,
11409068,away,CF Estrela Amadora,Aloisio,aloisio,Aloisio,M,20,180,45,M,962371,EUR,831081600,M,6,6,True,,12.0,10.0,1.0,1.0,9.0,9.0,1.0,3.0,,1.0,,,,,22.0,16.0,6.6,2.0,0.00029433,2,,,,,1.0,1.0,1.0,1.0,1.0,,,0.0274,0.1664,,,,,,,,,,,,,,,,,,,
11409068,away,CF Estrela Amadora,Jean Felipe,jean-felipe,J. Felipe,D,12,180,36,M,386094,EUR,769219200,D,12,12,True,,10.0,6.0,4.0,1.0,3.0,5.0,3.0,7.0,,,,3.0,,,14.0,15.0,6.0,7.0,0.00268344,0,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,
11409068,away,CF Estrela Amadora,Rodrigo Pinho,rodrigo-pinho,Rodrigo Pinho,F,9,185,213,M,801339,EUR,675561600,F,20,20,True,,2.0,2.0,,,1.0,1.0,1.0,1.0,,,,,,,12.0,4.0,6.5,,0.00023294,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409068,away,CF Estrela Amadora,Wagner,wagner,Wagner,G,28,188,43,M,1400276,EUR,893721600,G,98,98,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409068,away,CF Estrela Amadora,Vitó,vito,Vitó,M,8,180,26,M,845680,EUR,874540800,M,18,18,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409068,away,CF Estrela Amadora,Kikas,kikas,Kikas,F,98,176,231,M,869875,EUR,905990400,F,29,29,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409068,away,CF Estrela Amadora,Gustavo Henrique,gustavo-henrique,G. Henrique,F,,176,39,M,1066975,EUR,927504000,F,11,11,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
