match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_errorLeadToAGoal,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,captain,stat_aerialLost,stat_duelLost,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,player_sofascoreId,stat_aerialWon,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_totalCross,stat_challengeLost,stat_outfielderBlock,player_firstName,player_lastName,stat_accurateCross,stat_wonContest,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_goodHighClaim,stat_lastManTackle,stat_bigChanceMissed,stat_totalOffside
14065162,home,Hamburger SV,Alexander Røssing-Lelesiit,alexander-rossing-lelesiit,A. Røssing-Lelesiit,M,38,184,532,M,1862226,EUR,1169251200,F,38,38,False,14.0,10.0,1.0,,1.0,2.0,4.0,8.0,10.0,9.0,3.0,,4.0,,,,,81.0,34.0,7.1,9.0,0.233657,163.01356446687,11.0,62.475,19.74,,0,,0.35,0.32,-0.01,,,,8.0,2.0,,,3.0,,,3.0,,1.0,4.0,,,,2.0,,,,,Alexander Røssing-Lelesiit,,,1.0,,,,,1.0,,,,
14065162,home,Hamburger SV,Ransford Yeboah Königsdörffer,ransford-yeboah-konigsdorffer,R. Y. Königsdörffer,F,11,182,1619,M,1012235,EUR,1000339200,F,11,11,True,10.0,7.0,,,0.0,4.0,6.0,3.0,4.0,1.0,,,,,,,,54.0,20.0,6.1,7.0,0.00197949,35.691425034579,4.0,12.6,9.345,,2,,-0.07,0.04,-0.01,,,2.0,5.0,1.0,,,1.0,1.0,2.0,1.0,,,1.0,2.0,,0.1795,,-0.53,,,,,,,,,,,,,,,,
14065162,home,Hamburger SV,Giorgi Gocholeishvili,giorgi-gocholeishvili,G. Gocholeishvili,D,16,178,1317,M,1035752,EUR,982108800,D,16,16,True,7.0,5.0,2.0,1.0,0.0,3.0,4.0,2.0,3.0,2.0,2.0,,1.0,,,,,23.0,11.0,6.8,2.0,0.00122201,8.9562899126815,1.0,8.925,8.925,,1,,0.0,0.02,0.13,,,,1.0,,,,,,,1.0,,1.0,,,1.0,0.0356,,-0.15,,,,,,,,,,,,,,,,
14065162,home,Hamburger SV,Fábio Vieira,fabio-vieira,F. Vieira,M,20,170,6625,M,904835,EUR,959644800,M,20,20,True,7.0,7.0,,,0.0,2.0,2.0,5.0,5.0,,2.0,,,,,,,23.0,12.0,7.7,3.0,0.00401343,63.0903662537,5.0,3.57,9.45,,1,,0.01,0.07,0.16,,,1.0,2.0,1.0,,,,,,,fabiodfvieira,,,,,0.2936,,0.56,2.0,,,,,,,1.0,,1.0,0.6232,,,,,
14065162,home,Hamburger SV,Fabio Baldé,balde-fabio,F. Baldé,F,45,182,331,M,1546267,EUR,1121817600,F,45,45,True,3.0,3.0,,,1.0,1.0,1.0,2.0,2.0,2.0,1.0,,,,,,,22.0,11.0,6.7,5.0,0.00132814,36.869931144768,5.0,19.53,9.345,,0,,0.01,0.04,0.13,,,,2.0,2.0,,,1.0,,2.0,,,,1.0,,,,1.0,,1.0,,,,,,1.0,,,,,1.0,,,,
14065162,home,Hamburger SV,Guilherme Ramos,guilherme-ramos,G. Ramos,D,13,191,216,M,827192,EUR,871257600,D,13,13,True,,,,,0.0,,,,,,,,,,,,,9.0,,6.4,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065162,home,Hamburger SV,Daniel Peretz,daniel-peretz,D. Peretz,G,41,190,3561,M,1048265,EUR,963187200,G,26,26,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065162,home,Hamburger SV,Aboubaka Soumahoro,soumahoro-aboubaka,A. Soumahoro,D,22,184,245,M,1605225,EUR,1107475200,D,22,22,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Aboubaka Soumahoro,,,,,,,,,,,,
14065162,home,Hamburger SV,Jean-Luc Dompé,jean-luc-dompe,J. Dompé,F,7,170,649,M,789192,EUR,808185600,F,7,7,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065162,home,Hamburger SV,Emir Sahiti,emir-sahiti,E. Sahiti,F,70,174,1006,M,841985,EUR,912297600,F,29,29,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065162,away,VfB Stuttgart,Alexander Nübel,alexander-nubel,A. Nübel,G,33,193,2048,M,584722,EUR,844041600,G,33,33,False,21.0,18.0,7.0,4.0,0.0,15.0,15.0,3.0,6.0,1.0,10.0,,,,,2.0,2.0,90.0,31.0,6.0,3.0,0.00127233,38.077231504456,7.0,-24.78,-1.89,,0,-0.707,0.1,0.0,-0.17,-0.68,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,,
14065162,away,VfB Stuttgart,Ameen Al-Dakhil,al-dhakil,A. Al-Dakhil,D,2,185,567,M,1979970,EUR,1015372800,D,2,2,False,72.0,66.0,5.0,2.0,0.0,28.0,30.0,38.0,42.0,7.0,4.0,,,,,,,90.0,88.0,6.8,11.0,0.0189431,196.27498820875,28.0,-63.21,8.4,,0,,0.13,0.16,0.18,,,1.0,5.0,1.0,2.0,1.0,6.0,4.0,1.0,,,1.0,3.0,,,,,,,,,Ameen,Al-Dakhil,,,,,,,,,1.0,,
14065162,away,VfB Stuttgart,Jeff Chabot,julian-chabot,J. Chabot,D,24,194,723,M,863271,EUR,887241600,D,24,24,False,90.0,84.0,2.0,1.0,0.0,32.0,34.0,52.0,56.0,6.0,2.0,,2.0,,,,,90.0,98.0,6.8,7.0,0.0358725,439.13795940967,48.0,-227.64,10.605,,0,,0.28,0.3,-0.4,,True,,2.0,,4.0,,,,1.0,2.0,,4.0,,,,,,,,,,,,,,,,,,,,,,
14065162,away,VfB Stuttgart,Ramon Hendriks,ramon-hendriks,R. Hendriks,D,3,189,435,M,916943,EUR,995414400,D,3,3,False,37.0,32.0,4.0,3.0,0.0,12.0,13.0,20.0,24.0,8.0,3.0,,2.0,,,,,87.0,64.0,7.2,10.0,0.0246745,95.25886079732,13.0,-36.75,8.505,,1,,0.06,0.01,-0.08,,,1.0,1.0,,3.0,,4.0,2.0,2.0,,,2.0,,1.0,,0.1079,,-0.3,2.0,,,,,,,,,,,,,,,
14065162,away,VfB Stuttgart,Josha Vagnoman,josha-vagnoman,J. Vagnoman,D,4,186,549,M,906278,EUR,976492800,M,4,4,False,25.0,24.0,,,0.0,8.0,8.0,16.0,17.0,4.0,4.0,,1.0,,,,,90.0,48.0,6.5,7.0,0.0368629,114.90274871953,16.0,-9.345,15.225,,0,,0.0,0.16,-0.08,,,1.0,3.0,1.0,1.0,,2.0,1.0,3.0,1.0,,,1.0,,,,1.0,,2.0,,,,,,1.0,,,,,1.0,,,,
14065162,away,VfB Stuttgart,Chema Andrés,chema-andres,C. Andrés,M,30,193,8497,M,1464641,EUR,1114387200,M,30,30,False,59.0,54.0,,,0.0,16.0,18.0,38.0,41.0,4.0,4.0,,,,,,,90.0,72.0,6.5,6.0,0.106788,166.29577489894,25.0,-78.12,5.565,,2,,0.22,0.14,-0.09,,,1.0,7.0,,4.0,1.0,1.0,1.0,,4.0,,3.0,1.0,,1.0,0.1039,2.0,-0.24,,1.0,1.0,Chema Andrés,,,,1.0,,,0.051,,,,,
14065162,away,VfB Stuttgart,Nikolas Nartey,nartey-nikolas,N. Nartey,M,28,185,699,M,861981,EUR,951177600,M,28,28,False,32.0,28.0,3.0,1.0,0.0,10.0,11.0,18.0,21.0,2.0,2.0,,1.0,,,,,57.0,42.0,6.2,7.0,0.0275215,103.06878854767,14.0,-32.235,6.825,,1,,-0.24,0.09,-0.07,,,,4.0,1.0,,,,,1.0,2.0,,1.0,1.0,1.0,,0.0121,1.0,-0.17,,,,,,,,,,,,,,,,
14065162,away,VfB Stuttgart,Pascal Stenzel,pascal-stenzel,P. Stenzel,D,15,184,266,M,352562,EUR,827280000,M,15,15,False,25.0,24.0,1.0,1.0,0.0,9.0,10.0,15.0,15.0,3.0,1.0,,2.0,,,,,45.0,32.0,6.6,3.0,0.0210517,65.218408869292,9.0,-4.935,6.72,,1,,0.05,0.02,-0.05,,,,1.0,,1.0,,,,2.0,1.0,,1.0,,,1.0,0.0226,,-0.03,,,,,,,,,,,,,,,,
14065162,away,VfB Stuttgart,Badredine Bouanani,badredine-bouanani,B. Bouanani,M,27,177,10055,M,1153265,EUR,1102464000,F,27,27,False,42.0,30.0,2.0,,0.0,3.0,3.0,27.0,39.0,4.0,1.0,,3.0,,,,,87.0,61.0,6.8,17.0,0.139046,177.1112772131,20.0,-101.85,3.885,,2,,-0.25,0.44,0.23,,,,2.0,2.0,1.0,,,,1.0,,bouanani,,,2.0,,0.0983,1.0,-0.52,2.0,1.0,,Badredine Bouanani,,,1.0,,,,,,,,1.0,
14065162,away,VfB Stuttgart,Chris Führich,chris-fuhrich,C. Führich,M,10,178,1574,M,891510,EUR,884304000,F,10,10,False,23.0,18.0,,,0.0,5.0,6.0,13.0,17.0,,2.0,,,,,,,40.0,33.0,6.1,13.0,0.0386958,122.35525869908,12.0,-16.905,5.88,,0,,-0.25,0.22,-0.01,,,,3.0,,,,,,5.0,,,,3.0,,,,1.0,,,,,,,,,,,,,,,,,
14065162,away,VfB Stuttgart,Bilal El Khannouss,bilal-el-khannouss,B. E. Khannouss,M,11,180,25244,M,1126569,EUR,1084147200,F,11,11,False,62.0,47.0,10.0,4.0,0.0,10.0,10.0,37.0,52.0,2.0,3.0,,,,,,,90.0,82.0,6.3,25.0,0.2989,168.69125427745,23.0,-55.86,8.505,,2,,0.12,0.05,-0.02,,,,5.0,2.0,1.0,2.0,,,1.0,1.0,bilalekns_34,1.0,3.0,1.0,1.0,0.071,4.0,-0.27,6.0,,,Bilal,El Khannouss,1.0,1.0,,,,,,,,,
14065162,away,VfB Stuttgart,Deniz Undav,deniz-undav,D. Undav,F,26,179,7593,M,794298,EUR,837734400,F,26,26,True,8.0,6.0,,,0.0,,,6.0,8.0,1.0,,,,,,,,50.0,18.0,6.7,7.0,0.0296528,40.196342479324,3.0,-24.675,1.155,,3,,-0.13,0.19,-0.01,,,1.0,4.0,,,,,,3.0,1.0,denizundav,1.0,2.0,2.0,,0.2888,,0.26,,,,,,,,1.0,,1.0,0.7115,,,,,1.0
14065162,away,VfB Stuttgart,Jamie Leweling,leweling-jamie,J. Leweling,M,18,184,1954,M,990201,EUR,983145600,F,18,18,True,15.0,11.0,1.0,,0.0,2.0,3.0,9.0,12.0,4.0,5.0,,3.0,,,,,45.0,32.0,6.9,12.0,0.0303624,188.79265824252,17.0,-93.24,10.92,,2,,0.07,0.26,0.31,,,1.0,3.0,2.0,,1.0,1.0,,2.0,,,,,1.0,,0.0523,,-0.26,5.0,,1.0,,,1.0,,1.0,,,0.02,,,,,
14065162,away,VfB Stuttgart,Angelo Stiller,stiller-angelo,A. Stiller,M,6,183,7426,M,901882,EUR,986342400,M,6,6,True,21.0,19.0,,,0.0,2.0,2.0,17.0,19.0,2.0,3.0,,,,,,,33.0,31.0,6.7,6.0,0.0241962,127.524836189,11.0,-60.795,4.515,,0,,0.1,0.2,-0.05,,,,1.0,1.0,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
14065162,away,VfB Stuttgart,Maximilian Mittelstädt,maximilian-mittelstadt,M. Mittelstädt,D,7,178,2368,M,788949,EUR,858643200,D,7,7,True,7.0,7.0,,,0.0,2.0,2.0,5.0,5.0,,1.0,,,,,,,9.0,15.0,6.3,6.0,0.115152,74.121616639933,6.0,-58.59,-0.52500000000001,,0,,0.23,0.01,-0.23,,,,2.0,,,,,,,,,,1.0,,,,1.0,,6.0,1.0,,,,2.0,,,,,,,,,,
14065162,away,VfB Stuttgart,Lazar Jovanović,lazar-jovanovic,L. Jovanović,M,45,182,985,M,1427148,EUR,1164844800,F,45,45,True,3.0,3.0,,,0.0,,,3.0,3.0,1.0,,,1.0,,,,,9.0,4.0,6.7,,0.0135737,22.200468738368,2.0,-7.14,3.36,,0,,0.01,0.07,0.0,,,,,,,,,,,,,,,,,,1.0,,,,,Lazar Jovanovic,,,,,,,,,,,,
14065162,away,VfB Stuttgart,Fabian Bredlow,fabian-bredlow,F. Bredlow,G,1,191,219,M,152463,EUR,794102400,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065162,away,VfB Stuttgart,Finn Jeltsch,jeltsch-finn,F. Jeltsch,D,29,188,1205,M,1418649,EUR,1153094400,D,29,29,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Finn Jeltsch,,,,,,,,,,,,
14065162,away,VfB Stuttgart,Atakan Karazor,atakan-karazor,A. Karazor,M,16,190,1082,M,801030,EUR,845164800,M,16,16,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065162,away,VfB Stuttgart,Lorenz Assignon,lorenz-assignon,L. Assignon,M,22,179,649,M,1009334,EUR,961632000,D,22,22,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
