match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_fouls,player_sofascoreId,stat_challengeLost,stat_wonTackle,stat_unsuccessfulTouch,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_keyPass,stat_dispossessed,stat_totalContest,stat_wonContest,stat_goalAssist,stat_blockedScoringAttempt,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals
10406687,home,SV Zulte Waregem,Zinho Gano,,,zinho-gano,Z. Gano,F,9,198,217,M,156645,EUR,750470400,F,93,93,False,,13.0,9.0,,,4.0,6.0,5.0,7.0,7.0,1.0,2.0,,,,,,90.0,25.0,7.2,8.0,4,,7.0,6.0,9.0,,,1.0,,,,1.0,2.0,,,1.0,2.0,,2.0,,,,,,2.0,1.0
10406687,home,SV Zulte Waregem,Nicolas Rommens,,,nicolas-rommens,N. Rommens,M,8,183,22,M,328159,EUR,787622400,M,20,20,True,,41.0,29.0,5.0,1.0,17.0,23.0,12.0,18.0,6.0,3.0,9.0,1.0,,,,,72.0,53.0,6.8,13.0,0,,2.0,4.0,4.0,,5.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,
10406687,home,SV Zulte Waregem,Borja López,,,borja-lopez,B. López,D,4,192,53,M,284865,EUR,760147200,D,3,3,True,,8.0,3.0,5.0,2.0,1.0,2.0,4.0,9.0,2.0,,1.0,1.0,,,,,23.0,16.0,6.6,7.0,0,3.0,,,1.0,,,1.0,1.0,,,1.0,,2.0,,,,1.0,,,,,,,,
10406687,home,SV Zulte Waregem,Oleksandr Drambaev,,,oleksandr-drambaev,O. Drambaev,D,14,183,50,M,997084,EUR,987811200,D,5,5,True,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,3.0,2.0,,1.0,0,,,,,,,,,,,,1.0,,,,,,,,,,,,,
10406687,home,SV Zulte Waregem,Louis Bostyn,,,louis-bostyn,L. Bostyn,G,1,195,46,M,145093,EUR,749692800,G,38,38,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10406687,home,SV Zulte Waregem,Bent Sormo,,,bent-sormo,B. Sormo,D,5,187,14,M,383810,EUR,843350400,M,22,22,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10406687,home,SV Zulte Waregem,Dani Ramirez,,,dani-ramirez,D. Ramirez,M,10,175,112,M,899034,EUR,708825600,M,23,23,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10406687,home,SV Zulte Waregem,Lennert Hallaert,Lennert,Hallaert,lennert-hallaert,L. Hallaert,F,35,183,10,M,998753,EUR,1050537600,F,35,35,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10406687,away,KV Oostende,Guillaume Hubert,,,guillaume-hubert,G. Hubert,G,28,198,51,M,149794,EUR,758246400,G,28,28,False,,23.0,11.0,18.0,7.0,4.0,7.0,7.0,16.0,,1.0,8.0,,1.0,1.0,1.0,1.0,90.0,31.0,6.5,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10406687,away,KV Oostende,Osaze Urhoghide,,,osaze-urhoghide,O. Urhoghide,D,3,188,130,M,915129,EUR,962668800,D,2,2,False,,55.0,35.0,5.0,,22.0,32.0,13.0,24.0,13.0,6.0,9.0,2.0,,,,,90.0,87.0,7.2,26.0,2,1.0,3.0,7.0,7.0,,2.0,2.0,2.0,,,2.0,2.0,,,,,,1.0,3.0,2.0,,1.0,,1.0,
10406687,away,KV Oostende,Matej Rodin,,,matej-rodin,M. Rodin,D,80,193,120,M,834079,EUR,824169600,D,88,88,False,,52.0,32.0,14.0,4.0,20.0,26.0,12.0,26.0,7.0,10.0,8.0,,,,,,90.0,70.0,6.9,24.0,0,,3.0,6.0,5.0,,1.0,1.0,1.0,,,1.0,2.0,,,,,1.0,1.0,,,,,,,
10406687,away,KV Oostende,Anton Tanghe,,,tanghe-anton,A. Tanghe,D,3,194,72,M,1005175,EUR,917481600,D,33,33,False,True,29.0,18.0,5.0,,17.0,22.0,1.0,7.0,3.0,8.0,8.0,,,,,,89.0,40.0,6.5,11.0,0,,6.0,3.0,6.0,,1.0,,,,,,,,,,,,,,,,,,,
10406687,away,KV Oostende,Kelvin Arase,,,kelvin-arase,K. Arase,M,28,172,64,M,825962,EUR,916358400,M,26,26,False,,30.0,29.0,,,12.0,13.0,17.0,18.0,3.0,2.0,7.0,,,,,,90.0,68.0,5.8,18.0,0,1.0,,,14.0,,,2.0,2.0,,,2.0,2.0,,,,,1.0,7.0,6.0,1.0,1.0,,,,
10406687,away,KV Oostende,Alfons Amade,,,alfons-amade,A. Amade,M,14,172,402,M,836701,EUR,942364800,M,23,23,False,,45.0,35.0,,,18.0,22.0,17.0,23.0,3.0,,9.0,,,,,,76.0,57.0,6.4,12.0,0,,1.0,,7.0,,,3.0,1.0,,4.0,3.0,1.0,,,,,1.0,,1.0,,,,,,
10406687,away,KV Oostende,Pierre Dwomoh,,,pierre-dwomoh,P. Dwomoh,M,14,185,434,M,996993,EUR,1087776000,M,80,80,False,,23.0,16.0,5.0,3.0,12.0,15.0,4.0,8.0,2.0,,4.0,,,,,,45.0,33.0,6.3,10.0,0,,2.0,,7.0,,,1.0,1.0,,2.0,1.0,1.0,,,,,,1.0,2.0,1.0,,,,,
10406687,away,KV Oostende,Tatsuhiro Sakamoto,,,sakamoto-tatsuhiro,T. Sakamoto,M,7,170,1000,M,978927,EUR,845942400,M,18,18,False,,23.0,14.0,4.0,1.0,5.0,9.0,10.0,20.0,7.0,6.0,7.0,1.0,,,,,90.0,53.0,7.1,16.0,1,6.0,1.0,1.0,4.0,,,3.0,2.0,,,2.0,,1.0,,,1.0,,1.0,2.0,2.0,,,,,
10406687,away,KV Oostende,Nick Bätzner,,,nick-batzner,N. Bätzner,M,9,170,71,M,959635,EUR,953078400,F,34,34,False,,25.0,19.0,1.0,,6.0,7.0,15.0,23.0,3.0,1.0,3.0,,,,,,60.0,42.0,7.0,13.0,0,5.0,1.0,,4.0,1.0,1.0,1.0,,,,1.0,1.0,2.0,,,,1.0,2.0,3.0,2.0,,,,,
10406687,away,KV Oostende,Fraser Hornby,,,fraser-hornby,F. Hornby,F,9,195,400,M,914877,EUR,937180800,F,9,9,False,,24.0,15.0,4.0,1.0,7.0,10.0,8.0,14.0,8.0,3.0,4.0,3.0,,,,,90.0,40.0,7.2,13.0,2,,7.0,5.0,12.0,,,,2.0,,1.0,,1.0,,,,,,1.0,1.0,,,,,2.0,1.0
10406687,away,KV Oostende,Thierry Ambrose,,,thierry-ambrose,T. Ambrose,F,68,178,423,M,356024,EUR,859507200,F,68,68,False,,35.0,24.0,4.0,2.0,9.0,10.0,15.0,29.0,5.0,1.0,6.0,,,,,,90.0,49.0,6.8,20.0,0,4.0,4.0,4.0,6.0,,,,1.0,,,,2.0,,,,,1.0,1.0,1.0,1.0,,,,,
10406687,away,KV Oostende,Cameron McGeehan,,,cameron-mcgeehan,C. McGeehan,M,8,180,56,M,149817,EUR,797126400,M,8,8,True,,31.0,17.0,5.0,2.0,6.0,13.0,11.0,18.0,3.0,,6.0,3.0,,,,,45.0,42.0,5.9,19.0,0,,1.0,,9.0,,,,3.0,,1.0,,1.0,,,,,,3.0,1.0,,,,,,
10406687,away,KV Oostende,Ivan Durdov,,,ivan-durdov,I. Durdov,F,19,192,192,M,970515,EUR,963792000,F,17,17,True,,8.0,4.0,,,1.0,3.0,3.0,5.0,3.0,1.0,,2.0,,,,,30.0,19.0,6.4,9.0,0,,,1.0,3.0,,,,1.0,,,,3.0,,,,,,,2.0,,,,,,
10406687,away,KV Oostende,Sieben Dewaele,,,dewaele-sieben,S. Dewaele,M,18,180,73,M,901895,EUR,917913600,M,16,16,True,,7.0,5.0,1.0,1.0,2.0,2.0,3.0,5.0,2.0,,2.0,,,,,,14.0,12.0,6.6,2.0,0,,1.0,,3.0,,1.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,
10406687,away,KV Oostende,Mateo Barać,,,mateo-barac,M. Barać,D,44,190,93,M,576308,EUR,774662400,D,4,4,True,,,,,,,,,,,,,,,,,,1.0,,,,0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
10406687,away,KV Oostende,Dillon Phillips,,,dillon-phillips,D. Phillips,G,12,188,49,M,377166,EUR,802828800,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10406687,away,KV Oostende,Brecht Capon,,,brecht-capon,B. Capon,D,,179,7,,42106,EUR,577670400,D,27,27,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10406687,away,KV Oostende,Indy Boonen,,,indy-boonen,I. Boonen,M,25,173,47,M,839637,EUR,915408000,M,11,11,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
