match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_shotOffTarget,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,captain,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoalsOnTarget,stat_challengeLost,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_interceptionWon,stat_accurateCross,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,stat_outfielderBlock,player_sofascoreId,stat_hitWoodwork,stat_goals
14065135,home,FC St. Pauli,Danel Sinani,,,danel-sinani,D. Sinani,F,10,185,628,M,887500,EUR,860198400,F,10,10,False,31.0,23.0,,0.0,5.0,6.0,25.0,,1.0,,,,,,45.0,39.0,6.7,12.0,0.0714481,,1,,0.04,0.11,-0.03,,,18.0,4.0,,,,1.0,,1.0,1.0,0.0118,1.0,-0.15,,,,,,,,,,,,,,,,,,,,
14065135,home,FC St. Pauli,Andreas Hountondji,,,hountondji-andreas,A. Hountondji,F,27,190,3805,M,1112796,EUR,1026345600,F,27,27,True,6.0,4.0,,0.0,,,6.0,,,,,,,,45.0,15.0,6.1,7.0,0.0119883,,1,,-0.12,0.22,-0.11,,,4.0,3.0,2.0,,7.0,1.0,,,,0.0248,,-0.23,,3.0,1.0,,,1.0,,2.0,1.0,,,,,,,,,,,
14065135,home,FC St. Pauli,Abdoulie Ceesay,Abdoulie Ceesay,,abdoulie-ceesay,A. Ceesay,F,9,185,615,M,1888501,EUR,1073260800,F,9,9,True,6.0,4.0,,0.0,2.0,2.0,4.0,,,,,,,,45.0,8.0,6.1,2.0,0.00154089,,1,,-0.16,0.12,-0.01,,,2.0,,2.0,1.0,5.0,2.0,,1.0,,0.3367,,-0.5,,,,,,3.0,,,,1.0,,,,,,1.0,,,,
14065135,home,FC St. Pauli,Martijn Kaars,,,martijn-kaars,M. Kaars,F,19,183,860,M,861850,EUR,920592000,F,19,19,True,17.0,16.0,1.0,0.0,6.0,7.0,10.0,,2.0,,,,,,45.0,20.0,6.4,2.0,0.0447892,,0,,0.04,-0.54,0.14,,1.0,10.0,,2.0,,2.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,
14065135,home,FC St. Pauli,Connor Metcalfe,,,connor-metcalfe,C. Metcalfe,M,24,178,230,M,888854,EUR,941760000,M,24,24,True,18.0,15.0,,0.0,4.0,4.0,14.0,,2.0,,,,,,35.0,25.0,6.6,4.0,0.0728939,,3,,0.26,0.15,-0.15,,,11.0,,,,2.0,2.0,,2.0,,0.1562,,0.29,,1.0,1.0,1.0,1.0,1.0,0.3953,1.0,,1.0,,,,,,,,,,
14065135,home,FC St. Pauli,Jackson Irvine,,,jackson-irvine,J. Irvine,M,7,190,924,M,181581,EUR,731462400,M,7,7,True,2.0,2.0,,0.0,1.0,1.0,1.0,,,,,,,,10.0,4.0,6.5,1.0,0.00396464,,0,,0.06,,0.0,,,1.0,,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14065135,home,FC St. Pauli,Ben Voll,,,ben-voll,B. Voll,G,1,195,91,M,987437,EUR,976320000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065135,home,FC St. Pauli,Jannik Thomas Robatsch,Jannik Thomas Robatsch,,jannik-thomas-robatsch,J. T. Robatsch,D,34,190,97,M,1401055,EUR,1104192000,D,34,34,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065135,home,FC St. Pauli,Lars Ritzka,,,lars-ritzka,L. Ritzka,D,21,185,86,M,873347,EUR,894499200,D,21,21,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065135,home,FC St. Pauli,Fin Stevens,Finley Stevens,,finley-stevens,F. Stevens,D,14,177,115,M,1064630,EUR,1049932800,D,14,14,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065135,away,Borussia M'gladbach,Moritz Nicolas,,,moritz-nicolas,M. Nicolas,G,33,193,411,M,578166,EUR,877392000,G,33,33,False,34.0,25.0,20.0,0.0,15.0,17.0,17.0,1.0,10.0,,1.0,4.0,1.0,,90.0,45.0,7.9,9.0,0.00607252,0.6191,0,0.5078,0.34,-0.03,0.33,0.49,11.0,10.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,
14065135,away,Borussia M'gladbach,Philipp Sander,,,philipp-sander,P. Sander,M,16,185,246,M,939880,EUR,888019200,D,16,16,False,69.0,59.0,10.0,0.0,44.0,46.0,23.0,5.0,7.0,,,,,,90.0,86.0,7.6,11.0,0.00588353,,0,,0.2,0.11,0.43,,2.0,15.0,,,4.0,2.0,7.0,1.0,,,,,,,1.0,1.0,,,1.0,,,,2.0,1.0,,,,,,1.0,,,
14065135,away,Borussia M'gladbach,Nico Elvedi,,,nico-elvedi,N. Elvedi,D,30,188,1059,M,282229,EUR,844041600,D,30,30,False,57.0,56.0,2.0,0.0,50.0,50.0,7.0,11.0,2.0,,,,,,90.0,74.0,7.7,2.0,0.00570616,,0,,0.17,0.15,0.42,,2.0,6.0,,1.0,3.0,1.0,5.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
14065135,away,Borussia M'gladbach,Kevin Diks,,,kevin-diks,K. Diks,D,4,186,14792,M,583806,EUR,844560000,D,4,4,False,60.0,56.0,8.0,0.0,46.0,49.0,11.0,7.0,7.0,,,,,,90.0,75.0,7.6,4.0,0.00362252,,0,,0.12,0.09,0.35,,7.0,10.0,,2.0,3.0,3.0,5.0,,,,,,,,2.0,2.0,,,,,1.0,,,,2.0,,,,,2.0,KevinDiks_,,
14065135,away,Borussia M'gladbach,Joseph Scally,,,scally-joseph,J. Scally,D,29,184,1087,M,1002920,EUR,1041292800,M,29,29,False,19.0,18.0,1.0,0.0,11.0,11.0,8.0,6.0,3.0,,,,,,78.0,38.0,7.2,2.0,0.01054,,1,,0.02,0.27,0.35,,1.0,7.0,,1.0,,2.0,4.0,,1.0,3.0,0.0785,,-0.35,,2.0,1.0,,,,,,,,,1.0,,,,1.0,,,1.0,
14065135,away,Borussia M'gladbach,Rocco Reitz,,,rocco-reitz,R. Reitz,M,27,175,1025,M,1048650,EUR,1022630400,M,27,27,False,34.0,22.0,3.0,0.0,8.0,11.0,23.0,1.0,4.0,,,,,,85.0,61.0,7.1,19.0,0.0305048,,2,,0.21,0.49,0.14,,1.0,14.0,3.0,,,6.0,8.0,2.0,,2.0,0.0497,2.0,-0.47,True,2.0,2.0,2.0,2.0,3.0,0.0493,1.0,,4.0,3.0,3.0,,,,,,,,
14065135,away,Borussia M'gladbach,Yannik Engelhardt,,,yannik-engelhardt,Y. Engelhardt,M,6,184,362,M,990209,EUR,981504000,M,6,6,False,56.0,52.0,1.0,0.0,39.0,42.0,14.0,2.0,3.0,,,,,,90.0,66.0,7.0,4.0,0.0108665,,2,,0.13,0.11,0.25,,1.0,13.0,,,,,2.0,,1.0,,0.0602,,0.08,,,,1.0,,,0.2352,,,2.0,1.0,1.0,,,,,,,,
14065135,away,Borussia M'gladbach,Lukas Ullrich,Lukas Ullrich,,lukas-ullrich,L. Ullrich,D,26,177,362,M,1083382,EUR,1079395200,M,26,26,False,34.0,29.0,2.0,0.0,18.0,21.0,13.0,4.0,3.0,,,,,,90.0,52.0,7.4,7.0,0.0433901,,1,,0.12,0.39,0.47,,,11.0,,,,2.0,4.0,,1.0,1.0,0.0624,1.0,-0.24,,2.0,1.0,,1.0,,,1.0,,2.0,1.0,1.0,,,,,1.0,,,
14065135,away,Borussia M'gladbach,Franck Honorat,,,franck-honorat,F. Honorat,M,9,180,718,M,280453,EUR,839721600,F,9,9,False,14.0,11.0,,1.0,1.0,2.0,12.0,,,,,,,,57.0,24.0,7.5,7.0,0.876268,,1,,0.73,0.25,0.13,,,10.0,5.0,,,3.0,,,,,0.0307,3.0,-0.41,,2.0,,1.0,,1.0,0.0483,,,,,,3.0,1.0,,,,,,
14065135,away,Borussia M'gladbach,Florian Neuhaus,,,florian-neuhaus,F. Neuhaus,M,10,185,880,M,837205,EUR,858470400,F,10,10,False,35.0,30.0,3.0,1.0,21.0,21.0,14.0,1.0,2.0,,,,,,78.0,50.0,7.0,10.0,0.0387877,,0,,0.06,0.36,0.14,,2.0,9.0,,,,2.0,1.0,,,,,3.0,,,,,,4.0,1.0,,1.0,,1.0,1.0,3.0,,1.0,,,1.0,,,
14065135,away,Borussia M'gladbach,Haris Tabaković,,,haris-tabakovic,H. Tabaković,F,15,196,2741,M,259803,EUR,772070400,F,15,15,False,15.0,13.0,,1.0,5.0,5.0,10.0,2.0,,,,,,,85.0,28.0,9.2,6.0,0.0941602,,5,,-0.18,0.08,0.17,,,8.0,,1.0,4.0,3.0,4.0,,1.0,,1.5577,1.0,0.69,,1.0,,4.0,3.0,1.0,2.2679,,,,,,,,1.0,1.0,1.0,,1.0,2.0
14065135,away,Borussia M'gladbach,Shuto Machino,,,shuto-machino,S. Machino,F,18,185,1746,M,925910,EUR,938649600,F,18,18,True,10.0,8.0,1.0,0.0,4.0,4.0,6.0,,2.0,,,,,,33.0,16.0,7.5,4.0,0.00186971,,2,,-0.19,0.26,-0.03,,1.0,4.0,,1.0,,2.0,2.0,,,1.0,0.1882,,0.47,,,,2.0,2.0,,0.5961,1.0,,1.0,1.0,,,,,,,,,1.0
14065135,away,Borussia M'gladbach,Giovanni Reyna,,,giovanni-reyna,G. Reyna,M,13,185,5027,M,989056,EUR,1037145600,M,13,13,True,18.0,16.0,2.0,0.0,9.0,11.0,7.0,,1.0,,,,,,12.0,19.0,6.9,2.0,0.00982246,,0,,0.18,-0.31,0.0,,2.0,7.0,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,gioareyna,,
14065135,away,Borussia M'gladbach,Oscar Fraulo,,,oscar-fraulo,O. Fraulo,M,29,180,841,M,1008245,EUR,1070668800,M,22,22,True,5.0,5.0,,0.0,2.0,2.0,3.0,,2.0,,,,,,12.0,7.0,7.2,,0.00180263,,1,,0.07,,0.13,,,3.0,,,,1.0,1.0,,,,0.2883,,0.32,,,,1.0,,1.0,0.9418,,,1.0,,,,,,,,,,1.0
14065135,away,Borussia M'gladbach,Kevin Stöger,,,kevin-stoger,K. Stöger,M,7,175,715,M,95381,EUR,746409600,M,7,7,True,9.0,9.0,,0.0,5.0,5.0,4.0,,,,,,,,9.0,15.0,6.6,3.0,0.0038129,,0,,0.0,0.01,0.0,,,4.0,1.0,,,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
14065135,away,Borussia M'gladbach,Jan Urbich,,,urbich-jan,J. Urbich,F,40,188,63,M,1521250,EUR,1087948800,F,40,40,True,3.0,2.0,,0.0,1.0,1.0,2.0,,,,,,,,9.0,6.0,6.7,1.0,0.00038562,,0,,-0.06,0.04,0.13,,,1.0,,,1.0,,3.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
14065135,away,Borussia M'gladbach,Jonas Omlin,,,jonas-omlin,J. Omlin,G,18,189,396,M,571622,EUR,758160000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065135,away,Borussia M'gladbach,Marvin Friedrich,,,marvin-friedrich,M. Friedrich,D,5,193,161,M,254449,EUR,818812800,D,5,5,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065135,away,Borussia M'gladbach,Luca Netz,,,netz-luca,L. Netz,D,25,180,641,M,979144,EUR,1052956800,D,20,20,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065135,away,Borussia M'gladbach,Wael Mohya,Wael Mohya,,wael-mohya,W. Mohya,M,36,176,520,M,1995809,EUR,1230681600,M,36,36,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
