match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_totalCross,stat_accurateCross,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_clearanceOffLine,stat_wonTackle,stat_penaltyConceded,stat_fouls,stat_wasFouled,stat_penaltyWon,stat_wonContest,stat_shotOffTarget,stat_dispossessed,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_totalOffside,stat_hitWoodwork,stat_goals,stat_bigChanceMissed,stat_bigChanceCreated,player_sofascoreId
10382056,home,Fortuna Sittard,Paul Gladon,paul-gladon,P. Gladon,F,19,188,61,M,148615,EUR,700876800,F,11,11,False,12.0,8.0,,,,,8.0,12.0,4.0,8.0,6.0,,2.0,,,,,,,90.0,31.0,7.1,10.0,6,,,,2.0,,,,3.0,1.0,,,4.0,,,,3.0,2.0,,,1.0,,4.0,1.0,,1.0,1.0,,,
10382056,home,Fortuna Sittard,Roel Janssen,roel-janssen,R. Janssen,D,,177,10,M,110360,EUR,645494400,D,4,4,True,8.0,4.0,1.0,,3.0,5.0,1.0,3.0,3.0,,4.0,,2.0,2.0,,,,,,21.0,13.0,6.8,4.0,0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10382056,home,Fortuna Sittard,Muhammet Tunahan Taşçı,muhammet-tunahan-tasci,M. T. Tasci,F,7,172,136,M,980612,EUR,1020038400,M,34,34,True,2.0,2.0,1.0,1.0,,,2.0,2.0,,1.0,1.0,,,1.0,,,,,,21.0,5.0,6.6,1.0,0,,,,,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,
10382056,home,Fortuna Sittard,Yanick van Osch,yanick-van-osch,Y. van Osch,G,1,183,70,M,361764,EUR,859161600,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382056,home,Fortuna Sittard,Tom Hendriks,tom-hendriks,T. Hendriks,G,22,186,30,M,967463,EUR,1021334400,G,22,22,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382056,home,Fortuna Sittard,Mike van Beijnen,mike-van-beijnen,M. v. Beijnen,D,,187,18,M,1010516,EUR,920764800,D,18,18,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382056,home,Fortuna Sittard,Stipe Radić,stipe-radic,S. Radić,D,55,193,184,M,879729,EUR,960595200,D,55,55,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382056,home,Fortuna Sittard,Gianmarco Cangiano,gianmarco-cangiano,G. Cangiano,F,7,176,121,M,951927,EUR,1005868800,F,74,74,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382056,away,NEC Nijmegen,Mattijs Branderhorst,mattijs-branderhorst,M. Branderhorst,G,31,192,151,M,146871,EUR,757296000,G,1,1,False,26.0,15.0,16.0,5.0,11.0,17.0,4.0,9.0,,,,,,3.0,,1.0,1.0,2.0,,90.0,30.0,6.5,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382056,away,NEC Nijmegen,Bart van Rooij,bart-van-rooij,B. v. Rooij,D,28,174,343,M,946506,EUR,990835200,D,28,28,False,37.0,32.0,4.0,4.0,20.0,23.0,12.0,15.0,1.0,6.0,5.0,4.0,3.0,6.0,,,,,,90.0,57.0,6.5,11.0,0,,1.0,,1.0,2.0,1.0,4.0,1.0,,,,,,3.0,1.0,1.0,,,,,,,,,,,,,
10382056,away,NEC Nijmegen,Philippe Sandler,philippe-sandler,P. Sandler,D,3,188,233,M,842275,EUR,855532800,D,3,3,False,45.0,41.0,4.0,2.0,32.0,34.0,9.0,11.0,,2.0,2.0,,2.0,3.0,,,,,,90.0,53.0,7.4,4.0,1,,,,,1.0,1.0,1.0,,1.0,,,2.0,1.0,1.0,,,1.0,,,1.0,,,,,,,,,
10382056,away,NEC Nijmegen,Joris Kramer,joris-kramer,J. Kramer,D,4,190,140,M,793742,EUR,838944000,D,5,5,False,40.0,35.0,1.0,,24.0,29.0,11.0,11.0,3.0,5.0,3.0,,2.0,3.0,,,,,,90.0,46.0,6.6,5.0,0,,,,,2.0,1.0,,,,,,3.0,,,,2.0,,,,,,,,,,,,,
10382056,away,NEC Nijmegen,Souffian El Karouani,souffian-el-karouani,S. El Karouani,D,16,178,3591,M,991679,EUR,971913600,D,16,16,False,33.0,25.0,3.0,2.0,14.0,19.0,11.0,16.0,,7.0,2.0,,,8.0,,,,,,90.0,55.0,6.3,19.0,0,,2.0,,2.0,,1.0,1.0,2.0,,,,1.0,,1.0,,3.0,,,1.0,,2.0,,,,,,,,
10382056,away,NEC Nijmegen,Andri Baldursson,andri-baldursson,A. Baldursson,M,16,187,235,M,932856,EUR,1010620800,M,8,8,False,46.0,40.0,3.0,3.0,24.0,29.0,16.0,17.0,,4.0,4.0,1.0,2.0,8.0,,,,,,90.0,63.0,7.4,7.0,0,,,,3.0,4.0,2.0,,,,,,3.0,,,,,1.0,,3.0,,,,,,,,,,
10382056,away,NEC Nijmegen,Magnus Mattsson,magnus-mattsson,M. Mattsson,M,8,174,794,M,896117,EUR,919900800,M,11,11,False,48.0,43.0,,,21.0,22.0,22.0,27.0,,5.0,9.0,1.0,2.0,13.0,,,,,,90.0,67.0,7.8,9.0,2,,1.0,,3.0,,,4.0,2.0,4.0,,,2.0,,1.0,,1.0,3.0,1.0,2.0,1.0,,1.0,,,,,1.0,,
10382056,away,NEC Nijmegen,Elayis Tavsan,elayis-tavsan,E. Tavsan,F,7,183,301,M,929631,EUR,988588800,M,7,7,False,27.0,25.0,,,14.0,16.0,11.0,12.0,,10.0,6.0,1.0,,5.0,,,,,,89.0,50.0,6.2,12.0,2,,1.0,,4.0,,1.0,2.0,3.0,,,,1.0,,1.0,,2.0,2.0,,2.0,1.0,4.0,,1.0,,,,1.0,,
10382056,away,NEC Nijmegen,Oussama Tannane,oussama-tannane,O. Tannane,F,14,178,2916,M,249435,EUR,764380800,M,14,14,False,52.0,42.0,11.0,6.0,12.0,13.0,32.0,50.0,,6.0,6.0,2.0,,5.0,,,,,,90.0,78.0,7.7,22.0,3,True,11.0,2.0,1.0,,,1.0,1.0,3.0,,,1.0,,,,1.0,4.0,,1.0,1.0,2.0,1.0,1.0,,,,,2.0,
10382056,away,NEC Nijmegen,Anthony Musaba,anthony-musaba,A. Musaba,F,20,182,2509,M,979473,EUR,976060800,M,77,77,False,16.0,12.0,,,1.0,1.0,11.0,16.0,,,7.0,,,1.0,,,,,,61.0,28.0,7.9,7.0,2,,1.0,,4.0,,,2.0,2.0,2.0,,,,,2.0,,,1.0,,4.0,,,,2.0,,,,,1.0,
10382056,away,NEC Nijmegen,Pedro Marques,pedro-marques,P. Marques,F,43,181,203,M,846039,EUR,893462400,F,9,9,False,10.0,6.0,,,2.0,4.0,4.0,6.0,1.0,6.0,3.0,1.0,1.0,3.0,,,,,,61.0,21.0,6.3,9.0,2,,,,1.0,,,1.0,3.0,,,,2.0,,1.0,,1.0,,,1.0,,2.0,1.0,1.0,,,,1.0,,
10382056,away,NEC Nijmegen,Ibrahim Cissoko,ibrahim-cissoko,I. Cissoko,M,20,188,378,M,1128902,EUR,1048636800,F,21,21,True,6.0,6.0,,,,,6.0,7.0,,1.0,2.0,,,,,,,,,29.0,11.0,6.6,2.0,1,,1.0,,2.0,,,,,,Ibrahim Cissoko,,,,,,,1.0,,1.0,1.0,,,,,,,,,
10382056,away,NEC Nijmegen,Landry Dimata,landry-dimata,L. Dimata,F,10,185,507,M,826944,EUR,873072000,F,19,19,True,8.0,7.0,,,3.0,3.0,4.0,5.0,2.0,3.0,4.0,,,1.0,,,,,,29.0,20.0,7.0,7.0,2,,,,,,,,3.0,,,,,,,,,2.0,,,,3.0,,2.0,1.0,,1.0,,,
10382056,away,NEC Nijmegen,Calvin Verdonk,calvin-verdonk,C. Verdonk,D,24,174,14345,M,361780,EUR,862012800,D,24,24,True,,,,,,,,,,,,,,,,,,,,1.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c.verdonk
10382056,away,NEC Nijmegen,Jasper Cillessen,jasper-cillessen,J. Cillessen,G,22,185,1498,M,123865,EUR,609206400,G,22,22,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382056,away,NEC Nijmegen,Robin Roefs,robin-roefs,R. Roefs,G,22,193,2142,M,1012928,EUR,1042761600,G,31,31,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382056,away,NEC Nijmegen,Iván Márquez,ivan-marquez,I. Márquez,D,44,191,78,M,862479,EUR,771120000,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382056,away,NEC Nijmegen,Ilias Bronkhorst,ilias-bronkhorst,I. Bronkhorst,D,2,185,69,M,899644,EUR,863222400,D,2,2,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,Ilias,Bronkhorst,,,,,,,,,,,,,,,,,,
10382056,away,NEC Nijmegen,Terry Sanniez,terry-sanniez,T. Sanniez,D,25,174,16,M,787978,EUR,839635200,D,34,34,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382056,away,NEC Nijmegen,Guus Gertsen,guus-gertsen,G. Gertsen,D,,189,8,M,1088963,EUR,1050451200,D,30,30,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382056,away,NEC Nijmegen,Nils Rossen,nils-rossen,N. Rossen,M,17,181,80,M,1150154,EUR,1122854400,M,32,32,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,Nils,Rossen,,,,,,,,,,,,,,,,,,
